
[00:00:00.000 --> 00:00:08.000]  今天我們要跟弟兄姊妹一同來分享的題目就是超煉淨淺
[00:00:08.000 --> 00:00:10.000]  超煉淨淺
[00:00:10.000 --> 00:00:22.000]  淨淺這個字在新約聖經裡頭一共用過十次
[00:00:23.000 --> 00:00:30.000]  淨淺這個字在新約聖經裡頭一共出現了有十次
[00:00:30.000 --> 00:00:35.000]  其中有八次就是在提摩台前書
[00:00:35.000 --> 00:00:44.000]  所以你看見淨淺這個字在提摩台前書是一個最常出現的一個字
[00:00:44.000 --> 00:00:48.000]  比任何一卷新約聖經都要多
[00:00:49.000 --> 00:00:57.000]  那為什麼保羅要在提摩台前書裡頭特別提到淨淺這個字呢
[00:00:57.000 --> 00:01:01.000]  因為我們想或許這個是有兩個原因
[00:01:01.000 --> 00:01:07.000]  一個原因就是跟這本提摩台前書的主題有關係
[00:01:08.000 --> 00:01:19.000]  因為這個提摩台前書的主題其中之一就是告訴我們我們神的兒女應該在神的家中應該怎樣的行
[00:01:19.000 --> 00:01:25.000]  就在第三章第十五節說的倘若我單言日久
[00:01:25.000 --> 00:01:31.000]  就保羅說如果他不能夠很快就跟提摩台見面不能來到提摩台中間
[00:01:31.000 --> 00:01:37.000]  那麼你也可以知道在神的家中當怎樣行
[00:01:38.000 --> 00:01:48.000]  所以提摩台前書裡頭很多地方提到我們信了主以後我們在神的家中應該怎樣的行
[00:01:48.000 --> 00:01:51.000]  這個是一個主題的關係
[00:01:51.000 --> 00:01:53.000]  那麼在神的家中怎麼行呢
[00:01:53.000 --> 00:01:56.000]  很重要的就是淨淺
[00:01:56.000 --> 00:02:04.000]  所以淨淺在提摩台前書出現這麼多有跟他的主題的關係
[00:02:05.000 --> 00:02:13.000]  第二個呢就跟這個現在是來到保羅寫這個書的時候呢已經來到這個末後的日子
[00:02:13.000 --> 00:02:16.000]  不但這個時代是一個末後的日子
[00:02:16.000 --> 00:02:24.000]  而且從保羅這一生中間呢他也是快要被主接續快要為了主尋到了
[00:02:24.000 --> 00:02:27.000]  這是一個末後的日子
[00:02:27.000 --> 00:02:32.000]  所以他覺得在末後的日子主快要回來以前
[00:02:33.000 --> 00:02:35.000]  重要的就是對於淨淺
[00:02:35.000 --> 00:02:42.000]  所以他就特別在提摩台前書呢講到這個淨淺這個事情
[00:02:42.000 --> 00:02:45.000]  這個末後的日子
[00:02:45.000 --> 00:02:49.000]  這就講到我們現在是處在一個末後的時代
[00:02:49.000 --> 00:02:52.000]  末世的時候呢有好幾個特點
[00:02:52.000 --> 00:02:59.000]  在羅馬書裡頭我們就看到保羅提到這個時代特點的時候呢
[00:03:00.000 --> 00:03:04.000]  他講這個是一個不淨淺不義的時代
[00:03:04.000 --> 00:03:07.000]  這個人對神不淨淺
[00:03:07.000 --> 00:03:12.000]  明明知道有神卻是不把神當作神來敬拜
[00:03:12.000 --> 00:03:15.000]  反而去拜偶像這是不淨淺
[00:03:15.000 --> 00:03:18.000]  也是一個不義的時代
[00:03:18.000 --> 00:03:23.000]  神是公義的可是世界上的人不認識神
[00:03:23.000 --> 00:03:28.000]  行事也不義犯罪作惡
[00:03:29.000 --> 00:03:31.000]  那麼也是一個不聖潔的時代
[00:03:31.000 --> 00:03:35.000]  你現在看到這個世界上電影也好電視也好
[00:03:35.000 --> 00:03:41.000]  或者是小說文學很多都是不聖潔的
[00:03:41.000 --> 00:03:48.000]  集體人的私慾情慾是一個不聖潔的時代
[00:03:48.000 --> 00:03:51.000]  也是一個不法的時代
[00:03:51.000 --> 00:03:54.000]  所以這個末後的時代的特點呢
[00:03:54.000 --> 00:03:57.000]  可以用四個不來代表
[00:03:58.000 --> 00:04:04.000]  一個就是不淺不義不聖不法
[00:04:04.000 --> 00:04:06.000]  這四個方面
[00:04:06.000 --> 00:04:10.000]  所以保羅特別提到要在這個環境中間
[00:04:10.000 --> 00:04:13.000]  我們要過一個平安無事的生活的話
[00:04:13.000 --> 00:04:17.000]  我們就要在淨淺這方面多多的注意
[00:04:17.000 --> 00:04:22.000]  這是保羅在這個題目台前書
[00:04:22.000 --> 00:04:25.000]  特別給我們看到的淨淺的重要
[00:04:26.000 --> 00:04:28.000]  最近看到一個小報紙上面說
[00:04:28.000 --> 00:04:32.000]  國內舉行一個反盜版大會
[00:04:32.000 --> 00:04:37.000]  反盜版因為中國的盜版是非常出名的
[00:04:37.000 --> 00:04:41.000]  大概有一萬八千人參加一個大會
[00:04:41.000 --> 00:04:47.000]  所以那個大會上主席就問底下的聽眾說
[00:04:47.000 --> 00:04:50.000]  你們有沒有看過盜版呢
[00:04:51.000 --> 00:04:58.000]  結果台下一萬八千人異口同聲說有我們看
[00:04:58.000 --> 00:05:03.000]  你就可以看看這個在這個一個末後的時代
[00:05:03.000 --> 00:05:06.000]  這種不正常的情況的出現
[00:05:06.000 --> 00:05:10.000]  那我們知道主快回來了
[00:05:10.000 --> 00:05:14.000]  保羅說我們離開主回來是更近了
[00:05:14.000 --> 00:05:18.000]  現在離開保羅說已經有將近兩千年了
[00:05:19.000 --> 00:05:22.000]  那麼我們知道從各個情況來看到
[00:05:22.000 --> 00:05:24.000]  主回來是更近了
[00:05:24.000 --> 00:05:27.000]  我們應該怎樣預備主回來呢
[00:05:27.000 --> 00:05:31.000]  就是要在世上過一個淨淺的生活
[00:05:31.000 --> 00:05:38.000]  主回來以前有很多動盪不安的事情影響到我們
[00:05:38.000 --> 00:05:43.000]  我們怎麼能夠來平安的安靜的過我們的生活呢
[00:05:44.000 --> 00:05:50.000]  淨淺所以這個在第二章的第一節就說到
[00:05:50.000 --> 00:05:56.000]  他說我勸你第一要為萬人懇求禱告
[00:05:56.000 --> 00:06:02.000]  代求祝謝為君王和一些在位的也該如此
[00:06:02.000 --> 00:06:05.000]  怎麼樣呢為什麼為他們禱告呢
[00:06:05.000 --> 00:06:11.000]  就使我們可以淨淺端正平安無事的度日
[00:06:12.000 --> 00:06:18.000]  就想要淨淺讓我們在主回來以前能夠平安無事
[00:06:18.000 --> 00:06:21.000]  平安有個安靜的生活
[00:06:21.000 --> 00:06:27.000]  那我們現在要看看淨淺的含義是什麼
[00:06:27.000 --> 00:06:32.000]  淨淺的英文裡頭叫做象神
[00:06:32.000 --> 00:06:37.000]  就是基督徒應該象神
[00:06:38.000 --> 00:06:42.000]  有人說這個標準很高
[00:06:42.000 --> 00:06:46.000]  我們人跟神中間的距離太大了
[00:06:46.000 --> 00:06:49.000]  我們象神很不容易
[00:06:49.000 --> 00:06:53.000]  標準很高不太容易做得到
[00:06:53.000 --> 00:07:00.000]  這個在聖經裡頭淨淺的意思
[00:07:00.000 --> 00:07:03.000]  就是在我們心裡頭
[00:07:04.000 --> 00:07:09.000]  在心思裡頭在我們的意念裡頭給神應該有的地位
[00:07:09.000 --> 00:07:12.000]  我們本來不信主以前
[00:07:12.000 --> 00:07:15.000]  神在我們裡面沒有地位的
[00:07:15.000 --> 00:07:19.000]  我們做事情根本不管神喜歡不喜歡
[00:07:19.000 --> 00:07:21.000]  神覺得好不好
[00:07:21.000 --> 00:07:24.000]  我們就隨著自己的意志去做的
[00:07:24.000 --> 00:07:27.000]  但是我們信了主以後我們信了神
[00:07:27.000 --> 00:07:32.000]  我們就應該讓神在我們心裡頭應該有的地位
[00:07:33.000 --> 00:07:37.000]  按照祂應該得的我們尊敬祂
[00:07:37.000 --> 00:07:40.000]  我們知道神在我們裡面
[00:07:40.000 --> 00:07:46.000]  那我們就做什麼事情都要把神擺在第一位
[00:07:46.000 --> 00:07:50.000]  這就是淨淺的一個基本的意思
[00:07:50.000 --> 00:07:53.000]  就是你心裡頭常常有神
[00:07:53.000 --> 00:07:56.000]  你說話的時候你做事情的時候
[00:07:56.000 --> 00:07:58.000]  你在想什麼的時候
[00:07:59.000 --> 00:08:03.000]  你和神在一起知道神在看顧你
[00:08:03.000 --> 00:08:05.000]  知道神知道你的一切
[00:08:05.000 --> 00:08:09.000]  你把神常常放在你的心裡頭
[00:08:09.000 --> 00:08:13.000]  所以在詩篇十六篇第八節
[00:08:13.000 --> 00:08:16.000]  作詩的人就說了
[00:08:16.000 --> 00:08:20.000]  我將耶和華常擺在我面前
[00:08:20.000 --> 00:08:25.000]  這作詩人就把耶和華就把神擺在他的面前
[00:08:26.000 --> 00:08:29.000]  他在我右邊我便不自搖動
[00:08:29.000 --> 00:08:33.000]  我要把神常常放在我的前面
[00:08:33.000 --> 00:08:36.000]  我們把神常常放在我們心裡頭
[00:08:36.000 --> 00:08:41.000]  那麼這樣的話我們就可以走在神的正路上
[00:08:41.000 --> 00:08:43.000]  我們就不會搖擺不定
[00:08:43.000 --> 00:08:46.000]  我們就不會偏向別的地方
[00:08:46.000 --> 00:08:51.000]  我們要把神常常擺在我們的面前
[00:08:51.000 --> 00:08:53.000]  我們就不會搖動了
[00:08:54.000 --> 00:08:59.000]  在舊約的時候一個很出名的人物叫做約瑟
[00:08:59.000 --> 00:09:03.000]  約瑟在年輕的時候就被他哥哥賣掉
[00:09:03.000 --> 00:09:05.000]  賣到埃及
[00:09:05.000 --> 00:09:12.000]  他就來到埃及王的護衛長波提法的家裡當奴隸
[00:09:12.000 --> 00:09:15.000]  那麼因為他很敬畏神
[00:09:15.000 --> 00:09:17.000]  耶和華與他同在
[00:09:18.000 --> 00:09:25.000]  這個護衛長的主人就把他升做管理家裡的一切
[00:09:25.000 --> 00:09:29.000]  當他遇到他的主人的妻子的引誘的時候
[00:09:29.000 --> 00:09:33.000]  他不肯聽從他主人的妻子的引誘
[00:09:33.000 --> 00:09:35.000]  不接受他的引誘
[00:09:35.000 --> 00:09:37.000]  他就對這個主人的妻子說
[00:09:37.000 --> 00:09:40.000]  我怎麼能夠做這樣的大惡
[00:09:40.000 --> 00:09:42.000]  以致得罪神呢
[00:09:42.000 --> 00:09:44.000]  這個事情不是道德
[00:09:45.000 --> 00:09:48.000]  道德的問題並不是只是不好的事情
[00:09:48.000 --> 00:09:50.000]  就是我這樣做
[00:09:50.000 --> 00:09:52.000]  我是得罪了神
[00:09:52.000 --> 00:09:54.000]  他把神擺在他前面
[00:09:54.000 --> 00:09:56.000]  他心裡有神
[00:09:56.000 --> 00:10:01.000]  所以他就堅決的拒絕他主人妻子對他的引誘
[00:10:01.000 --> 00:10:04.000]  在他把神擺在他的面前
[00:10:04.000 --> 00:10:06.000]  所以他就不搖動
[00:10:06.000 --> 00:10:08.000]  他一直站在神的一邊
[00:10:08.000 --> 00:10:11.000]  一直堅定的相信神 依靠神
[00:10:12.000 --> 00:10:15.000]  這就是敬錢的意思
[00:10:15.000 --> 00:10:20.000]  古代的時候有一個人晚上帶了很多錢
[00:10:20.000 --> 00:10:23.000]  到一個官 做官的家裡去
[00:10:23.000 --> 00:10:26.000]  賄賂他 把錢給他
[00:10:26.000 --> 00:10:28.000]  可以賄賂他
[00:10:28.000 --> 00:10:31.000]  那麼這個人就跟這個官說
[00:10:31.000 --> 00:10:36.000]  他說這個事情只有你知道跟我知道
[00:10:36.000 --> 00:10:39.000]  你想這官怎麼回答說
[00:10:40.000 --> 00:10:43.000]  這個事情不但你知道我知道 天知道
[00:10:43.000 --> 00:10:46.000]  你知我知 天知
[00:10:46.000 --> 00:10:49.000]  他拒絕人給他賄賂
[00:10:49.000 --> 00:10:52.000]  因為他覺得天也知道這個事情
[00:10:52.000 --> 00:10:54.000]  人不知道
[00:10:54.000 --> 00:10:56.000]  人真的可能不知道
[00:10:56.000 --> 00:10:58.000]  但是天知道
[00:10:58.000 --> 00:11:02.000]  所以這個就是敬錢的意思
[00:11:02.000 --> 00:11:06.000]  按照神應該當得的
[00:11:06.000 --> 00:11:08.000]  我們來尊敬他
[00:11:09.000 --> 00:11:11.000]  神把他擺在我們的面前
[00:11:11.000 --> 00:11:13.000]  所以弟兄姊妹
[00:11:13.000 --> 00:11:15.000]  如果我們做事情
[00:11:15.000 --> 00:11:17.000]  或者我們說話
[00:11:17.000 --> 00:11:19.000]  我們有點猶豫
[00:11:19.000 --> 00:11:21.000]  覺得這個事情應該不應該做
[00:11:21.000 --> 00:11:23.000]  我們的話應不應該說
[00:11:23.000 --> 00:11:25.000]  當你有這樣的想法的時候
[00:11:25.000 --> 00:11:28.000]  你就應該把神擺在你的面前
[00:11:28.000 --> 00:11:31.000]  神你喜歡我說這個話嗎
[00:11:31.000 --> 00:11:33.000]  神你喜歡我做這個事情嗎
[00:11:33.000 --> 00:11:35.000]  你問問自己
[00:11:36.000 --> 00:11:39.000]  我想有好多我們不應該說的話
[00:11:39.000 --> 00:11:41.000]  我們不應該做的事情
[00:11:41.000 --> 00:11:44.000]  就可以不做或者可以少做了
[00:11:44.000 --> 00:11:48.000]  這就是我們能夠在敬錢這方面
[00:11:48.000 --> 00:11:51.000]  能夠學習
[00:11:51.000 --> 00:11:54.000]  這就是敬錢
[00:11:54.000 --> 00:11:57.000]  我們要看看聖經裡頭說到
[00:11:57.000 --> 00:12:00.000]  在敬錢上操練自己
[00:12:00.000 --> 00:12:05.000]  他說有敬錢的一處
[00:12:06.000 --> 00:12:07.000]  敬錢的一處
[00:12:07.000 --> 00:12:11.000]  就是說操練身體一處還少
[00:12:11.000 --> 00:12:13.000]  一處還少
[00:12:13.000 --> 00:12:15.000]  有時候我們讀讀聖經說
[00:12:15.000 --> 00:12:17.000]  操練身體沒有一處
[00:12:17.000 --> 00:12:19.000]  聖經沒有這麼說
[00:12:19.000 --> 00:12:21.000]  聖經說一處還少
[00:12:21.000 --> 00:12:23.000]  就是說有一處的
[00:12:23.000 --> 00:12:25.000]  但是還少
[00:12:25.000 --> 00:12:31.000]  因為基督徒必須要保持一個健康的身體
[00:12:31.000 --> 00:12:34.000]  除非你是沒有辦法的
[00:12:35.000 --> 00:12:37.000]  不是由於你自己的原因
[00:12:37.000 --> 00:12:41.000]  身體有病了或者受傷了
[00:12:41.000 --> 00:12:47.000]  這些事情那就是出乎我們控制以外的
[00:12:47.000 --> 00:12:49.000]  這是我們沒有辦法的
[00:12:49.000 --> 00:12:51.000]  但在可能的範圍之內
[00:12:51.000 --> 00:12:54.000]  你都要保持身體的健康
[00:12:54.000 --> 00:12:59.000]  因為身體是我們服侍神的本錢
[00:12:59.000 --> 00:13:01.000]  沒有好的身體
[00:13:01.000 --> 00:13:03.000]  你沒有辦法服侍神
[00:13:04.000 --> 00:13:05.000]  你想服侍神
[00:13:05.000 --> 00:13:07.000]  可是身體不行
[00:13:07.000 --> 00:13:09.000]  那你是心有餘而力不足
[00:13:09.000 --> 00:13:11.000]  那當然有些傳道人
[00:13:11.000 --> 00:13:13.000]  有些弟兄
[00:13:13.000 --> 00:13:15.000]  基督徒弟兄姊妹
[00:13:15.000 --> 00:13:17.000]  為了主的緣故
[00:13:17.000 --> 00:13:19.000]  他們犧牲自己的健康
[00:13:19.000 --> 00:13:21.000]  你像松上傑博士
[00:13:21.000 --> 00:13:24.000]  他是一個很有恩賜
[00:13:24.000 --> 00:13:26.000]  神很大用的古人
[00:13:26.000 --> 00:13:29.000]  可是他四十三歲就離開世界了
[00:13:29.000 --> 00:13:31.000]  有病離開了
[00:13:31.000 --> 00:13:33.000]  因為他什麼呢
[00:13:34.000 --> 00:13:35.000]  因為他身體不好
[00:13:35.000 --> 00:13:37.000]  他為了主的緣故
[00:13:37.000 --> 00:13:39.000]  是拼盡他的工作
[00:13:39.000 --> 00:13:44.000]  比如說一天有幾堂的佈道會
[00:13:44.000 --> 00:13:46.000]  他講完以後
[00:13:46.000 --> 00:13:48.000]  全身都是汗
[00:13:48.000 --> 00:13:50.000]  衣服都濕了
[00:13:50.000 --> 00:13:53.000]  要用多少力量來講這次道
[00:13:53.000 --> 00:13:55.000]  來傳這次福音
[00:13:55.000 --> 00:13:59.000]  人家說他是一個蠟燭兩頭燒
[00:13:59.000 --> 00:14:02.000]  所以他四十三歲就離開世界了
[00:14:03.000 --> 00:14:04.000]  他促動他的身體
[00:14:04.000 --> 00:14:06.000]  但是他為了神的緣故
[00:14:06.000 --> 00:14:08.000]  把自己的身體擺上
[00:14:08.000 --> 00:14:12.000]  那如果不是這個原因的話
[00:14:12.000 --> 00:14:15.000]  一般的神都希望我們每個人
[00:14:15.000 --> 00:14:17.000]  有健康的身體
[00:14:17.000 --> 00:14:19.000]  所以弟兄姊妹很好
[00:14:19.000 --> 00:14:21.000]  除了自己有運動
[00:14:21.000 --> 00:14:23.000]  還去爬爬山
[00:14:23.000 --> 00:14:25.000]  還去走走路
[00:14:25.000 --> 00:14:27.000]  這都好我都非常贊成
[00:14:27.000 --> 00:14:29.000]  我能過去的話我都跟你們去
[00:14:29.000 --> 00:14:31.000]  但是有的時候我覺得我體力不夠
[00:14:32.000 --> 00:14:33.000]  我覺得很好
[00:14:33.000 --> 00:14:35.000]  要鍛鍊身體
[00:14:35.000 --> 00:14:38.000]  讓我們都有一個健康的身體
[00:14:38.000 --> 00:14:40.000]  能夠為主所用
[00:14:40.000 --> 00:14:43.000]  那麼這個益處還少呢
[00:14:43.000 --> 00:14:45.000]  這個還少
[00:14:45.000 --> 00:14:47.000]  少什麼呢
[00:14:47.000 --> 00:14:49.000]  在時間上少
[00:14:49.000 --> 00:14:51.000]  因為你最好的身體
[00:14:51.000 --> 00:14:53.000]  你能活多少歲啊
[00:14:53.000 --> 00:14:55.000]  活一百歲
[00:14:55.000 --> 00:14:57.000]  時間還短
[00:14:57.000 --> 00:14:59.000]  要比起我們還有來生
[00:14:59.000 --> 00:15:01.000]  還有永生
[00:15:02.000 --> 00:15:03.000]  所以鍛鍊身體
[00:15:03.000 --> 00:15:05.000]  只是對今生的時間
[00:15:05.000 --> 00:15:07.000]  這段時間
[00:15:07.000 --> 00:15:09.000]  還有益處
[00:15:09.000 --> 00:15:11.000]  最多是活著的時候
[00:15:11.000 --> 00:15:13.000]  我們身體健康
[00:15:13.000 --> 00:15:15.000]  底下說
[00:15:15.000 --> 00:15:18.000]  唯獨金錢
[00:15:18.000 --> 00:15:20.000]  凡事都有益處
[00:15:20.000 --> 00:15:22.000]  他說唯獨金錢
[00:15:22.000 --> 00:15:24.000]  凡事
[00:15:24.000 --> 00:15:26.000]  凡事的意思就是每一件事情
[00:15:26.000 --> 00:15:28.000]  不但是你的身體
[00:15:28.000 --> 00:15:30.000]  而且你的靈
[00:15:31.000 --> 00:15:32.000]  都有好處
[00:15:32.000 --> 00:15:34.000]  我們想是不是這樣
[00:15:34.000 --> 00:15:36.000]  如果你能夠進錢的話
[00:15:36.000 --> 00:15:39.000]  你的身體能好
[00:15:39.000 --> 00:15:41.000]  你的靈魂
[00:15:41.000 --> 00:15:43.000]  你的魂也好
