
[00:00:00.000 --> 00:00:01.860]  真誠愛人
[00:00:01.860 --> 00:00:04.100]  這是燃點我們的生命
[00:00:04.100 --> 00:00:08.320]  生命燃點出來是可以有影響的
[00:00:08.320 --> 00:00:10.300]  怎麼去燃點我們的生命呢?
[00:00:10.300 --> 00:00:13.580]  就是我們能夠發出一種愛
[00:00:13.580 --> 00:00:15.780]  所以如果要改變這個世界
[00:00:15.780 --> 00:00:19.300]  我們不是用我們的本領去改變這個世界
[00:00:19.300 --> 00:00:20.920]  我們是用一個愛
[00:00:20.920 --> 00:00:22.080]  基督的愛
[00:00:22.080 --> 00:00:23.640]  來去改變這個世界
[00:00:23.640 --> 00:00:25.320]  如果你想改變一個人
[00:00:25.320 --> 00:00:27.260]  你可能你說他
[00:00:27.680 --> 00:00:30.520]  幫助他,但是他也不會有很大改變的
[00:00:30.520 --> 00:00:32.880]  但是直到我們被基督的愛
[00:00:32.880 --> 00:00:34.920]  神的愛激勵我們的時候
[00:00:34.920 --> 00:00:37.220]  我們發覺人生有很大的改變
[00:00:37.220 --> 00:00:39.800]  所以當我們在生命當中
[00:00:39.800 --> 00:00:41.360]  接受到愛的時候
[00:00:41.360 --> 00:00:43.040]  你會發覺你的生命
[00:00:43.040 --> 00:00:44.240]  是燦爛了
[00:00:44.240 --> 00:00:45.400]  漂亮了很多的
[00:00:45.400 --> 00:00:47.000]  那麼我們匯點人呢
[00:00:47.000 --> 00:00:48.040]  我們要感謝神
[00:00:48.040 --> 00:00:49.760]  我看到大家越做越漂亮,是不是?
[00:00:49.760 --> 00:00:51.040]  有沒有什麼感覺?
[00:00:51.040 --> 00:00:53.320]  看看旁邊,是不是?
[00:00:53.320 --> 00:00:55.240]  我們今天弟兄姊妹
[00:00:55.240 --> 00:00:58.360]  很美麗的在這個地方活出去
[00:00:58.360 --> 00:01:00.840]  這種能夠燃點生命
[00:01:00.840 --> 00:01:04.120]  是我們希望教會的一種特徵
[00:01:04.120 --> 00:01:05.480]  就是我們的生命
[00:01:05.480 --> 00:01:07.120]  怎麼將這個愛
[00:01:07.120 --> 00:01:08.440]  神的愛
[00:01:08.440 --> 00:01:09.400]  發出來
[00:01:09.400 --> 00:01:11.800]  其實我們為主做見證是講到
[00:01:11.800 --> 00:01:13.000]  讓人看到
[00:01:13.000 --> 00:01:15.160]  基督的愛怎麼改變我們的生命
[00:01:15.160 --> 00:01:17.920]  究竟別人是否看到神的愛
[00:01:17.920 --> 00:01:19.880]  怎麼改變了我們的生命呢?
[00:01:19.880 --> 00:01:23.080]  所以今天我們一起來思想
[00:01:23.080 --> 00:01:25.880]  神的話語真誠的愛人
[00:01:25.880 --> 00:01:28.280]  我們有聖經的
[00:01:28.280 --> 00:01:31.840]  我們打開約翰一書第三章
[00:01:31.840 --> 00:01:36.280]  約翰一書三章
[00:01:36.280 --> 00:01:37.720]  以及約翰福音三章
[00:01:37.720 --> 00:01:38.720]  大家都很出名
[00:01:38.720 --> 00:01:40.120]  三章十六節
[00:01:40.120 --> 00:01:41.600]  約翰福音三章十六節
[00:01:41.600 --> 00:01:42.760]  很多人會背的
[00:01:42.760 --> 00:01:43.840]  神愛世人
[00:01:43.840 --> 00:01:46.440]  甚至將他的獨生子賜給他們
[00:01:46.440 --> 00:01:48.560]  叫一切順他的,不致滅亡
[00:01:48.560 --> 00:01:49.400]  凡得永生
[00:01:49.400 --> 00:01:51.400]  那麼我們今天就先讀
[00:01:51.400 --> 00:01:54.240]  約翰一書的三章十六節
[00:01:54.240 --> 00:01:56.160]  約翰一書三章十六節
[00:01:56.160 --> 00:01:58.000]  那麼大家就可以記得
[00:01:58.000 --> 00:02:00.400]  主為我們寫明
[00:02:00.400 --> 00:02:03.120]  我們從此就知道何為愛
[00:02:03.120 --> 00:02:05.400]  我們也當為弟兄寫明
[00:02:05.400 --> 00:02:06.400]  我們一起讀好嗎?
[00:02:06.400 --> 00:02:09.080]  主為我們寫明
[00:02:09.080 --> 00:02:11.960]  我們從此就知道何為愛
[00:02:11.960 --> 00:02:14.760]  我們也當為弟兄寫明
[00:02:14.760 --> 00:02:16.120]  讀到後面那一句
[00:02:16.120 --> 00:02:18.800]  大家覺得越讀越細聲
[00:02:18.800 --> 00:02:21.200]  哇!寫明?
[00:02:22.280 --> 00:02:24.880]  我們講下去就明白
[00:02:24.880 --> 00:02:27.280]  原來神的愛是很奇妙的
[00:02:27.280 --> 00:02:28.920]  神的話語是很奇妙的
[00:02:28.920 --> 00:02:33.680]  今天講到我們是真誠愛人
[00:02:33.680 --> 00:02:36.040]  是有一種榜樣
[00:02:36.040 --> 00:02:38.040]  這個榜樣就是耶穌基督
[00:02:38.040 --> 00:02:39.280]  做了給我們看的
[00:02:39.280 --> 00:02:42.000]  耶穌來到這個世界上
[00:02:42.000 --> 00:02:45.400]  祂真誠地寫給愛人
[00:02:45.400 --> 00:02:49.480]  祂將自己寫生在十字架上
[00:02:49.880 --> 00:02:52.840]  所以我們的主給了我們一種榜樣
[00:02:52.840 --> 00:02:55.240]  這個榜樣是我們跟從的
[00:02:55.240 --> 00:02:59.240]  今天我們教會講到做耶穌的門徒
[00:02:59.240 --> 00:03:01.640]  我們今天不是在講做耶穌的門徒嗎?
[00:03:01.640 --> 00:03:05.560]  我們參加了一個 gear program(裝備計劃)
[00:03:05.560 --> 00:03:07.800]  如果大家不知道的話
[00:03:07.800 --> 00:03:09.880]  這個 gear program(裝備計劃)
[00:03:09.880 --> 00:03:13.600]  不是要我們去認識多一點的知識
[00:03:13.600 --> 00:03:14.080]  沒錯
[00:03:14.080 --> 00:03:15.200]  多一點知識很重要
[00:03:15.200 --> 00:03:16.800]  但是最重要的
[00:03:17.200 --> 00:03:20.760]  就是學習耶穌的寫記
[00:03:20.760 --> 00:03:23.760]  做耶穌的門徒
[00:03:23.760 --> 00:03:26.600]  耶穌說如果我們做祂的門徒怎麼辦呢?
[00:03:26.600 --> 00:03:29.280]  要愛祂多過其他一切
[00:03:29.280 --> 00:03:32.440]  多過我們的妻子、兒女、朋友
[00:03:32.440 --> 00:03:33.840]  甚至我們的性命
[00:03:33.840 --> 00:03:35.280]  我們可以放下的
[00:03:35.280 --> 00:03:37.040]  上個星期我們講到
[00:03:37.040 --> 00:03:39.000]  一粒墨紙在地裡死了
[00:03:39.000 --> 00:03:41.600]  上個星期我們講到我們要寫記
