
[00:00:00.000 --> 00:00:01.480]  今天會跟大家講的是什麼呢?
[00:00:01.480 --> 00:00:04.200]  就是我們要突破我們的情慾
[00:00:04.200 --> 00:00:07.480]  特別是講夫婦之間的關係
[00:00:07.480 --> 00:00:10.240]  我不知道今天在外當中
[00:00:10.240 --> 00:00:12.780]  或者在鏡頭前面的五弟兄姊妹
[00:00:12.780 --> 00:00:16.200]  有多少人結婚的時候已經是基督徒了
[00:00:16.200 --> 00:00:17.440]  兩個都是基督徒
[00:00:17.440 --> 00:00:21.780]  就會在星期天行婚禮
[00:00:21.780 --> 00:00:25.000]  稍後會講為什麼要在星期天行婚禮
[00:00:25.000 --> 00:00:27.000]  許下了一個盟誓
[00:00:27.000 --> 00:00:31.240]  今天我們會來看看一條戒命
[00:00:31.240 --> 00:00:32.500]  就是第七節
[00:00:32.500 --> 00:00:35.640]  就是突破情慾 忠於所愛
[00:00:35.640 --> 00:00:37.640]  這個是很重要的
[00:00:37.640 --> 00:00:41.340]  聖經裡面很清楚地講到
[00:00:41.340 --> 00:00:43.540]  我們的神是怎樣的一位神
[00:00:43.540 --> 00:00:47.340]  我們先看《利未記》第19章第二節
[00:00:47.340 --> 00:00:49.840]  和《生命記》第26章第19節
[00:00:49.840 --> 00:00:54.640]  「你曉遇以色列傳媒眾說,你們要聖潔,
[00:00:54.640 --> 00:00:57.640]  因為我耶和華,你們的神是聖潔的。
[00:00:57.640 --> 00:01:00.640]  又使你得稱讚、美名、尊榮,
[00:01:00.640 --> 00:01:03.140]  超乎他所祖邑萬民之上,
[00:01:03.140 --> 00:01:05.140]  並照他所應許的,
[00:01:05.140 --> 00:01:08.140]  使你歸耶和華你神為聖潔的民。」
[00:01:08.140 --> 00:01:15.140]  今天有很多信仰、純正、行為、敬賢的基督徒是很好的
[00:01:15.140 --> 00:01:19.040]  但是有時候都會在聖情慾上
[00:01:19.040 --> 00:01:21.040]  是遭遇失敗的
[00:01:21.040 --> 00:01:23.040]  很簡單舉個例子
[00:01:23.040 --> 00:01:26.040]  大衛是被稱為合神心意的王
[00:01:26.040 --> 00:01:30.040]  但是大衛也犯了一個很嚴重的錯
[00:01:30.040 --> 00:01:33.040]  人生留下了一個很大的污點
[00:01:33.040 --> 00:01:35.540]  就是在情慾上他失敗
[00:01:35.540 --> 00:01:38.040]  就是他搶了別人的妻子
[00:01:38.040 --> 00:01:41.040]  發生了一個不正當的關係
[00:01:41.040 --> 00:01:44.540]  後來更用計殺了別人的丈夫
[00:01:44.540 --> 00:01:49.040]  然後就把這個妻子據為己有
[00:01:49.040 --> 00:01:52.040]  你想想連合神心意的王大衛聖經說
[00:01:52.040 --> 00:01:55.540]  犯了一個錯就是在這方面的事上
[00:01:55.540 --> 00:01:57.540]  所以我們要很小心
[00:01:57.540 --> 00:01:59.540]  如果我們不能和異性
[00:01:59.540 --> 00:02:02.540]  保持良好和諧和聖潔的關係
[00:02:02.540 --> 00:02:07.040]  就不單單破壞了你自己和你配偶的關係
[00:02:07.040 --> 00:02:10.540]  破壞了你和神之間的關係
[00:02:10.540 --> 00:02:14.540]  更加是破壞了和教會的關係
[00:02:14.540 --> 00:02:17.040]  靈性一定會受到虧損的
[00:02:17.040 --> 00:02:20.040]  所以我們要記得神是聖潔的
[00:02:20.040 --> 00:02:23.540]  他對我們都是一個很重要的要求
[00:02:23.540 --> 00:02:28.540]  我們再來看希伯來書第十二章的第十四節
[00:02:28.540 --> 00:02:32.540]  你們要追求與眾人和睦並要追求聖潔
[00:02:32.540 --> 00:02:35.540]  非聖潔沒有人能見主
[00:02:35.540 --> 00:02:39.540]  他特別強調我們要追求聖潔
[00:02:39.540 --> 00:02:42.040]  非聖潔沒有人能見主
[00:02:42.040 --> 00:02:44.540]  剛才我們看到你未記生命記
[00:02:44.540 --> 00:02:49.540]  神多次的來宣告他是一個聖潔的神
[00:02:49.540 --> 00:02:51.540]  所以我們要去見你的時候
[00:02:51.540 --> 00:02:54.540]  都是需要有一個聖潔的生命的
[00:02:54.540 --> 00:02:56.540]  這個是很重要的
[00:02:56.540 --> 00:02:58.540]  但是我們活在這個世代
[00:02:58.540 --> 00:03:01.540]  真的是受到很多很多的誘惑
[00:03:01.540 --> 00:03:04.540]  特別很簡單舉個例
[00:03:04.540 --> 00:03:07.540]  當你看一些 特別在香港
[00:03:07.540 --> 00:03:11.540]  一些報攤 現在很少人去報攤了
[00:03:11.540 --> 00:03:13.040]  報攤越來越少了
[00:03:13.040 --> 00:03:16.040]  但是都很多的 除了報紙之外
[00:03:16.040 --> 00:03:19.540]  還有雜誌 我最深印象就是
[00:03:19.540 --> 00:03:24.040]  當我那時候走佐敦 寓華對面那些報攤
[00:03:24.040 --> 00:03:25.540]  那些報攤是很大的
[00:03:25.540 --> 00:03:30.540]  當年有很多國內是不可以買的書
[00:03:30.540 --> 00:03:34.540]  但是在那裡賣的很多國內來的人
[00:03:34.540 --> 00:03:38.040]  就會特意買這些書回國內來看
[00:03:38.040 --> 00:03:40.040]  但是現在這些書本已經沒有了
[00:03:40.040 --> 00:03:41.540]  但是還有一些是什麼呢
[00:03:41.540 --> 00:03:45.040]  就是一些較為色情的雜誌
[00:03:45.040 --> 00:03:48.040]  不單單是女性的色情雜誌
[00:03:48.040 --> 00:03:50.540]  是給女性看的男性的
[00:03:50.540 --> 00:03:53.540]  裸男那些雜誌都會有的
[00:03:53.540 --> 00:03:57.040]  那些封面 你會看到
[00:03:57.040 --> 00:03:59.540]  我不知道這幾年裡面有沒有收斂到
[00:03:59.540 --> 00:04:02.540]  或者你看一些廣告
[00:04:02.540 --> 00:04:05.540]  或者賣內衣的廣告
[00:04:05.540 --> 00:04:07.540]  不知道為什麼
[00:04:07.540 --> 00:04:11.540]  只是那時候是賣女性內衣廣告
[00:04:11.540 --> 00:04:14.040]  難道我們男性不穿內衣嗎
[00:04:14.040 --> 00:04:16.540]  但是有很少男性內衣廣告的
[00:04:16.540 --> 00:04:18.040]  真的想一下這件事
[00:04:18.040 --> 00:04:22.040]  一定是會一個較為身材嬌美的人
[00:04:22.040 --> 00:04:25.040]  令到你特別是男士
[00:04:25.040 --> 00:04:29.540]  眼球會突然之間發光發亮的
[00:04:29.540 --> 00:04:34.540]  在英國或者在歐美的地方
[00:04:34.540 --> 00:04:36.540]  特別是現在夏天
[00:04:36.540 --> 00:04:39.540]  很多人穿的衣服
[00:04:39.540 --> 00:04:43.540]  特別是女性是較為薄
[00:04:43.540 --> 00:04:45.040]  或者緊身
[00:04:45.040 --> 00:04:47.040]  很多在眼睛上的情慾
[00:04:47.040 --> 00:04:52.040]  都令我們很容易犯錯的
[00:04:52.040 --> 00:04:56.540]  下一次的茶驚會特別再講這些
[00:04:56.540 --> 00:05:01.040]  甚至會將性苗配得很浪漫
[00:05:01.040 --> 00:05:03.540]  這個是一個很危機的
[00:05:03.540 --> 00:05:08.540]  婚姻是人類最基本的一個關係
[00:05:08.540 --> 00:05:11.040]  神造人就是建立了婚姻
[00:05:11.040 --> 00:05:13.040]  才有這個家庭
[00:05:13.040 --> 00:05:15.040]  但是都是最脆弱的聯合
[00:05:15.040 --> 00:05:19.540]  朋友和伴侶有什麼分別呢
[00:05:19.540 --> 00:05:23.040]  不得不承認有些人可能跟朋友聊天
[00:05:23.040 --> 00:05:27.540]  還投機過跟自己的配偶分享
[00:05:27.540 --> 00:05:30.540]  甚至有時候一些心事或者不開心
[00:05:30.540 --> 00:05:33.540]  未必馬上跟配偶去分享
[00:05:33.540 --> 00:05:37.540]  反而是跟聊得來的朋友去分享
[00:05:37.540 --> 00:05:40.040]  最大的分別是什麼
[00:05:40.040 --> 00:05:43.040]  婚姻就是藉著肉體的結合
[00:05:43.040 --> 00:05:47.040]  去給此之間的關係會這麼深入
[00:05:47.040 --> 00:05:50.540]  是不應該跟你的朋友
[00:05:50.540 --> 00:05:52.540]  無論是異性友還是性友
[00:05:52.540 --> 00:05:54.040]  有這個性關係的
[00:05:54.040 --> 00:05:58.040]  而在第七屆裡面是很清楚
[00:05:58.040 --> 00:05:59.540]  很簡單的
[00:05:59.540 --> 00:06:01.040]  中文只有四個字
[00:06:01.040 --> 00:06:03.540]  就是記載在《生命記》20章14節
[00:06:03.540 --> 00:06:06.040]  或者《出一劫記》 不好意思
[00:06:06.040 --> 00:06:07.540]  《出一劫記》20章14節
[00:06:07.540 --> 00:06:09.540]  和《生命記》第五章第18節
[00:06:09.540 --> 00:06:11.040]  就是什麼呢
[00:06:11.040 --> 00:06:12.040]  四個字
[00:06:12.040 --> 00:06:15.040]  都請二汪同學讀出來
[00:06:15.040 --> 00:06:17.040]  不可耕耘
[00:06:17.040 --> 00:06:18.540]  沒錯
[00:06:18.540 --> 00:06:20.040]  但是今天你留意到
[00:06:20.040 --> 00:06:23.540]  人們不會再用這個字去描繪了
[00:06:23.540 --> 00:06:27.540]  用一些很美麗的詞類去掩飾
[00:06:27.540 --> 00:06:30.540]  譬如是婚外情
[00:06:30.540 --> 00:06:33.540]  在婚姻之外一段感情
[00:06:33.540 --> 00:06:35.540]  好像很浪漫這樣
[00:06:35.540 --> 00:06:41.040]  甚至很多人已經較為容易接受第三者了
[00:06:41.040 --> 00:06:44.040]  那個破壞別人家庭的第三者
[00:06:44.040 --> 00:06:46.040]  已經覺得沒什麼問題
[00:06:46.040 --> 00:06:48.540]  甚至現在離婚再婚
[00:06:48.540 --> 00:06:51.040]  我們都已經很容易會接受了
[00:06:51.040 --> 00:06:55.040]  這個就是今天對婚姻忠誠的一個呼喊
[00:06:55.040 --> 00:06:56.540]  不可耕耘
[00:06:56.540 --> 00:07:02.040]  似乎不是太多的認同
[00:07:02.040 --> 00:07:06.540]  或者好像在曠野裏面一隻雀鳥
[00:07:06.540 --> 00:07:08.540]  發出那種哀鳴
[00:07:08.540 --> 00:07:11.540]  這都是詩篇其中一首詩篇所描繪的人
[00:07:11.540 --> 00:07:13.540]  這個誡命請你留意
[00:07:13.540 --> 00:07:16.540]  關注的不單單是性方面
[00:07:16.540 --> 00:07:19.540]  更加是婚姻和有關婚姻的一切
[00:07:19.540 --> 00:07:21.540]  這個誡命是什麼呢
[00:07:21.540 --> 00:07:26.540]  就是要保護人的血統的純正
[00:07:26.540 --> 00:07:29.540]  我們要特別留意舊約
[00:07:29.540 --> 00:07:37.540]  那時候的小朋友是否自己的親生骨肉呢
[00:07:37.540 --> 00:07:40.540]  那個年代是沒有得驗DNA的
[00:07:40.540 --> 00:07:42.040]  你說不是啊
[00:07:42.040 --> 00:07:45.540]  可能是把嬰兒的滴血擠出來
[00:07:45.540 --> 00:07:49.040]  讓他搖一搖看看能不能合起來
[00:07:49.040 --> 00:07:52.540]  這些是在電影橋段裏面才會有的
[00:07:52.540 --> 00:07:55.040]  真實情況是否這樣呢 不知道
[00:07:55.040 --> 00:08:03.540]  黃記的後代是可以承繼你的產業
[00:08:03.540 --> 00:08:11.540]  如果那個小朋友原來不是你親生骨肉
[00:08:11.540 --> 00:08:14.540]  可能是你的配偶和另一個人發生關係
[00:08:14.540 --> 00:08:16.540]  而引出來的
[00:08:16.540 --> 00:08:18.540]  那你不知道
[00:08:18.540 --> 00:08:21.040]  大衛范姦淫的時候是怎樣的呢
[00:08:21.040 --> 00:08:25.540]  後來他知道拔絲巴有了那個小朋友之後
