
[00:00:00.000 --> 00:00:03.120]  讓我們一起再一次同心禱告
[00:00:03.120 --> 00:00:06.480]  主多謝祢
[00:00:06.480 --> 00:00:08.280]  讓我們在今個清晨
[00:00:08.280 --> 00:00:12.280]  能夠一起來去敬拜、朝見祢
[00:00:12.280 --> 00:00:15.280]  主就願意我們的心
[00:00:15.280 --> 00:00:17.280]  都真是尊祢偉大
[00:00:17.280 --> 00:00:20.840]  讓我們的心能夠對準祢
[00:00:20.840 --> 00:00:22.640]  當我們確信
[00:00:22.640 --> 00:00:26.120]  祢就是那位信實不變的神的時候
[00:00:26.120 --> 00:00:27.840]  我們就知道
[00:00:27.840 --> 00:00:29.080]  縱使此刻
[00:00:29.080 --> 00:00:33.640]  我們都在一個動盪不安的環境裏面
[00:00:33.640 --> 00:00:37.280]  但我們內心仍然能夠得享
[00:00:37.280 --> 00:00:41.880]  從祢而來那份真正的平安、喜樂
[00:00:41.880 --> 00:00:43.560]  主就願祢的話語
[00:00:43.560 --> 00:00:46.920]  再一次去揭示祢的心意
[00:00:46.920 --> 00:00:49.480]  指教我們當行的路
[00:00:49.480 --> 00:00:52.680]  使我們能夠成為
[00:00:52.680 --> 00:00:56.440]  蒙祢喜悅、合神心意的兒女
[00:00:56.440 --> 00:00:57.600]  多謝祢
[00:00:57.600 --> 00:00:59.120]  隨聽我們的禱告
[00:00:59.120 --> 00:01:01.640]  奉耶穌基督得勝的名球
[00:01:01.640 --> 00:01:02.640]  阿門
[00:01:02.640 --> 00:01:05.400]  各位頂子妹早晨
[00:01:05.400 --> 00:01:08.320]  很開心今天能夠可以
[00:01:08.320 --> 00:01:11.080]  跟大家一起來去敬拜
[00:01:11.080 --> 00:01:12.840]  在這段時間
[00:01:12.840 --> 00:01:15.120]  我不知道你平不平安呢
[00:01:15.120 --> 00:01:17.000]  在這段時間
[00:01:17.000 --> 00:01:19.480]  可能我們回到教會這麼多年
[00:01:19.480 --> 00:01:23.200]  都是前所未有的經歷
[00:01:23.200 --> 00:01:25.200]  在網上
[00:01:25.200 --> 00:01:31.720]  無論是崇拜、團契、主日學等等
[00:01:31.720 --> 00:01:36.000]  我們都由現場變為在網上
[00:01:36.000 --> 00:01:37.440]  在每個星期
[00:01:37.440 --> 00:01:40.280]  我不知道螢光幕
[00:01:40.280 --> 00:01:42.800]  現在你所見到的畫面
[00:01:42.800 --> 00:01:45.680]  你有沒有份參與在其中呢?
[00:01:45.680 --> 00:01:49.480]  每個星期崇拜固然
[00:01:49.480 --> 00:01:53.000]  在每一天裏面
[00:01:53.000 --> 00:01:56.200]  陳牧師都會透過一個短片
[00:01:56.200 --> 00:01:59.000]  來跟我們分享神的話語
[00:01:59.000 --> 00:02:01.520]  給我們都有很大的安慰
[00:02:01.520 --> 00:02:03.400]  在每個星期四晚
[00:02:03.400 --> 00:02:05.240]  週四的祈禱會
[00:02:05.240 --> 00:02:08.320]  參與的人數
[00:02:08.320 --> 00:02:10.960]  真的比現場的人多
[00:02:10.960 --> 00:02:12.440]  比過往的時候
[00:02:12.440 --> 00:02:15.520]  見到頂子妹
[00:02:15.520 --> 00:02:16.960]  都是很著力的
[00:02:16.960 --> 00:02:19.760]  在這段時間不斷去禱告
[00:02:19.760 --> 00:02:21.040]  同時之間
[00:02:21.040 --> 00:02:22.400]  我們逢星期六
[00:02:22.400 --> 00:02:25.040]  在連續過去這個月裏面
[00:02:25.040 --> 00:02:29.000]  我們都有一種一點心情
[00:02:29.000 --> 00:02:31.760]  透過電台廣播
[00:02:31.760 --> 00:02:33.560]  一個Live的廣播
[00:02:33.560 --> 00:02:35.000]  我們有不同的主題
[00:02:35.000 --> 00:02:36.480]  來在當中
[00:02:36.480 --> 00:02:40.720]  帶領大家在疫情裏面
[00:02:40.720 --> 00:02:42.880]  讓我們能夠有分享
[00:02:42.880 --> 00:02:44.320]  有交流的地方
[00:02:44.320 --> 00:02:46.120]  同時我也知道
[00:02:46.120 --> 00:02:48.160]  很多不同的小組
[00:02:48.160 --> 00:02:50.800]  都繼續來開組
[00:02:50.800 --> 00:02:52.200]  透過Zoom
[00:02:52.200 --> 00:02:56.680]  有些組聽說超過二十人
[00:02:56.680 --> 00:02:59.200]  在Zoom裏面
[00:02:59.200 --> 00:03:01.320]  大家好像以往一樣
[00:03:01.320 --> 00:03:03.360]  繼續去查考聖經
[00:03:03.360 --> 00:03:05.520]  能夠彼此分享
[00:03:05.520 --> 00:03:07.120]  彼此代求
[00:03:07.120 --> 00:03:08.880]  我們都知道
[00:03:08.880 --> 00:03:09.720]  在這個星期
[00:03:09.720 --> 00:03:11.280]  疫情仍然很反覆
[00:03:11.280 --> 00:03:12.600]  仍然未受控
[00:03:12.600 --> 00:03:14.200]  這樣的日子
[00:03:14.200 --> 00:03:17.520]  我們可能還要忍耐多一段時間
[00:03:17.520 --> 00:03:19.560]  我不知道在這一刻
[00:03:19.560 --> 00:03:22.760]  會不會讓你重新去思考
[00:03:22.760 --> 00:03:24.760]  何謂教會呢?
[00:03:24.760 --> 00:03:26.320]  當我們的教會生活
[00:03:26.320 --> 00:03:28.840]  沒錯,在這段時間是改變了
[00:03:28.840 --> 00:03:30.360]  但是
[00:03:30.360 --> 00:03:32.560]  原來我們仍然
[00:03:32.560 --> 00:03:34.120]  都能夠可以
[00:03:34.120 --> 00:03:35.800]  透過不同的方式
[00:03:35.800 --> 00:03:38.480]  來去敬拜上帝
[00:03:38.480 --> 00:03:40.280]  透過科技
[00:03:40.280 --> 00:03:43.760]  能夠繼續有團契相交
[00:03:43.760 --> 00:03:47.560]  我知道大家都很掛念這個家
[00:03:47.560 --> 00:03:50.840]  都很想去見到大家
[00:03:50.840 --> 00:03:52.240]  在這段時間
[00:03:52.240 --> 00:03:55.440]  我們不斷去從已忽所書
[00:03:55.440 --> 00:03:59.000]  讓我們更加重新去領會學習
[00:03:59.000 --> 00:04:00.760]  何謂教會
[00:04:00.760 --> 00:04:03.120]  已忽所書對教會
[00:04:03.120 --> 00:04:06.360]  作了三個定義
[00:04:06.360 --> 00:04:08.200]  在二章裏面
[00:04:08.200 --> 00:04:11.680]  保羅說教會是基督的房屋
[00:04:11.680 --> 00:04:17.440]  也在四章裏面
[00:04:17.440 --> 00:04:21.080]  保羅亦說教會是基督的身體
[00:04:21.080 --> 00:04:25.320]  同時間在五章的二十二到二十七節裏面
[00:04:25.320 --> 00:04:29.600]  教會亦是基督的身輔
[00:04:29.600 --> 00:04:31.200]  這三個定義
[00:04:31.200 --> 00:04:34.840]  講述有兩個的關係
[00:04:34.840 --> 00:04:37.360]  一種就是我們要回想
[00:04:37.360 --> 00:04:39.040]  何謂教會呢?
[00:04:39.040 --> 00:04:41.240]  教會不是講述建築物
[00:04:41.240 --> 00:04:44.200]  是講述你和我
[00:04:44.200 --> 00:04:47.120]  當我們聚合在一起的時候
[00:04:47.120 --> 00:04:49.320]  我們就是教會
[00:04:49.320 --> 00:04:52.560]  同時間不單只是講述我和你
[00:04:52.560 --> 00:04:53.840]  而是同時間
[00:04:53.840 --> 00:04:57.520]  我們每一個都結連在耶穌基督裏面
[00:04:57.520 --> 00:05:02.280]  強調教會和基督的關係
[00:05:02.280 --> 00:05:04.400]  我們就是基督的房屋
[00:05:04.400 --> 00:05:06.000]  我們就是基督的身體
[00:05:06.000 --> 00:05:09.840]  我們就是基督的身輔
[00:05:09.840 --> 00:05:12.720]  所以教會是由耶穌基督所定義
[00:05:12.720 --> 00:05:14.640]  不是由我們去定義
[00:05:14.640 --> 00:05:17.960]  不是說我們需要甚麼 教會就是甚麼
[00:05:17.960 --> 00:05:20.160]  不是我們希望教會怎樣
[00:05:20.160 --> 00:05:22.120]  教會就成為怎樣
[00:05:22.120 --> 00:05:26.880]  而是耶穌基督希望教會成為怎樣
[00:05:26.880 --> 00:05:30.840]  教會就應該成為一個屬於耶穌基督
[00:05:30.840 --> 00:05:34.120]  以耶穌基督為元首
[00:05:34.120 --> 00:05:42.960]  只有祂才有權去要求教會成為祂期望的樣式
[00:05:42.960 --> 00:05:47.240]  所以一間合臣心意的教會
[00:05:47.240 --> 00:05:51.160]  必定是一間合一的教會
[00:05:51.160 --> 00:05:52.960]  我不知道你認不認同
[00:05:52.960 --> 00:05:57.480]  堅朕是一間合一的教會
[00:05:57.480 --> 00:06:00.360]  合一這個詞可能你都聽得很多
[00:06:00.360 --> 00:06:04.320]  到底甚麼才算合一呢?
[00:06:04.320 --> 00:06:08.040]  是否當我們和弟兄姊妹相處得很融洽的時候
[00:06:08.040 --> 00:06:09.760]  這個才算合一
[00:06:09.760 --> 00:06:13.240]  當我們很團結的時候才算合一呢?
[00:06:13.240 --> 00:06:15.760]  有一個廣告
[00:06:15.760 --> 00:06:19.160]  最後一句的口號是
[00:06:19.160 --> 00:06:23.360]  Be together, not the same
[00:06:23.360 --> 00:06:26.320]  Be together, not the same
[00:06:26.320 --> 00:06:28.440]  都好像教會
[00:06:28.440 --> 00:06:30.160]  我們在一起的時候
[00:06:30.160 --> 00:06:33.560]  但是我們每一個都不同
[00:06:33.560 --> 00:06:38.200]  不少人都混淆了合一和相同
[00:06:38.200 --> 00:06:42.000]  他們認為如果我們對一些問題有不同的看法
[00:06:42.000 --> 00:06:45.920]  這樣就好像在破壞合一
[00:06:45.920 --> 00:06:48.040]  為甚麼我們要說合一呢?
[00:06:48.040 --> 00:06:51.840]  就是因為你和我都是不同的
[00:06:51.840 --> 00:06:54.040]  所以我們才要去討論
[00:06:54.040 --> 00:06:55.960]  如何在這些不同的裡面
[00:06:55.960 --> 00:06:57.880]  能夠一起共存
[00:06:57.880 --> 00:07:01.400]  甚至如何去活出
[00:07:01.400 --> 00:07:05.240]  上帝託付給我們的大使命
[00:07:05.240 --> 00:07:06.920]  在《耳窟所書》裡面
[00:07:06.920 --> 00:07:10.720]  合一也是一個很重要的主題
[00:07:10.720 --> 00:07:12.000]  在第一章裡面
[00:07:12.000 --> 00:07:13.800]  當我們討論到
[00:07:13.800 --> 00:07:16.600]  屬靈的福氣這個篇幅裡面
[00:07:16.600 --> 00:07:19.600]  保羅就論到神在我們
[00:07:19.600 --> 00:07:22.320]  使我們知道上帝的計劃
[00:07:22.320 --> 00:07:23.680]  到了日期滿足的時候
[00:07:23.680 --> 00:07:25.600]  見了天上地下一切
[00:07:25.600 --> 00:07:30.280]  所有的都與基督類同歸於一
[00:07:30.280 --> 00:07:31.920]  在第二章的時候
[00:07:31.920 --> 00:07:35.960]  保羅也用了討論外邦人和猶太人
[00:07:35.960 --> 00:07:37.760]  在基督裡面
[00:07:37.760 --> 00:07:41.840]  已經拆除了彼此冤仇間斷的牆
[00:07:41.840 --> 00:07:45.600]  將兩者合而為一
[00:07:45.600 --> 00:07:47.880]  而在第三章裡面
[00:07:47.880 --> 00:07:50.720]  也指出神終極的奧秘
[00:07:50.720 --> 00:07:54.240]  就是外邦人在耶穌基督裡面
[00:07:54.240 --> 00:07:57.760]  「藉著福音得以同為後製
[00:07:57.760 --> 00:08:02.760]  同為一體同蒙應許」
[00:08:02.760 --> 00:08:04.440]  在這三章裡面
[00:08:04.440 --> 00:08:07.280]  從一個神學角度
[00:08:07.280 --> 00:08:09.960]  來討論合一
[00:08:09.960 --> 00:08:11.480]  無論在任何的事情
[00:08:11.480 --> 00:08:13.560]  我們都認定基督
[00:08:13.560 --> 00:08:18.040]  選擇的是基督 基督 基督
[00:08:18.040 --> 00:08:23.520]  這樣我們才能夠有合一 合一 合一
[00:08:23.520 --> 00:08:24.760]  有一個故事是這樣說的
[00:08:24.760 --> 00:08:27.240]  魔鬼每年都會召開一個大會
[00:08:27.240 --> 00:08:31.280]  提議怎樣來破壞教會的合一
[00:08:31.280 --> 00:08:33.080]  撒旦就作一個結論
[00:08:33.080 --> 00:08:34.800]  各位小魔鬼
[00:08:34.800 --> 00:08:37.520]  為了要破壞教會的合一
[00:08:37.520 --> 00:08:40.800]  我們一定要合一
[00:08:40.800 --> 00:08:46.000]  連魔鬼都知道破壞教會要合一
[00:08:46.000 --> 00:08:49.000]  所以今天我們作為主的門徒
[00:08:49.000 --> 00:08:51.480]  我們更加要去明白
[00:08:51.480 --> 00:08:53.880]  合一的意義
[00:08:53.880 --> 00:08:56.040]  保羅在第四章裡面
[00:08:56.040 --> 00:08:59.400]  開始談論到合一
[00:08:59.400 --> 00:09:02.400]  一個實踐性的教導
[00:09:02.400 --> 00:09:04.440]  在四章裡面
[00:09:04.440 --> 00:09:07.600]  剛才陳牧師也帶領我們一起去中讀
