
[00:00:00.000 --> 00:00:03.720]  我們講到之前我們一起有一個祈禱
[00:00:03.720 --> 00:00:06.200]  求此恩的主幫助我們
[00:00:06.200 --> 00:00:08.400]  讓我們心存感恩
[00:00:08.400 --> 00:00:10.880]  讓我們真的體會到、經驗到
[00:00:10.880 --> 00:00:13.040]  主祢的信實和慈愛
[00:00:13.040 --> 00:00:15.720]  我們為我們元朗堂這個地方
[00:00:15.720 --> 00:00:18.480]  我們所經歷的來感謝祢
[00:00:18.480 --> 00:00:21.720]  求主祢繼續引領、幫助我們的教會
[00:00:21.720 --> 00:00:24.680]  亦都求主祢至恩這裡每一個弟兄姊妹
[00:00:24.680 --> 00:00:29.200]  讓我們真的能夠好像聖經所教導我們的
[00:00:29.200 --> 00:00:35.560]  我們能夠成為一個又健康、又強壯、又美麗的身體
[00:00:35.560 --> 00:00:38.400]  我們這樣祈禱奉耶穌基督的名
[00:00:38.400 --> 00:00:43.640]  誠心所願
[00:00:43.640 --> 00:00:46.280]  今天是唐慶
[00:00:46.280 --> 00:00:53.200]  在唐慶這個日子我們很應該會思想一下關於教會
[00:00:53.200 --> 00:00:56.440]  我們也選了一首詩歌叫《教會根基歌》
[00:00:56.440 --> 00:01:00.400]  通常在這些教會的大日子
[00:01:00.400 --> 00:01:01.800]  這首歌是很熱門的
[00:01:01.800 --> 00:01:07.600]  要思想一下教會的基礎在哪裡
[00:01:07.600 --> 00:01:09.600]  教會是什麼呢?
[00:01:09.600 --> 00:01:12.040]  教會要做什麼呢?
[00:01:12.040 --> 00:01:15.960]  教會怎樣才會做得更加好一點呢?
[00:01:15.960 --> 00:01:18.480]  是今天我們思想的
[00:01:18.480 --> 00:01:24.520]  剛才我讀的一段聖經是歸林多前書的第十二章
[00:01:24.520 --> 00:01:28.400]  我相信有很多人都會有印象這段聖經
[00:01:28.400 --> 00:01:34.000]  本來是用一個身體來形容教會
[00:01:34.000 --> 00:01:35.040]  大家知道
[00:01:35.040 --> 00:01:39.880]  它是用一個身體來形容教會
[00:01:39.880 --> 00:01:43.160]  教會是一個身體
[00:01:43.160 --> 00:01:45.720]  而且教會是基督的身體
[00:01:45.720 --> 00:01:46.400]  這個很重要
[00:01:46.400 --> 00:01:47.520]  它不單只是一個身體
[00:01:47.520 --> 00:01:50.880]  它是一個基督的身體
[00:01:50.880 --> 00:01:52.320]  它是屬基督的
[00:01:52.320 --> 00:01:55.720]  而教會是一個合成的身體
[00:01:55.720 --> 00:01:56.440]  它不單只是一個身體
[00:01:56.440 --> 00:01:57.480]  它是一個合成的身體
[00:01:57.480 --> 00:01:59.760]  有很多的肢體
[00:01:59.760 --> 00:02:01.160]  有手、有腳、有很多的
[00:02:01.160 --> 00:02:04.840]  有些體面、有些不體面的
[00:02:04.840 --> 00:02:08.320]  教會是一個有差異性的身體
[00:02:08.320 --> 00:02:11.120]  我們的身體有很多地方是有差異的
[00:02:11.120 --> 00:02:12.160]  正如剛才所讀的
[00:02:12.160 --> 00:02:15.200]  手會對腳說「我都不使用你了」
[00:02:15.200 --> 00:02:18.200]  頭又不用對身體說
[00:02:18.200 --> 00:02:18.600]  不行的
[00:02:18.600 --> 00:02:19.640]  它有差異性的
[00:02:19.640 --> 00:02:22.720]  我們身體的功能性的差異是很大的
[00:02:22.720 --> 00:02:25.720]  保羅用了一個論述
[00:02:25.720 --> 00:02:27.640]  一直這樣說下去
[00:02:27.640 --> 00:02:32.280]  很長篇這樣說下去
[00:02:32.280 --> 00:02:36.960]  透過身體的比喻來說出
[00:02:36.960 --> 00:02:41.320]  教會的特質和對教會的要求
[00:02:41.320 --> 00:02:47.040]  去到第二十七節的時候
[00:02:47.040 --> 00:02:49.080]  二十八節他就說
[00:02:49.080 --> 00:02:52.480]  「臣在教會裏面設立了使徒、先知、教師
[00:02:52.480 --> 00:02:55.440]  行義能、有醫病的恩賜、有治理時的」
[00:02:55.440 --> 00:03:02.440]  他就說了一些功能的單位出來
[00:03:02.440 --> 00:03:06.120]  「臣在教會裏面設立了一些有不同功能的東西」
[00:03:06.120 --> 00:03:09.040]  但不是每個人都做那些東西
[00:03:09.040 --> 00:03:11.680]  難道都是做這些的嗎?
[00:03:11.680 --> 00:03:15.440]  所以我們不可以彼此輕視對方
[00:03:15.440 --> 00:03:19.720]  教會亦都有不同的功能的部門在
[00:03:19.720 --> 00:03:24.040]  不同的角色、不同的領袖在
[00:03:24.040 --> 00:03:28.920]  這個領袖是要彼此配搭的
[00:03:28.920 --> 00:03:29.680]  為了甚麼呢?
[00:03:29.680 --> 00:03:33.200]  為了要成就這個教會
[00:03:33.200 --> 00:03:37.360]  所以他們就要彼此去配合
[00:03:37.360 --> 00:03:40.880]  而最後保羅在這段的結語
[00:03:40.880 --> 00:03:48.280]  就說「你們要求那個最大的恩賜」
[00:03:48.280 --> 00:03:52.800]  「我如今把最妙的道告訴你」
[00:03:52.800 --> 00:03:55.240]  這個是結句
[00:03:55.240 --> 00:03:55.960]  是一個最重要的
[00:03:55.960 --> 00:03:58.240]  「我現在把最妙的道告訴你」
[00:03:58.240 --> 00:03:59.160]  在哪裏呢?
[00:03:59.160 --> 00:04:03.400]  你就會回到哥林多前書十三章
[00:04:03.400 --> 00:04:06.120]  整個哥林多前書十三章講甚麼呢?
[00:04:06.120 --> 00:04:07.920]  大家一定認識了
[00:04:07.920 --> 00:04:09.400]  就是講愛
[00:04:09.400 --> 00:04:10.920]  即是他講身體
[00:04:10.920 --> 00:04:13.360]  一直講下來的時候
[00:04:13.360 --> 00:04:15.480]  接著那裏其實是在講
[00:04:15.480 --> 00:04:18.600]  你們要彼此接納
[00:04:18.600 --> 00:04:19.720]  彼此包容
[00:04:19.720 --> 00:04:20.960]  彼此配合
[00:04:20.960 --> 00:04:25.800]  整個講身體的比喻裏面
[00:04:25.800 --> 00:04:29.760]  那個很清晰的意思就是
[00:04:29.760 --> 00:04:32.040]  要這個身體成為一個健康
[00:04:32.040 --> 00:04:33.960]  而有能力的身體
[00:04:33.960 --> 00:04:36.200]  你們就要彼此接納
[00:04:36.200 --> 00:04:37.200]  彼此包容
[00:04:37.200 --> 00:04:39.160]  彼此配合
[00:04:39.160 --> 00:04:40.600]  而上帝在教會裏面
[00:04:40.600 --> 00:04:46.680]  擺放了不同的功能的單位在的時候
[00:04:46.680 --> 00:04:52.040]  他們亦都是同樣的一個目的
[00:04:52.040 --> 00:04:53.120]  而保羅最後就說
[00:04:53.120 --> 00:04:57.320]  「我現在把最妙的道告訴你們」
[00:04:57.320 --> 00:05:00.200]  接著就去到哥林多前書十三章
[00:05:00.200 --> 00:05:04.680]  就講愛
[00:05:04.680 --> 00:05:07.760]  我們的題目是來自《主徒信經》的
[00:05:07.760 --> 00:05:10.000]  聖兒公之教會
[00:05:10.000 --> 00:05:11.360]  聖徒要相通
[00:05:11.360 --> 00:05:13.600]  我們在普天頌讚封院內業
[00:05:13.600 --> 00:05:14.600]  就有《主徒信經》
[00:05:14.600 --> 00:05:17.360]  我們每一次的聖餐崇拜
[00:05:17.360 --> 00:05:20.040]  我們都會有讀《主徒信經》的
[00:05:20.040 --> 00:05:21.680]  我相信這裏多數的人
[00:05:21.680 --> 00:05:25.000]  就算不懂得背也有印象
[00:05:25.000 --> 00:05:27.840]  《主徒信經》是分三段
[00:05:27.840 --> 00:05:31.520]  第一段就是我信上帝
[00:05:31.520 --> 00:05:34.400]  全能的父創造天地的主
[00:05:34.400 --> 00:05:36.640]  第二段就是我信耶穌基督
[00:05:36.640 --> 00:05:38.040]  那段是比較長的
[00:05:38.040 --> 00:05:41.640]  讀生子就講耶穌基督的救恩
[00:05:41.640 --> 00:05:45.120]  第三段就是我信聖靈
[00:05:45.120 --> 00:05:47.720]  我信聖兒公之教會
[00:05:47.720 --> 00:05:51.040]  我信聖徒相通
[00:05:51.040 --> 00:05:55.640]  創造是關於聖父的一個
[00:05:55.640 --> 00:05:58.040]  可以說是一個標記
[00:05:58.040 --> 00:06:00.680]  即是當我們講到上帝的時候
[00:06:00.680 --> 00:06:04.600]  就從上帝的創造來認識上帝
[00:06:04.600 --> 00:06:07.120]  當我們講到耶穌基督的時候
[00:06:07.120 --> 00:06:13.160]  我們從那個救恩來認識耶穌基督
[00:06:13.160 --> 00:06:15.680]  當我們講到聖靈的時候
[00:06:15.680 --> 00:06:18.320]  從哪裏認識聖靈呢?
[00:06:18.320 --> 00:06:18.920]  一句而已
[00:06:18.920 --> 00:06:21.040]  我信聖靈
[00:06:21.040 --> 00:06:23.200]  就好像沒有了
[00:06:23.200 --> 00:06:24.440]  其實還有的
[00:06:24.440 --> 00:06:28.640]  我信聖兒公之教會
[00:06:28.640 --> 00:06:32.120]  我信聖徒相通
[00:06:32.120 --> 00:06:35.600]  即是說我們怎樣去認識聖靈呢?
[00:06:35.600 --> 00:06:40.400]  就是透過聖兒公之教會相通的聖徒
[00:06:40.400 --> 00:06:43.280]  所以聖兒公之教會和相通的聖徒
[00:06:43.280 --> 00:06:48.040]  就是聖靈的標記
[00:06:48.040 --> 00:06:55.120]  這個也是我今天用來跟大家講道的一個主題
[00:06:55.120 --> 00:07:00.960]  教會是聖兒公的
[00:07:00.960 --> 00:07:07.760]  大家有沒有想過是甚麼意思呢?
[00:07:07.760 --> 00:07:10.160]  教會是聖的
[00:07:10.160 --> 00:07:11.880]  是屬神的
[00:07:11.880 --> 00:07:13.280]  我們都接受
[00:07:13.280 --> 00:07:14.640]  我們都明白
[00:07:14.640 --> 00:07:16.480]  我們是被揀選的族類
[00:07:16.480 --> 00:07:18.920]  我們是屬上帝的
[00:07:18.920 --> 00:07:22.240]  我們是基督的新婦
[00:07:22.240 --> 00:07:23.320]  講到這裏的時候
[00:07:23.320 --> 00:07:26.560]  我們都會與有榮焉
[00:07:26.560 --> 00:07:30.880]  即是教會是神聖的
[00:07:30.880 --> 00:07:33.040]  但不是停在這裏
[00:07:33.040 --> 00:07:35.720]  不是好像耶穌登山變像那樣
[00:07:35.720 --> 00:07:40.320]  在山上發出一個有榮光覆蓋祂的時候
[00:07:40.320 --> 00:07:41.680]  給我們說
[00:07:41.680 --> 00:07:43.320]  在這裏真好
[00:07:43.320 --> 00:07:44.800]  我們就保持住
[00:07:44.800 --> 00:07:47.400]  不要讓祂懸
[00:07:47.400 --> 00:07:48.720]  我們在這裏起三座棚
[00:07:48.720 --> 00:07:49.720]  不要下去了
[00:07:49.720 --> 00:07:52.160]  永遠都在這裏保持住
[00:07:52.160 --> 00:07:53.720]  耶穌沒有
[00:07:53.720 --> 00:07:55.280]  耶穌接著下山
[00:07:55.280 --> 00:07:56.440]  教會是聖的
[00:07:56.440 --> 00:07:58.320]  真是很吸引人
[00:07:58.320 --> 00:08:02.880]  很令人有一種榮譽的感覺
[00:08:02.880 --> 00:08:05.800]  但《聖經》不是只講教會是聖的
[00:08:05.800 --> 00:08:10.520]  它說教會是公的
[00:08:10.520 --> 00:08:12.480]  公我們會想到
[00:08:12.480 --> 00:08:14.520]  是很廣闊
[00:08:14.520 --> 00:08:17.240]  是屬於整個世界的
[00:08:17.240 --> 00:08:18.800]  大公無私的
[00:08:18.800 --> 00:08:19.760]  是跨種族的
[00:08:19.760 --> 00:08:21.240]  跨地域的
[00:08:21.240 --> 00:08:23.160]  我們都覺得很闊大
[00:08:23.160 --> 00:08:24.400]  很宏大
[00:08:24.400 --> 00:08:26.440]  挺好
[00:08:26.440 --> 00:08:29.920]  但你再想深一層
[00:08:29.920 --> 00:08:31.320]  教會是公的
[00:08:31.320 --> 00:08:36.320]  即是說教會是屬人的
[00:08:36.320 --> 00:08:38.280]  教會是屬人的
[00:08:38.280 --> 00:08:44.840]  而且是屬所有的人的
[00:08:44.840 --> 00:08:46.880]  是屬所有的人的
[00:08:46.880 --> 00:08:48.520]  是屬那些高貴的人
[00:08:48.520 --> 00:08:50.960]  又屬那些卑賤的人
[00:08:50.960 --> 00:08:52.480]  屬那些正常的人
[00:08:52.480 --> 00:09:00.600]  又屬那些很特別、很奇特的人
[00:09:00.600 --> 00:09:02.080]  屬於那些很精明的人
[00:09:02.080 --> 00:09:05.720]  又屬於那些很論盡的人
[00:09:05.720 --> 00:09:08.360]  屬於那些很有治理能力的人
[00:09:08.360 --> 00:09:11.200]  又屬於那些很麻煩的人
[00:09:11.200 --> 00:09:12.960]  屬於那些很善於溝通的人
[00:09:12.960 --> 00:09:16.160]  又屬於那些很不善於溝通的人
[00:09:16.160 --> 00:09:19.560]  這就是很麻煩的事
[00:09:19.560 --> 00:09:22.720]  當我們說到教會是公的時候
[00:09:22.720 --> 00:09:30.120]  其實就是有相當相當的麻煩存在當中
[00:09:30.120 --> 00:09:32.000]  這個我們都知道
[00:09:32.000 --> 00:09:35.720]  這個是一個很清楚的現實
[00:09:35.720 --> 00:09:42.520]  教會是一個很麻煩的地方
[00:09:42.520 --> 00:09:48.800]  我年輕的時候聽過一個牧師這樣說過
[00:09:48.800 --> 00:09:53.600]  他說你千萬不要去找一間
[00:09:53.600 --> 00:09:56.600]  完全沒有問題的教會
[00:09:56.600 --> 00:09:59.320]  因為你不會找得到的
[00:09:59.320 --> 00:10:01.840]  他就算找得到你也不要去
[00:10:01.840 --> 00:10:02.880]  因為你去了之後
[00:10:02.880 --> 00:10:07.560]  那個教會就會很麻煩
[00:10:07.560 --> 00:10:09.560]  是有些道理的
[00:10:09.560 --> 00:10:11.840]  你千萬不要去找一間沒有麻煩的教會
[00:10:11.840 --> 00:10:12.800]  很完美的教會
[00:10:12.800 --> 00:10:13.600]  你不要去找
[00:10:13.600 --> 00:10:15.040]  因為第一是不存在的
[00:10:15.040 --> 00:10:16.320]  萬一真的被你找到
[00:10:16.320 --> 00:10:17.280]  你千萬不要去
[00:10:17.280 --> 00:10:20.960]  因為你一去到的時候就將麻煩帶到那裡
[00:10:20.960 --> 00:10:24.520]  我們就是一班麻煩人走在一起
[00:10:24.520 --> 00:10:26.720]  教會是一個聖潔的群體
[00:10:26.720 --> 00:10:30.200]  也是一個聚人聚集的群體
[00:10:30.200 --> 00:10:35.120]  當我們說教會是聖而公的時候
[00:10:35.120 --> 00:10:45.200]  其實是將兩樣一個天一個地拉在一起
[00:10:45.200 --> 00:10:49.160]  這個是我們教會的現實
[00:10:49.160 --> 00:10:53.160]  這個也是上帝的設計
[00:10:53.160 --> 00:10:56.200]  上帝的定義
[00:10:56.200 --> 00:10:59.800]  《約翰福音》一章十四節
[00:10:59.800 --> 00:11:03.800]  是講到主耶穌基督的
[00:11:03.800 --> 00:11:05.840]  那句話怎麼說呢?
[00:11:05.840 --> 00:11:12.880]  「道成了肉身,住在我們中間,
[00:11:12.880 --> 00:11:18.960]  充充滿滿地,有恩典有真理。
[00:11:18.960 --> 00:11:22.240]  我們也見過他的榮光,
[00:11:22.240 --> 00:11:28.720]  正是父獨生子的榮光。」
[00:11:28.720 --> 00:11:33.320]  這個是講到主耶穌基督
[00:11:33.320 --> 00:11:36.840]  耶穌基督是在天上面
[00:11:36.840 --> 00:11:40.960]  祂成了肉身
[00:11:40.960 --> 00:11:42.960]  祂在天上面
[00:11:42.960 --> 00:11:46.360]  祂離了世界
[00:11:46.360 --> 00:11:49.440]  祂住在我們中間
[00:11:49.440 --> 00:11:50.480]  聖經說:
[00:11:50.480 --> 00:11:56.200]  「這是在地上面有肉身的耶穌基督
[00:11:56.200 --> 00:11:59.480]  充充滿滿地,有恩典有真理
[00:11:59.480 --> 00:12:01.960]  我們也見過他的榮光,
[00:12:01.960 --> 00:12:07.200]  正是父獨生子的榮光。」
[00:12:07.200 --> 00:12:12.240]  上帝的榮光在哪裡發出來呢?
[00:12:12.240 --> 00:12:15.960]  彼得在山上面見到的耶穌基督
[00:12:15.960 --> 00:12:21.080]  有榮光輻照他
[00:12:21.080 --> 00:12:24.800]  但是這個不是最大的榮光
[00:12:24.800 --> 00:12:31.720]  或者不是主耶穌基督獨一發出的榮光
[00:12:31.720 --> 00:12:40.520]  耶穌基督的榮光是在十字架上面發出來
[00:12:40.520 --> 00:12:45.000]  這個在地上面行走的耶穌基督
[00:12:45.000 --> 00:12:53.920]  祂有一個受限制和軟弱的身體
[00:12:53.920 --> 00:12:57.960]  祂活在一個充滿著問題和矛盾
[00:12:57.960 --> 00:13:01.480]  以及混亂的世界
[00:13:01.480 --> 00:13:10.400]  而且祂在誤解和受傷害之中
[00:13:10.400 --> 00:13:16.480]  甚至被釘十字架
[00:13:16.480 --> 00:13:18.760]  但是就是這個
[00:13:18.760 --> 00:13:22.600]  「道成了肉身的耶穌基督
[00:13:22.600 --> 00:13:30.480]  充充滿滿地,有恩典有真理
[00:13:30.480 --> 00:13:32.480]  有榮光
[00:13:32.480 --> 00:13:38.880]  而且正是副獨一而始的榮光。」
[00:13:38.880 --> 00:13:43.280]  當我們講到生命的榮光的時候
[00:13:43.280 --> 00:13:44.800]  不只是在天上面
[00:13:44.800 --> 00:13:49.600]  其實是在地上面
[00:13:49.600 --> 00:13:51.560]  哥林多前書的十二章
[00:13:51.560 --> 00:13:56.160]  是講到教會就是耶穌基督的身體
[00:13:56.160 --> 00:13:57.120]  或者我們說
[00:13:57.120 --> 00:13:59.840]  基督今日仍然在地上面活著
[00:13:59.840 --> 00:14:03.560]  那就是透過甚麼活著呢?
[00:14:03.560 --> 00:14:08.360]  就是透過教會活著
[00:14:08.360 --> 00:14:12.640]  我們就是耶穌基督在世的代表
[00:14:12.640 --> 00:14:13.920]  第十一節說
[00:14:13.920 --> 00:14:15.280]  「本來很清楚地說
[00:14:15.280 --> 00:14:20.080]  這個教會就是基督的身體
[00:14:20.080 --> 00:14:23.120]  或者就是基督,祂仍然在地上
[00:14:23.120 --> 00:14:28.560]  因此教會是要好像耶穌基督那樣
[00:14:28.560 --> 00:14:32.000]  在這個世界上面
[00:14:32.000 --> 00:14:38.360]  有著一個受限制而軟弱的特質
[00:14:38.360 --> 00:14:43.320]  在一個充滿問題和混亂的處境那裏
[00:14:43.320 --> 00:14:53.400]  而且會經歷誤解和受傷。」
[00:14:53.400 --> 00:14:55.760]  其實很難的
[00:14:55.760 --> 00:14:58.240]  是很難的
[00:14:58.240 --> 00:15:04.240]  我再講是很難很難的
[00:15:04.240 --> 00:15:07.440]  叫上帝做人,你說難不難?
[00:15:07.440 --> 00:15:14.200]  叫一個無限永恆和聖潔的上帝
[00:15:14.200 --> 00:15:18.040]  住在一個人中間
[00:15:18.040 --> 00:15:21.320]  活在一個這麼混亂的世界裏
[00:15:21.320 --> 00:15:24.800]  在誤解和傷害當中
[00:15:24.800 --> 00:15:28.000]  來過每一日的生活
[00:15:28.000 --> 00:15:29.960]  怎會不難?
[00:15:29.960 --> 00:15:33.200]  而且很少人說
[00:15:33.200 --> 00:15:35.520]  這個就是上帝的兒子
[00:15:35.520 --> 00:15:38.120]  就會賦予他尊重
[00:15:38.120 --> 00:15:41.280]  是很難的
[00:15:41.280 --> 00:15:45.880]  上帝怎樣去顯出祂的榮光呢?
[00:15:45.880 --> 00:15:53.720]  耶穌基督怎樣去顯出祂的榮光呢?
[00:15:53.720 --> 00:16:03.080]  普羅話:「我如今把最妙的道指示你。」
[00:16:03.080 --> 00:16:09.320]  基督教或者教會講穿了
[00:16:09.320 --> 00:16:13.400]  講到底是一個字
[00:16:13.400 --> 00:16:15.560]  就是愛
[00:16:15.560 --> 00:16:20.080]  上帝是愛
[00:16:20.080 --> 00:16:28.840]  上帝是透過愛來去呈現祂的榮光
[00:16:28.840 --> 00:16:30.920]  那怎樣可以實現愛?
[00:16:30.920 --> 00:16:37.440]  怎樣可以呈現愛呢?
[00:16:37.440 --> 00:16:40.440]  就是合一
[00:16:40.440 --> 00:16:43.560]  如果在教會來講
[00:16:43.560 --> 00:16:48.040]  聖經對合一是不厭其詳地講的
[00:16:48.040 --> 00:16:50.160]  耶穌基督在《約翰福音》十七章
[00:16:50.160 --> 00:16:51.840]  最後分離的禱告裏面
[00:16:51.840 --> 00:16:53.240]  祂很特別地祈禱
[00:16:53.240 --> 00:16:58.320]  求你們合一
[00:16:58.320 --> 00:17:01.720]  「以不所恕」第四章
[00:17:01.720 --> 00:17:06.680]  普羅話:你們凡事要謙虛、要溫柔、要忍耐
[00:17:06.680 --> 00:17:09.080]  要用愛心互相寬容
[00:17:09.080 --> 00:17:11.960]  要以和平彼此聯絡
[00:17:11.960 --> 00:17:19.560]  要竭力保守聖靈所賜的合一
[00:17:19.560 --> 00:17:22.600]  然後祂說:身體只有一個
[00:17:22.600 --> 00:17:25.160]  聖靈只有一個
[00:17:25.160 --> 00:17:26.680]  正如你們夢照
[00:17:26.680 --> 00:17:30.760]  是為同一個指望而夢照
[00:17:30.760 --> 00:17:40.800]  是反反覆覆地去叮嚀要合一
[00:17:40.800 --> 00:17:45.720]  就好像媽咪叫那個怨恨的兒女
[00:17:45.720 --> 00:17:50.400]  記住自己要小心、要健康、要平安
[00:17:50.400 --> 00:17:53.920]  叮嚀又反覆地叮嚀
[00:17:53.920 --> 00:17:58.160]  因為合一就是愛的標記
[00:17:58.160 --> 00:18:01.680]  愛的實現
[00:18:01.680 --> 00:18:05.840]  愛的結果
[00:18:05.840 --> 00:18:11.480]  就好像兩個人結婚,一起結合
[00:18:11.480 --> 00:18:15.960]  這就是一個愛的標記
[00:18:15.960 --> 00:18:17.920]  愛的結果
[00:18:17.920 --> 00:18:27.120]  那怎樣才是合一呢?
[00:18:27.120 --> 00:18:31.040]  有一次經過一個地方
[00:18:31.040 --> 00:18:33.440]  海邊
[00:18:33.440 --> 00:18:39.840]  那個地方應該是比較大浪的
[00:18:39.840 --> 00:18:46.120]  所以在海邊有一個防波堤
[00:18:46.120 --> 00:18:49.080]  現代的工程學
[00:18:49.080 --> 00:18:53.400]  建防波堤就不是這樣灌漿倒石屎的
[00:18:53.400 --> 00:18:58.400]  你有沒有見過一個公字扭歪它的東西?
[00:18:58.400 --> 00:19:03.840]  你以為你經過的時候,一個公字扭歪了它
[00:19:03.840 --> 00:19:08.840]  造成了一個石屎的組件
[00:19:08.840 --> 00:19:12.920]  就扔下去,在海邊那裏
[00:19:12.920 --> 00:19:18.080]  在地和海中間那裏
[00:19:18.080 --> 00:19:19.800]  扔去足夠的數量
[00:19:19.800 --> 00:19:22.680]  水沖來的時候,它會自己移動
[00:19:22.680 --> 00:19:27.760]  然後這個就會鎖住那個,那個就會鎖住那個
[00:19:27.760 --> 00:19:31.360]  很容易找到這些景象看到
