
[00:00:00.000 --> 00:00:03.080]  好,帶我們進入歷代誌
[00:00:03.080 --> 00:00:05.120]  當你去讀歷代誌的時候
[00:00:05.120 --> 00:00:06.680]  第一個印象就是
[00:00:06.680 --> 00:00:10.560]  歷代誌好像在重複很多薩姆爾記
[00:00:10.560 --> 00:00:11.800]  列王記的事情
[00:00:11.800 --> 00:00:13.800]  你剛剛讀完大衛沒多久
[00:00:13.800 --> 00:00:15.200]  剛剛讀完鎖龍門沒多久
[00:00:15.200 --> 00:00:18.120]  為什麼又再讀過大衛又再讀過鎖龍門呢?
[00:00:18.120 --> 00:00:20.040]  很奇怪的
[00:00:20.040 --> 00:00:24.360]  接著你已經讀過很多很長很長的列王
[00:00:24.360 --> 00:00:25.680]  北國的王
[00:00:25.680 --> 00:00:28.200]  北國王其實在歷代誌不會出現的
[00:00:28.200 --> 00:00:29.240]  只有南國的王
[00:00:29.240 --> 00:00:30.560]  南國很多的王
[00:00:30.560 --> 00:00:32.640]  希西嘉那些
[00:00:32.640 --> 00:00:34.440]  後來有個馬拿西那些
[00:00:34.440 --> 00:00:35.480]  已經出現過了
[00:00:35.480 --> 00:00:36.240]  你讀過了
[00:00:36.240 --> 00:00:40.920]  為什麼又重新在歷代誌裡面又要再說一次呢?
[00:00:40.920 --> 00:00:44.480]  為什麼要重複呢?
[00:00:44.480 --> 00:00:45.520]  如果你記得
[00:00:45.520 --> 00:00:49.760]  我曾經說過列王記是寫在他們被擄的初期
[00:00:49.760 --> 00:00:51.480]  就是通常上學家是這麼相信的
[00:00:51.480 --> 00:00:52.600]  所以列王記就是
[00:00:52.600 --> 00:00:54.600]  哇,怎樣?我們真的被擄?
[00:00:54.600 --> 00:00:55.440]  沒理由的
[00:00:55.440 --> 00:00:58.280]  上帝說認許了我們在這裡這個永久的王國
[00:00:58.280 --> 00:01:00.520]  為什麼我們現在被擄?
[00:01:00.520 --> 00:01:04.720]  列王記是要解釋為什麼他們會搞成這樣
[00:01:04.720 --> 00:01:05.960]  上帝的解釋就是
[00:01:05.960 --> 00:01:09.960]  因為你的王不聽我的律法
[00:01:09.960 --> 00:01:12.280]  接著你不敬拜我
[00:01:12.280 --> 00:01:13.320]  敬拜其他偶像
[00:01:13.320 --> 00:01:15.440]  所以我審判你們
[00:01:15.440 --> 00:01:17.080]  將你們被擄巴比倫
[00:01:17.080 --> 00:01:18.880]  這個大概是列王記
[00:01:18.880 --> 00:01:20.880]  到了歷代誌
[00:01:20.880 --> 00:01:22.320]  那個場景不一樣了
[00:01:22.320 --> 00:01:24.120]  七十年之後你假設
[00:01:24.120 --> 00:01:29.840]  已經回歸了耶路撒冷,回歸了認許之地
[00:01:29.840 --> 00:01:33.880]  但是那個狀況仍然跟以前一樣悲慘
[00:01:33.880 --> 00:01:36.880]  它仍然沒有一個君王,沒有一個國家
[00:01:36.880 --> 00:01:40.760]  於是歷代誌在這個情況下就問了
[00:01:40.760 --> 00:01:43.360]  上帝還理不理我們呢?
[00:01:43.360 --> 00:01:45.560]  是不是我們以後就沒有希望呢?
[00:01:45.560 --> 00:01:47.400]  如果我們將來有希望
[00:01:47.400 --> 00:01:49.000]  那希望從哪裡來?
[00:01:49.000 --> 00:01:52.040]  這個是歷代誌所要面對的問題
[00:01:52.040 --> 00:01:53.960]  就不是說為什麼我們搞成這樣
[00:01:53.960 --> 00:01:56.520]  我知道我們現在為什麼搞成這樣
[00:01:56.520 --> 00:01:59.840]  販毒的列王記都知道我們為什麼搞成這樣
[00:01:59.840 --> 00:02:01.280]  問題就是
[00:02:01.280 --> 00:02:02.760]  那我們還有沒有希望呢?
[00:02:02.760 --> 00:02:04.840]  如果我們有希望的話
[00:02:04.840 --> 00:02:06.360]  這個希望從哪裡來呢?
[00:02:06.360 --> 00:02:08.640]  這個是歷代誌的回答
[00:02:08.640 --> 00:02:11.360]  於是它假設你已經看了列王記
[00:02:11.360 --> 00:02:13.120]  假設你已經看了薩姆爾記
[00:02:13.120 --> 00:02:15.080]  接著再重寫
[00:02:15.080 --> 00:02:18.320]  用另一個角度來寫
[00:02:18.320 --> 00:02:20.480]  其中一樣東西很有意思
[00:02:20.480 --> 00:02:21.520]  就是說
[00:02:21.520 --> 00:02:23.640]  你如果今天打開你本聖經
[00:02:23.640 --> 00:02:25.600]  英文聖經也好,中文聖經也好
[00:02:25.600 --> 00:02:28.560]  那麼歷代誌就是列王記之後
[00:02:28.560 --> 00:02:31.480]  應該是第十三、第十四本左右的九約
[00:02:31.480 --> 00:02:34.480]  但是在希伯來文的聖經裡面
[00:02:34.480 --> 00:02:36.320]  歷代誌其實是最後一個
[00:02:36.320 --> 00:02:38.080]  是最後的
[00:02:38.080 --> 00:02:40.880]  就是三十九本裡面是最後那兩本
[00:02:40.880 --> 00:02:42.520]  是結束整個舊約
[00:02:42.520 --> 00:02:43.760]  因為歷史就在那裡
[00:02:43.760 --> 00:02:46.840]  它是其中一本應該是最遲寫的舊約書
[00:02:46.840 --> 00:02:48.080]  當然還有其他
[00:02:48.080 --> 00:02:51.120]  譬如說馬拉基書、薩加利那些
[00:02:51.120 --> 00:02:54.600]  哈戈的,都有可能跟它一起
[00:02:54.600 --> 00:02:56.640]  爭奪誰是最遲寫的
[00:02:56.640 --> 00:02:59.960]  但是在猶太人的希伯來文聖經裡面
[00:02:59.960 --> 00:03:02.920]  它是用歷代誌來包尾的
[00:03:02.920 --> 00:03:04.680]  所以歷代誌做了一個總結
[00:03:04.680 --> 00:03:07.160]  為整本舊約聖經做了一個總結
[00:03:07.160 --> 00:03:08.640]  那個總結就是
[00:03:08.640 --> 00:03:10.840]  究竟我們還有沒有希望呢
