
[00:00:00.000 --> 00:00:02.400]  回到今天的講道內容
[00:00:02.400 --> 00:00:07.040]  上次講到提到那些有錢人
[00:00:07.040 --> 00:00:08.720]  他們如何自誇自大
[00:00:08.720 --> 00:00:11.000]  但上帝警告他們
[00:00:11.000 --> 00:00:12.200]  他們的結局是怎樣呢?
[00:00:12.200 --> 00:00:13.320]  如果繼續自誇自大
[00:00:13.320 --> 00:00:16.200]  他們一切擁有的都會消失
[00:00:16.200 --> 00:00:17.480]  上帝的審判會來到
[00:00:17.480 --> 00:00:20.920]  所以來到第五章七節開始的時候
[00:00:20.920 --> 00:00:23.360]  就講忍耐、等待
[00:00:23.360 --> 00:00:25.160]  五章七節至二十節
[00:00:25.160 --> 00:00:27.160]  其實是最後一個段落
[00:00:27.160 --> 00:00:29.320]  是雅各對當時的信徒
[00:00:29.320 --> 00:00:32.440]  一個整體的呼籲、勸勉
[00:00:32.440 --> 00:00:34.440]  總共可以分四段
[00:00:34.440 --> 00:00:36.960]  第一是五章七節至十一節
[00:00:36.960 --> 00:00:38.720]  要忍耐、等待
[00:00:38.720 --> 00:00:40.800]  第二段只是一節
[00:00:40.800 --> 00:00:42.240]  要誠實、正直
[00:00:42.240 --> 00:00:44.040]  第三段是彼此的代求
[00:00:44.040 --> 00:00:47.440]  第四段是挽回失迷的人
[00:00:47.440 --> 00:00:48.920]  我會逐段解釋
[00:00:48.920 --> 00:00:50.840]  所以今天講四點
[00:00:50.840 --> 00:00:53.400]  第一兩點是關於信徒個人的
[00:00:53.400 --> 00:00:55.800]  屬靈生命和品格的操守
[00:00:55.800 --> 00:00:57.560]  第三、第四段其實是
[00:00:57.560 --> 00:01:01.440]  和信徒之間彼此的關係有關
[00:01:01.440 --> 00:01:03.440]  先講第一段
[00:01:03.440 --> 00:01:05.720]  要忍耐、等待
[00:01:05.720 --> 00:01:06.720]  我們作爲信徒
[00:01:06.720 --> 00:01:08.640]  面對在日常生活的日子
[00:01:08.640 --> 00:01:10.360]  特別是一個艱難的時候
[00:01:10.360 --> 00:01:11.840]  要忍耐、等待
[00:01:11.840 --> 00:01:13.400]  五章七至八節
[00:01:13.400 --> 00:01:16.360]  弟兄們,你們要忍耐直到主來
[00:01:16.360 --> 00:01:18.200]  看那農夫忍耐
[00:01:18.200 --> 00:01:21.160]  等候地裏寶貴的出產
[00:01:21.160 --> 00:01:24.120]  是直等到秋雨、春雨
[00:01:24.120 --> 00:01:27.080]  你們也當忍耐兼顧你們的心
[00:01:27.080 --> 00:01:30.640]  因爲主來的日子就近了
[00:01:30.640 --> 00:01:32.240]  如果大家還記得
[00:01:32.240 --> 00:01:33.400]  就是剛纔講的
[00:01:33.400 --> 00:01:34.520]  在前文
[00:01:34.520 --> 00:01:35.600]  那些有錢的人
[00:01:35.600 --> 00:01:37.520]  他們自誇、他們自大
[00:01:37.520 --> 00:01:38.480]  他們爲富
[00:01:38.480 --> 00:01:39.840]  但是不仁
[00:01:39.840 --> 00:01:43.640]  留戀在世俗的種種榮辱裏面
[00:01:43.640 --> 00:01:45.080]  榮華的裏面
[00:01:45.080 --> 00:01:46.240]  甚至不僅如此
[00:01:46.240 --> 00:01:48.280]  他們欺壓窮人
[00:01:48.280 --> 00:01:51.320]  所以雅各提醒當時的信徒
[00:01:51.320 --> 00:01:53.160]  我們要忍耐
[00:01:53.160 --> 00:01:55.440]  因爲他們有一天
[00:01:55.440 --> 00:01:58.440]  所擁有的都會失去
[00:01:58.440 --> 00:02:00.840]  上帝會回來的
[00:02:00.840 --> 00:02:02.520]  這裏雅各用了
[00:02:02.520 --> 00:02:07.120]  農夫忍耐等候地裏寶貴的出產
[00:02:07.120 --> 00:02:08.440]  來勉勵他們
[00:02:08.440 --> 00:02:14.760]  究竟農夫如何忍耐地裏寶貴的出產呢?
[00:02:14.760 --> 00:02:17.600]  爲什麼又提到秋雨、春雨呢?
[00:02:17.600 --> 00:02:19.240]  我們看一幅圖
[00:02:19.240 --> 00:02:22.800]  巴勒斯坦的天氣是這樣的
[00:02:22.800 --> 00:02:25.320]  夏天是乾旱
[00:02:25.320 --> 00:02:28.160]  冬天是又溼又暖的
[00:02:28.160 --> 00:02:31.080]  夏天的時候我們又溼又熱
[00:02:31.080 --> 00:02:33.320]  還有夏天是下雨的時間
[00:02:33.320 --> 00:02:36.240]  但是他們在六月的時候是乾旱
[00:02:36.240 --> 00:02:38.000]  他們要等到十月初的時候
[00:02:38.000 --> 00:02:39.480]  有一場雨來了
[00:02:39.480 --> 00:02:41.880]  接着泥土纔會松化
[00:02:41.880 --> 00:02:43.320]  可以爬松它
[00:02:43.320 --> 00:02:44.760]  然後撒種
[00:02:44.760 --> 00:02:47.000]  但是有時十月那些雨還沒來
[00:02:47.000 --> 00:02:48.160]  他們要等
[00:02:48.160 --> 00:02:49.200]  不知道要等到什麼時候
[00:02:49.200 --> 00:02:49.960]  可能是十一月
[00:02:49.960 --> 00:02:51.120]  可能是十二月
[00:02:51.120 --> 00:02:53.240]  他們要做的就是等
[00:02:53.240 --> 00:02:54.840]  到撒種之後
[00:02:54.840 --> 00:02:57.920]  要等那些種子萌芽生長
[00:02:57.920 --> 00:03:02.000]  還有經歷寒冬的時間
[00:03:02.000 --> 00:03:04.240]  那些時間都不容易捱的
[00:03:04.240 --> 00:03:06.520]  因爲那些農作物可能會冷死
[00:03:06.520 --> 00:03:09.160]  他們又要等那個季節的過去
[00:03:09.160 --> 00:03:11.680]  是另一場雨叫春雨來臨
[00:03:11.680 --> 00:03:15.640]  其實第一場秋雨可以叫做初雨
[00:03:15.640 --> 00:03:18.000]  春雨也可以叫晚雨
[00:03:18.000 --> 00:03:20.720]  晚雨或者春雨下完之後
[00:03:20.720 --> 00:03:22.280]  就安全一點
[00:03:22.280 --> 00:03:24.720]  那些農作物就會成熟
[00:03:24.720 --> 00:03:27.480]  就可以到收割的階段
[00:03:27.480 --> 00:03:29.280]  就是這樣的一個循環
[00:03:29.280 --> 00:03:32.280]  這個循環寓意着什麼呢?
[00:03:32.280 --> 00:03:34.120]  這個循環寓意着
[00:03:34.120 --> 00:03:37.920]  其實農夫能夠做的就是等
[00:03:37.920 --> 00:03:40.160]  但是等他不是挽手在那裏等
[00:03:40.160 --> 00:03:42.320]  農夫要做的
[00:03:42.320 --> 00:03:44.440]  他等的時候
[00:03:44.440 --> 00:03:46.760]  可以那些種子到適合的時候
[00:03:46.760 --> 00:03:48.400]  撒下去他就撒
[00:03:48.400 --> 00:03:50.360]  撒完下去要削罐
[00:03:50.360 --> 00:03:51.240]  要施肥
[00:03:51.240 --> 00:03:52.480]  就削罐
[00:03:52.480 --> 00:03:53.520]  就施肥
[00:03:53.520 --> 00:03:54.920]  到冬天來的時候
[00:03:54.920 --> 00:03:56.120]  可能有一些危險
[00:03:56.120 --> 00:03:57.440]  可能有雀鳥耽
[00:03:57.440 --> 00:03:58.560]  可能會冷死
[00:03:58.560 --> 00:04:00.240]  要保護就保護
[00:04:00.240 --> 00:04:02.200]  是等待
[00:04:02.200 --> 00:04:03.920]  沒得急
[00:04:03.920 --> 00:04:05.880]  那些季節來臨
[00:04:05.880 --> 00:04:07.200]  是沒得急
[00:04:07.200 --> 00:04:10.760]  所以雅各在這裏用了這個等待
[00:04:10.760 --> 00:04:13.520]  直到秋雨、春雨來的時候
[00:04:13.520 --> 00:04:16.760]  一是代表着上帝祂的時間
[00:04:16.760 --> 00:04:18.800]  上帝有祂的時間
[00:04:18.800 --> 00:04:20.800]  不是你和我想望的時間
[00:04:20.800 --> 00:04:22.480]  你和我想望的時間
[00:04:22.480 --> 00:04:23.920]  在這個疫症裏面
[00:04:23.920 --> 00:04:25.560]  我們想着一年就行了
[00:04:25.560 --> 00:04:26.360]  但是一年不行
[00:04:26.360 --> 00:04:27.160]  可能要兩年
[00:04:27.160 --> 00:04:28.440]  可能要三年
[00:04:28.440 --> 00:04:30.120]  我們不知道什麼時候
[00:04:30.120 --> 00:04:31.360]  惡人當道的時候
[00:04:31.360 --> 00:04:33.280]  我們都很想他們快點滅亡
[00:04:33.280 --> 00:04:35.040]  但都不是掌握在我們的時間
[00:04:35.040 --> 00:04:36.960]  就好像雅各他們當時一樣
[00:04:36.960 --> 00:04:38.080]  那些有錢人
[00:04:38.080 --> 00:04:39.080]  怎樣大聲
[00:04:39.080 --> 00:04:40.040]  怎樣甲惡
[00:04:40.040 --> 00:04:43.000]  怎樣他們都欺負窮人
[00:04:43.000 --> 00:04:45.560]  不是你和我可以決定得到
[00:04:45.560 --> 00:04:47.880]  所以那種忍耐等候的
[00:04:47.880 --> 00:04:50.560]  是在上帝的時間裏面
[00:04:50.560 --> 00:04:52.680]  秋雨、春雨來的時候
[00:04:52.680 --> 00:04:53.960]  亦都代表着
[00:04:53.960 --> 00:04:57.760]  是神祂自己恩典的臨到
[00:04:57.760 --> 00:05:00.080]  等待的過程
[00:05:00.080 --> 00:05:02.760]  在忍耐的過程不容易
[00:05:02.760 --> 00:05:03.840]  五章第九節
[00:05:03.840 --> 00:05:05.480]  雅各就提醒他們
[00:05:05.480 --> 00:05:06.640]  弟兄們
[00:05:06.640 --> 00:05:08.880]  你們不要彼此埋怨
[00:05:08.880 --> 00:05:12.120]  原來等待的過程會埋怨的
[00:05:12.120 --> 00:05:13.920]  應該埋怨的對象是上帝
[00:05:13.920 --> 00:05:16.880]  但這裏他說你們不要彼此埋怨
[00:05:16.880 --> 00:05:21.920]  原來忍耐等待的過程信徒之間會埋怨
[00:05:21.920 --> 00:05:22.960]  他沒有說什麼
[00:05:22.960 --> 00:05:24.520]  應該是當時出現的
[00:05:24.520 --> 00:05:25.600]  可能就是埋怨
[00:05:25.600 --> 00:05:27.200]  那些有錢人爲何不顧窮人
[00:05:27.200 --> 00:05:28.520]  那些有錢人可能又埋怨
[00:05:28.520 --> 00:05:30.160]  那些窮人爲何繼續窮
[00:05:30.160 --> 00:05:32.520]  依賴我們不知道什麼
[00:05:32.520 --> 00:05:33.720]  我們今天都有很多
