
[00:00:00.000 --> 00:00:04.560]  OK,今天跟大家講一個頗特別的題目
[00:00:04.560 --> 00:00:06.680]  「愛的仇敵」
[00:00:06.680 --> 00:00:09.760]  這是梁牧師給我們的題目
[00:00:09.760 --> 00:00:13.040]  不知道大家有沒有認識一些人
[00:00:13.040 --> 00:00:16.920]  你覺得是很不值得你愛的呢?
[00:00:16.920 --> 00:00:18.560]  有沒有那些人在你的生命當中?
[00:00:18.560 --> 00:00:20.560]  這個人看到他我就討厭了
[00:00:20.560 --> 00:00:23.040]  不值得我去愛他,有沒有呢?
[00:00:23.040 --> 00:00:24.680]  我希望沒有,對不對?
[00:00:24.680 --> 00:00:26.080]  不過先告訴我們
[00:00:26.080 --> 00:00:30.080]  其實人是按照神的形象做的
[00:00:30.080 --> 00:00:33.440]  雖然人墮落,犯罪得罪上帝
[00:00:33.440 --> 00:00:35.640]  但其實在我們的生命當中
[00:00:35.640 --> 00:00:38.760]  也殘餘了一些上帝的神聖
[00:00:38.760 --> 00:00:42.840]  意思是,其實每個人在我們的生命當中
[00:00:42.840 --> 00:00:48.120]  其實都應該有些東西被人愛的
[00:00:48.120 --> 00:00:49.480]  可能有些人知道
[00:00:49.480 --> 00:00:51.400]  牧師以前在香港做工的時候
[00:00:51.400 --> 00:00:53.800]  我在懲教署做工
[00:00:53.800 --> 00:00:56.320]  懲教署即是監獄署
[00:00:56.320 --> 00:00:58.160]  我面對的是甚麼人呢?
[00:00:58.160 --> 00:01:00.760]  在懲教署的這麼多年當中
[00:01:00.760 --> 00:01:04.200]  見過很多無惡不作的人
[00:01:04.200 --> 00:01:06.760]  當時我的時代最出名的就是「跛豪」
[00:01:06.760 --> 00:01:10.480]  販毒的,裸脫那些可能聽過
[00:01:10.480 --> 00:01:12.520]  除此之外,我相信
[00:01:12.520 --> 00:01:14.600]  我在戒毒署做了很久
[00:01:14.600 --> 00:01:16.920]  見過很多因為吸毒的緣故
[00:01:16.920 --> 00:01:20.080]  是犯法犯罪的人
[00:01:20.080 --> 00:01:22.840]  其實這些人都很可憐的
[00:01:22.840 --> 00:01:23.760]  為甚麼呢?
[00:01:23.760 --> 00:01:26.080]  因為我是做感化官的
[00:01:26.080 --> 00:01:27.800]  經常去了解他們的家庭
[00:01:27.800 --> 00:01:30.120]  了解他們的背景情況
[00:01:30.120 --> 00:01:32.360]  其實很多他們這些人
[00:01:32.360 --> 00:01:35.520]  其實家人已經放棄了
[00:01:35.520 --> 00:01:36.880]  不單單放棄
[00:01:36.880 --> 00:01:38.960]  不單單覺得他們不值得愛
[00:01:38.960 --> 00:01:40.880]  根本就是不值得可憐
[00:01:40.880 --> 00:01:42.200]  不要說愛
[00:01:42.200 --> 00:01:43.360]  連可憐他們都覺得
[00:01:43.360 --> 00:01:46.280]  這些東西不值得愛、可憐就是這樣
[00:01:46.280 --> 00:01:48.640]  不過因為我做善後輔導的緣故
[00:01:48.640 --> 00:01:50.320]  我做感化官的緣故
[00:01:50.320 --> 00:01:51.920]  我經常跟他們聊天
[00:01:51.920 --> 00:01:54.240]  其實我發覺其實他們每一個人
[00:01:54.240 --> 00:01:57.520]  都有一些值得我們愛的地方
[00:01:57.520 --> 00:02:00.600]  很多人其實心地都不是差的人
[00:02:00.600 --> 00:02:02.360]  這些人其實不是一生出來
[00:02:02.360 --> 00:02:04.520]  就是壞人
[00:02:04.520 --> 00:02:06.120]  所以其實
[00:02:06.120 --> 00:02:08.360]  似乎我在這樣的環境裏面
[00:02:08.360 --> 00:02:09.520]  做了很多年事
[00:02:09.520 --> 00:02:10.920]  但是我發覺原來
[00:02:10.920 --> 00:02:12.680]  可能真是每個人都有些東西
[00:02:12.680 --> 00:02:14.920]  值得我們愛的
[00:02:14.920 --> 00:02:17.080]  我不知道你怎樣看自己呢?
[00:02:17.080 --> 00:02:18.640]  你覺得你自己
[00:02:18.640 --> 00:02:20.880]  值不值得人家愛呢?
[00:02:20.880 --> 00:02:24.120]  或者是覺得
[00:02:24.120 --> 00:02:26.080]  有沒有人會愛你們呢?
[00:02:26.080 --> 00:02:27.920]  不知道有沒有人覺得自己好像
[00:02:27.920 --> 00:02:30.400]  我都沒有甚麼人愛我們
[00:02:30.400 --> 00:02:32.680]  我沒有甚麼特別優點
[00:02:32.680 --> 00:02:34.840]  沒有甚麼長處
[00:02:34.840 --> 00:02:37.360]  又不是特別靚仔過人
[00:02:37.360 --> 00:02:39.040]  靚女過人
[00:02:39.040 --> 00:02:41.440]  好像沒有甚麼人愛我們
[00:02:41.440 --> 00:02:42.560]  不知道有沒有人
[00:02:42.560 --> 00:02:47.440]  我們心裏面有些這樣的看法
[00:02:47.440 --> 00:02:49.160]  但是我知道另外一些人就覺得
[00:02:49.160 --> 00:02:50.880]  人是沒有完美的
[00:02:50.880 --> 00:02:54.440]  不過我覺得我的條件都不錯
[00:02:54.440 --> 00:02:56.960]  有些東西我覺得都挺好的
[00:02:56.960 --> 00:02:59.720]  我應該值得被人愛
[00:02:59.720 --> 00:03:01.200]  其實是兩個極端
[00:03:01.200 --> 00:03:02.280]  有些人覺得自己
[00:03:02.280 --> 00:03:04.560]  好像沒有甚麼人會愛我們
[00:03:04.560 --> 00:03:05.880]  亦都沒有甚麼值得人家愛
[00:03:05.880 --> 00:03:07.360]  但是有些人覺得
[00:03:07.360 --> 00:03:07.960]  怎樣也好
[00:03:07.960 --> 00:03:11.680]  總有愛愛愛我們
[00:03:11.680 --> 00:03:13.200]  無論你覺得自己
[00:03:13.200 --> 00:03:15.560]  是否值得人家愛
[00:03:15.560 --> 00:03:17.120]  當我們在教會裏面聽到說
[00:03:17.120 --> 00:03:20.080]  神愛世人的時候
[00:03:20.080 --> 00:03:23.120]  不知道你心裏面的反應
[00:03:23.120 --> 00:03:25.600]  那個感覺是甚麼呢?
[00:03:25.600 --> 00:03:27.520]  不知道大家聽到這句說話的時候
[00:03:27.520 --> 00:03:32.960]  神愛世人真還是假?
[00:03:32.960 --> 00:03:36.080]  有沒有一些懷疑在裏面呢?
[00:03:36.080 --> 00:03:37.840]  神真的這麼愛世人嗎?
[00:03:37.840 --> 00:03:39.320]  如果神是愛世人的話
[00:03:39.320 --> 00:03:40.440]  為甚麼神
[00:03:40.440 --> 00:03:43.200]  很多時候我們發覺好像見死不救
[00:03:43.200 --> 00:03:44.600]  上個星期很轟動
[00:03:44.600 --> 00:03:46.920]  南韓,大家有沒有聽到那個新聞
[00:03:46.920 --> 00:03:49.920]  人踩人踩死百多二百人
[00:03:49.920 --> 00:03:51.640]  為甚麼神不做任何事?
[00:03:51.640 --> 00:03:54.600]  神愛世人為甚麼讓那些惡人
[00:03:54.600 --> 00:03:57.680]  世上有那麼多壞人做盡壞事
[00:03:57.680 --> 00:04:04.840]  讓那些良善的無辜的人受害?
[00:04:04.840 --> 00:04:06.040]  如果神愛世人的話
[00:04:06.040 --> 00:04:10.920]  為甚麼現在烏克蘭和蘇聯打鬧七彩?
[00:04:10.920 --> 00:04:13.280]  這只是現在世界上比較
[00:04:13.280 --> 00:04:15.440]  明顯地各國都關心的事情
[00:04:15.440 --> 00:04:18.240]  因為牽涉整個世界的經濟都受影響
[00:04:18.240 --> 00:04:21.800]  但其實很多地方都是有戰爭的
[00:04:21.800 --> 00:04:23.360]  都是有內亂的
[00:04:23.360 --> 00:04:25.480]  就算美國我們沒有內戰
[00:04:25.480 --> 00:04:29.240]  不過我們覺得這個社會變得有點差
[00:04:29.240 --> 00:04:30.920]  我們說神愛世人
[00:04:30.920 --> 00:04:35.360]  為甚麼神不做任何事呢?
[00:04:35.360 --> 00:04:39.000]  今天我們繼續說《河西亞書》
[00:04:39.000 --> 00:04:40.600]  當我們看《河西亞先知書》的時候
[00:04:40.600 --> 00:04:41.640]  我們會發覺
[00:04:41.640 --> 00:04:43.680]  其實《河西亞先知書》裏面所說的
[00:04:43.680 --> 00:04:45.920]  一個訊息是甚麼呢?
[00:04:45.920 --> 00:04:48.760]  神真的愛世人
[00:04:48.760 --> 00:04:51.200]  神真的愛我們
[00:04:51.200 --> 00:04:53.080]  今天我在台上跟大家說
[00:04:53.080 --> 00:04:55.040]  神其實也愛你
[00:04:55.040 --> 00:04:57.280]  而且我可以告訴你
[00:04:57.280 --> 00:04:58.720]  神用了一切的方法
[00:04:58.720 --> 00:05:01.120]  希望你能夠體會得到
[00:05:01.120 --> 00:05:04.520]  經歷得到祂對你的愛
[00:05:04.520 --> 00:05:08.120]  但每一次當神想向你顯露祂對你的憐憫
[00:05:08.120 --> 00:05:09.960]  對你的愛的時候
[00:05:09.960 --> 00:05:10.960]  其實不單單是對你
[00:05:10.960 --> 00:05:12.600]  對所有人都一樣
[00:05:12.600 --> 00:05:14.440]  上帝遇到的是甚麼呢?
[00:05:14.440 --> 00:05:16.480]  是人的驕傲
[00:05:16.480 --> 00:05:18.440]  人的自以為是
[00:05:18.440 --> 00:05:21.520]  還有人的無知
[00:05:21.520 --> 00:05:26.440]  就將上帝的愛拒諸門外
[00:05:26.440 --> 00:05:30.160]  所以不是上帝不愛我們
[00:05:30.160 --> 00:05:31.760]  但我們看不到
[00:05:31.760 --> 00:05:33.600]  我們心眼盲目了
[00:05:33.600 --> 00:05:35.480]  看不到上帝在做甚麼
[00:05:35.480 --> 00:05:37.840]  我們感受不到自己
[00:05:37.840 --> 00:05:38.760]  不是上帝不愛我們
[00:05:38.760 --> 00:05:40.800]  不過我們感受不到上帝的愛
[00:05:40.800 --> 00:05:42.840]  原因到底在哪裡呢?
[00:05:42.840 --> 00:05:46.880]  第一個原因是因為我們輕視上帝
[00:05:46.880 --> 00:05:49.280]  我們先看第七章第1到第2節
[00:05:49.280 --> 00:05:51.480]  第七章第1到第2節是怎樣說的呢?
[00:05:51.480 --> 00:05:54.760]  每當我要復興以色列
[00:05:54.760 --> 00:05:57.120]  依治我的子民的時候
[00:05:57.120 --> 00:05:59.880]  我總看到他們的罪惡
[00:05:59.880 --> 00:06:02.960]  他們欺騙偷竊再加上打劫
[00:06:02.960 --> 00:06:05.000]  他們沒有想到
[00:06:05.000 --> 00:06:07.920]  我會記住這一切的惡行
[00:06:07.920 --> 00:06:13.360]  他們惡貫滿盈罪行都暴露在我的眼前
[00:06:13.360 --> 00:06:14.920]  第一句是否說得很清楚呢?
[00:06:14.920 --> 00:06:17.080]  其實上帝想復興以色列
[00:06:17.080 --> 00:06:18.360]  上帝關心他們
[00:06:18.360 --> 00:06:19.520]  上帝愛他們
[00:06:19.520 --> 00:06:22.280]  因為他們是上帝的子民
[00:06:22.280 --> 00:06:23.000]  但是上帝說
[00:06:23.000 --> 00:06:24.520]  每一次我想做甚麼
[00:06:24.520 --> 00:06:26.280]  我想做些事
[00:06:26.280 --> 00:06:27.880]  讓他們知道我還是關心你的
[00:06:27.880 --> 00:06:28.720]  我還是愛你的
[00:06:28.720 --> 00:06:30.960]  我還是幫助你的
[00:06:30.960 --> 00:06:32.880]  每一次上帝想做些事的時候
[00:06:32.880 --> 00:06:35.360]  他們這班人所做的壞事
[00:06:35.360 --> 00:06:38.360]  就全部顯露在上帝的面前
[00:06:38.360 --> 00:06:42.760]  那麼上帝是否因為這樣不愛他們呢?
[00:06:42.760 --> 00:06:45.000]  我想留心一件事是甚麼呢?
[00:06:45.000 --> 00:06:47.240]  其實他們的問題
[00:06:47.240 --> 00:06:49.920]  不只是做壞事
[00:06:49.920 --> 00:06:51.440]  一大堆聖經有說
[00:06:51.440 --> 00:06:53.480]  那些事是這麼簡單的
[00:06:53.480 --> 00:06:55.080]  其實在他們做壞事的背後
[00:06:55.080 --> 00:06:57.160]  一個很嚴重的問題是甚麼呢?
[00:06:57.160 --> 00:07:01.440]  是因為他們輕視上帝
[00:07:01.440 --> 00:07:03.240]  他們以為上帝看不到
[00:07:03.240 --> 00:07:07.200]  他們以為上帝不知道他們做了甚麼
[00:07:07.200 --> 00:07:08.800]  他們以為上帝不會做任何事
[00:07:08.800 --> 00:07:10.720]  上帝不會做甚麼
[00:07:10.720 --> 00:07:12.520]  我做了又如何呢?
[00:07:12.520 --> 00:07:17.920]  這就是對上帝一種輕視的表現
[00:07:17.920 --> 00:07:19.480]  弟兄姊妹
[00:07:19.480 --> 00:07:20.600]  慕道的朋友
[00:07:20.600 --> 00:07:23.800]  當一個人輕視上帝
[00:07:23.800 --> 00:07:25.440]  不尊重上帝
[00:07:25.440 --> 00:07:27.680]  不聽上帝的教導的時候
[00:07:27.680 --> 00:07:29.960]  結果會是怎樣呢?
[00:07:29.960 --> 00:07:31.680]  有沒有上帝?
[00:07:31.680 --> 00:07:33.840]  OK 我不在乎
[00:07:33.840 --> 00:07:35.680]  當你不在乎的時候
[00:07:35.680 --> 00:07:38.480]  我們就可以做到種種
[00:07:38.480 --> 00:07:41.520]  不法、邪惡的事情
[00:07:41.520 --> 00:07:43.440]  因為我們覺得上帝看不到
[00:07:43.440 --> 00:07:44.920]  當時我們不知道
[00:07:44.920 --> 00:07:45.880]  看到又如何呢?
[00:07:45.880 --> 00:07:47.720]  上帝不會做任何事
[00:07:47.720 --> 00:07:49.920]  你看不起上帝
[00:07:49.920 --> 00:07:51.320]  所以你不害怕
[00:07:51.320 --> 00:07:53.200]  你不怕上帝會罰你
[00:07:53.200 --> 00:07:57.920]  你就甚麼事都做了出來
[00:07:57.920 --> 00:08:01.240]  其實如果我們有種看法的時候
[00:08:01.240 --> 00:08:02.720]  這表示甚麼?
[00:08:02.720 --> 00:08:05.760]  我們誤解了上帝的愛
[00:08:05.760 --> 00:08:07.400]  我們口想上帝不愛我們
[00:08:07.400 --> 00:08:10.040]  其實我們誤解了上帝的愛
[00:08:10.040 --> 00:08:13.120]  我們以為上帝對人的愛
[00:08:13.120 --> 00:08:15.880]  是一種盲目的愛
[00:08:15.880 --> 00:08:18.320]  我們以為上帝會繼續愛我們
[00:08:18.320 --> 00:08:19.840]  所以我們做甚麼都無所謂
[00:08:19.840 --> 00:08:21.000]  祂會容忍我們
[00:08:21.000 --> 00:08:22.440]  祂會縱容我們
[00:08:22.440 --> 00:08:24.800]  讓我們為所欲為
[00:08:24.800 --> 00:08:25.960]  不知道「Big in our mind」
[00:08:25.960 --> 00:08:28.000]  當我們做了些不好的事的時候
[00:08:28.000 --> 00:08:31.120]  我們會不會有這樣的想法呢?
[00:08:31.120 --> 00:08:33.880]  輕視上帝
[00:08:33.880 --> 00:08:36.080]  另外一個表現是甚麼?
[00:08:36.080 --> 00:08:38.120]  大家有沒有祈禱?
[00:08:38.120 --> 00:08:39.680]  有,對不對?
[00:08:39.680 --> 00:08:40.600]  很多時候
[00:08:40.600 --> 00:08:42.680]  輕視上帝是甚麼呢?
[00:08:42.680 --> 00:08:47.080]  就是當作向上帝祈求幫助
[00:08:47.080 --> 00:08:50.920]  是作為一個當中沒有辦法的辦法
[00:08:50.920 --> 00:08:52.200]  明白我的意思嗎?
[00:08:52.200 --> 00:08:53.400]  Last resort
[00:08:53.400 --> 00:08:55.000]  那就祈禱吧
[00:08:55.000 --> 00:08:56.240]  Nothing we can do
[00:08:56.240 --> 00:08:57.120]  甚麼都做不到
[00:08:57.120 --> 00:08:58.800]  那就祈禱吧
[00:08:58.800 --> 00:09:02.440]  「姑且一試」這是一個態度
[00:09:02.440 --> 00:09:05.360]  如果你的祈禱是想「姑且試試」
[00:09:05.360 --> 00:09:06.320]  但其實在你心裡
[00:09:06.320 --> 00:09:07.640]  不知道能否回答
[00:09:07.640 --> 00:09:09.000]  我覺得不回答也無所謂
[00:09:09.000 --> 00:09:11.200]  不過試試是沒有壞的
