
[00:00:00.000 --> 00:00:02.000]  丁姐妹
[00:00:02.000 --> 00:00:06.500]  我想給大家看一下這張照片
[00:00:06.500 --> 00:00:08.500]  這張照片
[00:00:08.500 --> 00:00:10.500]  是什麼來的?
[00:00:10.500 --> 00:00:12.500]  很清楚了,大家都知道
[00:00:12.500 --> 00:00:14.500]  是一隻公雞
[00:00:14.500 --> 00:00:16.500]  真是公雞?
[00:00:16.500 --> 00:00:18.500]  好了,我們去片
[00:00:18.500 --> 00:00:20.500]  給大家看看究竟是什麼來的
[00:00:20.500 --> 00:00:24.500]  是什麼來的?
[00:00:24.500 --> 00:00:26.500]  原來不是一隻公雞
[00:00:26.500 --> 00:00:28.500]  原來是一個郵票
[00:00:28.500 --> 00:00:30.500]  貼在一個信封上面
[00:00:30.500 --> 00:00:33.500]  這個例子告訴我們一個事實
[00:00:33.500 --> 00:00:36.500]  原來很多時候我們看事情
[00:00:36.500 --> 00:00:39.500]  未必是看事情的全面
[00:00:39.500 --> 00:00:43.500]  有些情況我們就是從一個角度去看一件事
[00:00:43.500 --> 00:00:47.500]  又或者我們看整件事的某一小部分
[00:00:47.500 --> 00:00:52.500]  這種情況和我們的視野極之有關係
[00:00:52.500 --> 00:00:54.500]  我們作為一個普通人,我們又不是神
[00:00:54.500 --> 00:00:57.500]  所以很多時候我們的視野是有限制的
[00:00:57.500 --> 00:01:02.500]  但問題是我們怎樣才可以擴闊我們的視野呢?
[00:01:02.500 --> 00:01:06.500]  唐代有一個詩人叫做黃之煥
[00:01:06.500 --> 00:01:08.500]  他有兩句詩,可能大家都很熟悉
[00:01:08.500 --> 00:01:12.500]  欲窮千里目,更上一層樓
[00:01:12.500 --> 00:01:15.500]  高度會決定你的視野
[00:01:15.500 --> 00:01:18.500]  而視野往往影響你行為的選擇
[00:01:18.500 --> 00:01:21.500]  當你站得越高,你就望得越遠
[00:01:21.500 --> 00:01:23.500]  你的視野和你的心思
[00:01:23.500 --> 00:01:25.500]  你的思心思念
[00:01:25.500 --> 00:01:27.500]  都會更加廣闊
[00:01:27.500 --> 00:01:31.500]  你就會慢慢發現原來人生還有很多選擇的餘地
[00:01:31.500 --> 00:01:36.500]  保羅在哥羅西書中說了類似的訊息
[00:01:36.500 --> 00:01:38.500]  但保羅不是要我們登高
[00:01:38.500 --> 00:01:40.500]  不是將我們放在高位裏
[00:01:40.500 --> 00:01:42.500]  而是告訴我們一件事
[00:01:42.500 --> 00:01:44.500]  是超越一切
[00:01:44.500 --> 00:01:46.500]  掌管萬有的耶穌基督
[00:01:46.500 --> 00:01:50.500]  可以幫助我們去擴闊我們的視野
[00:01:50.500 --> 00:01:54.500]  讓我們一起先看哥羅西書的三章一至二節
[00:01:54.500 --> 00:01:56.500]  如果見到的弟子們在家裏都是一樣
[00:01:56.500 --> 00:01:57.500]  跟我們一起讀
[00:01:57.500 --> 00:01:58.500]  一二三
[00:01:58.500 --> 00:02:02.500]  所以你們若真與基督一同復活
[00:02:02.500 --> 00:02:05.500]  就當求在上面的事
[00:02:05.500 --> 00:02:09.500]  那裡有基督坐在神的右邊
[00:02:09.500 --> 00:02:11.500]  你們要思想上面的事
[00:02:11.500 --> 00:02:15.500]  不要思念地上的事
[00:02:15.500 --> 00:02:17.500]  我們既然在說甚麼
[00:02:17.500 --> 00:02:19.500]  我們既然和耶穌
[00:02:19.500 --> 00:02:21.500]  信了耶穌和耶穌
[00:02:21.500 --> 00:02:24.500]  藉著真理和耶穌一同死
[00:02:24.500 --> 00:02:25.500]  一同復活
[00:02:25.500 --> 00:02:28.500]  我們就應該求上面的事
[00:02:28.500 --> 00:02:31.500]  即是說我們要努力追求上面的事
[00:02:31.500 --> 00:02:35.500]  我們要思想上面的事的意思是
[00:02:35.500 --> 00:02:40.500]  我們要以上面的事為我們人生的優先考慮
[00:02:40.500 --> 00:02:42.500]  至於思想上面的事
[00:02:42.500 --> 00:02:46.500]  不要思念地上的事是甚麼意思
[00:02:46.500 --> 00:02:48.500]  不是叫我們每一個信耶穌的人
[00:02:48.500 --> 00:02:51.500]  不惜人間煙火玩泥地
[00:02:51.500 --> 00:02:52.500]  而是反過來
[00:02:52.500 --> 00:02:56.500]  我們要務實地貼地去做神的心意
[00:02:56.500 --> 00:02:59.500]  但是人生最重要的是甚麼
[00:02:59.500 --> 00:03:01.500]  必須是在上面的事
[00:03:01.500 --> 00:03:02.500]  上面的事
[00:03:02.500 --> 00:03:07.500]  聖經的希臘原文文法是現在進行式
[00:03:07.500 --> 00:03:08.500]  即是說
[00:03:08.500 --> 00:03:12.500]  保羅叫我們不斷地繼續
[00:03:12.500 --> 00:03:16.500]  以上面的事為人生的最重要優先
[00:03:16.500 --> 00:03:17.500]  但問題來了
[00:03:17.500 --> 00:03:19.500]  甚麼叫在上面
[00:03:19.500 --> 00:03:21.500]  甚麼叫上面的事
[00:03:21.500 --> 00:03:22.500]  多數的解經家說
[00:03:22.500 --> 00:03:24.500]  上面的事就是指耶穌基督
[00:03:24.500 --> 00:03:27.500]  所以你看到聖經裏面紅色的字
[00:03:27.500 --> 00:03:29.500]  基督坐在神的右邊
[00:03:29.500 --> 00:03:30.500]  即是甚麼意思
[00:03:30.500 --> 00:03:31.500]  基督坐在神的右邊
[00:03:31.500 --> 00:03:32.500]  即是我們一直說
[00:03:32.500 --> 00:03:35.500]  耶穌是最大最有權能
[00:03:35.500 --> 00:03:36.500]  掌管一切
[00:03:36.500 --> 00:03:37.500]  超越萬有
[00:03:37.500 --> 00:03:38.500]  超自然的真神
[00:03:38.500 --> 00:03:40.500]  是超過我們所想
[00:03:40.500 --> 00:03:42.500]  是至大至高的神
[00:03:42.500 --> 00:03:44.500]  所以祂帶出兩個意義
[00:03:44.500 --> 00:03:45.500]  第一
[00:03:45.500 --> 00:03:47.500]  我們的人生所有東西
[00:03:47.500 --> 00:03:50.500]  必須要以耶穌基督為第一優先
[00:03:50.500 --> 00:03:52.500]  第二個意思就是說
[00:03:52.500 --> 00:03:53.500]  我們看事物
[00:03:53.500 --> 00:03:57.500]  我們必須用耶穌基督的角度
[00:03:57.500 --> 00:03:59.500]  去眼光去看我們人生
[00:03:59.500 --> 00:04:02.500]  看這個世界
[00:04:02.500 --> 00:04:07.500]  究竟甚麼是耶穌基督的眼光呢
[00:04:07.500 --> 00:04:10.500]  耶穌究竟想我們用甚麼眼光
[00:04:10.500 --> 00:04:13.500]  甚麼心態去看這個世界
[00:04:13.500 --> 00:04:15.500]  和看我們人生呢
[00:04:15.500 --> 00:04:17.500]  當我為今天的訊息講道的時候
[00:04:17.500 --> 00:04:19.500]  聖靈光照我
[00:04:19.500 --> 00:04:21.500]  讓我發現原來在上面的事
[00:04:21.500 --> 00:04:22.500]  耶穌基督的心
[00:04:22.500 --> 00:04:23.500]  耶穌基督的眼光
[00:04:23.500 --> 00:04:25.500]  是有四方面
[00:04:25.500 --> 00:04:27.500]  現在的時間我想和大家說
[00:04:27.500 --> 00:04:28.500]  耶穌基督的眼光
[00:04:28.500 --> 00:04:29.500]  看我們的人生
[00:04:29.500 --> 00:04:32.500]  看這個世界的四方面
[00:04:32.500 --> 00:04:33.500]  第一方面
[00:04:33.500 --> 00:04:35.500]  我們不要只重視物質的世界
[00:04:35.500 --> 00:04:37.500]  即是看得見的東西
[00:04:37.500 --> 00:04:39.500]  我們不要忽略了
[00:04:39.500 --> 00:04:40.500]  在屬靈的世界裏面
[00:04:40.500 --> 00:04:42.500]  那些看不見的東西
[00:04:42.500 --> 00:04:44.500]  即是息息相關
[00:04:44.500 --> 00:04:45.500]  互為影響
[00:04:45.500 --> 00:04:49.500]  其實同福堂是一間超級落地的教會
[00:04:49.500 --> 00:04:53.500]  我們在疫情嚴峻
[00:04:53.500 --> 00:04:54.500]  全城恐慌的時候
[00:04:54.500 --> 00:04:57.500]  我們推出外利外利的行動
[00:04:57.500 --> 00:04:59.500]  我們幫助我們周圍
[00:04:59.500 --> 00:05:01.500]  食肆的街坊
[00:05:01.500 --> 00:05:03.500]  很多生意不好
[00:05:03.500 --> 00:05:04.500]  我們關心他們
[00:05:04.500 --> 00:05:07.500]  我們未必可以完全解決問題
[00:05:07.500 --> 00:05:10.500]  但我們用我們一切的方法去幫助他們
[00:05:10.500 --> 00:05:12.500]  我們幫助我們的鄰舍
[00:05:12.500 --> 00:05:14.500]  並且同一時間
[00:05:14.500 --> 00:05:16.500]  我們去祝福基層的街坊
[00:05:16.500 --> 00:05:17.500]  到今天來說
[00:05:17.500 --> 00:05:21.500]  我們其實已經帶了72位人信耶穌
[00:05:21.500 --> 00:05:23.500]  我們剛才宣佈也說過
[00:05:23.500 --> 00:05:27.500]  當全港的小學
[00:05:27.500 --> 00:05:32.500]  小學要在互聯網上上課
[00:05:32.500 --> 00:05:34.500]  而那些基層的小朋友
[00:05:34.500 --> 00:05:38.500]  小學生缺乏網絡的數據
[00:05:38.500 --> 00:05:39.500]  所以我們打開教會
[00:05:39.500 --> 00:05:41.500]  由星期一至五
[00:05:41.500 --> 00:05:43.500]  早上八點至四點
[00:05:43.500 --> 00:05:45.500]  我們鼓勵這些小朋友
[00:05:45.500 --> 00:05:47.500]  進來用教會的互聯網
[00:05:47.500 --> 00:05:49.500]  甚至我們有些同工
[00:05:49.500 --> 00:05:50.500]  去頒發二手的電腦
[00:05:50.500 --> 00:05:52.500]  一些免費的SIM卡、Data Card
[00:05:52.500 --> 00:05:54.500]  那些資料卡
[00:05:54.500 --> 00:05:57.500]  去送給基層的學童
[00:05:57.500 --> 00:05:59.500]  讓他們可以上網
[00:05:59.500 --> 00:06:02.500]  如果大家記得之前限聚令
[00:06:02.500 --> 00:06:03.500]  禁止堂食
[00:06:03.500 --> 00:06:05.500]  我們見到很多打工仔
[00:06:05.500 --> 00:06:07.500]  在街上沒有地方吃飯
[00:06:07.500 --> 00:06:08.500]  坐在街上吃飯
[00:06:08.500 --> 00:06:10.500]  所以我們教會就開門
[00:06:10.500 --> 00:06:11.500]  讓他們進來
[00:06:11.500 --> 00:06:12.500]  在這裏吃飯
[00:06:12.500 --> 00:06:15.500]  其實這些是眼看得見的事
[00:06:15.500 --> 00:06:16.500]  是神所喜悅
[00:06:16.500 --> 00:06:18.500]  是非常好的事
[00:06:18.500 --> 00:06:19.500]  是看得見的愛
[00:06:19.500 --> 00:06:21.500]  但是保羅提醒我們
[00:06:21.500 --> 00:06:24.500]  我們一直在重複很堅持的事
[00:06:24.500 --> 00:06:27.500]  我們不只是做看得見的事
[00:06:27.500 --> 00:06:28.500]  眼看得見的事
[00:06:28.500 --> 00:06:31.500]  我們堅持靈界裏面
[00:06:31.500 --> 00:06:32.500]  屬靈的世界裏面
[00:06:32.500 --> 00:06:34.500]  有些眼看不見的事
[00:06:34.500 --> 00:06:35.500]  都非常重要
[00:06:35.500 --> 00:06:37.500]  我們看看哥羅西書
[00:06:37.500 --> 00:06:38.500]  保羅提醒我們
[00:06:38.500 --> 00:06:39.500]  我們一起讀
[00:06:39.500 --> 00:06:40.500]  1、2、3
[00:06:40.500 --> 00:06:43.500]  因為萬有都是靠他做的
[00:06:43.500 --> 00:06:46.500]  無論是天上的、地上的
[00:06:46.500 --> 00:06:49.500]  能看見的、不能看見的
[00:06:49.500 --> 00:06:52.500]  或是有為的、主治的
[00:06:52.500 --> 00:06:54.500]  執政的、掌權的
[00:06:54.500 --> 00:06:57.500]  一概都是藉著他做的
[00:06:57.500 --> 00:07:00.500]  又是為他做的
[00:07:00.500 --> 00:07:01.500]  保羅提醒我們
[00:07:01.500 --> 00:07:02.500]  能看得見
[00:07:02.500 --> 00:07:04.500]  即是肉眼看得見
[00:07:04.500 --> 00:07:06.500]  即是物質的世界
[00:07:06.500 --> 00:07:07.500]  不能看見
