
[00:00:00.000 --> 00:00:02.360]  今次我們繼續看史萊姆傳
[00:00:02.360 --> 00:00:08.440]  史萊姆傳裏面我們講過記載了保羅三次宣教的旅程
[00:00:08.440 --> 00:00:10.680]  在史萊姆傳裏面
[00:00:10.680 --> 00:00:12.880]  有很多這些故事
[00:00:12.880 --> 00:00:14.360]  就是傳福音的故事
[00:00:14.360 --> 00:00:17.120]  就是教會去到將福音廣傳
[00:00:17.120 --> 00:00:20.120]  教會在不同的地方來到被建立的時候
[00:00:20.120 --> 00:00:22.360]  這些不同大大小小的故事
[00:00:22.360 --> 00:00:24.600]  在不同的城市不同的城鎮
[00:00:24.600 --> 00:00:26.720]  遇見了一些經歷
[00:00:26.720 --> 00:00:30.440]  這些都集合了在這本書叫做《史萊姆傳》
[00:00:30.440 --> 00:00:32.720]  就是新約第五本書
[00:00:32.720 --> 00:00:35.600]  我們今天會看第十七章
[00:00:35.600 --> 00:00:38.120]  經文是第十七章
[00:00:38.120 --> 00:00:41.000]  這個是保羅第二次的宣教
[00:00:41.000 --> 00:00:43.480]  就是這個地圖所表示的
[00:00:43.480 --> 00:00:46.200]  大家看看第二次宣教發生什麼事
[00:00:46.200 --> 00:00:48.000]  你見到一字
[00:00:48.000 --> 00:00:50.960]  我記得上次給大家看地圖
[00:00:50.960 --> 00:00:53.240]  看到大家一頭雲
[00:00:53.240 --> 00:00:55.080]  但是這次一二三四
[00:00:55.080 --> 00:00:56.560]  第一 發生什麼事
[00:00:56.560 --> 00:00:58.160]  就是在安特拉教會
[00:00:58.160 --> 00:01:02.120]  他們差派了保羅和巴拿巴
[00:01:02.120 --> 00:01:03.960]  他們再一次上路
[00:01:03.960 --> 00:01:05.920]  然後去到不同的教會
[00:01:05.920 --> 00:01:07.640]  去做一些探訪
[00:01:07.640 --> 00:01:09.200]  然後傳福音
[00:01:09.200 --> 00:01:12.160]  但是因為馬可這個人
[00:01:12.160 --> 00:01:13.520]  他們兩個
[00:01:13.520 --> 00:01:15.920]  保羅和巴拿巴就有些爭執
[00:01:15.920 --> 00:01:16.640]  記不記得
[00:01:16.640 --> 00:01:17.440]  有些爭執
[00:01:17.440 --> 00:01:19.360]  然後他們就兵分兩路
[00:01:19.360 --> 00:01:21.360]  巴拿巴就帶著馬可
[00:01:21.360 --> 00:01:24.000]  跟著黃色橙色那條虛線
[00:01:24.000 --> 00:01:26.200]  就去了今天的Cyprus
[00:01:26.200 --> 00:01:28.080]  塞浦路斯或者居比路
[00:01:28.080 --> 00:01:32.000]  然後保羅帶著西拉和他的團隊成員
[00:01:32.000 --> 00:01:34.880]  他們就去今天的土耳其
[00:01:34.880 --> 00:01:36.680]  看到安提阿瑪在右邊
[00:01:36.680 --> 00:01:39.160]  他們跟著那些綠色的路線
[00:01:39.160 --> 00:01:40.720]  迂迴曲折的
[00:01:40.720 --> 00:01:42.640]  經過大肅去到特比
[00:01:42.640 --> 00:01:45.120]  然後路斯德等等
[00:01:45.120 --> 00:01:49.040]  他們想南下去到以弗所的大聖靈佐治
[00:01:49.040 --> 00:01:51.240]  但是接著他們就想北上
[00:01:51.240 --> 00:01:55.400]  想去上面另一個省加拉大和比推尼
[00:01:55.400 --> 00:01:57.280]  然後聖靈又禁止他們
[00:01:57.280 --> 00:01:58.840]  就逼了他們走去哪裡
[00:01:58.840 --> 00:02:01.480]  南邊走不到
[00:02:01.480 --> 00:02:02.480]  北邊走不到
[00:02:02.480 --> 00:02:04.000]  就走去二那裡
[00:02:04.000 --> 00:02:07.120]  就是特羅亞這個地方
[00:02:07.120 --> 00:02:10.320]  就是今天土耳其西邊的一個海灣
[00:02:10.320 --> 00:02:13.400]  這個海灣是通往歐洲的
[00:02:13.400 --> 00:02:15.480]  所以逼了他們去了這個地方
[00:02:15.480 --> 00:02:16.320]  No.2
[00:02:16.320 --> 00:02:17.760]  去了特羅亞
[00:02:17.760 --> 00:02:19.480]  Troyes這個地方
[00:02:19.480 --> 00:02:22.280]  然後他們在那裡見到一個異象
[00:02:22.280 --> 00:02:24.240]  那個異象叫做馬其頓的異象
[00:02:24.240 --> 00:02:24.800]  記得嗎
[00:02:24.800 --> 00:02:26.800]  Macedonian vision
[00:02:26.800 --> 00:02:28.840]  在那裡見到對岸有一個人
[00:02:28.840 --> 00:02:30.120]  馬其頓的人
[00:02:30.120 --> 00:02:32.440]  說你過來幫我好嗎
[00:02:32.440 --> 00:02:34.960]  於是他們就帶著他們的團隊
[00:02:34.960 --> 00:02:37.320]  他們覺得上帝就是帶領他們
[00:02:37.320 --> 00:02:38.440]  去到歐洲
[00:02:38.440 --> 00:02:41.000]  於是他們由特羅亞就上船了
[00:02:41.000 --> 00:02:42.960]  去到對面的是哪個地方
[00:02:42.960 --> 00:02:45.160]  經過不同的地方去了
[00:02:45.160 --> 00:02:47.720]  菲律賓
[00:02:47.720 --> 00:02:49.320]  接著我們去到No.3
[00:02:49.320 --> 00:02:51.280]  菲律賓傳完福音之後
[00:02:51.280 --> 00:02:52.680]  那裡當然有大巴
[00:02:52.680 --> 00:02:56.600]  然後他們就移步去到
[00:02:56.600 --> 00:02:59.800]  另外一個城市叫做提薩羅尼加
[00:02:59.800 --> 00:03:03.640]  在那裡也有不同的紛爭
[00:03:03.640 --> 00:03:05.440]  因為傳福音的緣故
[00:03:05.440 --> 00:03:07.840]  於是他們又上路去到
[00:03:07.840 --> 00:03:10.880]  比利亞
[00:03:10.880 --> 00:03:12.080]  Berea
[00:03:12.080 --> 00:03:13.280]  比利亞
[00:03:13.280 --> 00:03:16.400]  然後在那裡他們有一些故事說了
[00:03:16.400 --> 00:03:19.560]  然後他們就繼續向南
[00:03:19.560 --> 00:03:22.320]  去到希臘半島下面
[00:03:22.320 --> 00:03:24.000]  一個地方很重要的
[00:03:24.000 --> 00:03:26.000]  叫做雅典
[00:03:26.000 --> 00:03:27.520]  可以嗎?我們看到這裡
[00:03:27.520 --> 00:03:28.320]  1、2、3、4
[00:03:28.320 --> 00:03:28.680]  可以嗎?
[00:03:28.680 --> 00:03:31.720]  這個是保羅的第幾次宣教旅程
[00:03:31.720 --> 00:03:32.720]  第二次
[00:03:32.720 --> 00:03:33.560]  OK
[00:03:33.560 --> 00:03:37.200]  在這裡我們看到保羅
[00:03:37.200 --> 00:03:38.600]  在比利亞
[00:03:38.600 --> 00:03:41.280]  應該是乘船下去雅典的
[00:03:41.280 --> 00:03:42.480]  Athens
[00:03:42.480 --> 00:03:47.760]  在那裡他示範了另一個傳福音的範圍
[00:03:47.760 --> 00:03:49.400]  一個怎樣去傳福音
[00:03:49.400 --> 00:03:52.240]  不單止我們需要有勇氣
[00:03:52.240 --> 00:03:54.360]  不單止我們需要有動力去傳福音
[00:03:54.360 --> 00:03:55.400]  也需要有智慧
[00:03:55.400 --> 00:03:56.920]  這裡就是在雅典
[00:03:56.920 --> 00:03:59.880]  保羅很能表揚
[00:03:59.880 --> 00:04:00.680]  表達到
[00:04:00.680 --> 00:04:02.120]  到底怎樣有智慧的
[00:04:02.120 --> 00:04:05.000]  來跟別人去傳福音去探討
[00:04:05.000 --> 00:04:10.880]  所以在經文第十七章
[00:04:10.880 --> 00:04:14.400]  我們有三點想留意
[00:04:14.400 --> 00:04:16.960]  第一點就是他怎樣從心開始
[00:04:16.960 --> 00:04:18.480]  從他的生命開始
[00:04:18.480 --> 00:04:19.680]  從他內心開始
