
[00:00:00.000 --> 00:00:04.580]  好了,今天還是農曆新年的一正月嘛,是不是?
[00:00:04.580 --> 00:00:06.820]  現在還是正月喔,農曆新年喔
[00:00:06.820 --> 00:00:08.480]  所以我仍然可以恭喜別人的嘛
[00:00:08.480 --> 00:00:10.280]  現在還可以恭喜大家
[00:00:10.280 --> 00:00:15.340]  哦,是嗎?是嗎?
[00:00:15.340 --> 00:00:16.820]  有人已經認了這個假期了
[00:00:16.820 --> 00:00:19.040]  哦,我不知道,不知道,OK,OK,沒關係,沒關係
[00:00:19.040 --> 00:00:22.140]  可能大家太匆忙了,這些只是次要的,OK
[00:00:22.140 --> 00:00:24.280]  好,我們在新年的時候怎麼恭喜別人呢?
[00:00:24.280 --> 00:00:26.480]  新年的時候我們怎麼祝福別人呢?
[00:00:26.480 --> 00:00:29.060]  那我們以前多數是說恭喜發財
[00:00:29.060 --> 00:00:30.660]  以前就說恭喜發財了
[00:00:30.660 --> 00:00:31.560]  沒問題的
[00:00:31.560 --> 00:00:32.540]  是沒問題的
[00:00:32.540 --> 00:00:35.300]  我有時候覺得教會的基督徒有時候是有點虛假的
[00:00:35.300 --> 00:00:37.500]  教會的基督徒可能有些虛假
[00:00:37.500 --> 00:00:40.140]  在外面就說恭喜發財
[00:00:40.140 --> 00:00:41.980]  外面就說恭喜你發財囉
[00:00:41.980 --> 00:00:43.540]  回到教會呢?
[00:00:43.540 --> 00:00:45.140]  回到教會
[00:00:45.140 --> 00:00:47.240]  恭喜你,主恩常在
[00:00:47.240 --> 00:00:48.280]  主恩常在喔
[00:00:48.280 --> 00:00:50.540]  那當然主恩常在也會有發財的
[00:00:50.540 --> 00:00:52.140]  當然主恩常在也會有發財
[00:00:52.140 --> 00:00:55.020]  其實我也很想教會是天丁發財的
[00:00:55.020 --> 00:00:57.420]  其實我很想教會是天丁發財的
[00:00:57.420 --> 00:00:59.260]  天丁就是人越來越多囉
[00:00:59.260 --> 00:01:01.320]  天丁是人數越來越多
[00:01:01.320 --> 00:01:03.520]  你留意到神祝福人的時候呢
[00:01:03.520 --> 00:01:06.000]  其實那個人是都會很豐富的
[00:01:06.000 --> 00:01:10.400]  你留意到神祝福人的時候是得到很豐盛的
[00:01:10.400 --> 00:01:11.200]  阿伯拉罕
[00:01:11.200 --> 00:01:12.100]  亞伯拉罕
[00:01:12.100 --> 00:01:12.800]  以撒
[00:01:12.800 --> 00:01:13.300]  以撒
[00:01:13.300 --> 00:01:15.500]  雅各甚至沒有錢逃跑
[00:01:15.500 --> 00:01:16.840]  但是都後來很豐富
[00:01:16.840 --> 00:01:19.740]  雅各因為沒有錢跑到別的地方
[00:01:19.740 --> 00:01:21.440]  但是以後都很豐盛
[00:01:21.440 --> 00:01:22.580]  約伯也很豐富的
[00:01:22.580 --> 00:01:23.620]  約伯也是一樣的
[00:01:23.620 --> 00:01:27.020]  所以絕對不是錢不好的
[00:01:27.020 --> 00:01:29.080]  絕對不是說錢是不好的東西
[00:01:29.080 --> 00:01:30.120]  最重要是從正路而來
[00:01:30.120 --> 00:01:31.820]  如果是從正路而來的
[00:01:31.820 --> 00:01:33.420]  但是在新年裡面呢
[00:01:33.420 --> 00:01:35.160]  特別提醒大家以後
[00:01:35.160 --> 00:01:37.300]  恭喜人有些事情要小心
[00:01:37.300 --> 00:01:40.260]  新年裡面以後恭喜別人要小心
[00:01:40.260 --> 00:01:42.360]  不要恭喜別人百子千孫
[00:01:42.360 --> 00:01:44.900]  不要恭喜別人百子千孫
[00:01:44.900 --> 00:01:46.500]  因為養一個都很貴
[00:01:46.500 --> 00:01:48.040]  因為養一個也很貴了
[00:01:48.040 --> 00:01:49.100]  百子千孫
[00:01:49.100 --> 00:01:50.500]  吃都吃窮他
[00:01:50.500 --> 00:01:53.000]  百子千孫是吃窮他們了
[00:01:53.000 --> 00:01:54.840]  除非那個是億萬家財
[00:01:54.840 --> 00:01:56.420]  除非他是億萬富翁
[00:01:56.420 --> 00:01:57.420]  但是要多加一句
[00:01:57.420 --> 00:01:59.020]  要加一句
[00:01:59.020 --> 00:02:00.380]  子孫孝順
[00:02:00.380 --> 00:02:01.780]  子孫孝順
[00:02:01.780 --> 00:02:03.220]  如果不是就很慘了
[00:02:03.220 --> 00:02:04.020]  要不然就很慘了
[00:02:04.020 --> 00:02:04.980]  一個都把你氣死了
[00:02:04.980 --> 00:02:06.680]  一個就把你氣瘋了
[00:02:06.680 --> 00:02:08.420]  好了,還有就是
[00:02:08.420 --> 00:02:11.360]  如果我們祝別人長命百歲
[00:02:11.360 --> 00:02:14.520]  如果祝別人是長命百歲的話
[00:02:14.520 --> 00:02:15.560]  都要很小心
[00:02:15.560 --> 00:02:16.700]  也要小心喔
[00:02:16.700 --> 00:02:19.400]  阿婆已經九十八歲了
[00:02:19.400 --> 00:02:21.700]  這個老婆婆已經九十八歲了
[00:02:21.700 --> 00:02:22.840]  恭喜你長命百歲
[00:02:22.840 --> 00:02:24.740]  恭喜你長命百歲
[00:02:24.740 --> 00:02:26.940]  即是兩年之後你就死了
[00:02:26.940 --> 00:02:29.240]  那兩年後你就要去世了
[00:02:29.240 --> 00:02:31.440]  所以要清楚阿婆多少歲
[00:02:31.440 --> 00:02:33.420]  那麼要清楚對方是多少歲喔
[00:02:33.420 --> 00:02:34.120]  如果她六十歲
[00:02:34.120 --> 00:02:35.620]  你就叫她長命百歲沒問題囉
[00:02:35.620 --> 00:02:37.980]  如果是六十歲你就說長命百歲
[00:02:37.980 --> 00:02:39.460]  但還是要加一句
[00:02:39.460 --> 00:02:40.760]  身體健康
[00:02:40.760 --> 00:02:42.720]  要說身體健康
[00:02:42.720 --> 00:02:44.760]  我爸爸九十三歲離開世界
[00:02:44.760 --> 00:02:46.660]  穆斯德父親九十三歲離開土地
[00:02:46.660 --> 00:02:49.360]  但是已經有六七年在老人院裏面住
[00:02:49.360 --> 00:02:51.960]  有六七年的時間是住在老人院
[00:02:51.960 --> 00:02:53.140]  因為他中風了
[00:02:53.140 --> 00:02:55.700]  我見到老人院裏面有很多老人家都很大年紀
[00:02:55.700 --> 00:02:58.240]  老人院裏面很多老人家都年紀很大
[00:02:58.240 --> 00:02:59.980]  因為身體不健康是很辛苦的
[00:02:59.980 --> 00:03:01.940]  因爲身體不健康是非常辛苦的
[00:03:01.940 --> 00:03:03.040]  所以我們祝福老人家
[00:03:03.040 --> 00:03:04.580]  不單長命百歲
[00:03:04.580 --> 00:03:06.020]  是更加要身體健康
[00:03:06.020 --> 00:03:07.820]  祝福老人家不單是長命百歲
[00:03:07.820 --> 00:03:09.420]  還要身體健康
[00:03:09.420 --> 00:03:11.720]  最後有一句千萬不要說
[00:03:11.720 --> 00:03:13.720]  最後一句千萬不要說的
[00:03:13.720 --> 00:03:15.060]  從心所願
[00:03:15.060 --> 00:03:16.660]  隨心所欲
[00:03:16.660 --> 00:03:18.060]  這句是真的不要說的
[00:03:18.060 --> 00:03:19.060]  這不能說
[00:03:19.060 --> 00:03:20.600]  為什麼呢?
[00:03:20.600 --> 00:03:22.200]  聖經告訴我們
[00:03:22.200 --> 00:03:23.200]  聖經說
[00:03:23.200 --> 00:03:26.640]  人心比萬物都詭詐壞到極處
[00:03:26.640 --> 00:03:29.300]  人心比萬物都詭詐壞到極處
[00:03:29.300 --> 00:03:31.180]  如果他想什麼都中的話
[00:03:31.180 --> 00:03:32.840]  如果你想什麼就得什麼的話
[00:03:32.840 --> 00:03:33.640]  你就慘了
[00:03:33.640 --> 00:03:34.920]  那你就慘了
[00:03:34.920 --> 00:03:36.080]  那個人這麼多錢
[00:03:36.080 --> 00:03:37.920]  那個人這麼多有錢的
[00:03:37.920 --> 00:03:40.920]  那些錢能夠給我多好啊
[00:03:40.920 --> 00:03:42.960]  那你祝我從心所願你就死定了
[00:03:42.960 --> 00:03:44.860]  那你就祝他隨心所欲
[00:03:44.860 --> 00:03:45.860]  那就是完了
[00:03:45.860 --> 00:03:49.400]  所以千萬不要祝人家從心所願
[00:03:49.400 --> 00:03:51.600]  所以千萬不要祝福別人隨心所欲
[00:03:51.600 --> 00:03:53.700]  更加不是天從人願
[00:03:53.700 --> 00:03:55.300]  也不是天從人願
[00:03:55.300 --> 00:03:56.940]  天沒理由聽你說的
[00:03:56.940 --> 00:03:58.340]  天不聽你說的
[00:03:58.340 --> 00:04:02.280]  如果我們基督徒祝的是人從天願
[00:04:02.280 --> 00:04:05.080]  基督徒要祝福別人是人從天願
[00:04:05.080 --> 00:04:07.380]  是我們順從神的心願
[00:04:07.380 --> 00:04:08.520]  你就一定會得到祝福了
[00:04:08.520 --> 00:04:11.120]  是我們順從神的心願你就得到祝福了
[00:04:11.120 --> 00:04:14.680]  那麼這個是新年的一個很重要的提醒
[00:04:14.680 --> 00:04:16.780]  這是新年裡面重要的提醒大家
[00:04:16.780 --> 00:04:19.820]  因為以前我有秘書
[00:04:19.820 --> 00:04:21.960]  所以就很好,幫我記下了很多東西
[00:04:21.960 --> 00:04:24.960]  以前有秘書就幫牧師記錄很多東西
[00:04:24.960 --> 00:04:27.500]  但是特別來英國更加沒有了
[00:04:27.500 --> 00:04:29.040]  來到英國就肯定沒有了
[00:04:29.040 --> 00:04:31.400]  所以我也有時候吵吵鬧鬧的
[00:04:31.400 --> 00:04:32.900]  有時候就很亂
[00:04:32.900 --> 00:04:35.840]  那麼牧師已經跟我說得很清楚
[00:04:35.840 --> 00:04:36.640]  但是我沒有記下
[00:04:36.640 --> 00:04:39.520]  這個牧師說得很清楚
[00:04:39.520 --> 00:04:40.340]  但是他還是不清楚
[00:04:40.340 --> 00:04:41.540]  因為我說不認識神
[00:04:41.540 --> 00:04:43.180]  因為他說是認識神
[00:04:43.180 --> 00:04:45.280]  於是我就從這個角度去看了
[00:04:45.280 --> 00:04:46.780]  所以就從這個角度去看
[00:04:46.780 --> 00:04:49.820]  我打算這兩天都會說神的屬性
[00:04:49.820 --> 00:04:51.560]  然後停一停休息
[00:04:51.560 --> 00:04:53.220]  這兩天就會說神的屬性
[00:04:53.220 --> 00:04:54.400]  再停一停休息
[00:04:54.400 --> 00:04:57.060]  然後就說我們人怎麼去回應這個屬性
[00:04:57.060 --> 00:04:59.740]  那麼就說人是如何回應這個屬性
[00:04:59.740 --> 00:05:02.900]  那麼後來發了一些題目給牧師之後
[00:05:02.900 --> 00:05:05.500]  後來把這個標題發給牧師以後
[00:05:05.500 --> 00:05:06.680]  牧師說我和你談的時候
[00:05:06.680 --> 00:05:09.540]  很想你說生命記
[00:05:09.540 --> 00:05:12.940]  牧師說其實我是希望你說生命記
[00:05:12.940 --> 00:05:15.140]  那麼我已經立刻要重新再寫過
[00:05:15.140 --> 00:05:16.380]  所以就馬上要重新再寫
[00:05:16.380 --> 00:05:18.160]  不過不會浪費的
[00:05:18.160 --> 00:05:19.780]  不過不會浪費的
[00:05:19.780 --> 00:05:21.720]  所以我會預告6月的時候
[00:05:21.720 --> 00:05:23.460]  我會繼續說神的屬性
[00:05:23.460 --> 00:05:26.260]  這個神的屬性可以放到6月份來說
[00:05:26.260 --> 00:05:28.060]  那麼我用積極的態度去想
[00:05:28.060 --> 00:05:29.760]  我用積極的態度去想
[00:05:29.760 --> 00:05:31.660]  我多早就預備了一篇講章
[00:05:31.660 --> 00:05:33.600]  我很早就已經預備好了
[00:05:33.600 --> 00:05:34.700]  6月的講道
[00:05:34.700 --> 00:05:36.200]  6月我已經現在預備好了
[00:05:36.200 --> 00:05:37.400]  我一月底就預備好了
[00:05:37.400 --> 00:05:38.040]  是不是很偉大呢?
[00:05:38.040 --> 00:05:39.180]  我現在已經預備好了
[00:05:39.180 --> 00:05:40.700]  非常的棒
[00:05:40.700 --> 00:05:44.780]  那麼今天就會說生命記
[00:05:44.780 --> 00:05:46.380]  今天是說生命記
[00:05:46.380 --> 00:05:48.180]  但是今天有一點不好意思的
[00:05:48.180 --> 00:05:49.480]  今天有一點不好意思
