
[00:00:00.000 --> 00:00:01.420]  我們在天上的父神
[00:00:01.420 --> 00:00:03.420]  我們滿心的感謝祢
[00:00:03.420 --> 00:00:04.760]  帶領我們
[00:00:04.760 --> 00:00:05.860]  給我們新的一天
[00:00:05.860 --> 00:00:07.360]  讓我們能夠聚集在這裡
[00:00:07.360 --> 00:00:08.800]  能夠一起敬拜
[00:00:08.800 --> 00:00:10.320]  雖然今天是有點冷
[00:00:10.320 --> 00:00:12.820]  這個地方沒有這個暖氣
[00:00:12.820 --> 00:00:15.760]  可是主祢讓我們心裡面真的是火熱
[00:00:15.760 --> 00:00:17.520]  讓我們能想到祢
[00:00:17.520 --> 00:00:19.220]  我們的心就火熱
[00:00:19.220 --> 00:00:20.320]  想到祢的話
[00:00:20.320 --> 00:00:21.920]  我們的心就火熱
[00:00:21.920 --> 00:00:23.000]  主我們也求祢
[00:00:23.000 --> 00:00:24.620]  自己保守在我們當中
[00:00:24.620 --> 00:00:26.500]  年紀大的弟兄姊妹
[00:00:26.500 --> 00:00:29.900]  主讓我們真的是能夠抵抗這個冷
[00:00:29.900 --> 00:00:31.000]  我們謝謝祢
[00:00:31.000 --> 00:00:32.900]  謝謝祢祢自己的應許
[00:00:32.900 --> 00:00:35.400]  我們把下面時間都仰望在祢的手中
[00:00:35.400 --> 00:00:38.960]  主祢自己用祢的話來教導我們
[00:00:38.960 --> 00:00:40.360]  開我們的眼睛
[00:00:40.360 --> 00:00:42.820]  讓我們看見祢屬靈裡面的奧秘
[00:00:42.820 --> 00:00:44.360]  跟祢自己的應許
[00:00:44.360 --> 00:00:45.160]  我們謝謝祢
[00:00:45.160 --> 00:00:47.260]  禱告我們耶穌基督的聖名
[00:00:47.260 --> 00:00:49.000]  Amen
[00:00:49.000 --> 00:00:53.460]  過去有人
[00:00:53.460 --> 00:00:55.720]  當我談到家庭的事情的時候
[00:00:55.720 --> 00:00:58.060]  那麼有人曾經跟我講過
[00:00:58.060 --> 00:01:00.200]  他說神給我們兒女
[00:01:00.200 --> 00:01:02.020]  是在測驗我們
[00:01:02.020 --> 00:01:05.220]  或者是說是在Testing我們
[00:01:05.220 --> 00:01:07.300]  我不知道你同不同意
[00:01:07.300 --> 00:01:08.960]  那麼
[00:01:08.960 --> 00:01:09.960]  但是呢
[00:01:09.960 --> 00:01:11.060]  我們從
[00:01:11.060 --> 00:01:12.500]  從我們過去所講的
[00:01:12.500 --> 00:01:14.260]  我們也很感謝神
[00:01:14.260 --> 00:01:15.320]  他藉著
[00:01:15.320 --> 00:01:16.600]  特別是上個禮拜
[00:01:16.600 --> 00:01:19.260]  我自己對這個經文
[00:01:19.260 --> 00:01:20.500]  我自己是非常非常
[00:01:20.500 --> 00:01:21.500]  以前不太了解
[00:01:21.500 --> 00:01:23.000]  我覺得以前那時候
[00:01:23.000 --> 00:01:24.400]  神應許亞伯拉罕
[00:01:24.400 --> 00:01:25.620]  祂說祢的後裔
[00:01:25.620 --> 00:01:26.220]  對不對
[00:01:26.220 --> 00:01:27.660]  祂要做祂們的永遠
[00:01:27.660 --> 00:01:29.620]  跟祢永遠的約
[00:01:29.620 --> 00:01:30.620]  要做祂們的神
[00:01:30.620 --> 00:01:32.220]  祂們要做祂的子民
[00:01:32.220 --> 00:01:33.500]  但是我們從舊約裡面
[00:01:33.500 --> 00:01:35.300]  我們卻看不見以色列人
[00:01:35.300 --> 00:01:37.660]  Fulfill這個應許
[00:01:37.660 --> 00:01:38.800]  那麼所以
[00:01:38.800 --> 00:01:39.320]  我那時候
[00:01:39.320 --> 00:01:41.560]  我們在神學院裡面上課的時候
[00:01:41.560 --> 00:01:42.920]  我們也討論到這個
[00:01:42.920 --> 00:01:44.960]  神對亞伯拉罕的應許
[00:01:44.960 --> 00:01:46.160]  那所以在
[00:01:46.160 --> 00:01:48.200]  我覺得在他們老師之間
[00:01:48.200 --> 00:01:49.200]  他們教授之間
[00:01:49.200 --> 00:01:50.320]  就有不同的看法
[00:01:50.320 --> 00:01:51.160]  有的人說是這樣
[00:01:51.160 --> 00:01:52.720]  有的人說是那樣
[00:01:52.720 --> 00:01:53.520]  但是呢
[00:01:53.520 --> 00:01:55.500]  當我們藉著主耶穌
[00:01:55.500 --> 00:01:57.020]  當我們從主耶穌的身上
[00:01:57.020 --> 00:01:58.220]  我們看的時候
[00:01:58.220 --> 00:02:00.460]  我們就知道這個應許是真的
[00:02:00.460 --> 00:02:02.900]  我們就知道這個應許是存在的
[00:02:02.900 --> 00:02:07.900]  而且這個應許一定會成就的
[00:02:07.900 --> 00:02:10.460]  那麼聖經上就是這樣子講
[00:02:10.460 --> 00:02:11.420]  所以呢
[00:02:11.420 --> 00:02:13.300]  我們就憑著祂的應許
[00:02:13.300 --> 00:02:15.900]  我們來看這些事情
[00:02:15.900 --> 00:02:17.500]  因著這個應許
[00:02:17.500 --> 00:02:20.600]  我們也從神跟亞伯拉罕
[00:02:20.600 --> 00:02:22.060]  所立的這個約
[00:02:22.060 --> 00:02:24.100]  裡面的這個應許
[00:02:24.100 --> 00:02:25.620]  那麼我們這些信主的
[00:02:25.620 --> 00:02:27.660]  做父母的人
[00:02:27.660 --> 00:02:29.500]  我們能夠看見
[00:02:29.500 --> 00:02:30.900]  我們做父母
[00:02:30.900 --> 00:02:33.900]  是神給我們的一個呼召
[00:02:33.900 --> 00:02:37.020]  而且是一個非常非常神聖的呼召
[00:02:37.020 --> 00:02:40.700]  而且也是我們的責任
[00:02:40.700 --> 00:02:41.500]  就是什麼呢
[00:02:41.500 --> 00:02:42.660]  就是我們上次在
[00:02:42.660 --> 00:02:45.100]  已不鎖鼠第六章第四節所講
[00:02:45.100 --> 00:02:46.300]  就是我們從
[00:02:46.300 --> 00:02:49.020]  我們的兒女在小孩子小的時候
[00:02:49.020 --> 00:02:52.100]  就開始照著主的教訓和警戒
[00:02:52.100 --> 00:02:54.100]  養育他們
[00:02:54.100 --> 00:02:58.420]  那真的是要在他們還沒有能力行惡的時候
[00:02:58.420 --> 00:03:00.220]  因為如果你看聖經的話
[00:03:00.220 --> 00:03:01.700]  聖經上告訴我們
[00:03:01.700 --> 00:03:03.220]  小孩子在一生出來的時候
[00:03:03.220 --> 00:03:04.900]  他心裡面就是有一個
[00:03:04.900 --> 00:03:09.500]  他裡面有一個從亞當所遺傳下來的一個罪信在裡面
[00:03:09.500 --> 00:03:12.500]  但是因為他還沒有能力行惡
[00:03:12.500 --> 00:03:14.300]  所以聖經上教導我們
[00:03:14.300 --> 00:03:15.700]  真的是在那個時候
[00:03:15.700 --> 00:03:17.500]  我們就要教導他們
[00:03:17.500 --> 00:03:19.100]  為他們的信主
[00:03:19.100 --> 00:03:21.300]  為他們跟隨主的事情
[00:03:21.300 --> 00:03:22.220]  教導他們
[00:03:22.220 --> 00:03:25.900]  而且為他們禱告
[00:03:25.900 --> 00:03:27.700]  就算他們將來會背逆
[00:03:27.700 --> 00:03:29.900]  因為我們也不知道他將來會不會背逆
[00:03:29.900 --> 00:03:30.500]  對不對
[00:03:30.500 --> 00:03:31.900]  我們不曉得的
[00:03:31.900 --> 00:03:35.900]  可是我們就是要憑著這個神對亞高拉罕的應許
[00:03:35.900 --> 00:03:37.700]  我們教導他們
[00:03:37.700 --> 00:03:39.100]  為他們禱告
[00:03:39.100 --> 00:03:40.900]  即使他們將來背逆
[00:03:40.900 --> 00:03:45.500]  或者是說現在我們也碰到小孩子在我們前面的時候
[00:03:45.500 --> 00:03:46.100]  背逆
[00:03:46.100 --> 00:03:46.900]  對不對
[00:03:46.900 --> 00:03:49.500]  那我們但是我們憑著神的應許
[00:03:49.500 --> 00:03:52.300]  我們真的是為他們信主的事情
[00:03:52.300 --> 00:03:53.900]  為他們成為神的兒女
[00:03:53.900 --> 00:03:56.100]  為他們成為神的後裔
[00:03:56.100 --> 00:03:57.700]  成為這個主耶穌
[00:03:57.700 --> 00:04:00.900]  就是說跟主耶穌一同成為後世
[00:04:00.900 --> 00:04:04.300]  那麼我們為這件事情禱告
[00:04:04.300 --> 00:04:06.700]  求神能夠得著他們
[00:04:06.700 --> 00:04:10.100]  而且求神能夠做他們的神
[00:04:10.100 --> 00:04:12.500]  這就是我們做父母該做的事情
[00:04:12.500 --> 00:04:17.100]  這也是我們做父母的責任
[00:04:17.100 --> 00:04:21.900]  一個小孩子從小在所謂的基督教的家庭裡面長大的
[00:04:21.900 --> 00:04:26.700]  並不保證他就不會背逆
[00:04:26.700 --> 00:04:31.700]  特別是我們討論過當他在青少年的時期
[00:04:31.700 --> 00:04:34.300]  我們不是說每一個人都會
[00:04:34.300 --> 00:04:37.900]  但是多多少少我們會看到很多是這個樣子
[00:04:37.900 --> 00:04:39.300]  那我們做父母
[00:04:39.300 --> 00:04:43.100]  我們必須要明白我們自己的責任
[00:04:43.100 --> 00:04:46.700]  我們應該要真的是看清楚神的應許
[00:04:46.700 --> 00:04:49.100]  我們也相信神的應許
[00:04:49.100 --> 00:04:52.700]  憑著神的應許來教養我們自己的子女
[00:04:52.700 --> 00:04:56.100]  我們真的是很大膽的在神的面前求
[00:04:56.100 --> 00:04:59.300]  向祂求祂所應許的子孫
[00:04:59.300 --> 00:05:00.300]  我們可不可以啊
[00:05:00.300 --> 00:05:01.100]  可以的
[00:05:01.100 --> 00:05:03.500]  因為我們已經信了主
[00:05:03.500 --> 00:05:05.300]  我們憑著聖經上的應許
[00:05:05.300 --> 00:05:07.100]  我們到神的面前求
[00:05:07.100 --> 00:05:09.700]  甚至祂還沒有未成形的時候
[00:05:09.700 --> 00:05:10.700]  對不對
[00:05:10.700 --> 00:05:13.500]  所以我們以前看到很多人
[00:05:13.500 --> 00:05:16.700]  真的是當他們兒女還沒有結婚的時候
[00:05:16.700 --> 00:05:18.700]  他們就為他們的兒女禱告
[00:05:18.700 --> 00:05:22.900]  然後也為他們兒女的子女禱告
[00:05:22.900 --> 00:05:23.900]  看都沒看到
[00:05:23.900 --> 00:05:25.700]  根本就不知道是在哪裡
[00:05:25.700 --> 00:05:27.900]  但是就為他們的子女禱告
[00:05:27.900 --> 00:05:29.700]  不但為他們的子女禱告
[00:05:29.700 --> 00:05:33.700]  也為他們的孫子孫女禱告
[00:05:33.700 --> 00:05:37.900]  這些就是真的是看見神的應許的禱告
[00:05:37.900 --> 00:05:39.500]  那麼禱告到什麼時候
[00:05:39.500 --> 00:05:40.700]  我們禱告的目的是什麼
[00:05:40.700 --> 00:05:41.700]  我們上次也講了
[00:05:41.700 --> 00:05:45.300]  就是叫他們到老也不偏離神的路
[00:05:45.300 --> 00:05:46.900]  我們禱告到什麼時候
[00:05:46.900 --> 00:05:48.900]  一直到我們老了
[00:05:48.900 --> 00:05:51.900]  到我們建築面的日子
[00:05:51.900 --> 00:05:53.300]  我覺得
[00:05:53.300 --> 00:05:56.100]  當你去讀很多missionary的書的時候
[00:05:56.100 --> 00:05:58.900]  你就會發現他們的禱告就是這個樣子
[00:05:58.900 --> 00:06:02.300]  一代一代一代一代的一直傳下去
[00:06:02.300 --> 00:06:03.300]  憑著什麼
[00:06:03.300 --> 00:06:04.900]  就是憑著神的應許
[00:06:04.900 --> 00:06:07.100]  神對亞伯拉罕的應許
[00:06:07.100 --> 00:06:10.100]  真的是我們需要這樣子的禱告
[00:06:10.100 --> 00:06:11.700]  不是說我們出來之後
[00:06:11.700 --> 00:06:13.500]  我們才想想一些事情
[00:06:13.500 --> 00:06:16.100]  那麼真的是在他們還沒有成形的時候
[00:06:16.100 --> 00:06:20.100]  甚至我們中間有很多年輕的弟兄姐妹還沒有結婚
[00:06:20.100 --> 00:06:22.300]  你就要開始為這些事情禱告
[00:06:22.300 --> 00:06:23.100]  為什麼
[00:06:23.100 --> 00:06:26.900]  因為這是神的應許
[00:06:26.900 --> 00:06:29.100]  當然從另外一個角度來看
[00:06:29.100 --> 00:06:30.500]  我自己是覺得說
[00:06:30.500 --> 00:06:33.300]  我們也可以為我們自己的父母禱告
[00:06:33.300 --> 00:06:34.900]  我們的父母還沒有幸福
[00:06:34.900 --> 00:06:36.500]  我們也是憑著這個應許
[00:06:36.500 --> 00:06:37.300]  為什麼呢
[00:06:37.300 --> 00:06:40.300]  因為讓他成為與基督聯合的人
[00:06:40.300 --> 00:06:41.700]  讓他成為信主的人
[00:06:41.700 --> 00:06:43.100]  讓他在主裡面
[00:06:43.100 --> 00:06:46.100]  跟我們一樣成為亞伯拉罕的後裔
[00:06:46.100 --> 00:06:48.700]  這就是聖經上的應許
[00:06:48.700 --> 00:06:51.500]  如果我們從實際生活經歷來看
[00:06:51.500 --> 00:06:54.500]  教養子女的確確是不容易
[00:06:54.500 --> 00:06:56.300]  是不容易
[00:06:56.300 --> 00:06:57.700]  那麼在小的時候
[00:06:57.700 --> 00:07:00.100]  我們都覺得他們很可愛
[00:07:00.100 --> 00:07:01.500]  所以我們到了大的時候
[00:07:01.500 --> 00:07:02.900]  有時候想想
[00:07:02.900 --> 00:07:05.900]  我們真的是很希望他們不要長大
[00:07:05.900 --> 00:07:07.700]  不長大也有不長大的麻煩
[00:07:07.700 --> 00:07:08.500]  對不對
[00:07:08.500 --> 00:07:10.300]  但是很可愛
[00:07:10.300 --> 00:07:12.500]  真的是非常非常
[00:07:12.500 --> 00:07:13.900]  有的時候很好玩
[00:07:13.900 --> 00:07:15.300]  所以大家都喜歡玩
