
[00:00:00.000 --> 00:00:02.000]  鳳子明問候,弟兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  鳳子問候,弟兄姊妹平安
[00:00:04.000 --> 00:00:10.000]  各位弟兄姊妹,我和大家一直在研究獵王之下
[00:00:10.000 --> 00:00:18.000]  剛才大家看到手上的大綱
[00:00:18.000 --> 00:00:31.000]  大家已經看到手上的大綱
[00:00:31.000 --> 00:00:39.000]  因為我們要講這段經文,由第八章至十一章獵王之下
[00:00:39.000 --> 00:00:43.000]  如果你不知道這些人物是很混亂的
[00:00:43.000 --> 00:00:48.000]  如果你不知道這些人物是很混亂的
[00:00:48.000 --> 00:00:53.000]  這些人的年份,你明白這些經文就會很有意思
[00:00:53.000 --> 00:00:57.000]  如果你能明白這些人以及他所屬的年份
[00:00:57.000 --> 00:00:59.000]  這段經文你看起來就很有意思了
[00:00:59.000 --> 00:01:06.000]  我今天的題目是"猶大王阿哈謝孝伐阿哈迦"
[00:01:06.000 --> 00:01:11.000]  今天講題是"猶大王阿哈謝孝伐阿哈迦"
[00:01:11.000 --> 00:01:13.000]  你有沒有看到這兩個家庭呢?
[00:01:13.000 --> 00:01:18.000]  北角的家庭,Patreon寫著"阿哈"
[00:01:18.000 --> 00:01:21.000]  北角的家庭寫著"阿哈"
[00:01:21.000 --> 00:01:23.000]  南角的家庭寫著"約沙伐"
[00:01:23.000 --> 00:01:25.000]  南角的家庭寫著"約沙伐"
[00:01:25.000 --> 00:01:28.000]  你有沒有看到兩個兒子的名字是一樣的?
[00:01:28.000 --> 00:01:32.000]  你看他們兩個兒子的名字都是一樣的
[00:01:32.000 --> 00:01:33.000]  講什麼呢?
[00:01:33.000 --> 00:01:34.000]  講誰呢?
[00:01:34.000 --> 00:01:36.000]  他們的信仰是一樣的
[00:01:36.000 --> 00:01:37.000]  他們的信仰是一樣的
[00:01:37.000 --> 00:01:38.000]  他們的行為是一樣的
[00:01:38.000 --> 00:01:39.000]  行為是一樣的
[00:01:39.000 --> 00:01:42.000]  如果北角的王被上帝懲罰他呢?
[00:01:42.000 --> 00:01:44.000]  如果北角的王被上帝所懲罰呢?
[00:01:44.000 --> 00:01:45.000]  南角的王呢?
[00:01:45.000 --> 00:01:46.000]  南角的王呢?
[00:01:46.000 --> 00:01:47.000]  上帝一樣懲罰
[00:01:47.000 --> 00:01:49.000]  上帝一樣會懲罰
[00:01:49.000 --> 00:01:51.000]  但有不同的地方
[00:01:51.000 --> 00:01:52.000]  但有不同的地方
[00:01:52.000 --> 00:01:53.000]  南角的王
[00:01:53.000 --> 00:01:54.000]  南角的王
[00:01:54.000 --> 00:01:55.000]  是大衛的子孫
[00:01:55.000 --> 00:01:56.000]  是大衛的子孫
[00:01:56.000 --> 00:01:58.000]  上帝和大衛有約
[00:01:58.000 --> 00:02:00.000]  上帝和大衛有約
[00:02:00.000 --> 00:02:01.000]  這就是唯一的分別
[00:02:01.000 --> 00:02:02.000]  這是唯一的分別
[00:02:02.000 --> 00:02:04.000]  不過南角的王呢?
[00:02:04.000 --> 00:02:05.000]  不過南角的王
[00:02:05.000 --> 00:02:06.000]  和北角的王呢?
[00:02:06.000 --> 00:02:08.000]  和北角的王掛鉤得很緊要
[00:02:08.000 --> 00:02:09.000]  和北角的王掛鉤得很緊要
[00:02:09.000 --> 00:02:10.000]  不是friend很緊要
[00:02:10.000 --> 00:02:11.000]  不是friend很緊要
[00:02:11.000 --> 00:02:13.000]  不過不僅是friend的關係
[00:02:13.000 --> 00:02:14.000]  不過不僅是friend的關係
[00:02:14.000 --> 00:02:15.000]  做親戚
[00:02:15.000 --> 00:02:16.000]  而且有血統的關係
[00:02:16.000 --> 00:02:17.000]  而且有血統的關係
[00:02:17.000 --> 00:02:18.000]  有血統的關係
[00:02:18.000 --> 00:02:19.000]  所以南角
[00:02:19.000 --> 00:02:20.000]  所以南角
[00:02:20.000 --> 00:02:21.000]  因為這個這樣的聯繫
[00:02:21.000 --> 00:02:22.000]  因為這個這樣的聯繫
[00:02:22.000 --> 00:02:23.000]  婚姻聯繫
[00:02:23.000 --> 00:02:24.000]  因為這個婚姻的年齡關係
[00:02:24.000 --> 00:02:25.000]  因為這個婚姻的年齡關係
[00:02:25.000 --> 00:02:26.000]  用一個香港話
[00:02:26.000 --> 00:02:27.000]  用一個香港話
[00:02:27.000 --> 00:02:28.000]  用一個香港話說
[00:02:28.000 --> 00:02:29.000]  南角會搞得雞毛鴨血
[00:02:29.000 --> 00:02:30.000]  南角會搞得雞毛鴨血
[00:02:30.000 --> 00:02:31.000]  南角會搞得雞毛鴨血
[00:02:31.000 --> 00:02:32.000]  很悲慘
[00:02:32.000 --> 00:02:33.000]  南角會搞得非常悲慘
[00:02:33.000 --> 00:02:38.000]  你明白了這個關係
[00:02:38.000 --> 00:02:39.000]  你讀下去就明白來龍去脈了
[00:02:39.000 --> 00:02:40.000]  你讀下去就明白來龍去脈了
[00:02:40.000 --> 00:02:41.000]  所以你如果明白這個關係
[00:02:41.000 --> 00:02:42.000]  你就會明白這來文去惡
[00:02:42.000 --> 00:02:43.000]  你就會明白這來文去惡
[00:02:43.000 --> 00:02:44.000]  今天就說猶大王阿哈謝
[00:02:44.000 --> 00:02:45.000]  今天就說猶大王阿哈謝
[00:02:45.000 --> 00:02:46.000]  阿哈沙耶
[00:02:46.000 --> 00:02:47.000]  阿哈沙耶
[00:02:47.000 --> 00:02:48.000]  孝伯
[00:02:48.000 --> 00:02:49.000]  孝伯
[00:02:49.000 --> 00:02:50.000]  這是所謂的聖經
[00:02:50.000 --> 00:02:51.000]  這是所謂的聖經
[00:02:51.000 --> 00:02:52.000]  這是所謂的聖經
[00:02:52.000 --> 00:02:53.000]  這是一節聖經
[00:02:53.000 --> 00:02:54.000]  這是一節聖經
[00:02:54.000 --> 00:02:55.000]  是猶大王亞哈謝
[00:02:55.000 --> 00:02:56.000]  是猶大王亞哈謝
[00:02:56.000 --> 00:02:57.000]  孝伯亞哈嘉
[00:02:57.000 --> 00:02:58.000]  孝伯亞哈嘉
[00:02:58.000 --> 00:02:59.000]  經文是皇下八章
[00:02:59.000 --> 00:03:00.000]  經文是皇下八章
[00:03:00.000 --> 00:03:04.000]  二十五到二十九節
[00:03:04.000 --> 00:03:05.000]  二十五到二十九節
[00:03:05.000 --> 00:03:06.000]  大家手上應該有大綱
[00:03:06.000 --> 00:03:07.000]  大家手上應該有大綱
[00:03:07.000 --> 00:03:08.000]  四點的
[00:03:08.000 --> 00:03:09.000]  有四點
[00:03:09.000 --> 00:03:10.000]  前文就說到
[00:03:10.000 --> 00:03:11.000]  前文就是皇下八章
[00:03:11.000 --> 00:03:12.000]  前文就是皇下八章
[00:03:12.000 --> 00:03:13.000]  十六到二十四節
[00:03:13.000 --> 00:03:14.000]  十六到二十四節
[00:03:14.000 --> 00:03:15.000]  前文就是皇下八章
[00:03:15.000 --> 00:03:16.000]  十六到二十四節
[00:03:16.000 --> 00:03:17.000]  前文就是皇下八章
[00:03:17.000 --> 00:03:18.000]  十六到二十四節
[00:03:18.000 --> 00:03:19.000]  前文就是皇下八章
[00:03:19.000 --> 00:03:20.000]  十六到二十四節
[00:03:20.000 --> 00:03:21.000]  就說猶大王約沙伐的兒子
[00:03:21.000 --> 00:03:22.000]  就說猶大王約沙伐的兒子
[00:03:22.000 --> 00:03:23.000]  約蘭登基之後
[00:03:23.000 --> 00:03:24.000]  約蘭登基之後
[00:03:24.000 --> 00:03:25.000]  在走以色列相同的道路
[00:03:25.000 --> 00:03:30.000]  在走以色列相同的道路
[00:03:30.000 --> 00:03:31.000]  報道是
[00:03:31.000 --> 00:03:32.000]  猶大王約沙伐的兒子
[00:03:32.000 --> 00:03:33.000]  猶大王約沙伐的兒子
[00:03:33.000 --> 00:03:34.000]  約蘭登基之後
[00:03:34.000 --> 00:03:35.000]  在走以色列相同的道路
[00:03:35.000 --> 00:03:36.000]  約蘭登基之後
[00:03:36.000 --> 00:03:37.000]  在走以色列相同的道路
[00:03:37.000 --> 00:03:38.000]  說這些人名
[00:03:38.000 --> 00:03:39.000]  說這些人名
[00:03:39.000 --> 00:03:40.000]  你看看這個表就知道
[00:03:40.000 --> 00:03:41.000]  是誰的關係
[00:03:41.000 --> 00:03:42.000]  說這些人名
[00:03:42.000 --> 00:03:43.000]  你不太清楚的時候
[00:03:43.000 --> 00:03:44.000]  你看看這張表格
[00:03:44.000 --> 00:03:45.000]  就比較明白了
[00:03:45.000 --> 00:03:46.000]  就比較明白了
[00:03:46.000 --> 00:03:47.000]  我就發現了
[00:03:47.000 --> 00:03:48.000]  他們走相同路
[00:03:48.000 --> 00:03:49.000]  他們走相同路
[00:03:49.000 --> 00:03:50.000]  他們犯相同的罪
[00:03:50.000 --> 00:03:51.000]  他們走相同路
[00:03:51.000 --> 00:03:52.000]  他們犯相同的罪
[00:03:52.000 --> 00:03:53.000]  犯相同的罪
[00:03:53.000 --> 00:03:54.000]  犯相同的罪
[00:03:54.000 --> 00:03:55.000]  英文是
[00:03:55.000 --> 00:03:56.000]  merge in sin
[00:03:56.000 --> 00:03:57.000]  英文是
[00:03:57.000 --> 00:03:58.000]  merge in sin
[00:03:58.000 --> 00:03:59.000]  合謀犯罪
[00:03:59.000 --> 00:04:00.000]  合謀犯罪
[00:04:00.000 --> 00:04:01.000]  混合犯罪
[00:04:01.000 --> 00:04:02.000]  混合犯罪
[00:04:02.000 --> 00:04:03.000]  不光是走相同路
[00:04:03.000 --> 00:04:04.000]  不光是走相同路
[00:04:04.000 --> 00:04:05.000]  連犯罪都勾結在一起
[00:04:05.000 --> 00:04:06.000]  連犯罪都勾結在一起
[00:04:06.000 --> 00:04:07.000]  連犯罪都勾結在一起
[00:04:07.000 --> 00:04:08.000]  十八節
[00:04:08.000 --> 00:04:09.000]  十八節
[00:04:09.000 --> 00:04:10.000]  十八節
[00:04:10.000 --> 00:04:11.000]  聖經到底是怎樣批評的呢
[00:04:11.000 --> 00:04:12.000]  聖經到底是怎樣批評的呢
[00:04:12.000 --> 00:04:13.000]  聖經到底是怎樣批評的呢
[00:04:13.000 --> 00:04:14.000]  聖經到底是怎樣批評的呢
[00:04:14.000 --> 00:04:15.000]  南北國
[00:04:15.000 --> 00:04:16.000]  南北國
[00:04:16.000 --> 00:04:17.000]  行耶和華眼中看為惡的事
[00:04:17.000 --> 00:04:18.000]  行耶和華眼中看為惡的事
[00:04:18.000 --> 00:04:24.000]  行耶和華眼中看為惡的事
[00:04:24.000 --> 00:04:25.000]  上一個文章已經說了
[00:04:25.000 --> 00:04:26.000]  上一個文章已經說了
[00:04:26.000 --> 00:04:27.000]  由於南國是大衛的子孫
[00:04:27.000 --> 00:04:28.000]  由於南國是大衛的子孫
[00:04:28.000 --> 00:04:29.000]  由於南國是大衛的子孫
[00:04:29.000 --> 00:04:30.000]  由於南國是大衛的子孫
[00:04:30.000 --> 00:04:31.000]  由於南國是大衛的子孫
[00:04:31.000 --> 00:04:32.000]  由於南國是大衛的子孫
[00:04:32.000 --> 00:04:33.000]  他們很壞
[00:04:33.000 --> 00:04:34.000]  他們很壞
[00:04:34.000 --> 00:04:35.000]  他們很壞
[00:04:35.000 --> 00:04:36.000]  他們很壞
[00:04:36.000 --> 00:04:37.000]  他們很壞
[00:04:37.000 --> 00:04:38.000]  他們很壞
[00:04:38.000 --> 00:04:39.000]  他們很壞
[00:04:39.000 --> 00:04:40.000]  他們和北國的王子一樣壞
[00:04:40.000 --> 00:04:41.000]  他們和北國的王子一樣壞
[00:04:41.000 --> 00:04:42.000]  他們和北國的王子一樣壞
[00:04:42.000 --> 00:04:43.000]  他們和北國的王子一樣壞
[00:04:43.000 --> 00:04:44.000]  他們和北國的王子一樣壞
[00:04:48.000 --> 00:04:49.000]  他們和北國的王子一樣壞
[00:04:49.000 --> 00:04:50.000]  他們和北國的王子一樣壞
[00:04:50.000 --> 00:04:51.000]  他們和北國的王子一樣壞
[00:04:51.000 --> 00:04:52.000]  他們和北國的王子一樣壞
[00:04:52.000 --> 00:04:53.000]  他們和北國的王子一樣壞
[00:04:53.000 --> 00:04:54.000]  他們和北國的王子一樣壞
[00:04:54.000 --> 00:04:55.000]  他們和北國的王子一樣壞
[00:04:55.000 --> 00:04:56.000]  他們和北國的王子一樣壞
[00:04:56.000 --> 00:04:57.000]  他們和北國的王子一樣壞
[00:04:57.000 --> 00:04:58.000]  他們和北國的王子一樣壞
[00:04:58.000 --> 00:04:59.000]  他們和北國的王子一樣壞
[00:04:59.000 --> 00:05:00.000]  他們和北國的王子一樣壞
