
[00:00:00.000 --> 00:00:02.000]  那我們一起禱告
[00:00:02.000 --> 00:00:04.000]  我們在天上的父神
[00:00:04.000 --> 00:00:06.000]  我們滿心的感謝你
[00:00:06.000 --> 00:00:08.000]  感謝你自己每時每刻
[00:00:08.000 --> 00:00:10.000]  祝你都與我們同在
[00:00:10.000 --> 00:00:12.000]  祝因為你住在我們裡面
[00:00:12.000 --> 00:00:14.000]  因為你的生命在我們裡頭
[00:00:14.000 --> 00:00:16.000]  祝我們如今活著的不再是我
[00:00:16.000 --> 00:00:18.000]  乃是你自己活在我們裡面
[00:00:18.000 --> 00:00:20.000]  所以我們每天所碰到的
[00:00:20.000 --> 00:00:22.000]  每一個時刻所碰到的事情
[00:00:22.000 --> 00:00:23.000]  都與你有關
[00:00:23.000 --> 00:00:25.000]  因為是你的生命在我們裡頭
[00:00:25.000 --> 00:00:27.000]  我們為此也獻上感謝
[00:00:27.000 --> 00:00:30.000]  在這種寒冷的天氣
[00:00:30.000 --> 00:00:32.000]  這種大雪的天氣
[00:00:32.000 --> 00:00:34.000]  祝你保守我們弟兄姊妹
[00:00:34.000 --> 00:00:35.000]  能夠平安
[00:00:35.000 --> 00:00:37.000]  祝我們也為著今天沒有來到
[00:00:37.000 --> 00:00:39.000]  我們當中的弟兄姊妹
[00:00:39.000 --> 00:00:40.000]  祝我們曉得
[00:00:40.000 --> 00:00:42.000]  我們可以用心靈和誠實
[00:00:42.000 --> 00:00:43.000]  我們在任何地方
[00:00:43.000 --> 00:00:45.000]  我們都可以敬拜你
[00:00:45.000 --> 00:00:46.000]  祝我們來到這裡
[00:00:46.000 --> 00:00:48.000]  那我們不但能夠敬拜你
[00:00:48.000 --> 00:00:50.000]  我們也能夠與弟兄姊妹
[00:00:50.000 --> 00:00:51.000]  有直接的交通
[00:00:51.000 --> 00:00:53.000]  我們為此也獻上感謝
[00:00:53.000 --> 00:00:54.000]  我們謝謝你
[00:00:54.000 --> 00:00:57.000]  謝謝你給我們這一段時間
[00:00:57.000 --> 00:00:59.000]  我們求你自己
[00:00:59.000 --> 00:01:01.000]  保守我們的心思一點
[00:01:01.000 --> 00:01:03.000]  讓我們有定下決心
[00:01:03.000 --> 00:01:04.000]  我們要聽你的話
[00:01:04.000 --> 00:01:08.000]  我們要見到你自己的面
[00:01:08.000 --> 00:01:10.000]  禱告奉耶穌基督的聖名
[00:01:10.000 --> 00:01:14.000]  今天我們從《創世紀》第二十二章
[00:01:14.000 --> 00:01:16.000]  第一節到十八節
[00:01:16.000 --> 00:01:18.000]  我們來看與神同行
[00:01:18.000 --> 00:01:20.000]  在這裡亞伯拉罕
[00:01:20.000 --> 00:01:22.000]  他與神同行來到一個地步
[00:01:22.000 --> 00:01:23.000]  這個地步是什麼
[00:01:23.000 --> 00:01:24.000]  就是他把他自己
[00:01:24.000 --> 00:01:27.000]  完完全全奉獻給神
[00:01:27.000 --> 00:01:29.000]  我想我們不讀經文了
[00:01:29.000 --> 00:01:31.000]  但是我們可以
[00:01:31.000 --> 00:01:33.000]  一直走下去的時候
[00:01:33.000 --> 00:01:35.000]  我會請你們讀
[00:01:35.000 --> 00:01:39.000]  與神同行
[00:01:39.000 --> 00:01:43.000]  將自己完全奉獻給主
[00:01:43.000 --> 00:01:45.000]  第一節他就在告訴我們說
[00:01:45.000 --> 00:01:47.000]  這些事以後
[00:01:47.000 --> 00:01:49.000]  特別是《創世紀》
[00:01:49.000 --> 00:01:53.000]  摩西聖經
[00:01:53.000 --> 00:01:54.000]  聖靈感動他寫的時候
[00:01:54.000 --> 00:01:56.000]  他特別喜歡寫這一句話
[00:01:56.000 --> 00:01:58.000]  這些事以後
[00:01:58.000 --> 00:02:00.000]  就好像講故事一樣
[00:02:00.000 --> 00:02:01.000]  好多年前
[00:02:01.000 --> 00:02:05.000]  很久很久以前
[00:02:05.000 --> 00:02:06.000]  發生了什麼事情
[00:02:06.000 --> 00:02:08.000]  後來發生了什麼事情
[00:02:08.000 --> 00:02:09.000]  《創世紀》特別用這個
[00:02:09.000 --> 00:02:13.000]  表示在時間上是相關聯的
[00:02:13.000 --> 00:02:14.000]  所以《創世紀》
[00:02:14.000 --> 00:02:15.000]  它是從這樣的
[00:02:15.000 --> 00:02:16.000]  一直時間上寫下來
[00:02:16.000 --> 00:02:17.000]  但是它並沒有告訴我們
[00:02:17.000 --> 00:02:19.000]  中間有多少時間
[00:02:19.000 --> 00:02:21.000]  所以我們有時候也很難猜
[00:02:21.000 --> 00:02:23.000]  很難去把它算出來
[00:02:23.000 --> 00:02:24.000]  但是我們有的時候
[00:02:24.000 --> 00:02:26.000]  可以從他們的年齡
[00:02:26.000 --> 00:02:27.000]  我們可以算出來
[00:02:27.000 --> 00:02:30.000]  這個中間大概有多少時間
[00:02:30.000 --> 00:02:31.000]  在這裡呢
[00:02:31.000 --> 00:02:33.000]  他說這些事以後
[00:02:33.000 --> 00:02:35.000]  我們也可以說是指的
[00:02:35.000 --> 00:02:36.000]  在二十章、二十一章
[00:02:36.000 --> 00:02:38.000]  所發生的事情
[00:02:38.000 --> 00:02:40.000]  或者是從十九章開始
[00:02:40.000 --> 00:02:41.000]  十九章可以說是一個
[00:02:41.000 --> 00:02:43.000]  很沉重的事情
[00:02:43.000 --> 00:02:44.000]  什麼沉重法呢
[00:02:44.000 --> 00:02:48.000]  就是當索多瑪、厄莫拉被滅掉之後
[00:02:48.000 --> 00:02:51.000]  亞伯拉罕他完全不知道
[00:02:51.000 --> 00:02:54.000]  他的侄兒下落是怎麼樣
[00:02:54.000 --> 00:02:55.000]  聖經上沒有記載
[00:02:55.000 --> 00:02:58.000]  他只看到那個地方有火花
[00:02:58.000 --> 00:02:59.000]  有這些光
[00:02:59.000 --> 00:03:01.000]  所以他知道索多瑪、厄莫拉
[00:03:01.000 --> 00:03:04.000]  因為神的使者跟他講話的時候
[00:03:04.000 --> 00:03:07.000]  他知道他要滅索多瑪跟厄莫拉
[00:03:07.000 --> 00:03:09.000]  但是他不知道他的侄兒
[00:03:09.000 --> 00:03:11.000]  他的去向是怎麼樣
