
[00:00:00.000 --> 00:00:18.000]  (祭祀音樂)
[00:00:18.000 --> 00:00:22.500]  大家好 很高興有機會在港福堂
[00:00:22.500 --> 00:00:26.500]  跟大家一起來思想上帝的真理
[00:00:26.500 --> 00:00:28.500]  今天我們來了個題目叫做
[00:00:28.500 --> 00:00:34.000]  生命不可以沒有的是什麼
[00:00:34.000 --> 00:00:38.000]  好幾年前我在網上看到一個圖片
[00:00:38.000 --> 00:00:39.000]  一個照片
[00:00:39.000 --> 00:00:41.500]  那個照片看起來沒有什麼特別的
[00:00:41.500 --> 00:00:44.000]  就是大概有十個八個人吧
[00:00:44.000 --> 00:00:46.500]  很開心的在那個沙灘
[00:00:46.500 --> 00:00:49.000]  那個海灘邊拍一個照
[00:00:49.000 --> 00:00:52.000]  那麼我覺得也沒有什麼特別
[00:00:52.000 --> 00:00:55.500]  但是一起看下面寫了一段很短的文章
[00:00:55.500 --> 00:00:59.000]  我看了以後幾天都在想這個問題
[00:00:59.000 --> 00:01:02.000]  究竟那個照片有什麼特別
[00:01:02.000 --> 00:01:04.500]  原來那個照片是大概六年前
[00:01:04.500 --> 00:01:07.000]  那個就是印尼大海嘯的時候
[00:01:07.000 --> 00:01:08.000]  大家記得嗎
[00:01:08.000 --> 00:01:11.000]  那個時候大海嘯的時候
[00:01:11.000 --> 00:01:15.000]  那批人遊客大概有親戚有朋友吧
[00:01:15.000 --> 00:01:20.000]  一起在那個海灘邊拍那個照片
[00:01:20.000 --> 00:01:22.000]  下面那個文章說
[00:01:22.000 --> 00:01:25.500]  拍了那個照片以後幾分鐘
[00:01:25.500 --> 00:01:28.500]  除了當中一個清零人以外
[00:01:28.500 --> 00:01:30.500]  全都沒了
[00:01:30.500 --> 00:01:33.000]  我看了這個照片
[00:01:33.000 --> 00:01:34.500]  一直在想這個問題
[00:01:34.500 --> 00:01:38.500]  我覺得人生真的很多的感觸
[00:01:38.500 --> 00:01:42.000]  我過去也經歷了不同的人生的體會
[00:01:42.000 --> 00:01:44.500]  我相信我們當中大家都有
[00:01:44.500 --> 00:01:46.000]  我們都要問一個問題
[00:01:46.000 --> 00:01:49.500]  爲什麼我們要活
[00:01:49.500 --> 00:01:54.000]  當我們活的時候我們也沒有白活
[00:01:54.000 --> 00:01:56.000]  我們有遺憾嗎
[00:01:56.000 --> 00:02:02.000]  這個就是今天我們的題目大概一個開頭吧
[00:02:02.000 --> 00:02:04.500]  生命不可以沒有什麼
[00:02:04.500 --> 00:02:06.000]  那麼生命不可以沒有什麼
[00:02:06.000 --> 00:02:09.500]  我相信很多我們的朋友都容易回答
[00:02:09.500 --> 00:02:11.000]  生命不可以沒有什麼
[00:02:11.000 --> 00:02:14.000]  生命當然需要喫
[00:02:14.000 --> 00:02:16.000]  需要睡得好
[00:02:16.000 --> 00:02:19.500]  需要有健康的身體
[00:02:19.500 --> 00:02:21.000]  對不對
[00:02:21.000 --> 00:02:23.000]  對當然對了
[00:02:23.000 --> 00:02:27.000]  不過我要跟你再想多一點點
[00:02:27.000 --> 00:02:29.000]  反正我是念結學的
[00:02:29.000 --> 00:02:32.500]  所以我這個問題沒有那麼簡單的回答
[00:02:32.500 --> 00:02:35.500]  我是問生命不可以沒有什麼
[00:02:35.500 --> 00:02:37.500]  剛纔我們所說的幾個條件
[00:02:37.500 --> 00:02:40.000]  是我們不死的條件
[00:02:40.000 --> 00:02:42.000]  生存的條件
[00:02:42.000 --> 00:02:45.000]  生存不等於你生命有意義
[00:02:45.000 --> 00:02:47.000]  那麼生命怎麼纔有意義呢
[00:02:47.000 --> 00:02:50.000]  今天我很簡單的講了三個方面
[00:02:50.000 --> 00:02:53.000]  在過去我大概有三十幾年的時間
[00:02:53.000 --> 00:02:56.000]  都是研究這個人生結學這個課題
[00:02:56.000 --> 00:03:00.500]  從中國人生結學到基督宗教在西方
[00:03:00.500 --> 00:03:02.000]  我都想這個問題
[00:03:02.000 --> 00:03:05.000]  我今天希望很簡單的總結三個
[00:03:05.000 --> 00:03:08.000]  我覺得一定要跟大家來分享一下的
[00:03:08.000 --> 00:03:13.000]  人生生命不可以沒有的三個方面
[00:03:13.000 --> 00:03:14.000]  第一個方面
[00:03:14.000 --> 00:03:19.000]  剛纔我們有沒有大綱可以打出來
[00:03:19.000 --> 00:03:23.000]  那麼比較容易把握一下
[00:03:23.000 --> 00:03:24.000]  第一個方面
[00:03:24.000 --> 00:03:28.000]  生命不可以沒有親切的關係
[00:03:28.000 --> 00:03:29.000]  真的
[00:03:29.000 --> 00:03:32.000]  這個說法不是我說的
[00:03:32.000 --> 00:03:36.000]  在上一個世紀有一本非常著名的書在美國出版
[00:03:36.000 --> 00:03:39.000]  後來翻成了二十幾個文字
[00:03:39.000 --> 00:03:41.000]  在九十年代的時候
[00:03:41.000 --> 00:03:47.000]  曾經給紐約時報評爲在美國曆史當中
[00:03:47.000 --> 00:03:49.000]  十本最有影響力的書
[00:03:49.000 --> 00:03:53.000]  那個作者叫做Victor Frankl
[00:03:53.000 --> 00:03:55.000]  他寫了本書之後
[00:03:55.000 --> 00:03:58.000]  就是那麼薄薄的書也翻了成中文了
[00:03:58.000 --> 00:04:00.000]  在國內也有出版
[00:04:00.000 --> 00:04:03.000]  叫做Man's Search for Meaning
[00:04:03.000 --> 00:04:07.000]  就是人去追尋人生的意義
[00:04:07.000 --> 00:04:09.000]  這個是個心理學家
[00:04:09.000 --> 00:04:12.000]  絕對不是一個基督教徒
[00:04:12.000 --> 00:04:13.000]  所以他講的話
[00:04:13.000 --> 00:04:15.000]  記得我們一起來聽聽
[00:04:15.000 --> 00:04:17.000]  無論你是基督教徒或者不是教徒
[00:04:17.000 --> 00:04:18.000]  大家來聽聽
[00:04:18.000 --> 00:04:20.000]  這句話他說什麼呢
[00:04:20.000 --> 00:04:21.000]  他在書裏面說
[00:04:21.000 --> 00:04:24.000]  人生怎樣纔可以找到他存在
[00:04:24.000 --> 00:04:27.000]  生活生存的意義呢
[00:04:27.000 --> 00:04:28.000]  兩個
[00:04:28.000 --> 00:04:31.000]  有對象可以to give
[00:04:31.000 --> 00:04:32.000]  and to take
[00:04:32.000 --> 00:04:36.000]  簡單來說就是你找到一個對象
[00:04:36.000 --> 00:04:38.000]  你可以把你的愛給他
[00:04:38.000 --> 00:04:40.000]  你可以去愛護他
[00:04:40.000 --> 00:04:42.000]  有一個愛的對象
[00:04:42.000 --> 00:04:43.000]  然後再有
[00:04:43.000 --> 00:04:46.000]  對方也給你有愛
[00:04:46.000 --> 00:04:49.000]  給你接納你的愛
[00:04:49.000 --> 00:04:53.000]  如果沒有這個親切的關係的話
[00:04:53.000 --> 00:04:55.000]  你覺得任何一方面
[00:04:55.000 --> 00:04:58.000]  比如說你一生只是付出
[00:04:58.000 --> 00:05:00.000]  人家把你付出的東西當成垃圾
[00:05:00.000 --> 00:05:01.000]  拋在一旁的時候
[00:05:01.000 --> 00:05:03.000]  你想死的
[00:05:03.000 --> 00:05:04.000]  對不對
[00:05:04.000 --> 00:05:05.000]  一直付出你很偉大
[00:05:05.000 --> 00:05:07.000]  但是慢慢你覺得幹嘛
[00:05:07.000 --> 00:05:10.000]  然後或者是人家對你什麼反應都沒有
[00:05:10.000 --> 00:05:11.000]  你到那個地方
[00:05:11.000 --> 00:05:14.000]  人家都沒有對你任何的注意
[00:05:14.000 --> 00:05:15.000]  你講那個笑話
[00:05:15.000 --> 00:05:16.000]  人家不笑
[00:05:16.000 --> 00:05:17.000]  你想死了
[00:05:17.000 --> 00:05:18.000]  對不對
[00:05:18.000 --> 00:05:20.000]  因爲你沒有一種關係
[00:05:20.000 --> 00:05:22.000]  你沒有建立一種關係
[00:05:22.000 --> 00:05:25.000]  當然如果長期沒有人愛你
[00:05:25.000 --> 00:05:26.000]  沒有人關心你
[00:05:26.000 --> 00:05:29.000]  你也沒覺得人生有意義
[00:05:29.000 --> 00:05:32.000]  那個心理學家Franco說
[00:05:32.000 --> 00:05:34.000]  就是如果你要找到生活的意義的話
[00:05:34.000 --> 00:05:37.000]  你一定要有一個這樣的對象
[00:05:37.000 --> 00:05:38.000]  可以付出
[00:05:38.000 --> 00:05:39.000]  可以接納
[00:05:39.000 --> 00:05:41.000]  那麼你人生就覺得
[00:05:41.000 --> 00:05:44.000]  記得活下去
[00:05:44.000 --> 00:05:48.000]  我們在這個問題上面
[00:05:48.000 --> 00:05:49.000]  我們有意無意
