
[00:00:00.000 --> 00:00:05.600]  上午早上,我們會繼續燈三號晨的講座系列
[00:00:05.600 --> 00:00:11.000]  我們會講的題目就是如何避免過馬論斷
[00:00:11.000 --> 00:00:15.000]  今天是星期七,一到六節
[00:00:15.000 --> 00:00:20.000]  首先,第一點想和大家分享的就是我們先來討論一下
[00:00:20.000 --> 00:00:23.000]  明白什麼是論斷
[00:00:23.000 --> 00:00:29.000]  不論斷就不代表你不對一件事去做一些的判斷
[00:00:29.000 --> 00:00:31.000]  判斷是要的
[00:00:31.000 --> 00:00:35.000]  也不等於你不可以提意見
[00:00:35.000 --> 00:00:39.000]  因為我寫了很久,你見到某一個人
[00:00:39.000 --> 00:00:42.000]  你覺得他不錯,和他提意見
[00:00:42.000 --> 00:00:45.000]  你聽到之後就問他為什麼要論斷我
[00:00:45.000 --> 00:00:47.000]  不就是不可以講嗎?
[00:00:47.000 --> 00:00:49.000]  講得是講得定
[00:00:49.000 --> 00:00:52.000]  只不過你要分清楚什麼是論斷,什麼是好
[00:00:52.000 --> 00:00:54.000]  我都不會提意見
[00:00:54.000 --> 00:00:56.000]  還有,如何去判斷一件事呢?
[00:00:56.000 --> 00:00:59.000]  因為一定要判斷,神明是有智慧
[00:00:59.000 --> 00:01:02.000]  我們要做很多的決定
[00:01:02.000 --> 00:01:05.000]  每一次你做決定,你都要學到很多的判斷
[00:01:05.000 --> 00:01:08.000]  那判斷和論斷有什麼分別?
[00:01:08.000 --> 00:01:10.000]  楊鋒在星期四說
[00:01:10.000 --> 00:01:16.000]  不可按外貌斷定是非,總要按公平斷定是非
[00:01:16.000 --> 00:01:21.000]  當你了解了,很公平地去做判斷的時候
[00:01:21.000 --> 00:01:25.000]  這是一個很健康、公正、公平的判斷
[00:01:25.000 --> 00:01:28.000]  不然就變成一個論斷
[00:01:28.000 --> 00:01:35.000]  今天我想用一個簡單的觀念來和大家解釋才是論斷
[00:01:35.000 --> 00:01:41.000]  我用了一個在婚姻裡夫妻吵架的例子
[00:01:41.000 --> 00:01:45.000]  夫妻吵架有時是普通吵架
[00:01:45.000 --> 00:01:47.000]  有時不是吵架而是論斷
[00:01:47.000 --> 00:01:52.000]  我想用張家門拿了他的材料來用
[00:01:52.000 --> 00:01:57.000]  所以我做 Christian Counsel 也會讀張家門的書
[00:01:57.000 --> 00:01:59.000]  因為他算是一個平民
[00:01:59.000 --> 00:02:02.000]  他成立了一個叫做 Love Lab
[00:02:02.000 --> 00:02:05.000]  專門研究夫妻吵架
[00:02:05.000 --> 00:02:10.000]  最後他知道透過夫妻吵架
[00:02:10.000 --> 00:02:13.000]  見到夫妻在他的 Lab 裡吵架
[00:02:13.000 --> 00:02:15.000]  你會觀察你如何吵架
[00:02:15.000 --> 00:02:19.000]  然後觀察下他就可以做一些預測
[00:02:19.000 --> 00:02:22.000]  就說到底這對夫妻會不會在短期內
[00:02:22.000 --> 00:02:25.000]  五到七年之內會離婚
[00:02:25.000 --> 00:02:28.000]  或者這對夫妻不會離婚
[00:02:28.000 --> 00:02:31.000]  後來到了巔峰的時候
[00:02:31.000 --> 00:02:35.000]  他的預測的準確率是超過 90%
[00:02:35.000 --> 00:02:37.000]  算是挺準確的
[00:02:37.000 --> 00:02:42.000]  又說他怎樣知道他判斷一群夫婦會不會離婚
[00:02:42.000 --> 00:02:44.000]  他經常做一樣的判斷
[00:02:44.000 --> 00:02:46.000]  就是看你的吵架
[00:02:46.000 --> 00:02:50.000]  他會觀察你如何吵架然後下判斷
[00:02:50.000 --> 00:02:52.000]  最後經驗多的時候
[00:02:52.000 --> 00:02:56.000]  聽聞他可以觀察一對夫妻
[00:02:56.000 --> 00:02:59.000]  只要吵架十五分鐘
[00:02:59.000 --> 00:03:01.000]  就可以做到預測
[00:03:01.000 --> 00:03:04.000]  而且依然是 90%準確率
[00:03:04.000 --> 00:03:06.000]  他也學會了
[00:03:06.000 --> 00:03:09.000]  但可以達到百分之八十的準確度
[00:03:09.000 --> 00:03:13.000]  就是教學生看什麼概念去判斷
[00:03:13.000 --> 00:03:16.000]  又說他怎樣判斷呢
[00:03:16.000 --> 00:03:17.000]  後來出了一本書
[00:03:17.000 --> 00:03:19.000]  《吵架四大殺手》
[00:03:19.000 --> 00:03:23.000]  近期新書又加了一本《五大殺手》
[00:03:23.000 --> 00:03:25.000]  因為不是真真講座
[00:03:25.000 --> 00:03:28.000]  所以我不會多說
[00:03:28.000 --> 00:03:31.000]  提到一個夫妻吵架的殺手
[00:03:31.000 --> 00:03:34.000]  講明什麼是壟斷
[00:03:34.000 --> 00:03:37.000]  這就稱之為論斷
[00:03:37.000 --> 00:03:41.000]  和一個提議或投訴的分別
[00:03:41.000 --> 00:03:43.000]  當你吵架的時候
[00:03:43.000 --> 00:03:45.000]  有時候你說對方不行
[00:03:45.000 --> 00:03:47.000]  有什麼想投訴是可以的
[00:03:47.000 --> 00:03:50.000]  投訴通常是跟三部份
[00:03:50.000 --> 00:03:53.000]  第一部份可以表達你的感受
[00:03:53.000 --> 00:03:55.000]  到底對方做了什麼
[00:03:55.000 --> 00:03:57.000]  讓你有什麼感受
[00:03:57.000 --> 00:03:59.000]  想想你真實的感受
[00:03:59.000 --> 00:04:02.000]  第二件事你講講那件具體什麼事情
[00:04:02.000 --> 00:04:05.000]  你做了什麼事讓我有什麼感受
[00:04:05.000 --> 00:04:07.000]  第三個可以提意見
[00:04:07.000 --> 00:04:09.000]  就是要求
[00:04:09.000 --> 00:04:10.000]  具體的要求
[00:04:10.000 --> 00:04:11.000]  舉個例子
[00:04:11.000 --> 00:04:13.000]  你昨天晚上拿到垃圾
[00:04:13.000 --> 00:04:15.000]  我非常不開心
[00:04:15.000 --> 00:04:17.000]  你拿到垃圾
[00:04:17.000 --> 00:04:18.000]  具體的事
[00:04:18.000 --> 00:04:20.000]  我很不開心
[00:04:20.000 --> 00:04:22.000]  要求就是你是不是應該
[00:04:22.000 --> 00:04:23.000]  想落實這件事
[00:04:23.000 --> 00:04:24.000]  謝謝
[00:04:24.000 --> 00:04:25.000]  就這麼簡單
[00:04:25.000 --> 00:04:27.000]  論斷是什麼
[00:04:27.000 --> 00:04:29.000]  我們在這裡論斷了很久
[00:04:29.000 --> 00:04:31.000]  論斷就是
[00:04:31.000 --> 00:04:33.000]  你就是一個不負責任的人
[00:04:33.000 --> 00:04:36.000]  你為什麼整天都忘記了垃圾
[00:04:36.000 --> 00:04:40.000]  你為什麼這麼沒有責任心
[00:04:40.000 --> 00:04:42.000]  每次都要我幫你倒賣
[00:04:42.000 --> 00:04:44.000]  你完全不關心這個家
[00:04:44.000 --> 00:04:47.000]  你從來沒有對這個家做過好事
[00:04:47.000 --> 00:04:49.000]  這個我們叫論斷
[00:04:49.000 --> 00:04:51.000]  也叫分別
[00:04:51.000 --> 00:04:54.000]  分別就在於當你論斷的時候
[00:04:54.000 --> 00:04:55.000]  你開始講什麼呢
[00:04:55.000 --> 00:04:58.000]  你開始講一些技術
[00:04:58.000 --> 00:04:59.000]  嚴格來說
[00:04:59.000 --> 00:05:02.000]  只有上帝才知道的東西
[00:05:02.000 --> 00:05:05.000]  你怎麼知道他有沒有責任心
[00:05:05.000 --> 00:05:07.000]  但你想
[00:05:07.000 --> 00:05:10.000]  聽到的容量是這麼多
[00:05:10.000 --> 00:05:12.000]  我只是忘記了垃圾
[00:05:12.000 --> 00:05:16.000]  你一講起來就沒有責任心
[00:05:16.000 --> 00:05:17.000]  那他怎麼想呢
[00:05:17.000 --> 00:05:18.000]  他就想
[00:05:18.000 --> 00:05:21.000]  所以我平時上班
[00:05:21.000 --> 00:05:24.000]  拿一些工資回來
[00:05:24.000 --> 00:05:27.000]  兩家都不是貪心的
[00:05:27.000 --> 00:05:28.000]  我平時週末
[00:05:28.000 --> 00:05:29.000]  看一些小朋友說
[00:05:29.000 --> 00:05:31.000]  這個不是貪心的東西
[00:05:31.000 --> 00:05:32.000]  就是一件事
[00:05:32.000 --> 00:05:33.000]  忘記了做
[00:05:33.000 --> 00:05:36.000]  你碰到就說我沒有責任心
[00:05:36.000 --> 00:05:37.000]  你想想
[00:05:37.000 --> 00:05:39.000]  聽到的人有多冤枉
[00:05:39.000 --> 00:05:40.000]  很冤枉
[00:05:40.000 --> 00:05:41.000]  很委屈
[00:05:41.000 --> 00:05:44.000]  一件事你碰到就說我沒有責任心
[00:05:44.000 --> 00:05:46.000]  我平時做了一百件責任心的事
[00:05:46.000 --> 00:05:47.000]  你都會看到
[00:05:47.000 --> 00:05:50.000]  一件事你碰到就說我沒有責任心
[00:05:50.000 --> 00:05:53.000]  於是聽到的人就會怎樣
[00:05:53.000 --> 00:05:56.000]  立刻那個自我防禦系統就一定出來
[00:05:56.000 --> 00:05:58.000]  就一定要防禦自己
[00:05:58.000 --> 00:06:00.000]  因為你知道在華人的家庭
[00:06:00.000 --> 00:06:02.000]  出生程度上
[00:06:02.000 --> 00:06:05.000]  我們很體重責任感的東西
[00:06:05.000 --> 00:06:08.000]  被人指控沒有責任心
[00:06:08.000 --> 00:06:11.000]  是一種很強的攻擊
[00:06:11.000 --> 00:06:12.000]  這種攻擊
[00:06:12.000 --> 00:06:16.000]  相當於你發射了超音速導彈
[00:06:16.000 --> 00:06:18.000]  對方會有什麼反應呢
[00:06:18.000 --> 00:06:20.000]  立刻你會啟動
[00:06:20.000 --> 00:06:22.000]  愛國者的行為是連環
[00:06:22.000 --> 00:06:25.000]  然後你們就不會一直飛彈
[00:06:25.000 --> 00:06:27.000]  不會有溝通的
[00:06:27.000 --> 00:06:28.000]  所以有溝通
[00:06:28.000 --> 00:06:31.000]  所以一旦有些指控出來
[00:06:31.000 --> 00:06:34.000]  除非你是上來24小時
[00:06:34.000 --> 00:06:35.000]  看過會做什麼
[00:06:35.000 --> 00:06:37.000]  然後你全部計算過
[00:06:37.000 --> 00:06:40.000]  24小時你今天做了372件事
[00:06:40.000 --> 00:06:42.000]  其中一半是有責任感的
[00:06:42.000 --> 00:06:44.000]  其中一半是我
[00:06:44.000 --> 00:06:46.000]  如果你給出一個評論
[00:06:46.000 --> 00:06:48.000]  這張紙就是你的報告
[00:06:48.000 --> 00:06:50.000]  你真的沒有責任感
[00:06:50.000 --> 00:06:52.000]  因為你今天做了372件事
[00:06:52.000 --> 00:06:54.000]  其中一半是有責任感的
[00:06:54.000 --> 00:06:56.000]  這份報告拿出來
[00:06:56.000 --> 00:07:00.000]  可能我都會覺得公平一點
[00:07:00.000 --> 00:07:02.000]  但也不是你能夠上去
[00:07:02.000 --> 00:07:03.000]  你是否有稍微追蹤過
[00:07:03.000 --> 00:07:04.000]  你沒有計算過
[00:07:04.000 --> 00:07:05.000]  你真的做了這件事
[00:07:05.000 --> 00:07:07.000]  然後你就拿出一個定論
[00:07:07.000 --> 00:07:09.000]  你是沒有責任感的人
[00:07:09.000 --> 00:07:11.000]  你從來不當是樓家來的
[00:07:11.000 --> 00:07:13.000]  就好像你上去
[00:07:13.000 --> 00:07:14.000]  你可以看好人生
[00:07:14.000 --> 00:07:16.000]  有X光眼一轉身
[00:07:16.000 --> 00:07:17.000]  一看就知道
[00:07:17.000 --> 00:07:20.000]  X光面沒有責任感
[00:07:20.000 --> 00:07:23.000]  所以這個就等於是你
[00:07:23.000 --> 00:07:25.000]  取代了上帝的角色
[00:07:25.000 --> 00:07:28.000]  去做一些審判的工作
[00:07:28.000 --> 00:07:29.000]  就是我好像上不去
[00:07:29.000 --> 00:07:31.000]  我知道你在想什麼
[00:07:31.000 --> 00:07:33.000]  我完全知道你在動筆
[00:07:33.000 --> 00:07:35.000]  我下一個判斷是對的
[00:07:35.000 --> 00:07:37.000]  這個基本上是當初
[00:07:37.000 --> 00:07:38.000]  亞當勞夏娃
[00:07:38.000 --> 00:07:39.000]  反俊之後
[00:07:39.000 --> 00:07:41.000]  人類的後果
[00:07:41.000 --> 00:07:43.000]  我們都是很喜歡
[00:07:43.000 --> 00:07:46.000]  他迷戀那個分別戰士
[00:07:46.000 --> 00:07:47.000]  會影響到上帝
[00:07:47.000 --> 00:07:49.000]  同樣全知全能
[00:07:49.000 --> 00:07:50.000]  同樣的知識
[00:07:50.000 --> 00:07:54.000]  所以我給出來的判斷是對的
[00:07:54.000 --> 00:07:56.000]  就是沒有責任感
[00:07:56.000 --> 00:07:58.000]  其實我們知道他很少
[00:07:58.000 --> 00:07:59.000]  你唯一知道的就是
[00:07:59.000 --> 00:08:02.000]  你捉到他就沒有很多垃圾
[00:08:02.000 --> 00:08:04.000]  你停下來不理他
[00:08:04.000 --> 00:08:05.000]  這裡面是很具體的
[00:08:05.000 --> 00:08:06.000]  就是你沒有很多垃圾
[00:08:06.000 --> 00:08:08.000]  我很不開心
[00:08:08.000 --> 00:08:09.000]  現在你走了
[00:08:09.000 --> 00:08:11.000]  我和你頭痛眼眨
[00:08:11.000 --> 00:08:12.000]  最後很簡單
[00:08:12.000 --> 00:08:13.000]  就是溝通過了
[00:08:13.000 --> 00:08:16.000]  但一旦你過了那條界
[00:08:16.000 --> 00:08:18.000]  去到論斷
[00:08:18.000 --> 00:08:20.000]  通常對方就會很傷心
[00:08:20.000 --> 00:08:22.000]  然後他會防護自己
[00:08:22.000 --> 00:08:23.000]  然後他就指控你
[00:08:23.000 --> 00:08:24.000]  然後你又很傷心
[00:08:24.000 --> 00:08:25.000]  你又防護自己
[00:08:25.000 --> 00:08:27.000]  你又指控他
[00:08:27.000 --> 00:08:29.000]  於是夫妻吵架
[00:08:29.000 --> 00:08:31.000]  你就可以決定
[00:08:31.000 --> 00:08:33.000]  夫妻不到七年才會離婚
[00:08:33.000 --> 00:08:34.000]  很簡單
[00:08:34.000 --> 00:08:37.000]  七十五分鐘就可以決定時間
[00:08:37.000 --> 00:08:39.000]  我再舉一個例子
[00:08:39.000 --> 00:08:41.000]  為大家講
[00:08:41.000 --> 00:08:42.000]  如果你說
[00:08:42.000 --> 00:08:43.000]  今天假設沒有人
[00:08:43.000 --> 00:08:44.000]  你昨天答應
[00:08:44.000 --> 00:08:46.000]  說昨天要加油
[00:08:46.000 --> 00:08:47.000]  你有沒有做
[00:08:47.000 --> 00:08:50.000]  我好失望
[00:08:50.000 --> 00:08:51.000]  到底的事
[00:08:51.000 --> 00:08:52.000]  我真實的感受
[00:08:52.000 --> 00:08:55.000]  你可不可以現在去加油
[00:08:55.000 --> 00:08:57.000]  但論斷是甚麼
[00:08:57.000 --> 00:08:59.000]  你為甚麼總是蒙的東西
[00:08:59.000 --> 00:09:02.000]  看你幾百次要加油
[00:09:02.000 --> 00:09:04.000]  通常論斷
[00:09:04.000 --> 00:09:06.000]  就會加油才錯
[00:09:06.000 --> 00:09:07.000]  就會誇大
[00:09:07.000 --> 00:09:09.000]  除非你真的有計算過
[00:09:09.000 --> 00:09:12.000]  計算過第三百八十二次
[00:09:12.000 --> 00:09:13.000]  就要加油了
[00:09:13.000 --> 00:09:14.000]  那是多少次
[00:09:14.000 --> 00:09:16.000]  如果你真的有計算過
[00:09:16.000 --> 00:09:18.000]  那些都是錯的
[00:09:18.000 --> 00:09:19.000]  如果你真的計算過
[00:09:19.000 --> 00:09:21.000]  大概是沒有計算的
[00:09:21.000 --> 00:09:23.000]  他心裡可能是第三次
[00:09:23.000 --> 00:09:25.000]  幾百次就誇張了一點
[00:09:25.000 --> 00:09:26.000]  他又覺得委屈
[00:09:26.000 --> 00:09:27.000]  他又覺得委屈
[00:09:27.000 --> 00:09:29.000]  然後你可能要反對自己
[00:09:29.000 --> 00:09:31.000]  你怎會這樣攻擊我
[00:09:31.000 --> 00:09:33.000]  第三次不記得是錯的
[00:09:33.000 --> 00:09:35.000]  除非你計算過
[00:09:35.000 --> 00:09:37.000]  所以通常論斷是甚麼
[00:09:37.000 --> 00:09:38.000]  就是誇大
[00:09:38.000 --> 00:09:39.000]  會誇大
[00:09:39.000 --> 00:09:40.000]  會誇大
[00:09:40.000 --> 00:09:41.000]  會誇大
