
[00:00:00.000 --> 00:00:10.000]  英國大文豪查理斯·狄根斯寫了一本歷史小說《雙城記》
[00:00:10.000 --> 00:00:14.000]  講述巴黎和倫敦以法國大革命作為背景
[00:00:14.000 --> 00:00:18.000]  當時社會風起雲湧
[00:00:18.000 --> 00:00:24.000]  衝擊、撕裂、不信、受傷、流血等等
[00:00:24.000 --> 00:00:29.000]  根本難以想像社會發展會去到什麼局面
[00:00:29.000 --> 00:00:33.000]  但在開場引現中他這樣說
[00:00:33.000 --> 00:00:38.000]  這是最好的時代,也是最壞的時代
[00:00:38.000 --> 00:00:43.000]  這是智慧的時代,也是愚蠢的時代
[00:00:43.000 --> 00:00:48.000]  這是篤信的時代,也是懷疑的時代
[00:00:48.000 --> 00:00:52.000]  這是光明的季節,也是黑暗的季節
[00:00:52.000 --> 00:00:58.000]  這是希望的春天,也是絕望的冬天
[00:00:58.000 --> 00:01:03.000]  我們無所不有,我們一無所有
[00:01:03.000 --> 00:01:09.000]  我們走向天堂的路,我們通往地獄的門
[00:01:09.000 --> 00:01:13.000]  今時代的香港,你怎麼去形容?
[00:01:13.000 --> 00:01:17.000]  我自己形容是一個撕裂的年代
[00:01:17.000 --> 00:01:20.000]  政府和市民撕裂
[00:01:20.000 --> 00:01:25.000]  家庭裡父母和子女會撕裂,或者兄弟姐妹之間撕裂
[00:01:25.000 --> 00:01:30.000]  朋友之間也撕裂,信徒之間也撕裂
[00:01:30.000 --> 00:01:35.000]  甚至信徒和教會之間也撕裂,很多的撕裂
[00:01:35.000 --> 00:01:39.000]  傳道書三章七節這樣說
[00:01:39.000 --> 00:01:43.000]  撕裂有事,縫補有事
[00:01:43.000 --> 00:01:46.000]  如果今天是一個撕裂的年代
[00:01:46.000 --> 00:01:49.000]  同時也是一個需要縫補的年代
[00:01:49.000 --> 00:01:52.000]  究竟在撕裂裡如何可以縫補呢?
[00:01:52.000 --> 00:01:55.000]  究竟在聖經對信徒的群體所給予的教導
[00:01:55.000 --> 00:02:00.000]  能夠起到一個很大的作用,縫補的作用
[00:02:00.000 --> 00:02:04.000]  我們有三方面需要去堅持
[00:02:04.000 --> 00:02:09.000]  第一,我們需要堅持合一在信徒的群體裡
[00:02:09.000 --> 00:02:11.000]  根基在哪裡呢?
[00:02:11.000 --> 00:02:13.000]  當耶穌基督為門徒洗腳的時候
[00:02:13.000 --> 00:02:17.000]  在樓房裡有很多的講論,其中一道是祈禱
[00:02:17.000 --> 00:02:20.000]  在楊福音十七章十一節這樣說
[00:02:20.000 --> 00:02:23.000]  從今以後我不在世上,你們卻在世上
[00:02:23.000 --> 00:02:25.000]  我往你那裡去
[00:02:25.000 --> 00:02:29.000]  聖父啊,求你因你所賜給我的名
[00:02:29.000 --> 00:02:34.000]  保守他們,叫他們合而為一,像我們一樣
[00:02:34.000 --> 00:02:36.000]  作為那十二個使徒來祈禱
[00:02:36.000 --> 00:02:38.000]  求他們能夠合而為一
[00:02:38.000 --> 00:02:41.000]  接續在二十至二十三節這樣說
[00:02:41.000 --> 00:02:43.000]  我不但為這些人祈禱
[00:02:43.000 --> 00:02:47.000]  也為那些因他們的話信我的人祈禱
[00:02:47.000 --> 00:02:50.000]  使他們也合而為一
[00:02:50.000 --> 00:02:53.000]  也為那些因使徒而相信耶穌基督的人祈禱
[00:02:53.000 --> 00:02:55.000]  其實也包括我們
[00:02:55.000 --> 00:02:56.000]  要我們怎樣呢?
[00:02:56.000 --> 00:02:58.000]  合而為一
[00:02:58.000 --> 00:03:01.000]  你看到這裡多次都說合而為一
[00:03:01.000 --> 00:03:04.000]  只要我們完完全全地合而為一
[00:03:04.000 --> 00:03:09.000]  這是教會為什麼要有合一的根基
[00:03:09.000 --> 00:03:13.000]  因為耶穌基督是想教會的信徒
[00:03:13.000 --> 00:03:17.000]  才能夠合一,就像他和天父一樣
[00:03:17.000 --> 00:03:20.000]  之後到聖經指弗所書
[00:03:20.000 --> 00:03:23.000]  保羅這樣說
[00:03:23.000 --> 00:03:26.000]  第二節其中對群體來說
[00:03:26.000 --> 00:03:31.000]  用愛心互相寬容,用和平彼此聯絡
[00:03:31.000 --> 00:03:35.000]  竭力保守聖靈所賜的合而為一的心
[00:03:35.000 --> 00:03:37.000]  領受到耶穌基督的禱告
[00:03:37.000 --> 00:03:39.000]  是要求門徒合一的時候
[00:03:39.000 --> 00:03:40.000]  所以保羅也跟其他門徒說
[00:03:40.000 --> 00:03:42.000]  我們也要合而為一
[00:03:42.000 --> 00:03:44.000]  當中我們需要一些質素
[00:03:44.000 --> 00:03:49.000]  要愛心寬容,用和平彼此聯絡
[00:03:49.000 --> 00:03:50.000]  但接著保羅說
[00:03:50.000 --> 00:03:51.000]  我們能夠合一
[00:03:51.000 --> 00:03:54.000]  因為我們有七個共同一致的信念
[00:03:54.000 --> 00:03:56.000]  或者認信
[00:03:56.000 --> 00:03:57.000]  身體只有一個
[00:03:57.000 --> 00:03:59.000]  耶穌基督的身體是一個
[00:03:59.000 --> 00:04:01.000]  不是分開的,是合一的
[00:04:01.000 --> 00:04:03.000]  聖靈只有一個
[00:04:03.000 --> 00:04:06.000]  我們領受同一個聖靈
[00:04:06.000 --> 00:04:07.000]  有同一個指望
[00:04:07.000 --> 00:04:09.000]  我們信奉基督的人將來有同一個指望
[00:04:09.000 --> 00:04:11.000]  進入天國裡
[00:04:11.000 --> 00:04:13.000]  我們一個主,一個主人
[00:04:13.000 --> 00:04:14.000]  是耶穌基督
[00:04:14.000 --> 00:04:16.000]  我們一個信,信一個福音
[00:04:16.000 --> 00:04:19.000]  我們一個浸,同一個意義的浸禮
[00:04:19.000 --> 00:04:22.000]  我們一個神,是獨一的神
[00:04:22.000 --> 00:04:25.000]  祂是超乎眾人之上,觀乎眾人之中
[00:04:25.000 --> 00:04:27.000]  也住在眾人裡
[00:04:27.000 --> 00:04:30.000]  這七個共同的一致的認信
[00:04:30.000 --> 00:04:33.000]  能夠讓我們能夠走在一起
[00:04:33.000 --> 00:04:37.000]  所以保羅在《皆太書》裡就這樣說
[00:04:37.000 --> 00:04:38.000]  其中特別說
[00:04:38.000 --> 00:04:40.000]  叫我們不要分什麼
[00:04:40.000 --> 00:04:41.000]  《大法治》說
[00:04:41.000 --> 00:04:43.000]  我們不分猶太人或者希臘人
[00:04:43.000 --> 00:04:45.000]  就是不分種族
[00:04:45.000 --> 00:04:47.000]  我們不分自主為奴的
[00:04:47.000 --> 00:04:50.000]  自主就是社會上的主人
[00:04:50.000 --> 00:04:51.000]  為奴的就是奴隸
[00:04:51.000 --> 00:04:53.000]  我們不分社會階層
[00:04:53.000 --> 00:04:55.000]  我們不分男和女
[00:04:55.000 --> 00:04:56.000]  這是性別
[00:04:56.000 --> 00:04:59.000]  在耶穌基督裡面
[00:04:59.000 --> 00:05:01.000]  我們都成為一
[00:05:01.000 --> 00:05:04.000]  保羅不能夠列進所有的分歧
[00:05:04.000 --> 00:05:05.000]  如果今天
[00:05:05.000 --> 00:05:07.000]  他也可以這樣說
[00:05:07.000 --> 00:05:09.000]  我們也不分社會上不同的政見
[00:05:09.000 --> 00:05:11.000]  我們也要在基督裡面
[00:05:11.000 --> 00:05:13.000]  都同歸於人
[00:05:13.000 --> 00:05:16.000]  我們要來到合一
[00:05:16.000 --> 00:05:20.000]  究竟怎樣來到合一呢?
[00:05:20.000 --> 00:05:22.000]  我們需要有一個這樣的心態
[00:05:22.000 --> 00:05:23.000]  或者認同
[00:05:23.000 --> 00:05:26.000]  是要求大同全小異
[00:05:26.000 --> 00:05:28.000]  我們有一些核心的信仰
[00:05:28.000 --> 00:05:30.000]  我們要堅持是要一致
[00:05:30.000 --> 00:05:32.000]  但一些信仰上不同的見解
[00:05:32.000 --> 00:05:34.000]  某方面的色經不同的時候
[00:05:34.000 --> 00:05:37.000]  我們是容許差異
[00:05:37.000 --> 00:05:38.000]  其實大家都知道
[00:05:38.000 --> 00:05:40.000]  基督宗派裡面有很多宗派
[00:05:40.000 --> 00:05:42.000]  我們叫什麼宗派?
[00:05:42.000 --> 00:05:43.000]  朕信會
[00:05:43.000 --> 00:05:45.000]  你還認識什麼宗派?
[00:05:45.000 --> 00:05:46.000]  信義會
[00:05:46.000 --> 00:05:47.000]  信公會等等
[00:05:47.000 --> 00:05:50.000]  其實我們有一些很共同的一致
[00:05:50.000 --> 00:05:52.000]  但我們之間也有分歧
[00:05:52.000 --> 00:05:53.000]  我們有什麼共同一致
[00:05:53.000 --> 00:05:55.000]  我們需要堅持
[00:05:55.000 --> 00:05:57.000]  特別是核心的信仰
[00:05:57.000 --> 00:05:59.000]  以致我們能夠走在一起
[00:05:59.000 --> 00:06:02.000]  我們相信恩順清義
[00:06:02.000 --> 00:06:03.000]  唯獨聖經
[00:06:03.000 --> 00:06:05.000]  三開體的神觀
[00:06:05.000 --> 00:06:07.000]  基督的神人異性
[00:06:07.000 --> 00:06:09.000]  信徒皆濟斯等等
[00:06:09.000 --> 00:06:11.000]  這個是很多基督的宗派裡面
[00:06:11.000 --> 00:06:12.000]  共同堅守
[00:06:12.000 --> 00:06:14.000]  所以我們能夠一起合作
[00:06:14.000 --> 00:06:15.000]  但我告訴大家
[00:06:15.000 --> 00:06:16.000]  不同宗派在某方面
[00:06:16.000 --> 00:06:17.000]  有些東西是有差異的
[00:06:17.000 --> 00:06:19.000]  我做一個例子
[00:06:19.000 --> 00:06:21.000]  我們朕信會的主餐
[00:06:21.000 --> 00:06:25.000]  譬如和信義會的聖餐
[00:06:25.000 --> 00:06:27.000]  是有分別的
[00:06:27.000 --> 00:06:29.000]  我們朕信會的主餐裡面
[00:06:29.000 --> 00:06:30.000]  有一個餅
[00:06:30.000 --> 00:06:32.000]  有一個葡萄汁
[00:06:32.000 --> 00:06:34.000]  餅是代表什麼?
[00:06:34.000 --> 00:06:35.000]  記住是身體
[00:06:35.000 --> 00:06:36.000]  葡萄汁呢?
[00:06:36.000 --> 00:06:37.000]  基督的血
[00:06:37.000 --> 00:06:38.000]  這是代表
[00:06:38.000 --> 00:06:39.000]  不是等於基督的身體
[00:06:39.000 --> 00:06:40.000]  是基督的血
[00:06:40.000 --> 00:06:41.000]  於是我們吃這個餅
[00:06:41.000 --> 00:06:42.000]  吃這個葡萄汁的時候
[00:06:42.000 --> 00:06:43.000]  代表什麼?
[00:06:43.000 --> 00:06:46.000]  紀念耶穌基督的救恩
[00:06:46.000 --> 00:06:48.000]  但在信義會裡面
[00:06:48.000 --> 00:06:49.000]  他看法不同
[00:06:49.000 --> 00:06:50.000]  他叫這個是一個聖禮
[00:06:50.000 --> 00:06:52.000]  餅和杯是一個私人的工具
[00:06:52.000 --> 00:06:56.000]  他認為當祈禱的時候
[00:06:56.000 --> 00:06:58.000]  或者主餐的主禮的時候
[00:06:58.000 --> 00:06:59.000]  因為聖經說
[00:06:59.000 --> 00:07:00.000]  耶穌說這是我的身體
[00:07:00.000 --> 00:07:01.000]  我的血
[00:07:01.000 --> 00:07:02.000]  所以當他們祈禱的時候
[00:07:02.000 --> 00:07:06.000]  耶穌基督就會臨在餅和杯當中
[00:07:06.000 --> 00:07:07.000]  不會變化
[00:07:07.000 --> 00:07:09.000]  臨在當中
[00:07:09.000 --> 00:07:11.000]  人憑著信心領受的時候
[00:07:11.000 --> 00:07:12.000]  藉著這個私人工具
[00:07:12.000 --> 00:07:14.000]  領受到上帝的祝福
[00:07:14.000 --> 00:07:16.000]  或者恩寵在裡面
[00:07:16.000 --> 00:07:18.000]  和我們是很不同的
[00:07:18.000 --> 00:07:19.000]  雖然我們看法不同
[00:07:19.000 --> 00:07:20.000]  但我們沒有分裂
[00:07:20.000 --> 00:07:21.000]  沒有撕裂
[00:07:21.000 --> 00:07:22.000]  沒有
[00:07:22.000 --> 00:07:23.000]  我們仍然繼續在一起
[00:07:23.000 --> 00:07:25.000]  因為我們有一個核心的信念
[00:07:25.000 --> 00:07:27.000]  核心的認信
[00:07:27.000 --> 00:07:28.000]  我們堅持在一起
[00:07:28.000 --> 00:07:30.000]  我們有七個一
[00:07:30.000 --> 00:07:31.000]  還有耶穌基督的教導
[00:07:31.000 --> 00:07:34.000]  所以我們堅持合一
[00:07:34.000 --> 00:07:36.000]  但對於次要的看法的時候
[00:07:36.000 --> 00:07:38.000]  我們容許差異
[00:07:38.000 --> 00:07:40.000]  在信徒的群體裡
[00:07:40.000 --> 00:07:42.000]  我們要合一
[00:07:42.000 --> 00:07:43.000]  求大同
[00:07:43.000 --> 00:07:44.000]  傳小要
[00:07:44.000 --> 00:07:45.000]  所以我們應該要
[00:07:45.000 --> 00:07:48.000]  常常都強調我們的一致
[00:07:48.000 --> 00:07:50.000]  共同的
[00:07:50.000 --> 00:07:52.000]  不要常常說我和你分別不同
[00:07:52.000 --> 00:07:53.000]  我和你分別不同
[00:07:53.000 --> 00:07:54.000]  就是什麼
[00:07:54.000 --> 00:07:57.000]  散在裡面
[00:07:57.000 --> 00:07:59.000]  我們要堅持合一
[00:07:59.000 --> 00:08:02.000]  我們要堅持溝通
[00:08:02.000 --> 00:08:04.000]  我記得上年十二月十一日
[00:08:04.000 --> 00:08:06.000]  我出席了一個北區教育同工會
[00:08:06.000 --> 00:08:08.000]  他講的題目
[00:08:08.000 --> 00:08:10.000]  就是如何牧養教會中
[00:08:10.000 --> 00:08:12.000]  不同政見的弟兄姊妹
[00:08:12.000 --> 00:08:14.000]  都挺難的
[00:08:14.000 --> 00:08:17.000]  在當中他邀請了劉駿濤先生來分享
[00:08:17.000 --> 00:08:19.000]  他令我留下一個很深刻的印象
[00:08:19.000 --> 00:08:20.000]  以下是我的筆記
[00:08:20.000 --> 00:08:21.000]  我聽他說的筆記
[00:08:21.000 --> 00:08:23.000]  不是我的
[00:08:23.000 --> 00:08:26.000]  他引用了一個外國的學者
[00:08:26.000 --> 00:08:27.000]  研究社會裡
[00:08:27.000 --> 00:08:29.000]  為什麼社會上不同的政見
[00:08:29.000 --> 00:08:32.000]  會導致人際之間的分裂
[00:08:32.000 --> 00:08:34.000]  並且是非常之撕裂
[00:08:34.000 --> 00:08:35.000]  有四點
[00:08:35.000 --> 00:08:37.000]  他這樣說
[00:08:37.000 --> 00:08:40.000]  他說因為一件社會事件太複雜
[00:08:40.000 --> 00:08:41.000]  是很來龍去脈
[00:08:41.000 --> 00:08:42.000]  很複雜
[00:08:42.000 --> 00:08:44.000]  一般人其實不能夠掌握到
[00:08:44.000 --> 00:08:45.000]  整個來龍去脈
[00:08:45.000 --> 00:08:46.000]  以至做到一個決定
[00:08:46.000 --> 00:08:47.000]  我為什麼這樣看
[00:08:47.000 --> 00:08:48.000]  或者為什麼反對
[00:08:48.000 --> 00:08:49.000]  所以有些人
[00:08:49.000 --> 00:08:51.000]  很容易用一個很簡單的方法
[00:08:51.000 --> 00:08:52.000]  去做判斷
[00:08:52.000 --> 00:08:53.000]  暴力就是錯的
