
[00:00:00.000 --> 00:00:03.520]  好,弟兄姐妹平安,我們再一次低頭禱告
[00:00:03.520 --> 00:00:08.600]  天父,我們求祢賜下我們今天需要的糧食
[00:00:08.600 --> 00:00:11.200]  屬靈的糧食,祢自己的話語
[00:00:11.200 --> 00:00:13.000]  求祢今天賜給我們
[00:00:13.000 --> 00:00:17.000]  叫我們都是經歷到祢的豐富
[00:00:17.000 --> 00:00:20.800]  亦都經歷到我們心靈可以從祢得到飽足
[00:00:20.800 --> 00:00:23.000]  奉耶穌基督的名其言,阿們
[00:00:23.000 --> 00:00:27.000]  好,我們繼續去看肥辣秘書
[00:00:27.000 --> 00:00:30.000]  今天我們看第三章,17至21節
[00:00:30.000 --> 00:00:34.000]  上兩節就說到第三章前面那部份
[00:00:34.000 --> 00:00:41.000]  第一段就說到保羅他怎樣去有改變
[00:00:41.000 --> 00:00:47.000]  由原本他以前有很多他很引以為傲的
[00:00:47.000 --> 00:00:51.000]  無論他的出身,他的學歷,他的經驗
[00:00:51.000 --> 00:00:54.000]  他信仰當中的純正和虔誠
[00:00:54.000 --> 00:00:58.000]  都因為認識了基督而看作有損
[00:00:58.000 --> 00:01:04.000]  上一次我們就說到保羅他因為基督
[00:01:04.000 --> 00:01:07.000]  而萬事都當作有損的時候
[00:01:07.000 --> 00:01:11.000]  他的心怎樣一心一意的全力以赴的
[00:01:11.000 --> 00:01:16.000]  向著神所要得著他的目標去追求
[00:01:16.000 --> 00:01:18.000]  今天我們繼續去看的時候
[00:01:18.000 --> 00:01:22.000]  保羅在一個這樣的勸勉大英之門
[00:01:22.000 --> 00:01:24.000]  在勸勉大英之門要追求的時候
[00:01:24.000 --> 00:01:28.000]  他亦都不忘記其實我們是有危險的
[00:01:28.000 --> 00:01:34.000]  今天他就提到我們是要面對著
[00:01:34.000 --> 00:01:39.000]  這個世界有時候是有些似是而非的道理
[00:01:39.000 --> 00:01:43.000]  或者有些人他們行事是跟基督的信仰
[00:01:43.000 --> 00:01:45.000]  相反的時候所帶來的危險
[00:01:45.000 --> 00:01:49.000]  叫大英之門要活出一個天國的指紋
[00:01:49.000 --> 00:01:52.000]  一開始的時候保羅就說
[00:01:52.000 --> 00:01:54.000]  大英之門你們要一同效法
[00:01:54.000 --> 00:01:59.000]  我也當留意看那些照我們榜樣行的人
[00:01:59.000 --> 00:02:04.000]  這裡前面保羅已經表白了他的心智
[00:02:04.000 --> 00:02:07.000]  表白了他人生的目標
[00:02:07.000 --> 00:02:09.000]  甚至乎處事的態度
[00:02:09.000 --> 00:02:13.000]  當然保羅自己當時來說亦都在坐監
[00:02:13.000 --> 00:02:15.000]  他不是只有一把口說
[00:02:15.000 --> 00:02:18.000]  他亦都負上了很沉重的代價
[00:02:18.000 --> 00:02:22.000]  他知道他即使是坐監的時候
[00:02:22.000 --> 00:02:24.000]  他都是要榮耀基督的
[00:02:24.000 --> 00:02:28.000]  這一切都是成為了大英之門的榜樣
[00:02:28.000 --> 00:02:30.000]  但保羅他不單止是想
[00:02:30.000 --> 00:02:34.000]  他自己是可以成為別人的榜樣
[00:02:34.000 --> 00:02:37.000]  他亦都說叫大英之門要留意
[00:02:37.000 --> 00:02:39.000]  看那些照我們榜樣行的人
[00:02:39.000 --> 00:02:41.000]  即是說其他的人
[00:02:41.000 --> 00:02:44.000]  如果他們都是以基督為主
[00:02:44.000 --> 00:02:48.000]  以基督為中心來跟從神的時候
[00:02:48.000 --> 00:02:51.000]  我們要學習他們的榜樣
[00:02:51.000 --> 00:02:53.000]  這一點是非常之重要的
[00:02:53.000 --> 00:02:56.000]  大英之門很多時候我們基督教的信仰
[00:02:56.000 --> 00:02:58.000]  當然我們每個星期回來聽到
[00:02:58.000 --> 00:03:04.000]  似乎是學習真理是一個很重要的部份
[00:03:04.000 --> 00:03:08.000]  我都記得我跟有些大英之門都講過
[00:03:08.000 --> 00:03:13.000]  我當時我家沒有人信耶穌
[00:03:13.000 --> 00:03:14.000]  我第一個人信耶穌
[00:03:14.000 --> 00:03:16.000]  我跟祖母一起住
[00:03:16.000 --> 00:03:19.000]  我回教會的時候
[00:03:19.000 --> 00:03:23.000]  我祖母有時候出街
[00:03:23.000 --> 00:03:26.000]  有些人跟祖母聊天的時候
[00:03:26.000 --> 00:03:30.000]  我祖母就說我去了聽書
[00:03:30.000 --> 00:03:33.000]  起初我就不知道
[00:03:33.000 --> 00:03:35.000]  我以為祂不知道我做什麼
[00:03:35.000 --> 00:03:37.000]  就講我去聽書
[00:03:37.000 --> 00:03:39.000]  但其實後來我知道
[00:03:39.000 --> 00:03:41.000]  祂明明知道我去教會的
[00:03:41.000 --> 00:03:45.000]  祂繼續講我是去聽書的
[00:03:45.000 --> 00:03:48.000]  後來我就明白了
[00:03:48.000 --> 00:03:53.000]  原來可能我沒有正式去問過祖母
[00:03:53.000 --> 00:03:56.000]  但是我後來就知道
[00:03:56.000 --> 00:03:59.000]  原來老一輩的人
[00:03:59.000 --> 00:04:01.000]  在祖母那個年紀
[00:04:01.000 --> 00:04:05.000]  他們可能是接觸過一些宣教士
[00:04:05.000 --> 00:04:07.000]  那些宣教士在那個時候
[00:04:07.000 --> 00:04:11.000]  叫人們去教會就叫他們去聽書
[00:04:11.000 --> 00:04:13.000]  所以我就說可能我祖母
[00:04:13.000 --> 00:04:15.000]  是接觸過那些宣教士
