
[00:00:00.000 --> 00:00:04.040]  這次讓我們聽聖養道醫師的心通心吐槽
[00:00:04.040 --> 00:00:08.720]  讓我們聽到醫生同心的禱告
[00:00:08.720 --> 00:00:09.920]  使別的天賦感謝你
[00:00:09.920 --> 00:00:14.300]  讓我們今天能夠一同來到你的跟前
[00:00:14.300 --> 00:00:17.600]  再次打開你的話語
[00:00:17.600 --> 00:00:21.400]  讓我們一起來到脈絡
[00:00:21.400 --> 00:00:24.800]  同時讓我們領受當中的教訓
[00:00:24.800 --> 00:00:27.200]  明白你是這邊的一位主
[00:00:27.200 --> 00:00:28.900]  我們謝謝你
[00:00:28.900 --> 00:00:31.000]  給我們這一切
[00:00:31.000 --> 00:00:33.700]  因為我們本來
[00:00:33.700 --> 00:00:35.900]  我們是一個罪人
[00:00:35.900 --> 00:00:39.400]  上帝你可以把我們丟棄
[00:00:39.400 --> 00:00:41.600]  但是你對我們的大愛
[00:00:41.600 --> 00:00:45.300]  你不願意我們沉淪在這裡的當中
[00:00:45.300 --> 00:00:48.600]  我們感謝你給我們這份福氣
[00:00:48.600 --> 00:00:50.900]  讓我們重新得到生命
[00:00:50.900 --> 00:00:53.200]  重新得到你的教訓
[00:00:53.200 --> 00:00:57.700]  使我們能夠再次走在永恆的路上面
[00:00:57.700 --> 00:00:59.900]  與你同行
[00:00:59.900 --> 00:01:02.200]  這些都是主真公先教授
[00:01:02.200 --> 00:01:05.200]  祈求你帶領我們
[00:01:05.200 --> 00:01:06.200]  我親愛的主多謝你
[00:01:06.200 --> 00:01:09.200]  讓我們在今天再次能夠打開你的說話
[00:01:09.200 --> 00:01:11.400]  一同去對主你的說話
[00:01:11.400 --> 00:01:13.300]  去細心的研讀
[00:01:13.300 --> 00:01:16.000]  我們再次獻上感恩
[00:01:16.000 --> 00:01:17.700]  原本我們是一個罪人
[00:01:17.700 --> 00:01:19.500]  你可以把我們丟棄
[00:01:19.500 --> 00:01:21.500]  但是因為你的大愛
[00:01:21.500 --> 00:01:25.300]  讓我們不會在這個罪惡當中沉淪
[00:01:25.300 --> 00:01:28.100]  所以你特意讓我們藉著
[00:01:28.100 --> 00:01:30.700]  你的獨生愛子耶穌基督
[00:01:30.700 --> 00:01:33.000]  可以再次幫我們
[00:01:33.000 --> 00:01:35.800]  連上這條走向永生的道路
[00:01:35.800 --> 00:01:37.600]  我們獻上感謝
[00:01:37.600 --> 00:01:39.100]  求你與我們同在
[00:01:39.100 --> 00:01:40.800]  親戚有這份福氣
[00:01:40.800 --> 00:01:42.300]  能夠讀你的說話
[00:01:42.300 --> 00:01:44.200]  對你更深的認識
[00:01:44.200 --> 00:01:47.800]  我們懇求你所賜的聖靈帶領著我們
[00:01:47.800 --> 00:01:49.100]  讓今天的講道
[00:01:49.100 --> 00:01:51.400]  能夠真是再次讓到我們
[00:01:51.400 --> 00:01:53.800]  可以對上帝你更認識
[00:01:53.800 --> 00:01:58.500]  感謝上帝讓我們有機會
[00:01:58.500 --> 00:02:00.400]  一起讀你的說話
[00:02:00.400 --> 00:02:03.100]  然後我們可以領受你的教導
[00:02:03.100 --> 00:02:05.300]  不僅是心靈上
[00:02:05.300 --> 00:02:06.900]  不僅是智慧上
[00:02:06.900 --> 00:02:10.200]  但也能夠實際上
[00:02:10.200 --> 00:02:12.900]  實踐我們所學到的
[00:02:12.900 --> 00:02:14.000]  事實上
[00:02:14.000 --> 00:02:17.300]  我們再次向你獻上感恩
[00:02:17.300 --> 00:02:20.200]  因為你可以把我們丟棄
[00:02:20.200 --> 00:02:22.600]  當我們犯了罪
[00:02:22.600 --> 00:02:24.400]  但因為你的愛
[00:02:24.400 --> 00:02:26.900]  你不想我們被丟棄
[00:02:26.900 --> 00:02:29.900]  在罪魁禍首的黑暗之中
[00:02:29.900 --> 00:02:31.200]  所以這就是為什麽
[00:02:31.200 --> 00:02:33.400]  透過你的兒子耶穌基督
[00:02:33.400 --> 00:02:35.400]  這條永生的道路
[00:02:35.400 --> 00:02:38.000]  再次建立起來
[00:02:38.000 --> 00:02:40.400]  讓我們得到您的資訊
[00:02:40.400 --> 00:02:43.000]  讓我們再次將心靈
[00:02:43.000 --> 00:02:44.100]  在您面前
[00:02:44.100 --> 00:02:48.700]  跟隨著聖靈的指導
[00:02:48.700 --> 00:02:52.700]  因此我們能夠正確地領受您的說話
[00:02:52.700 --> 00:02:56.200]  並將它放在我們的日常生活中
[00:02:56.200 --> 00:02:57.200]  我們在名義上祈禱
[00:02:57.200 --> 00:02:58.700]  我們的主耶穌基督
[00:02:58.700 --> 00:03:01.200]  阿們
[00:03:19.700 --> 00:03:20.500]  書也不少
[00:03:20.500 --> 00:03:22.300]  不過多倫多其中一隊
[00:03:22.300 --> 00:03:24.100]  籃球隊叫做
[00:03:24.100 --> 00:03:24.900]  速龍
[00:03:24.900 --> 00:03:25.500]  大家知不知道
[00:03:25.500 --> 00:03:27.300]  Raptors
[00:03:27.300 --> 00:03:30.300]  多倫多有一個隊叫做猛龍隊
[00:03:30.300 --> 00:03:31.100]  猛龍啊
[00:03:31.100 --> 00:03:33.100]  不是速龍啊
[00:03:33.100 --> 00:03:34.300]  不知道猛龍還是速龍
[00:03:34.300 --> 00:03:34.900]  我都不知道
[00:03:34.900 --> 00:03:36.100]  因為每個地方都不同
[00:03:36.100 --> 00:03:37.900]  香港翻譯又不同
[00:03:37.900 --> 00:03:38.700]  美國又不同
[00:03:38.700 --> 00:03:40.200]  加拿大又不同
[00:03:40.200 --> 00:03:42.700]  那麽他們表現如何
[00:03:42.700 --> 00:03:43.200]  有沒有人在看
[00:03:43.200 --> 00:03:44.000]  他們的表現怎麽樣
[00:03:44.000 --> 00:03:45.200]  有沒有看的
[00:03:45.200 --> 00:03:46.700]  其實我沒什麽看的
[00:03:46.700 --> 00:03:48.000]  其實我沒什麽看的
[00:03:48.000 --> 00:03:49.900]  幾十年前我就喜歡看籃球
[00:03:49.900 --> 00:03:50.400]  現在沒有了
[00:03:50.400 --> 00:03:52.000]  自己不打就不看了
[00:03:52.000 --> 00:03:53.400]  現在沒有看
[00:03:53.400 --> 00:03:55.000]  他們的表現怎麽樣
[00:03:55.000 --> 00:03:56.200]  我就不清楚了
[00:03:56.200 --> 00:03:57.000]  他們表現怎麽樣
[00:03:57.000 --> 00:03:57.700]  我不太清楚
[00:03:57.700 --> 00:04:00.200]  不過我就很喜歡聽球評家
[00:04:00.200 --> 00:04:03.000]  去評論這些比賽
[00:04:03.000 --> 00:04:05.000]  不過要看他們那個球評論家
[00:04:05.000 --> 00:04:06.000]  來看他們評論
[00:04:06.000 --> 00:04:08.300]  多倫多這隊的籃球隊
[00:04:08.300 --> 00:04:10.800]  Raptors有一個現象
[00:04:10.800 --> 00:04:12.900]  如果多倫多這個球隊
[00:04:12.900 --> 00:04:13.900]  它有一個現象
[00:04:13.900 --> 00:04:15.300]  如果它比賽
[00:04:15.300 --> 00:04:17.300]  那個對手是很強的
[00:04:17.300 --> 00:04:18.500]  如果對手很強
[00:04:18.500 --> 00:04:23.000]  譬如不知道贏了多少屆冠軍
[00:04:23.000 --> 00:04:26.100]  如果是一個隊贏了很多次冠軍的
[00:04:26.100 --> 00:04:28.300]  這個Raptors跟它打的時候
[00:04:28.300 --> 00:04:29.700]  就表現得很好
[00:04:29.700 --> 00:04:33.000]  這個籃球隊跟它比賽就很棒
[00:04:33.000 --> 00:04:35.300]  你真是猜不到它會贏球的
[00:04:35.300 --> 00:04:37.000]  它可能會贏
[00:04:37.000 --> 00:04:39.600]  但是如果它遇上那些魚腩隊
[00:04:39.600 --> 00:04:41.600]  如果碰到那些比較差的隊
[00:04:41.600 --> 00:04:43.500]  打都輸的
[00:04:43.500 --> 00:04:45.100]  一打就比賽就輸
[00:04:45.100 --> 00:04:48.100]  哪一隊是魚腩隊
[00:04:48.100 --> 00:04:51.100]  好像是Philadelphia
[00:04:51.100 --> 00:04:53.600]  那麼經常對這些差的隊
[00:04:53.600 --> 00:04:55.300]  對一些比較差的隊
[00:04:55.300 --> 00:04:57.900]  Raptors越打就越輸的
[00:04:57.900 --> 00:04:59.900]  它這個Raptors就越打越輸
[00:04:59.900 --> 00:05:02.100]  所以球評家通常都會這樣評論
[00:05:02.100 --> 00:05:03.100]  我們這一隊球隊
[00:05:03.100 --> 00:05:05.100]  叫做越強越強
[00:05:05.100 --> 00:05:07.100]  越弱就越弱的
[00:05:07.100 --> 00:05:10.100]  然後球評就對我們這個球隊就是說
[00:05:10.100 --> 00:05:11.300]  越強就越強
[00:05:11.300 --> 00:05:12.500]  越弱就越弱
[00:05:12.500 --> 00:05:14.100]  今天我們不是說籃球
[00:05:14.100 --> 00:05:16.100]  我們說看聖經
[00:05:16.100 --> 00:05:17.100]  今天不講籃球我們講聖經
[00:05:17.100 --> 00:05:20.600]  不過我對這些球評家的頭半句
[00:05:20.600 --> 00:05:25.100]  說到越強越強就很有同感了
[00:05:25.100 --> 00:05:27.600]  結果我就對球評人家前半句
[00:05:27.600 --> 00:05:29.600]  就是越強越強
[00:05:29.600 --> 00:05:31.100]  就感到很有同感
[00:05:31.100 --> 00:05:34.100]  特別我們作為基督徒的生命
[00:05:34.100 --> 00:05:36.100]  對於我們基督徒的生命
[00:05:36.100 --> 00:05:40.100]  其實當我們的生命遇到越多的挑戰的時候
[00:05:40.100 --> 00:05:42.100]  當我們生命遇到很多挑戰的時候
[00:05:42.100 --> 00:05:45.100]  就越能夠反映出我們的屬靈生命是怎樣的
[00:05:45.100 --> 00:05:48.100]  就能反映出我們的屬靈生命是怎樣的
[00:05:48.100 --> 00:05:49.100]  今天我們會回去看
[00:05:49.100 --> 00:05:52.100]  《使徒行傳》第十三章的最後的一部分
[00:05:52.100 --> 00:05:55.100]  今天我們回到《使徒行傳》十三章最後一部分
[00:05:55.100 --> 00:05:57.100]  有44節一直到第52節
[00:05:57.100 --> 00:05:58.100]  從44到52節
[00:05:58.100 --> 00:06:01.100]  在這裡我們看到保羅和巴拿巴
[00:06:01.100 --> 00:06:04.100]  去到外邦這個地方去傳福音的時候
[00:06:04.100 --> 00:06:07.100]  所遇見的難阻絕對不小
[00:06:07.100 --> 00:06:12.100]  我們看到保羅和巴拿巴到外邦去傳道的時候所遇到的阻阻
[00:06:12.100 --> 00:06:15.100]  我一定會詳細看他遇到什麼難阻
[00:06:15.100 --> 00:06:17.100]  我們一會兒接下來看有什麼難阻
[00:06:17.100 --> 00:06:19.100]  但是越遇難阻多
[00:06:19.100 --> 00:06:20.100]  越難阻
[00:06:20.100 --> 00:06:22.100]  他反而更放膽去傳主的道
[00:06:22.100 --> 00:06:24.100]  他更放膽去傳主的道
[00:06:24.100 --> 00:06:26.100]  因為我們發現到上帝的靈
[00:06:26.100 --> 00:06:27.100]  因為上帝的靈
[00:06:27.100 --> 00:06:33.100]  原來在那些遇見越困難難阻的基督徒的生命上面
[00:06:33.100 --> 00:06:36.100]  是在那些越難越有生命的基督徒上面
[00:06:36.100 --> 00:06:38.100]  更加緊密跟他們一起同行
[00:06:38.100 --> 00:06:40.100]  更加緊密地跟他們一起同行
[00:06:40.100 --> 00:06:42.100]  而且更重要的一個原因是
[00:06:42.100 --> 00:06:43.100]  還有一個重要的原因
[00:06:43.100 --> 00:06:46.100]  我們明白到保羅和巴拿巴他們的傳道
[00:06:46.100 --> 00:06:48.100]  我們看到保羅和巴拿巴的傳道
[00:06:48.100 --> 00:06:51.100]  他們不是去服侍人
[00:06:51.100 --> 00:06:52.100]  他們不是服侍人
[00:06:52.100 --> 00:06:54.100]  他們也不是服侍自己的野心
[00:06:54.100 --> 00:06:56.100]  也不是服侍自己的野心
[00:06:56.100 --> 00:07:01.100]  而是因為他們很想上帝向普世裡面去介紹出來
[00:07:01.100 --> 00:07:04.100]  而向上帝向普世人介紹出來
[00:07:04.100 --> 00:07:06.100]  所以這一點上面
[00:07:06.100 --> 00:07:07.100]  在這一點上面
[00:07:07.100 --> 00:07:09.100]  更加鼓勵他們將主的道傳開
[00:07:09.100 --> 00:07:12.100]  更加鼓勵他們將主道傳開
