
[00:00:00.000 --> 00:00:04.500]  讓我們一起低頭禱告
[00:00:04.500 --> 00:00:07.500]  天父我們感謝你藉助師哥
[00:00:07.500 --> 00:00:09.500]  你火熱我們的心
[00:00:09.500 --> 00:00:14.500]  也藉助師哥您給我們很多的啟示
[00:00:14.500 --> 00:00:18.500]  更是我們在敬拜裡面
[00:00:18.500 --> 00:00:21.500]  我們可以體會到主祢自己的心意
[00:00:21.500 --> 00:00:24.500]  也讓我們從祢的話語中
[00:00:24.500 --> 00:00:26.500]  我們來傳講
[00:00:26.500 --> 00:00:28.000]  我們來高舉
[00:00:28.000 --> 00:00:32.000]  讓祢的旨意可以在我們當中通行無阻
[00:00:32.000 --> 00:00:37.000]  我們把今天來崇拜的每一位弟兄姊妹
[00:00:37.000 --> 00:00:40.000]  都恭敬仰望在您的手中
[00:00:40.000 --> 00:00:42.000]  我們也有朋友還未信的
[00:00:42.000 --> 00:00:45.000]  在我們當中也求主一樣
[00:00:45.000 --> 00:00:47.000]  祢的恩典領到他們
[00:00:47.000 --> 00:00:49.000]  讓我們在這裡敬拜的時候
[00:00:49.000 --> 00:00:52.000]  我們知道是一個聖潔的地方
[00:00:52.000 --> 00:00:55.000]  是神祢寶座樹裡的地方
[00:00:55.000 --> 00:00:58.000]  是祢榮耀彰顯的一個地方
[00:00:58.000 --> 00:01:04.000]  讓我們起一個敬畏的心來到主的面前
[00:01:04.000 --> 00:01:08.000]  使我們的和蒙昭的恩相稱
[00:01:08.000 --> 00:01:11.000]  感謝禱告奉主耶穌的名
[00:01:11.000 --> 00:01:12.000]  阿們
[00:01:12.000 --> 00:01:19.000]  很多時候我講到
[00:01:19.000 --> 00:01:21.000]  雖然是有大綱
[00:01:21.000 --> 00:01:26.000]  但是內容多多少少會有一些更改
[00:01:26.000 --> 00:01:29.000]  也是因為一時心中的感動
[00:01:29.000 --> 00:01:35.000]  也是神給我的一些感動
[00:01:35.000 --> 00:01:37.000]  今天我坐在後面的時候
[00:01:37.000 --> 00:01:39.000]  通常我都會唱詩
