
[00:00:00.000 --> 00:00:03.600]  今日我和大家在父親節的時候
[00:00:03.600 --> 00:00:07.300]  當然分享一些關乎父親的訊息
[00:00:07.300 --> 00:00:08.500]  但是我們也知道
[00:00:08.500 --> 00:00:10.600]  我們不單有地上的父親
[00:00:10.600 --> 00:00:12.100]  更加有天上的父神
[00:00:12.100 --> 00:00:13.900]  所以這是今晚我的題目
[00:00:13.900 --> 00:00:16.600]  地上的父親 天上的父神
[00:00:16.600 --> 00:00:20.700]  神以地上的父親和兒女之間的關係
[00:00:20.700 --> 00:00:26.000]  來表明所有我們屬神的兒女和天父的關係
[00:00:26.000 --> 00:00:29.000]  所以這是很值得我們來感恩
[00:00:29.000 --> 00:00:32.800]  不單止我們有地上的父親
[00:00:32.800 --> 00:00:36.500]  更重要的是我們有天上的父神
[00:00:36.500 --> 00:00:39.900]  所以今天和大家先講地上的父親
[00:00:39.900 --> 00:00:43.100]  地上的父親
[00:00:43.100 --> 00:00:44.700]  我們感謝主
[00:00:44.700 --> 00:00:49.500]  我們每個人都有父親有母親
[00:00:49.500 --> 00:00:52.000]  在這個世界上神透過父母親
[00:00:52.000 --> 00:00:54.600]  將我們帶到這個世界
[00:00:54.600 --> 00:00:58.900]  雖然很多時候父親節
[00:00:58.900 --> 00:01:03.400]  比母親節少一點慶祝
[00:01:03.400 --> 00:01:06.100]  不知道大家是否也覺得這樣
[00:01:06.100 --> 00:01:08.300]  今早還有人問
[00:01:08.300 --> 00:01:10.200]  今天有沒有主日殼?
[00:01:10.200 --> 00:01:11.700]  我們說主日殼照常
[00:01:11.700 --> 00:01:14.100]  為何母親節沒有主日殼?
[00:01:14.100 --> 00:01:17.700]  父親節照常
[00:01:17.700 --> 00:01:25.900]  唯有說父親節就是我們繼續學習神的話
[00:01:25.900 --> 00:01:29.600]  無論如何我們都有父親節
[00:01:29.600 --> 00:01:33.600]  所以世人都認定父親是重要的
[00:01:33.600 --> 00:01:38.400]  大家知不知道父親節的來源?
[00:01:38.400 --> 00:01:40.000]  我們身在美國
[00:01:40.000 --> 00:01:41.900]  說一下美國的父親節
[00:01:41.900 --> 00:01:47.300]  我們有個團體上個星期聚會時有提到
[00:01:47.300 --> 00:01:50.500]  我在這裡都輕輕說說
[00:01:50.500 --> 00:01:52.300]  父親節來源
[00:01:52.300 --> 00:01:58.600]  大家知道這是我們沒有多久之前
[00:01:58.600 --> 00:02:01.200]  才正式定為全美國的
[00:02:01.200 --> 00:02:04.200]  這一天就是六月第三個星期日
[00:02:04.200 --> 00:02:05.800]  是父親節
[00:02:05.800 --> 00:02:09.200]  所以是在二十世紀裏面才有的
[00:02:09.200 --> 00:02:12.000]  當然美國的歷史也不是很長
[00:02:12.000 --> 00:02:13.400]  但是無論如何
[00:02:13.400 --> 00:02:18.700]  在大概二十世紀初
[00:02:18.700 --> 00:02:22.100]  有一位叫多德夫人
[00:02:22.100 --> 00:02:26.300]  她的英文名叫Sonara Dodd
[00:02:26.300 --> 00:02:28.700]  在她十三歲的時候
[00:02:28.700 --> 00:02:30.800]  因為她的家庭情況
[00:02:30.800 --> 00:02:33.400]  她的母親去世了
[00:02:33.400 --> 00:02:35.500]  她有五個弟弟
[00:02:35.500 --> 00:02:39.500]  她身為姐姐來照顧五個弟弟
[00:02:39.500 --> 00:02:41.600]  而事實上最重要的就是
[00:02:41.600 --> 00:02:46.600]  將所有的責任都放在她的父親的肩頭上
[00:02:46.600 --> 00:02:49.200]  所以一直以來這位父親
[00:02:49.200 --> 00:02:54.000]  在這位Sonara Dodd的心目中
[00:02:54.000 --> 00:02:55.500]  是非常重要的
[00:02:55.500 --> 00:02:59.300]  亦都很感謝父親對他們的家庭
[00:02:59.300 --> 00:03:03.100]  特別是對他們自己和他們的弟弟
[00:03:03.100 --> 00:03:06.200]  有一個很大的影響
[00:03:06.200 --> 00:03:09.500]  所以她認為當時的社會
[00:03:09.500 --> 00:03:12.100]  已經有了母親節這件事
[00:03:12.100 --> 00:03:14.100]  她覺得應該有一天
[00:03:14.100 --> 00:03:19.400]  來紀念父親的勞苦 父親的重要
[00:03:19.400 --> 00:03:22.400]  所以她就來推崇在她的教會
[00:03:22.400 --> 00:03:26.000]  和後來在她父親離開世界
[00:03:26.000 --> 00:03:29.000]  在1910年的時候
[00:03:29.000 --> 00:03:33.400]  她向華盛頓州的政府寫了一封信
[00:03:33.400 --> 00:03:37.200]  來懇切希望政府能夠
[00:03:37.200 --> 00:03:40.400]  可以定一天來紀念父親
[00:03:40.400 --> 00:03:42.700]  既然有母親節
[00:03:42.700 --> 00:03:44.300]  所以她就建議
[00:03:44.300 --> 00:03:45.800]  因為她不知道哪一天
[00:03:45.800 --> 00:03:47.600]  就找她爸爸的生日
[00:03:47.600 --> 00:03:51.100]  就是6月5日作為父親節
[00:03:51.100 --> 00:03:54.400]  當然政府不會因為她一個人
[00:03:54.400 --> 00:03:56.600]  所以這件事就辯論了很久
[00:03:56.600 --> 00:03:58.600]  會不會定什麼日子
[00:03:58.600 --> 00:03:59.800]  究竟有沒有這一天
[00:03:59.800 --> 00:04:01.800]  都搞了很多年
[00:04:01.800 --> 00:04:03.400]  結果長話短說
[00:04:03.400 --> 00:04:05.400]  真正定立這一年
[00:04:05.400 --> 00:04:09.800]  經過很多次反覆的討論
[00:04:09.800 --> 00:04:11.800]  有些人贊成 有些人不贊成
[00:04:11.800 --> 00:04:14.400]  有些人說局部 有些人說全國
[00:04:14.400 --> 00:04:17.400]  結果去到1972年
[00:04:17.400 --> 00:04:20.400]  在所有其他州 各個城市
[00:04:20.400 --> 00:04:22.400]  不同的人的階層裏面
[00:04:22.400 --> 00:04:24.400]  都認為強烈呼籲
[00:04:24.400 --> 00:04:27.900]  以至美國的尼克遜總統
[00:04:27.900 --> 00:04:29.900]  Nixon他才簽署了
[00:04:29.900 --> 00:04:31.900]  在1972年簽署
[00:04:31.900 --> 00:04:33.900]  通過國會
[00:04:33.900 --> 00:04:38.900]  然後定立6月第三個州日
[00:04:38.900 --> 00:04:42.900]  成為全國性的父親節
[00:04:42.900 --> 00:04:44.900]  所以我們都感謝神
[00:04:44.900 --> 00:04:46.900]  雖然在地上
[00:04:46.900 --> 00:04:48.900]  我們知道父親的重要
[00:04:48.900 --> 00:04:50.900]  但公開承認的確有不同的國家
[00:04:50.900 --> 00:04:52.900]  不同的日子來紀念父親
[00:04:52.900 --> 00:04:54.900]  台灣就是8月8日
[00:04:54.900 --> 00:04:58.900]  因為用國語就是爸爸節
[00:04:58.900 --> 00:05:00.900]  爸爸 8月8日
[00:05:00.900 --> 00:05:02.900]  當然也有不同的地方
[00:05:02.900 --> 00:05:03.900]  有不同的日子
[00:05:03.900 --> 00:05:04.900]  但無論如何
[00:05:04.900 --> 00:05:07.900]  我們知道這個都是世人所認定的
[00:05:07.900 --> 00:05:09.900]  父親是很重要的
[00:05:09.900 --> 00:05:10.900]  所以我們在這裏
[00:05:10.900 --> 00:05:12.900]  實在感謝我們的父親
[00:05:12.900 --> 00:05:14.900]  也紀念他們的奴婦
[00:05:14.900 --> 00:05:16.900]  任勞任怨
[00:05:16.900 --> 00:05:18.900]  當然在早期的年代
[00:05:18.900 --> 00:05:20.900]  差不多父親就是
[00:05:20.900 --> 00:05:24.900]  The only sole breadwinner
[00:05:24.900 --> 00:05:27.900]  他在一家裏面來謀生
[00:05:27.900 --> 00:05:29.900]  所以他實在是
[00:05:29.900 --> 00:05:31.900]  擔當一個很重要的角色
[00:05:31.900 --> 00:05:33.900]  和擔子
[00:05:33.900 --> 00:05:36.900]  因為負責整個家庭的經濟命脈
[00:05:36.900 --> 00:05:38.900]  所以今天我收到一個text
[00:05:38.900 --> 00:05:39.900]  很有意思
[00:05:39.900 --> 00:05:41.900]  我從來沒有想過這件事
[00:05:41.900 --> 00:05:43.900]  他說父親節快樂
[00:05:43.900 --> 00:05:45.900]  父親節
[00:05:45.900 --> 00:05:46.900]  國語讀
[00:05:46.900 --> 00:05:47.900]  父親
[00:05:47.900 --> 00:05:50.900]  即是父親所有費用的父親
[00:05:50.900 --> 00:05:52.900]  父親
[00:05:52.900 --> 00:05:54.900]  即是付錢就是他付錢
[00:05:54.900 --> 00:05:55.900]  父親節
[00:05:55.900 --> 00:05:59.900]  生活費、學費、日常生活費
[00:05:59.900 --> 00:06:01.900]  所以就是
[00:06:01.900 --> 00:06:03.900]  父親節
[00:06:03.900 --> 00:06:05.900]  這些帳號
[00:06:05.900 --> 00:06:07.900]  所以父親很多時候
[00:06:07.900 --> 00:06:09.900]  沒有什麼人好像說大慶祝
[00:06:09.900 --> 00:06:11.900]  因為多數都是低調的
[00:06:11.900 --> 00:06:13.900]  父親很多時候都是任勞任怨
[00:06:13.900 --> 00:06:14.900]  沒什麼聲音
[00:06:14.900 --> 00:06:15.900]  你慶祝也好
[00:06:15.900 --> 00:06:16.900]  不慶祝也好
[00:06:16.900 --> 00:06:18.900]  他都盡力而為的
[00:06:18.900 --> 00:06:19.900]  所以我們在這裏
[00:06:19.900 --> 00:06:21.900]  默然來感謝我們的父親
[00:06:21.900 --> 00:06:24.900]  也公然來感謝我們的父親們
[00:06:24.900 --> 00:06:26.900]  紀念他們所擺上的
[00:06:26.900 --> 00:06:28.900]  當然到了現代的時候
[00:06:28.900 --> 00:06:31.900]  可能父親母親都一起工作
[00:06:31.900 --> 00:06:35.900]  很多都是身兼父職的母親
[00:06:35.900 --> 00:06:39.900]  我們也在這裏向他們鼓勵
[00:06:39.900 --> 00:06:42.900]  也去致敬
[00:06:42.900 --> 00:06:44.900]  這是第一
[00:06:44.900 --> 00:06:46.900]  世人都認定父親是重要的
[00:06:46.900 --> 00:06:49.900]  希望我們今天都把握住機會
[00:06:49.900 --> 00:06:51.900]  多謝我們的父親
[00:06:51.900 --> 00:06:53.900]  如果我們不是在座
[00:06:53.900 --> 00:06:54.900]  是在家裏看的
[00:06:54.900 --> 00:06:57.900]  如果旁邊那個是你父親拍他
[00:06:57.900 --> 00:06:58.900]  多謝他
[00:06:58.900 --> 00:07:00.900]  父親節快樂
[00:07:00.900 --> 00:07:01.900]  如果只有你自己在看
[00:07:01.900 --> 00:07:03.900]  你是父親的就拍一下自己
[00:07:03.900 --> 00:07:05.900]  也有人紀念我們
[00:07:05.900 --> 00:07:06.900]  起碼我們在這裏
[00:07:06.900 --> 00:07:10.900]  也來表揚父親的重要
[00:07:10.900 --> 00:07:14.900]  第二我們也看到天上的父親
[00:07:14.900 --> 00:07:16.900]  有天父認定
[00:07:16.900 --> 00:07:18.900]  不單是世人認定他是重要的
[00:07:18.900 --> 00:07:21.900]  天父認定父親的重要
[00:07:21.900 --> 00:07:23.900]  昨晚我們團契也有人問
[00:07:23.900 --> 00:07:26.900]  為什麼天父用父來代表
[00:07:26.900 --> 00:07:29.900]  不是用母來代表
[00:07:29.900 --> 00:07:31.900]  我們也看到
[00:07:31.900 --> 00:07:33.900]  神用天父的角色出現
[00:07:33.900 --> 00:07:35.900]  也肯定了天父
[00:07:35.900 --> 00:07:37.900]  肯定父親的重要
[00:07:37.900 --> 00:07:40.900]  當然在舊約的經文下
[00:07:40.900 --> 00:07:42.900]  甚至到新約的時代
[00:07:42.900 --> 00:07:44.900]  早期都是以男性為主
[00:07:44.900 --> 00:07:45.900]  來作為代表
[00:07:45.900 --> 00:07:48.900]  所以當聖經這樣說
[00:07:48.900 --> 00:07:50.900]  你們作父親的不要惹兒女的氣
[00:07:50.900 --> 00:07:52.900]  只要照著主的教訓
[00:07:52.900 --> 00:07:54.900]  和警戒養育他們
[00:07:54.900 --> 00:07:56.900]  當然也在這份所書
[00:07:56.900 --> 00:07:58.900]  包括了母親
[00:07:58.900 --> 00:08:00.900]  但是以父親為代表
[00:08:00.900 --> 00:08:02.900]  我們也覺得天父認定
[00:08:02.900 --> 00:08:04.900]  父親的重要性
[00:08:04.900 --> 00:08:07.900]  因為不是很多人以為
[00:08:07.900 --> 00:08:09.900]  教子女就是母親
[00:08:09.900 --> 00:08:10.900]  其實不是
[00:08:10.900 --> 00:08:12.900]  聖經裏面很強調
[00:08:12.900 --> 00:08:14.900]  作為父親
[00:08:14.900 --> 00:08:16.900]  而且也很容易
[00:08:16.900 --> 00:08:19.900]  父親可能沒那麼容易
[00:08:19.900 --> 00:08:21.900]  有溫柔那方面
[00:08:21.900 --> 00:08:23.900]  母親比較容易
[00:08:23.900 --> 00:08:25.900]  所以有時候會惹兒女的氣
[00:08:25.900 --> 00:08:29.900]  在哥羅西書三章二十一節
[00:08:29.900 --> 00:08:35.900]  「你們作父親的不要惹兒女的氣
[00:08:35.900 --> 00:08:38.900]  恐怕他們失了志氣」
[00:08:38.900 --> 00:08:41.900]  很明顯說到有些說話太過強烈
[00:08:41.900 --> 00:08:45.900]  或者有時候在表達
[00:08:45.900 --> 00:08:47.900]  或者脾氣上
[00:08:47.900 --> 00:08:48.900]  或者沒那麼忍耐
[00:08:48.900 --> 00:08:51.900]  可能是來挫敗了我們的兒女
[00:08:51.900 --> 00:08:53.900]  或者說話的時候
[00:08:53.900 --> 00:08:56.900]  太過直接而沒技巧
[00:08:56.900 --> 00:08:59.900]  或者說到負面
[00:08:59.900 --> 00:09:02.900]  卻忘記了正面的鼓勵
[00:09:02.900 --> 00:09:05.900]  或者甚至說鼓勵說話的時候
[00:09:05.900 --> 00:09:09.900]  也有少許貶低了他們的價值
[00:09:09.900 --> 00:09:11.900]  或者削弱了他們的志氣
[00:09:11.900 --> 00:09:15.900]  所以這個也是提醒作父親的
[00:09:15.900 --> 00:09:16.900]  特別的
[00:09:16.900 --> 00:09:19.900]  當然我相信也包括母親
[00:09:19.900 --> 00:09:24.900]  但是以父親更加明顯說不要惹兒女的氣
