
[00:00:00.000 --> 00:00:05.220]  今天我們所處的世代,實在是一個動盪不安的世代。
[00:00:05.220 --> 00:00:07.300]  每天當你打開報紙,
[00:00:07.300 --> 00:00:14.300]  幾乎沒有什麼好消息是讓我們心中能夠有平安跟喜樂的。
[00:00:14.300 --> 00:00:18.700]  我最近常常在想,面對這樣一個世代做一個基督徒,
[00:00:18.700 --> 00:00:22.000]  我們到底能夠做些什麼呢?
[00:00:22.000 --> 00:00:30.500]  其實神在每一個世代,都在尋找一些肯為祂國度擺上的待求者。
[00:00:30.500 --> 00:00:34.600]  這位是以西傑書二十二章第三十節,我們很熟悉的聖經。
[00:00:34.600 --> 00:00:38.200]  神在這時候,我在他們中間尋找一個人,重修強原,
[00:00:38.200 --> 00:00:41.100]  在他們面前為這國站在破口防堵,
[00:00:41.100 --> 00:00:45.400]  使我不滅絕這國,卻找不到一個。
[00:00:45.400 --> 00:00:52.000]  我們看見神在每一個世代,都渴望尋找一些明白祂的心意的,
[00:00:52.000 --> 00:00:57.400]  能夠為那個世代禱告,讓神的旨意能夠成全。
[00:00:57.400 --> 00:01:02.400]  很多時候神卻發出一個嘆息說,祂找不到一個人。
[00:01:02.400 --> 00:01:05.400]  我們看見在摩西的世代,神興起摩西,
[00:01:05.400 --> 00:01:10.300]  祂不但是偉大的領袖,祂更是一個偉大的待求者。
[00:01:10.300 --> 00:01:12.700]  當以色列在曠野漂流的時候,
[00:01:12.700 --> 00:01:15.400]  那是以色列充滿危機的世代,
[00:01:15.400 --> 00:01:18.200]  多少次以色列人背逆抵擋神,
[00:01:18.200 --> 00:01:21.700]  甚至用神所給他們的金子,
[00:01:21.700 --> 00:01:26.700]  做成一個金牛犢來拜祂說,這是引我們出埃及的神,
[00:01:26.700 --> 00:01:29.800]  惹動了神的怒氣。
[00:01:29.800 --> 00:01:34.900]  卻是因為摩西在神面前的待求,
[00:01:34.900 --> 00:01:38.900]  扭轉了整個世代的一個命運。
[00:01:38.900 --> 00:01:43.400]  所以今天早上我們要從摩西在神面前的禱告,
[00:01:43.400 --> 00:01:48.700]  我們一同來學習,我們怎麼樣能為這個世代來待求呢?
[00:01:48.700 --> 00:01:50.500]  我們看見摩西的禱告有三方面。
[00:01:50.500 --> 00:01:58.900]  第一個,要求神同在的彰顯。
[00:01:58.900 --> 00:02:04.200]  你知道當以色列人用金牛犢,他們拜金牛犢的時候,
[00:02:04.200 --> 00:02:06.500]  他們惹動了神的怒氣,
[00:02:06.500 --> 00:02:09.400]  神就向以色列人發怒。
[00:02:09.400 --> 00:02:13.300]  神對摩西說,我還是會按照我的應許,
[00:02:13.300 --> 00:02:16.900]  帶領我的百姓,讓他們進入應許之地,沒有問題,
[00:02:16.900 --> 00:02:19.700]  甚至天使會為他們開路。
[00:02:19.700 --> 00:02:25.000]  只是神說,我卻不與你們同去。
[00:02:25.000 --> 00:02:29.500]  其實按照人的想法,雖然這不是最理想的狀況,
[00:02:29.500 --> 00:02:31.400]  但是也還不錯啦。
[00:02:31.400 --> 00:02:33.400]  神的應許還是會成就,
[00:02:33.400 --> 00:02:37.000]  神給我們的地界應許地,我們還可以進去,都沒問題,
[00:02:37.000 --> 00:02:40.800]  只是神說,祂不與我們同去而已。
[00:02:40.800 --> 00:02:43.800]  按照我們的想法,也OK啦。
[00:02:43.800 --> 00:02:49.200]  換了我們可能說,好吧,差強人意,我們還是歡喜前行吧。
[00:02:49.200 --> 00:02:52.300]  但在這裡十五節,摩西怎麼說呢?
[00:02:52.300 --> 00:02:56.200]  摩西說,主啊,你若不親自與我們同去,
[00:02:56.200 --> 00:03:00.200]  就不要把我們從這裡領上去。
[00:03:00.200 --> 00:03:08.200]  換句話說,祂是說,主啊,我寧可要祢的同在,勝過一切的祝福。
[00:03:08.200 --> 00:03:10.200]  你們?
[00:03:10.200 --> 00:03:18.200]  摩西說,主啊,我寧可要祢的同在,勝過一切的祝福。
[00:03:18.200 --> 00:03:22.600]  第五節,常常我們來到神的面前,我們祈求所嚮往的是什麼呢?
[00:03:22.600 --> 00:03:25.900]  多少說我們只是求神的祝福?
[00:03:25.900 --> 00:03:29.100]  我們很少想到要主的同在,不是嗎?
[00:03:29.100 --> 00:03:32.400]  多少說我們禱告是因為我們在困境當中?
[00:03:32.400 --> 00:03:34.200]  我們需要神的幫助。
[00:03:34.200 --> 00:03:37.900]  但什麼時候一旦我們經歷神的恩典,困境一過去,
[00:03:37.900 --> 00:03:42.400]  我們就忽略了,也就不再繼續禱告。
[00:03:42.400 --> 00:03:47.500]  多少說人來參加禱告會,都是因為在失業當中希望求神預備工作,
[00:03:47.500 --> 00:03:51.800]  失業的時候每一個禱告會都參加,什麼禱告會都參加。
[00:03:51.800 --> 00:03:58.300]  可是一旦找到工作,一忙碌,就不來禱告,覺得不需要禱告了。
[00:03:58.300 --> 00:04:03.200]  單身的也是一樣,還沒找到對象的時候,禱告會一定必到。
[00:04:03.200 --> 00:04:07.200]  一結了婚,一忙,也就不來了。
[00:04:07.200 --> 00:04:14.500]  很多時候我看今天基督徒,我們還是看重祝福,過於神的同在。
[00:04:14.500 --> 00:04:17.900]  甚至教會也是一樣,多少說我們在教會求復興,
[00:04:17.900 --> 00:04:22.600]  因為我們覺得教會軟弱無力,覺得這個國家充滿危機。
[00:04:22.600 --> 00:04:25.500]  但是什麼時候我們一旦經歷了教會的成長跟突破,
[00:04:25.500 --> 00:04:30.300]  看見整個社會危機過去,我們也覺得不需要再禱告了。
[00:04:30.300 --> 00:04:36.900]  多少說我們還只是看重這個祝福,看重危機的解決,
[00:04:36.900 --> 00:04:43.200]  過於看重神的同在,但摩西在這裡卻是很重要,他抓緊了神。
[00:04:43.200 --> 00:04:48.900]  他說主啊,我們不只是要有祢的祝福,我們更是要祢的同在。
[00:04:48.900 --> 00:04:54.700]  若是沒有祢的同在,我們寧可不要這些祝福。
[00:04:54.700 --> 00:04:56.900]  為什麼摩西最愛在那裡禱告?
[00:04:56.900 --> 00:05:01.300]  因為我告訴你,今天無論神所給我們是什麼,
[00:05:01.300 --> 00:05:04.400]  也許地上的事情,地上的祝福,
[00:05:04.400 --> 00:05:07.500]  無論我們所求的,好像屬靈的獻上復興什麼,
[00:05:07.500 --> 00:05:11.800]  這些獻上那些獻上,這些都會過去的。
