
[00:00:00.000 --> 00:00:04.300]  今日我哋試下去睇一啲新嘅題目
[00:00:04.300 --> 00:00:06.760]  一個題目我哋好多時會諗到嘅
[00:00:06.760 --> 00:00:08.080]  天生地
[00:00:08.080 --> 00:00:09.160]  一啲終末嘅事情
[00:00:09.160 --> 00:00:11.720]  人生裏面最末嘅時候
[00:00:11.720 --> 00:00:13.080]  最後嘅時候
[00:00:13.080 --> 00:00:17.080]  或者世界最後嘅時候會發生咩事呢
[00:00:17.080 --> 00:00:20.040]  咁呢一啲嘅問題都係好似新嘅問題
[00:00:20.040 --> 00:00:24.480]  特別我哋生命裏面遇見到唔同嘅難處嘅時候
[00:00:24.480 --> 00:00:26.600]  無論喺生命裏面一啲嘅失去
[00:00:26.600 --> 00:00:28.520]  或者特別係親友
[00:00:28.520 --> 00:00:31.320]  過去離開世界
[00:00:31.320 --> 00:00:34.360]  咁就頭先我哋祈禱嘅時候
[00:00:34.360 --> 00:00:36.200]  特別紀念到兩位
[00:00:36.200 --> 00:00:38.880]  喺我哋中間嘅大英姐妹家庭
[00:00:38.880 --> 00:00:39.960]  咁我哋呢
[00:00:39.960 --> 00:00:43.200]  有時需要去諗一諗呢啲咁樣嘅topic
[00:00:43.200 --> 00:00:45.240]  雖然呢好多時我哋會覺得
[00:00:45.240 --> 00:00:50.720]  呢啲嘅問題唔係我哋成日會朝思暮想嘅
[00:00:50.720 --> 00:00:52.000]  但係呢
[00:00:52.000 --> 00:00:53.400]  有一啲嘅題目
[00:00:53.400 --> 00:00:55.040]  係需要去諗嘅
[00:00:55.040 --> 00:00:58.000]  係需要去思考嘅
[00:00:58.000 --> 00:01:00.520]  聖經呢裏面有好多嘅地方
[00:01:00.520 --> 00:01:04.240]  講到呢啲所謂終末嘅教導
[00:01:04.240 --> 00:01:05.360]  人生嘅終末
[00:01:05.360 --> 00:01:06.920]  世界嘅終末
[00:01:06.920 --> 00:01:10.880]  好多時呢唔係一啲好抽象嘅理論嚟嘅
[00:01:10.880 --> 00:01:13.280]  即係話呢聖經裏面啲作者
[00:01:13.280 --> 00:01:14.640]  保羅等等
[00:01:14.640 --> 00:01:16.520]  佢哋講到一啲人生嘅終末嘅時候
[00:01:16.520 --> 00:01:20.200]  唔係純粹呢係茶餘飯後嘅時候諗一諗
[00:01:20.200 --> 00:01:21.720]  不如思想下呢啲咁嘅嘢
[00:01:21.720 --> 00:01:23.240]  然而又寫一啲咁嘅嘢
[00:01:23.240 --> 00:01:25.120]  好多時呢呢啲終末嘅教導呢
[00:01:25.120 --> 00:01:29.440]  都係出自一啲嘅實際嘅處境
[00:01:29.440 --> 00:01:30.760]  譬如教會裏面
[00:01:30.760 --> 00:01:33.280]  有一啲嘅試煉或者困難嚟到
[00:01:33.280 --> 00:01:34.160]  或者呢
[00:01:34.160 --> 00:01:37.880]  有一啲嘅教會裏面嘅成員
[00:01:37.880 --> 00:01:39.600]  佢哋嘅家人
[00:01:39.600 --> 00:01:42.280]  係去世過咗身
[00:01:42.280 --> 00:01:46.200]  到底佢哋應該點樣去到思考呢個問題
[00:01:46.200 --> 00:01:48.600]  好多時聖經就係喺呢啲處境裏面
[00:01:48.600 --> 00:01:52.160]  寫出一啲所謂終末嘅教導
[00:01:52.160 --> 00:01:53.000]  講到天家
[00:01:53.000 --> 00:01:54.400]  講到呢新天新地
[00:01:54.400 --> 00:01:56.000]  New heaven and new earth
[00:01:56.000 --> 00:01:57.960]  到底一回咩事
[00:01:57.960 --> 00:02:00.720]  如果你記得有啲地方講到主在來
[00:02:00.720 --> 00:02:04.320]  譬如貼薩雷加前書第四章
[00:02:04.320 --> 00:02:06.840]  講到主在來嘅景況係點樣
[00:02:06.840 --> 00:02:09.360]  絕對唔係一啲抽空嘅去思考
[00:02:09.360 --> 00:02:11.120]  呢啲咁嘅問題寫下
[00:02:11.120 --> 00:02:12.280]  原因係點解呢
[00:02:12.280 --> 00:02:13.760]  因為開始嘅時候就係話
[00:02:13.760 --> 00:02:16.760]  佢哋中間有一啲嘅家人
[00:02:16.760 --> 00:02:19.000]  一啲嘅親友係離開呢個世界
[00:02:19.000 --> 00:02:23.480]  保羅就去動筆去寫一啲咁樣嘅嘢
[00:02:23.480 --> 00:02:26.520]  話畀佢哋聽我哋終末裏面有啲咩盼望
[00:02:26.520 --> 00:02:29.320]  或者講唔多前書第十五章
[00:02:29.320 --> 00:02:31.200]  講到死人復活嘅事
[00:02:31.200 --> 00:02:32.320]  基督復活嘅事
[00:02:32.320 --> 00:02:33.480]  好多時我哋復活節嘅時候
[00:02:33.480 --> 00:02:35.360]  就會睇呢啲咁嘅經文
[00:02:35.360 --> 00:02:37.480]  原因唔係因為呢
[00:02:37.480 --> 00:02:42.480]  想抽象地嚟到去教導呢啲嘅題目
[00:02:42.480 --> 00:02:44.840]  而係佢哋中間有啲咁嘅問題
[00:02:44.840 --> 00:02:45.920]  而佢中間有啲問題
[00:02:45.920 --> 00:02:46.760]  因為呢
[00:02:46.760 --> 00:02:48.840]  係佢哋中間確係有人呢
[00:02:48.840 --> 00:02:51.080]  已經係離開咗世界
[00:02:51.080 --> 00:02:52.800]  咁佢哋會去邊
[00:02:52.800 --> 00:02:54.680]  我哋又去邊呢
[00:02:54.680 --> 00:02:57.800]  所以呢呢度係一啲實際處境裏面出現嘅
[00:02:57.800 --> 00:02:59.120]  中原嘅教導
[00:02:59.120 --> 00:03:00.760]  再講譬如啟示錄
[00:03:00.760 --> 00:03:04.680]  啟示錄講到新天新地最後嗰幾章聖經
[00:03:04.680 --> 00:03:06.160]  點解會講呢啲咁嘅嘢
[00:03:06.160 --> 00:03:07.920]  因為初期嘅教會
[00:03:07.920 --> 00:03:09.840]  佢哋面對住好多迫害
[00:03:09.840 --> 00:03:14.040]  甚至有人係殉道離開呢個世界
[00:03:14.040 --> 00:03:15.400]  喺個帝國嘅迫害
[00:03:15.400 --> 00:03:17.240]  喺個帝國嘅陰影底下
[00:03:17.240 --> 00:03:20.680]  佢哋點樣可以能夠得勝呢
[00:03:20.680 --> 00:03:23.640]  呢啲都係一啲好實際嘅處境
[00:03:23.640 --> 00:03:25.120]  等於我哋今日坐喺度
[00:03:25.120 --> 00:03:28.480]  我哋都面對緊一啲好實際嘅處境
[00:03:28.480 --> 00:03:30.280]  我哋嘅親人離開
[00:03:30.280 --> 00:03:32.920]  或者我哋親人重病
[00:03:32.920 --> 00:03:36.640]  我哋開始要被迫去諗呢啲咁嘅嘢
[00:03:36.640 --> 00:03:40.480]  所以呢亦都係講到呢啲綜活嘅事情嘅時候
[00:03:40.480 --> 00:03:42.520]  千祈唔好覺得
[00:03:42.520 --> 00:03:44.480]  呢啲係唔會發生喺我身上
[00:03:44.480 --> 00:03:46.840]  雖然我哋唔會成日諗
[00:03:46.840 --> 00:03:50.160]  不過係必須要去思考
[00:03:50.160 --> 00:03:52.480]  今次我哋第一次去睇
[00:03:52.480 --> 00:03:55.880]  約翰福音第十四章
[00:03:55.880 --> 00:03:57.680]  耶穌點樣講呢呢度
[00:03:57.680 --> 00:03:59.600]  佢話你心裏面不如憂愁
[00:03:59.600 --> 00:04:01.840]  你們信上帝也當信我
[00:04:01.840 --> 00:04:04.320]  在我父的家裏面有許多住處
[00:04:04.320 --> 00:04:05.600]  若是沒有
[00:04:05.600 --> 00:04:08.560]  我就早已告訴你們了
[00:04:08.560 --> 00:04:10.880]  我去完事為你們預備地方
[00:04:10.880 --> 00:04:12.920]  我若去為你們預備地方
[00:04:12.920 --> 00:04:16.360]  就必再來接你們到我那裏去
[00:04:16.360 --> 00:04:18.320]  我在那裏叫你們也在那裏
[00:04:18.320 --> 00:04:23.040]  我往那裏去你們知道哪條路
[00:04:23.040 --> 00:04:25.200]  多瑪就話
[00:04:25.200 --> 00:04:27.080]  主啊我唔知道你去哪裏
[00:04:27.080 --> 00:04:29.360]  怎麼能知道哪條路呢
[00:04:29.360 --> 00:04:30.680]  耶穌對他說
[00:04:30.680 --> 00:04:33.080]  我就是道路真理生命
[00:04:33.080 --> 00:04:34.040]  若不藉著我
[00:04:34.040 --> 00:04:36.960]  沒有人能到乎那裏去
[00:04:36.960 --> 00:04:38.120]  很熟悉的經文
[00:04:38.120 --> 00:04:40.440]  很多時候在安息委拜會用的
[00:04:40.440 --> 00:04:42.000]  這段的經文
[00:04:42.000 --> 00:04:45.040]  其實是在一段很大段的部分
[00:04:45.040 --> 00:04:47.720]  就是約翰福音十三至十七章
[00:04:47.720 --> 00:04:49.240]  那一段大的部分
[00:04:49.240 --> 00:04:53.400]  是所謂的Farewell Discourse
[00:04:53.400 --> 00:04:55.320]  就是耶穌臨走之前
[00:04:55.320 --> 00:04:57.760]  祂講了一段的說話
[00:04:57.760 --> 00:05:01.200]  或者一段很長的一篇講道
[00:05:01.200 --> 00:05:01.920]  在哪裏講呢
[00:05:01.920 --> 00:05:05.160]  在最後聖餐的所謂上樓房
[00:05:05.160 --> 00:05:06.400]  Upper Room的地方
[00:05:06.400 --> 00:05:08.000]  去講這段話
[00:05:08.000 --> 00:05:10.200]  你記得第十三章約翰福音
[00:05:10.200 --> 00:05:11.920]  就是事後已經到臨
[00:05:11.920 --> 00:05:15.240]  耶穌在晚餐的場合
[00:05:15.240 --> 00:05:17.160]  祂就拿起盤子
[00:05:17.160 --> 00:05:18.960]  然後脫了衣服
[00:05:18.960 --> 00:05:22.240]  然後就去為門徒洗腳
[00:05:22.240 --> 00:05:23.800]  在最後的晚餐裏面
[00:05:23.800 --> 00:05:29.200]  祂就開始去跟門徒講解天國的事
[00:05:29.200 --> 00:05:31.080]  講解將來會發生什麼事
[00:05:31.080 --> 00:05:33.720]  這個叫做道別的講話
[00:05:33.720 --> 00:05:37.560]  一大段在聖餐的樓房裏面去講
[00:05:37.560 --> 00:05:38.280]  講完之後
[00:05:38.280 --> 00:05:42.080]  他們就完結聖餐
[00:05:42.080 --> 00:05:42.960]  他們就發生什麼事呢
[00:05:42.960 --> 00:05:44.400]  十八章第一節
[00:05:44.400 --> 00:05:47.200]  結束了十三至十七章
[00:05:47.200 --> 00:05:48.600]  十八章第一節
[00:05:48.600 --> 00:05:51.480]  耶穌說完這些話
[00:05:51.480 --> 00:05:53.800]  講完這些講道
[00:05:53.800 --> 00:05:55.360]  這些禮儀
[00:05:55.360 --> 00:05:58.080]  就跟門徒離開那個地方
[00:05:58.080 --> 00:05:59.720]  過了吸輪谷
[00:05:59.720 --> 00:06:01.160]  Kidron Valley
[00:06:01.160 --> 00:06:03.680]  然後過到耶穌聖餐東邊的一個原子
[00:06:03.680 --> 00:06:04.800]  就是赫薩馬利園
[00:06:04.800 --> 00:06:07.080]  跟門徒一起在那裏
[00:06:07.080 --> 00:06:09.440]  然後祂就被出賣
[00:06:09.440 --> 00:06:14.320]  祂就被帶到耶穌山
[00:06:14.320 --> 00:06:16.560]  被審判之後
[00:06:16.560 --> 00:06:18.480]  就上十字架
[00:06:18.480 --> 00:06:21.320]  死去之後三天之後就復活
[00:06:21.320 --> 00:06:22.840]  復活之後
[00:06:22.840 --> 00:06:26.160]  也是升天回到庫那裏去
[00:06:26.160 --> 00:06:28.320]  所以這一段的說話是非常重要的
[00:06:28.320 --> 00:06:29.320]  Farewell Discourse
[00:06:29.320 --> 00:06:30.640]  其實在聖經裏面
[00:06:30.640 --> 00:06:32.520]  所謂的所謂Farewell
[00:06:32.520 --> 00:06:34.720]  臨別抽波的做法
[00:06:34.720 --> 00:06:36.280]  臨別講一句說話
[00:06:36.280 --> 00:06:38.920]  臨別講一些說話
[00:06:38.920 --> 00:06:40.960]  在聖經裏面有很多的
[00:06:40.960 --> 00:06:42.760]  我想問你
[00:06:42.760 --> 00:06:44.720]  有誰你記得在舊約裏面
[00:06:44.720 --> 00:06:48.480]  是臨別抽波講很多話的
[00:06:48.480 --> 00:06:50.760]  有誰
[00:06:50.760 --> 00:06:54.200]  最出名的一定是摩西
[00:06:54.200 --> 00:06:55.320]  你記得
[00:06:55.320 --> 00:06:56.920]  生命記是吧
