
[00:00:00.000 --> 00:00:02.000]  聖經給我們一個影響
[00:00:02.000 --> 00:00:04.000]  信耶穌的人得永生
[00:00:04.000 --> 00:00:11.000]  這是我們基督徒最基本的信念和資料
[00:00:11.000 --> 00:00:13.000]  這是我們要把握的東西
[00:00:13.000 --> 00:00:16.000]  凡是真心相信主耶穌的人
[00:00:16.000 --> 00:00:18.000]  接納他做救主
[00:00:18.000 --> 00:00:20.000]  我們便有永遠的生命
[00:00:20.000 --> 00:00:27.000]  另外一面來說 要在人生裏面
[00:00:27.000 --> 00:00:29.000]  在信耶穌的人生裏面
[00:00:29.000 --> 00:00:31.000]  一直走到見主面
[00:00:31.000 --> 00:00:34.000]  這條路有時候不容易走
[00:00:34.000 --> 00:00:40.000]  所以聖經我稱為很吊詭
[00:00:40.000 --> 00:00:42.000]  它有兩面的真理
[00:00:42.000 --> 00:00:44.000]  一個是給我們很有把握
[00:00:44.000 --> 00:00:46.000]  你真心相信耶穌
[00:00:46.000 --> 00:00:48.000]  這樣你就有把握
[00:00:48.000 --> 00:00:50.000]  一定主會將好的英許
[00:00:50.000 --> 00:00:52.000]  賞賜給我們每一個
[00:00:52.000 --> 00:00:53.000]  一定的
[00:00:53.000 --> 00:00:55.000]  但聖經同時鼓勵我們一件事
[00:00:55.000 --> 00:00:57.000]  在人生的路上
[00:00:57.000 --> 00:00:59.000]  當我們未曾離開這個世界
[00:00:59.000 --> 00:01:01.000]  我們仍要撇離
[00:01:01.000 --> 00:01:03.000]  持守在這個信仰裏
[00:01:03.000 --> 00:01:05.000]  不要撇離
[00:01:05.000 --> 00:01:07.000]  不要離棄
[00:01:07.000 --> 00:01:08.000]  不要離開
[00:01:08.000 --> 00:01:12.000]  這樣我們便能豐富地得到主的恩惠
[00:01:12.000 --> 00:01:14.000]  今天和大家分享的
[00:01:14.000 --> 00:01:17.000]  我覺得主常常在敬拜裏鼓勵我們
[00:01:17.000 --> 00:01:20.000]  有時候生命裏面也有困難
[00:01:20.000 --> 00:01:22.000]  生命裏面也有艱難
[00:01:22.000 --> 00:01:23.000]  有些不容易
[00:01:23.000 --> 00:01:24.000]  有時是自己的盲點
[00:01:24.000 --> 00:01:26.000]  有時生命的確有很多壓力
[00:01:26.000 --> 00:01:28.000]  但主鼓勵我們
[00:01:28.000 --> 00:01:31.000]  我們可以繼續持守我們的信仰
[00:01:31.000 --> 00:01:33.000]  一直去到有一天
[00:01:33.000 --> 00:01:34.000]  一是主回來
[00:01:34.000 --> 00:01:36.000]  在我們未死之前
[00:01:36.000 --> 00:01:37.000]  一是我們先死
[00:01:37.000 --> 00:01:38.000]  見主面
[00:01:38.000 --> 00:01:39.000]  持守這個信仰
[00:01:39.000 --> 00:01:41.000]  今天給的題目的名字
[00:01:41.000 --> 00:01:43.000]  其實我覺得挺好的
[00:01:43.000 --> 00:01:45.000]  挺進性艱難
[00:01:45.000 --> 00:01:47.000]  你們覺得人生有艱難嗎
[00:01:47.000 --> 00:01:48.000]  有
[00:01:48.000 --> 00:01:49.000]  這個問題
[00:01:49.000 --> 00:01:50.000]  我問這麼多區
[00:01:50.000 --> 00:01:53.000]  是這些區回答得最清楚的
[00:01:53.000 --> 00:01:55.000]  我們年紀也不小
[00:01:55.000 --> 00:01:58.000]  我們明白人生的艱難也不少
[00:01:58.000 --> 00:02:03.000]  只是和你旁邊的相處也有艱難
[00:02:03.000 --> 00:02:06.000]  所以
[00:02:06.000 --> 00:02:08.000]  人生是有艱難的
[00:02:08.000 --> 00:02:11.000]  所以我們要靠主更多
[00:02:11.000 --> 00:02:13.000]  所以今天和大家看的聖經
[00:02:13.000 --> 00:02:15.000]  是《使徒行傳》第十四章
[00:02:15.000 --> 00:02:18.000]  第八節去到第二十六節
[00:02:18.000 --> 00:02:20.000]  先看這段經文
[00:02:20.000 --> 00:02:21.000]  我們總是要
[00:02:21.000 --> 00:02:25.000]  這個季度
[00:02:25.000 --> 00:02:26.000]  我們說《使徒行傳》
[00:02:26.000 --> 00:02:27.000]  《使徒行傳》有一節聖經
[00:02:27.000 --> 00:02:28.000]  是我們一定要懂得背的
[00:02:28.000 --> 00:02:31.000]  就是哪一節
[00:02:31.000 --> 00:02:33.000]  一章第八節
[00:02:33.000 --> 00:02:35.000]  我希望看到
[00:02:35.000 --> 00:02:37.000]  不超過十個人都要看
[00:02:37.000 --> 00:02:39.000]  其他人也懂得背
[00:02:39.000 --> 00:02:40.000]  如果你真的不會背的話
[00:02:40.000 --> 00:02:41.000]  請打開聖經
[00:02:41.000 --> 00:02:42.000]  不要介意
[00:02:42.000 --> 00:02:43.000]  希望你讀完這次之後
[00:02:43.000 --> 00:02:44.000]  你會背了它
[00:02:44.000 --> 00:02:47.000]  《使徒行傳》一章第八節
[00:02:47.000 --> 00:02:48.000]  你不用介意
[00:02:48.000 --> 00:02:49.000]  你看也不用介意
[00:02:49.000 --> 00:02:50.000]  周圍的人也不會取笑你
[00:02:50.000 --> 00:02:51.000]  你遲了就會背了
[00:02:51.000 --> 00:02:53.000]  OK 預備
[00:02:53.000 --> 00:02:54.000]  怎麼搞的
[00:02:54.000 --> 00:02:58.000]  他不是通水的嗎
[00:02:58.000 --> 00:03:00.000]  好
[00:03:00.000 --> 00:03:01.000]  這個
[00:03:01.000 --> 00:03:02.000]  OK 預備了
[00:03:02.000 --> 00:03:03.000]  請
[00:03:03.000 --> 00:03:07.000]  誕聖靈
[00:03:07.000 --> 00:03:09.000]  就必得著能力
[00:03:09.000 --> 00:03:11.000]  定要在耶路撒冷
[00:03:11.000 --> 00:03:12.000]  猶太傳遞
[00:03:12.000 --> 00:03:14.000]  和撒瑪利亞
[00:03:14.000 --> 00:03:15.000]  直到地極
[00:03:15.000 --> 00:03:17.000]  作我的見證
[00:03:17.000 --> 00:03:18.000]  說的是
[00:03:18.000 --> 00:03:20.000]  做耶穌的見證的大綱
[00:03:20.000 --> 00:03:22.000]  或者這本書的大綱
[00:03:22.000 --> 00:03:23.000]  歷程是怎樣的
[00:03:23.000 --> 00:03:24.000]  靠著聖靈的大能
[00:03:24.000 --> 00:03:25.000]  由耶路撒冷開始
[00:03:25.000 --> 00:03:26.000]  一直到地極
[00:03:26.000 --> 00:03:28.000]  今天說到第十四章
[00:03:28.000 --> 00:03:30.000]  已經是地極的開始
[00:03:30.000 --> 00:03:32.000]  因為從第十三章開始
[00:03:32.000 --> 00:03:34.000]  就說到保祿和巴拿巴
[00:03:34.000 --> 00:03:36.000]  被猜派離開了
[00:03:36.000 --> 00:03:37.000]  耶路撒冷
[00:03:37.000 --> 00:03:38.000]  離開了猶太的地方
[00:03:38.000 --> 00:03:41.000]  一直向歐洲的地方
[00:03:41.000 --> 00:03:43.000]  開始宣教的旅程
[00:03:43.000 --> 00:03:46.000]  福音就開始進入當時的地極
[00:03:46.000 --> 00:03:48.000]  即是羅馬帝國的世界
[00:03:48.000 --> 00:03:54.000]  第十四章這段城市的記載
[00:03:54.000 --> 00:03:57.000]  是保祿和巴拿巴第一次宣教旅程
[00:03:57.000 --> 00:03:58.000]  最後那個站
[00:03:58.000 --> 00:03:59.000]  差不多最後
[00:03:59.000 --> 00:04:01.000]  去完這個站之後
[00:04:01.000 --> 00:04:03.000]  就回頭回程
[00:04:03.000 --> 00:04:04.000]  回頭回程
[00:04:04.000 --> 00:04:07.000]  是說這一段的記錄
[00:04:07.000 --> 00:04:09.000]  在整段裡面有兩節聖經
[00:04:09.000 --> 00:04:11.000]  特別是他回頭之後
[00:04:11.000 --> 00:04:14.000]  他就探訪這些城市
[00:04:14.000 --> 00:04:16.000]  他就探訪之前去過
[00:04:16.000 --> 00:04:19.000]  建立了的門徒和教會
[00:04:19.000 --> 00:04:21.000]  他在那裡說了幾句話
[00:04:21.000 --> 00:04:22.000]  大家看一下好不好
[00:04:22.000 --> 00:04:23.000]  第十四章
[00:04:23.000 --> 00:04:25.000]  我想大家看一下第二十
[00:04:25.000 --> 00:04:27.000]  第二十二節
[00:04:27.000 --> 00:04:31.000]  到二十一節和二十二節好不好
[00:04:31.000 --> 00:04:32.000]  我們一起讀一次
[00:04:32.000 --> 00:04:34.000]  二十一節和二十二節
[00:04:34.000 --> 00:04:52.000]  請
[00:04:52.000 --> 00:04:54.000]  這裡好像告訴我們
[00:04:54.000 --> 00:04:56.000]  入城的國有很多困難
[00:04:56.000 --> 00:04:58.000]  其實他是在說一個
[00:04:58.000 --> 00:04:59.000]  剛才我說的
[00:04:59.000 --> 00:05:00.000]  信耶穌有永生
[00:05:00.000 --> 00:05:01.000]  這個是確實的
[00:05:01.000 --> 00:05:02.000]  恩信就清二
[00:05:02.000 --> 00:05:04.000]  這個是沒有任何條件的
[00:05:04.000 --> 00:05:08.000]  但是在這個旅程裡面
[00:05:08.000 --> 00:05:10.000]  由我們一天說信
[00:05:10.000 --> 00:05:12.000]  一直到我們回去見耶穌
[00:05:12.000 --> 00:05:14.000]  這段旅程的中間
[00:05:14.000 --> 00:05:16.000]  我們會碰到不同的困難
[00:05:16.000 --> 00:05:17.000]  在這個困難裡面
[00:05:17.000 --> 00:05:19.000]  我們要持守的
[00:05:19.000 --> 00:05:20.000]  信仰是需要持守住的
[00:05:20.000 --> 00:05:21.000]  我們不能夠說
[00:05:21.000 --> 00:05:22.000]  今天就信了
[00:05:22.000 --> 00:05:23.000]  好好的
[00:05:23.000 --> 00:05:25.000]  明天不是很開心就不信了
[00:05:25.000 --> 00:05:27.000]  或者過了兩天突然間失業
[00:05:27.000 --> 00:05:28.000]  主都不愛我的就不信了
[00:05:28.000 --> 00:05:31.000]  我們在碰到不同的困難的時候
[00:05:31.000 --> 00:05:34.000]  在這個進入城的國的歷程裡面
[00:05:34.000 --> 00:05:36.000]  我們會碰到的
[00:05:36.000 --> 00:05:37.000]  聖經都這樣告訴我們
[00:05:37.000 --> 00:05:39.000]  這是保羅的親身經驗
[00:05:39.000 --> 00:05:40.000]  他也在鼓勵
[00:05:40.000 --> 00:05:43.000]  他在城市裡面的教會和門徒
[00:05:43.000 --> 00:05:44.000]  他告訴我們
[00:05:44.000 --> 00:05:45.000]  是會碰到的
[00:05:45.000 --> 00:05:48.000]  不同的困境或者是艱難
[00:05:48.000 --> 00:05:50.000]  不過他是勸你們
[00:05:50.000 --> 00:05:51.000]  堅固他們的心
[00:05:51.000 --> 00:05:54.000]  勸你們要行守所信的道
[00:05:54.000 --> 00:05:55.000]  行守
[00:05:55.000 --> 00:05:57.000]  就是說不要離棄
[00:05:57.000 --> 00:05:59.000]  無論碰到任何困難都好
[00:05:59.000 --> 00:06:00.000]  我們要持守這個信仰
[00:06:00.000 --> 00:06:02.000]  總是在艱難中間
[00:06:02.000 --> 00:06:05.000]  神是有恩典供應我們的
[00:06:05.000 --> 00:06:06.000]  所以我想這次經文
[00:06:06.000 --> 00:06:08.000]  其實這次經文是很吸引我的
[00:06:08.000 --> 00:06:10.000]  可能年紀越來越大
[00:06:10.000 --> 00:06:12.000]  就覺得這個感覺
[00:06:12.000 --> 00:06:14.000]  印象是越來越深刻的
[00:06:14.000 --> 00:06:15.000]  困難是不少的
[00:06:15.000 --> 00:06:16.000]  怎樣可以勝過
