
[00:00:00.000 --> 00:00:06.520]  好 今天想和大家分享的信息
[00:00:06.520 --> 00:00:13.680]  大家在長刊都看到耶穌基督所啟示的基督教
[00:00:13.680 --> 00:00:15.740]  我相信大家都知道
[00:00:15.740 --> 00:00:23.140]  我們坐在這裡的每一個人都是相信基督教的宗教信仰
[00:00:23.140 --> 00:00:27.320]  為什麼我們的宗教信仰叫做基督教呢?
[00:00:27.320 --> 00:00:34.180]  有沒有人可以告訴我為什麼叫做基督教?
[00:00:34.180 --> 00:00:38.600]  因為很明顯我們的名字反映出來
[00:00:38.600 --> 00:00:42.680]  我們的宗教是環繞著一個什麼人物呢?
[00:00:42.680 --> 00:00:43.900]  就是基督
[00:00:43.900 --> 00:00:49.260]  所以基督是我們宗教裏面一個很重要、核心的人物
[00:00:49.260 --> 00:00:52.400]  我們又叫做什麼?我們怎樣稱呼自己呢?
[00:00:52.400 --> 00:00:54.200]  叫做基督徒
[00:00:54.200 --> 00:00:57.360]  為什麼我們叫做基督徒呢?
[00:00:57.360 --> 00:01:04.720]  也很顯示原因是因為我們是一群跟隨基督的門徒
[00:01:04.720 --> 00:01:07.540]  所以你想來想去你就會發覺到
[00:01:07.540 --> 00:01:10.960]  我們所相信的、我們所跟隨的
[00:01:10.960 --> 00:01:14.240]  是一個很重要的人物 就是耶穌基督
[00:01:14.240 --> 00:01:19.100]  既然我們所相信、我們所跟隨的是這一位基督
[00:01:19.100 --> 00:01:25.060]  如果基督自己談論到他自己作為基督是一個什麼意義呢?
[00:01:25.060 --> 00:01:28.240]  這個教訓的信息是非常重要的
[00:01:28.240 --> 00:01:32.000]  因為當耶穌自己說自己是基督
[00:01:32.000 --> 00:01:35.500]  他又來指釋究竟基督是什麼行義的時候
[00:01:35.500 --> 00:01:40.740]  就讓我們可以透視到這個基督教信仰
[00:01:40.740 --> 00:01:43.240]  一些很特別的真理
[00:01:43.240 --> 00:01:46.080]  是跟其他的信仰很不同
[00:01:46.080 --> 00:01:50.120]  所以我今天給大家選擇了一段經文
[00:01:50.120 --> 00:01:54.000]  在《瑪俠福音》8章27至33節
[00:01:54.000 --> 00:01:58.720]  剛才有弟兄幫我們讀了出來
[00:01:58.720 --> 00:02:02.580]  這裡記載了一個什麼事件呢?
[00:02:02.580 --> 00:02:07.520]  就是說耶穌準備要來到耶路撒冷
[00:02:07.520 --> 00:02:10.800]  要來被釘在十字架上
[00:02:10.800 --> 00:02:16.300]  大家都知道他要完成這個救恩 最後一個階段
[00:02:16.300 --> 00:02:20.380]  就是要去到耶路撒冷 去被釘在十字架上
[00:02:20.380 --> 00:02:25.560]  當他在途中準備向耶路撒冷邁進
[00:02:25.560 --> 00:02:29.120]  來進入這個受苦之路的時候
[00:02:29.120 --> 00:02:31.280]  在途中他經過一個地方
[00:02:31.280 --> 00:02:34.520]  就是說在第8章27節告訴我們
[00:02:34.520 --> 00:02:37.520]  他就來到該撒尼亞菲律賓
[00:02:37.520 --> 00:02:40.720]  去到這個地方的一個村莊
[00:02:40.720 --> 00:02:44.960]  這個時候他就和門徒有一番對話
[00:02:44.960 --> 00:02:46.860]  在這段對話裡面
[00:02:46.860 --> 00:02:55.220]  耶穌就來和門徒揭示他自己真正的身份
[00:02:55.220 --> 00:03:00.720]  在裡面讓我們看到究竟基督是一個什麼意思
[00:03:00.720 --> 00:03:04.940]  這個就幫助我們信奉基督教信仰
[00:03:04.940 --> 00:03:08.580]  又叫做基督徒的人是很應該知道
[00:03:08.580 --> 00:03:11.140]  究竟基督是一個什麼的意義
[00:03:11.140 --> 00:03:15.560]  而由基督他自己講解出來的這個基督的意義
[00:03:15.560 --> 00:03:20.040]  就讓我們看到基督教信仰很獨特的一些地方
[00:03:20.040 --> 00:03:21.600]  在我們開始之前
[00:03:21.600 --> 00:03:25.580]  好不好一起在上帝面前安靜禱告
[00:03:25.580 --> 00:03:27.820]  然後才會釐清他們的懷疑
[00:03:27.820 --> 00:03:33.820]  請大家一起低頭 用心祈禱
[00:03:33.820 --> 00:03:35.920]  親愛的天父 我們感謝祢
[00:03:35.920 --> 00:03:38.220]  讓我們在祢的面前
[00:03:38.220 --> 00:03:40.760]  在一個這麼優美的環境
[00:03:40.760 --> 00:03:43.100]  一個這麼安靜的時刻
[00:03:43.100 --> 00:03:45.980]  來去聆聽祢的懷疑
[00:03:45.980 --> 00:03:48.480]  主我們懇求祢來去幫助我們
[00:03:48.480 --> 00:03:53.360]  讓我們能夠可以人在心亦在
[00:03:53.360 --> 00:03:55.260]  能夠可以將一切
[00:03:55.260 --> 00:03:58.860]  可能在這個星期 甚至乎在這個時刻
[00:03:58.860 --> 00:04:01.780]  仍然是纏繞著我們的事情
[00:04:01.780 --> 00:04:04.220]  我們能夠將它們放下
[00:04:04.220 --> 00:04:07.420]  能夠在主的根前安靜下來
[00:04:07.420 --> 00:04:12.140]  來去閱讀和聆聽思想 祢的懷疑
[00:04:12.140 --> 00:04:15.780]  求主祢的靈進入我們的心靈裏面
[00:04:15.780 --> 00:04:18.460]  觸摸我們心靈的深處
[00:04:18.460 --> 00:04:20.580]  讓我們能夠被祢觸動
[00:04:20.580 --> 00:04:22.800]  又聽到祢的聲音
[00:04:22.800 --> 00:04:25.120]  求主向我們說話
[00:04:25.120 --> 00:04:27.220]  來按著我們的背景
[00:04:27.220 --> 00:04:30.660]  按著我們的需要向我們說話
[00:04:30.660 --> 00:04:33.340]  讓我們能夠生命得到慰藥
[00:04:33.340 --> 00:04:35.480]  又能夠將祢的真理
[00:04:35.480 --> 00:04:37.440]  融匯在我們的生命裏面
[00:04:37.440 --> 00:04:39.200]  又能夠行出來
[00:04:39.200 --> 00:04:41.380]  多謝主聽我們的祈禱
[00:04:41.380 --> 00:04:45.080]  奉耶穌基督的名臣
[00:04:45.080 --> 00:04:52.340]  請大家來翻開《瑪福音》第8章27至33節
[00:04:52.340 --> 00:04:53.860]  我們一起來看一下
[00:04:53.860 --> 00:04:56.740]  那裏27節剛才也說過背景
[00:04:56.740 --> 00:04:59.440]  就是耶穌和門徒
[00:04:59.440 --> 00:05:01.260]  去耶路撒冷的途中
[00:05:01.260 --> 00:05:04.860]  來經過一個地方叫蓋撒利亞菲勒比
[00:05:04.860 --> 00:05:06.860]  在那裏的一個廳倉
[00:05:06.860 --> 00:05:07.920]  好了
[00:05:07.920 --> 00:05:12.840]  耶穌就在這條路上問那班門徒
[00:05:12.840 --> 00:05:14.040]  問什麼呢?
[00:05:14.040 --> 00:05:17.800]  耶穌就說「人說我是誰」
[00:05:17.800 --> 00:05:19.560]  什麼叫做「人說我是誰」呢?
[00:05:19.560 --> 00:05:20.900]  就是說其他人
[00:05:20.900 --> 00:05:23.260]  這個人就是講到別人了
[00:05:23.260 --> 00:05:26.060]  其他人說我是誰呢?
[00:05:26.060 --> 00:05:29.660]  周圍的人怎樣看我?說我是誰呢?
[00:05:29.660 --> 00:05:33.740]  耶穌就來發出這個問題
[00:05:33.740 --> 00:05:38.220]  看看究竟那班門徒有沒有留意一下
[00:05:38.220 --> 00:05:42.100]  你們跟隨耶穌、跟隨主這段日子
[00:05:42.100 --> 00:05:43.640]  有沒有留意到周圍的人
[00:05:43.640 --> 00:05:46.440]  怎樣看你們所跟隨的主呢?
[00:05:46.440 --> 00:05:48.040]  他們怎樣說呢?
[00:05:48.040 --> 00:05:52.080]  究竟他們怎樣說我是誰呢?
[00:05:52.080 --> 00:05:54.540]  接著第28節那裏
[00:05:54.540 --> 00:05:58.800]  那班門徒就來回答
[00:05:58.800 --> 00:06:02.580]  有人說是施洗的約翰
[00:06:02.580 --> 00:06:05.320]  有人說是以利亞
[00:06:05.320 --> 00:06:09.740]  又有人說是施支裏面的一位
[00:06:09.740 --> 00:06:13.180]  那班門徒是有留意的
[00:06:13.180 --> 00:06:15.960]  他們知道其他人怎樣說耶穌
[00:06:15.960 --> 00:06:18.480]  知道那些人說耶穌是誰
[00:06:18.480 --> 00:06:20.240]  有人怎樣說呢?
[00:06:20.240 --> 00:06:23.040]  有人說是施洗的約翰
[00:06:23.040 --> 00:06:24.660]  施洗約翰大家都知道了
[00:06:24.660 --> 00:06:27.680]  為別人施針叫他們去悔改
[00:06:27.680 --> 00:06:32.000]  施洗約翰當時已經死了
[00:06:32.000 --> 00:06:33.520]  已經被殺了
[00:06:33.520 --> 00:06:36.780]  其他人看到耶穌就覺得
[00:06:36.780 --> 00:06:38.980]  耶穌就好像施洗約翰
[00:06:38.980 --> 00:06:41.220]  以為施洗約翰復活了
[00:06:41.220 --> 00:06:42.020]  就當他是
[00:06:42.020 --> 00:06:44.040]  因為他做的事情好像施洗約翰
[00:06:44.040 --> 00:06:47.320]  差不多像施支那樣去教導人
[00:06:47.320 --> 00:06:50.180]  所以有些人就覺得他是施洗約翰
[00:06:50.180 --> 00:06:53.920]  又有人說他是以利亞
[00:06:53.920 --> 00:06:55.760]  大家知道以利亞是誰嗎?
[00:06:55.760 --> 00:06:58.460]  在舊約裏面是一個很重要的先師
[00:06:58.460 --> 00:07:01.840]  施洗約翰出來去傳道的時候
[00:07:01.840 --> 00:07:04.380]  他所做的事情都好像施支一樣
[00:07:04.380 --> 00:07:06.880]  叫人悔改回到神那裏
[00:07:06.880 --> 00:07:10.040]  施洗約翰本身做的事情好像施支
[00:07:10.040 --> 00:07:14.120]  其他人其實看耶穌根本就好像是一個施支
[00:07:14.120 --> 00:07:15.940]  只不過可能是這個施支
[00:07:15.940 --> 00:07:17.380]  又或者是另一個施支
[00:07:17.380 --> 00:07:20.360]  所以有人就覺得他是施洗約翰
[00:07:20.360 --> 00:07:23.480]  又有人就覺得他是以利亞
[00:07:23.480 --> 00:07:25.240]  總而言之是甚麼呢?
[00:07:25.240 --> 00:07:29.780]  所以後面那句又有人說是先知裏的一位
[00:07:29.780 --> 00:07:32.700]  後面那句就很籠統
[00:07:32.700 --> 00:07:36.900]  很一般性的反映出其他人的看法
[00:07:36.900 --> 00:07:38.960]  其實耶穌是甚麼呢?
[00:07:38.960 --> 00:07:42.620]  就是先知裏面的其中一個
[00:07:42.620 --> 00:07:43.900]  簡單說一句
[00:07:43.900 --> 00:07:47.680]  耶穌就是一個甚麼呢?就是施支
[00:07:47.680 --> 00:07:52.120]  是吧?其他人認為耶穌就是一個施支
[00:07:52.120 --> 00:07:54.600]  因為他做的事情就好像施支一樣
[00:07:54.600 --> 00:07:57.080]  可能有時候做到神的奇事
[00:07:57.080 --> 00:07:58.900]  施支都做得到的 是吧?
[00:07:58.900 --> 00:08:01.900]  教導人 叫人悔改到神那裏
[00:08:01.900 --> 00:08:07.320]  好了 基本上耶穌聽到那班門徒的回答
[00:08:07.320 --> 00:08:08.620]  他們有留意
[00:08:08.620 --> 00:08:11.240]  有留意到周圍的人怎樣看耶穌
[00:08:11.240 --> 00:08:16.620]  周圍的人看耶穌基本上只是一位先知
[00:08:16.620 --> 00:08:19.480]  好了 接著到了第29節
[00:08:19.480 --> 00:08:21.800]  耶穌又再問了
[00:08:21.800 --> 00:08:22.840]  這次怎麼問呢?
[00:08:22.840 --> 00:08:25.140]  又問他們說
[00:08:25.140 --> 00:08:29.040]  「你們說我是誰?」
[00:08:29.040 --> 00:08:30.280]  大家留心
[00:08:30.280 --> 00:08:33.760]  剛才耶穌問「人說我是誰?」
[00:08:33.760 --> 00:08:36.760]  其他人說我是誰 是吧?
[00:08:36.760 --> 00:08:41.240]  現在「你們說我是誰?」
[00:08:41.240 --> 00:08:46.140]  大家留意到耶穌的焦點好像360度地改變
[00:08:46.140 --> 00:08:49.860]  剛才說其他人說我是誰 是吧?
[00:08:49.860 --> 00:08:51.300]  現在不是了
[00:08:51.300 --> 00:08:52.260]  我聽過了
[00:08:52.260 --> 00:08:54.880]  我也知道你們有留意其他人怎樣看我
[00:08:54.880 --> 00:08:56.180]  現在我想聽的是甚麼?
[00:08:56.180 --> 00:08:59.540]  是你們怎樣看我
[00:08:59.540 --> 00:09:00.560]  你明白嗎?
[00:09:00.560 --> 00:09:02.780]  突然間分別很大 是吧?
[00:09:02.780 --> 00:09:05.580]  現在我不是再聽其他人怎樣看我
[00:09:05.580 --> 00:09:09.000]  現在我想知道你們怎樣看我
[00:09:09.000 --> 00:09:11.320]  你們說我是誰呢?
[00:09:11.320 --> 00:09:14.040]  接著你看到誰回答呢?
[00:09:14.040 --> 00:09:15.040]  彼得
[00:09:15.040 --> 00:09:17.960]  彼得的性格
