
[00:00:00.000 --> 00:00:03.100]  我這次會跟大家來大日去分享
[00:00:03.100 --> 00:00:04.640]  作為一個異鄉人
[00:00:04.640 --> 00:00:08.980]  究竟是福還是禍呢?
[00:00:08.980 --> 00:00:10.960]  這個很重要的
[00:00:10.960 --> 00:00:14.120]  有時候我們都不知道福還是禍
[00:00:14.120 --> 00:00:16.760]  究竟是怎樣來大日去出現
[00:00:16.760 --> 00:00:23.120]  我們有不同的原因會來到外邦地
[00:00:23.120 --> 00:00:27.140]  每一個人都帶著不同的經歷
[00:00:27.140 --> 00:00:30.560]  但是我今天會跟大家從聖經裡面
[00:00:30.560 --> 00:00:32.640]  來看六個人
[00:00:32.640 --> 00:00:34.440]  中國人說六六無窮
[00:00:34.440 --> 00:00:37.900]  就是還有人會不斷離鄉別井
[00:00:37.900 --> 00:00:39.900]  四個是舊約的
[00:00:39.900 --> 00:00:41.620]  兩個是新約的
[00:00:41.620 --> 00:00:44.820]  大家可以去看看他們是不同的原因
[00:00:44.820 --> 00:00:46.500]  離開他們的地方
[00:00:46.500 --> 00:00:47.980]  他們有不同的經歷
[00:00:47.980 --> 00:00:50.240]  如何經歷到神的祝福
[00:00:50.240 --> 00:00:53.420]  事實上聖經很清楚告訴我們
[00:00:53.420 --> 00:00:57.220]  希伯來書第十一章裡面很清楚說
[00:00:57.220 --> 00:01:00.960]  我們要承認自己是世上的客女
[00:01:00.960 --> 00:01:02.380]  是寄居的
[00:01:02.380 --> 00:01:06.620]  我們只是暫時寄居在這個地方
[00:01:06.620 --> 00:01:10.120]  可能有些人不斷地去漂泊
[00:01:10.120 --> 00:01:12.780]  我認識不少的人
[00:01:12.780 --> 00:01:16.740]  我特別是很有心去關心基層的人
[00:01:16.740 --> 00:01:20.780]  我記得有一次我去西班牙做工作的時候
[00:01:20.780 --> 00:01:24.660]  去到一家酒樓吃東西
[00:01:24.660 --> 00:01:26.540]  大家也熟悉過我了
[00:01:26.540 --> 00:01:29.500]  西班牙人吃飯很晚才吃飯
[00:01:29.500 --> 00:01:34.420]  我看到有一個侍應很流利地跟別人對話
[00:01:34.420 --> 00:01:36.500]  我就跟他說你來了很久了
[00:01:36.500 --> 00:01:38.820]  西班牙話這麼厲害
[00:01:38.820 --> 00:01:41.620]  中國的同胞說我來了三個多月而已
[00:01:41.620 --> 00:01:43.880]  三個多月?你這麼厲害?
[00:01:43.880 --> 00:01:45.040]  我們之前在哪裡?
[00:01:45.040 --> 00:01:46.740]  我們之前在意大利
[00:01:46.740 --> 00:01:51.220]  不過發覺西班牙的收入和發展會更加好
[00:01:51.220 --> 00:01:53.340]  於是又隨水而飄
[00:01:53.340 --> 00:01:55.520]  為了一個更加好的收入
[00:01:55.520 --> 00:01:57.740]  或者一個舒適一點的生活
[00:01:57.740 --> 00:01:59.740]  特別是為兒為女
[00:01:59.740 --> 00:02:01.740]  就去了西班牙
[00:02:01.740 --> 00:02:04.940]  但是意大利話和西班牙話是不同的
[00:02:04.940 --> 00:02:07.080]  但是他很快就學會了
[00:02:07.080 --> 00:02:08.620]  真的很敬佩
[00:02:08.620 --> 00:02:13.380]  原來今天我們很多人都是隨著不同的因素
[00:02:13.380 --> 00:02:16.080]  漂流在世界各地的地方
[00:02:16.080 --> 00:02:18.760]  彼得前書也說了
[00:02:18.760 --> 00:02:19.920]  親愛的弟兄們
[00:02:19.920 --> 00:02:22.700]  你們是客裡是寄居的
[00:02:22.700 --> 00:02:24.780]  我們活在這個世上
[00:02:24.780 --> 00:02:25.520]  真是客裡
[00:02:25.520 --> 00:02:27.020]  有一天我們也會離開
[00:02:27.020 --> 00:02:30.080]  但是不要忘記我們是一個永恆的家鄉
[00:02:30.080 --> 00:02:32.260]  客裡是什麼意思呢?
[00:02:32.260 --> 00:02:35.560]  其實意思就是我們不要被世俗的東西
[00:02:35.560 --> 00:02:38.160]  不斷地纏繞著我們
[00:02:38.160 --> 00:02:41.540]  世俗的事情往往將我們拉得很緊
[00:02:41.540 --> 00:02:45.580]  以致有時候我們輕忽了我們永恆的家鄉
[00:02:45.580 --> 00:02:46.700]  很簡單舉個例子
[00:02:46.700 --> 00:02:47.780]  如果大家去旅行
[00:02:47.780 --> 00:02:51.020]  你住一間酒店或者旅館
[00:02:51.020 --> 00:02:53.280]  可能你只是住一晚或者兩晚而已
[00:02:53.280 --> 00:02:56.260]  後來你發覺那裡也挺髒的
[00:02:56.260 --> 00:02:57.240]  那個牆角
[00:02:57.240 --> 00:03:02.680]  又發現原來那個廁所正在滴水
[00:03:02.680 --> 00:03:04.520]  你會不會跑去幫他修理呢?
[00:03:04.520 --> 00:03:05.580]  你不會的
[00:03:05.580 --> 00:03:06.800]  我明天也走了
[00:03:06.800 --> 00:03:07.820]  後天也走了
[00:03:07.820 --> 00:03:09.620]  我何須要搞這麼多事情呢?
[00:03:09.620 --> 00:03:12.260]  所以你記住原來我們是客裡
[00:03:12.260 --> 00:03:15.500]  世上很多事情其實是很吸引的
[00:03:15.500 --> 00:03:18.200]  但是有一天我們也要離開
[00:03:18.200 --> 00:03:21.140]  所以我們應該專注在神的事上
[00:03:21.140 --> 00:03:23.000]  這才是最重要的
[00:03:23.000 --> 00:03:25.780]  我們來看看《舊約》裡面
[00:03:25.780 --> 00:03:27.840]  有哪些是過客
[00:03:27.840 --> 00:03:30.360]  第一個我想大家都很熟悉的
[00:03:30.360 --> 00:03:31.560]  很出名的是什麼呢?
[00:03:31.560 --> 00:03:34.360]  就是阿伯拉罕
[00:03:34.360 --> 00:03:37.400]  阿伯拉罕蒙神來帶他去呼召
[00:03:37.400 --> 00:03:41.500]  但是他用信心離開去自己的地方
[00:03:41.500 --> 00:03:45.040]  在《聖經創世紀》第十二章的第一節
[00:03:45.040 --> 00:03:47.080]  耶和華對阿伯蘭說
[00:03:47.080 --> 00:03:48.980]  你要離開本地
[00:03:48.980 --> 00:03:49.780]  本族
[00:03:49.780 --> 00:03:50.640]  父家
[00:03:50.640 --> 00:03:53.640]  往我所要指示你的地方去
[00:03:53.640 --> 00:03:55.020]  看到了嗎?
[00:03:55.020 --> 00:03:57.940]  神來帶他去呼召阿伯拉罕
[00:03:57.940 --> 00:04:02.640]  要他離開他自己成長的地方
[00:04:02.640 --> 00:04:03.720]  好了
[00:04:03.720 --> 00:04:07.120]  阿伯蘭離開了
[00:04:07.120 --> 00:04:08.820]  大家看看這段經文
[00:04:08.820 --> 00:04:11.260]  《聖經創世紀》第十二章第四到第五節
[00:04:11.260 --> 00:04:15.260]  阿伯蘭就照著耶和華的吩咐去了
[00:04:15.260 --> 00:04:17.260]  羅德也和他同去
[00:04:17.260 --> 00:04:19.880]  阿伯蘭出哈蘭的時候
[00:04:19.880 --> 00:04:22.140]  年七十五歲
[00:04:22.140 --> 00:04:26.140]  阿伯蘭將他的妻子撒萊和嫡兒羅德
[00:04:26.140 --> 00:04:29.260]  連他們在哈蘭所積蓄的財物
[00:04:29.260 --> 00:04:32.160]  所得的人口都帶往迦南地去
[00:04:32.160 --> 00:04:34.540]  他們就到了迦南地
[00:04:34.540 --> 00:04:35.980]  很大的感受
[00:04:35.980 --> 00:04:39.540]  今天在我們當中有一群可能是老華僑
[00:04:39.540 --> 00:04:41.740]  有些可能已經七十多歲了
[00:04:41.740 --> 00:04:44.540]  你想想現在要你再去另一個地方
[00:04:44.540 --> 00:04:46.480]  重新開始你的生活
