
[00:00:00.000 --> 00:00:03.640]  小姐妹早晨,很高興大家能夠再次參加
[00:00:03.640 --> 00:00:07.800]  我們多倫多以瑪內利還聖聖會的主日崇拜
[00:00:07.800 --> 00:00:11.600]  今天這個主日崇拜,我們稱之為復活節的主日崇拜
[00:00:11.600 --> 00:00:14.600]  是為了我們去紀念我們的主耶穌
[00:00:14.600 --> 00:00:18.600]  為我們捨身流血,並且第三天之後復活
[00:00:18.600 --> 00:00:21.600]  讓我們今天再次在這個主日崇拜裡面
[00:00:21.600 --> 00:00:24.900]  我們再次經歷到上帝的說話
[00:00:24.900 --> 00:00:27.400]  那份確切的肯定
[00:00:27.400 --> 00:00:30.600]  讓我們也能夠知道我們的生命生活
[00:00:30.600 --> 00:00:35.400]  原來是維繫在這位拯救我們的主耶穌基督的身上
[00:00:35.400 --> 00:00:39.000]  再次代表多倫多以瑪內利還聖聖會
[00:00:39.000 --> 00:00:43.400]  歡迎所有的弟兄姊妹今天來參加這個網絡崇拜
[00:00:43.400 --> 00:00:46.200]  好,讓我們在聆聽主導以先
[00:00:46.200 --> 00:00:50.400]  我們一起同心低頭,禱告仰望主我們的神
[00:00:50.400 --> 00:00:52.400]  讓我們一起同心低頭禱告
[00:00:52.400 --> 00:00:55.000]  慈悲的天父,多謝你
[00:00:55.000 --> 00:00:59.200]  讓我們能夠再次回到你寶貴說話的面前學習
[00:00:59.200 --> 00:01:04.000]  求你的聖靈幫助我們在今天這個崇拜的當中
[00:01:04.000 --> 00:01:08.400]  再次能夠在這個得救的位份的上面
[00:01:08.400 --> 00:01:11.000]  我們能夠拿捏得更加準確
[00:01:11.000 --> 00:01:13.200]  求聖靈與我們同在
[00:01:13.200 --> 00:01:15.800]  讓主耶穌基督所成就的救恩
[00:01:15.800 --> 00:01:18.600]  能夠真的落實在我們的生命生活的當中
[00:01:18.600 --> 00:01:20.400]  去建立起來
[00:01:20.400 --> 00:01:22.800]  直到我們再見我們主的時候
[00:01:22.800 --> 00:01:27.600]  我們能夠帶著榮耀的身體來面對主我們的神
[00:01:27.600 --> 00:01:29.200]  我們同心的禱告
[00:01:29.200 --> 00:01:32.400]  奉靠主耶穌基督得聖的名字而求
[00:01:32.400 --> 00:01:33.000]  阿們
[00:01:33.000 --> 00:01:39.200]  今天和大家一起分享的經文是出自於馬太福音
[00:01:39.200 --> 00:01:43.800]  第27章第57至到第61節
[00:01:43.800 --> 00:01:45.800]  我今天給了一個講題
[00:01:45.800 --> 00:01:50.800]  叫做「因與耶穌的關係,全面投入」
[00:01:50.800 --> 00:01:55.800]  「因為與耶穌基督的關係,全面投入」
[00:01:55.800 --> 00:02:01.200]  馬太福音第27章第57至61節
[00:02:01.200 --> 00:02:05.600]  不知道大家有沒有聽過一個這樣的講法
[00:02:05.600 --> 00:02:07.400]  特別是對於一些人
[00:02:07.400 --> 00:02:11.600]  他是否定信耶穌這件事實的時候
[00:02:11.600 --> 00:02:13.800]  他們往往都會這樣去說
[00:02:13.800 --> 00:02:15.600]  就說信耶穌這件事
[00:02:15.600 --> 00:02:20.000]  只不過是為那些弱者的人去預備的
[00:02:20.000 --> 00:02:23.200]  只有那些人在這個世界上是一個弱者
[00:02:23.200 --> 00:02:26.600]  他們才需要求神問福
[00:02:26.600 --> 00:02:30.200]  如果當我們聽見這樣的講話的時候
[00:02:30.200 --> 00:02:32.000]  不知道你作為一個基督徒
[00:02:32.000 --> 00:02:33.400]  你會怎樣去回應
[00:02:33.400 --> 00:02:35.400]  不過我很肯定的一件事
[00:02:35.400 --> 00:02:37.200]  今天這段的經文
[00:02:37.200 --> 00:02:42.400]  就必定能夠為我們去剖開一個很不一樣的看法
[00:02:42.400 --> 00:02:44.200]  或者一個屬靈的觀點
[00:02:44.200 --> 00:02:48.400]  讓我們去明白到原來信耶穌這件事
[00:02:48.400 --> 00:02:53.000]  不只是讓那些所謂弱者才去參與
[00:02:53.000 --> 00:02:55.600]  其實是對於所有的人
[00:02:55.600 --> 00:02:57.800]  無論你是富或貧
[00:02:57.800 --> 00:02:59.600]  其實信耶穌都是一個
[00:02:59.600 --> 00:03:06.000]  大家必定需要去確切、領受和思想的題目
[00:03:06.000 --> 00:03:08.400]  今天我們會看的這段經文
[00:03:08.400 --> 00:03:10.400]  在裡面原來告訴我們
[00:03:10.400 --> 00:03:16.600]  信耶穌的人不只是一些被視為弱勢社群的人
[00:03:16.600 --> 00:03:20.600]  而且當中有一些甚至是富有的人家
[00:03:20.600 --> 00:03:23.800]  他們甚至可能是當權的人
[00:03:23.800 --> 00:03:26.800]  而當這些人信了耶穌之後
[00:03:26.800 --> 00:03:28.900]  我們卻是從他們的信
[00:03:28.900 --> 00:03:32.000]  去發現到一個很特別的事實
[00:03:32.000 --> 00:03:37.200]  就是說當他們與耶穌基督建立了一個獨特的關係之後
[00:03:37.200 --> 00:03:41.200]  原來他們願意為耶穌所付出的
[00:03:41.200 --> 00:03:46.600]  是我們所看到一般人所認為不應該付出的
[00:03:46.600 --> 00:03:48.600]  他們都願意去付出
[00:03:48.600 --> 00:03:53.000]  並且他們有一個很大的冒險精神
[00:03:53.000 --> 00:03:55.800]  即或可能冒著很多的被誤會
[00:03:55.800 --> 00:04:00.600]  甚至可能真正會被人否定的情況之下
[00:04:00.600 --> 00:04:03.800]  他們仍然無悔地作出付出
[00:04:03.800 --> 00:04:06.000]  讓我們今天一起去看看
[00:04:06.000 --> 00:04:09.000]  這段經文所說的是什麼內容
[00:04:09.000 --> 00:04:11.000]  讓我們再次打開聖經
[00:04:11.000 --> 00:04:18.000]  馬太福音第27章第57至61節
[00:04:18.000 --> 00:04:21.000]  讓我們再次一起同心去讀下這段經文
[00:04:21.000 --> 00:04:23.000]  了解這段經文的內容先
[00:04:23.000 --> 00:04:26.000]  好,請大家一起打開聖經
[00:04:26.000 --> 00:04:29.400]  我們先會以和合本的一起去中讀
[00:04:29.400 --> 00:04:31.400]  如果你是用英語聖經的話
[00:04:31.400 --> 00:04:35.000]  也請大家跟著所打出來的英語聖經
[00:04:35.000 --> 00:04:38.600]  一起去參詳就可以了
[00:04:38.600 --> 00:04:40.000]  好,我們一起讀
[00:04:40.000 --> 00:04:42.000]  到了晚上
[00:04:42.000 --> 00:04:48.600]  有一個財主名叫約瑟是阿利瑪太來的
[00:04:48.600 --> 00:04:51.800]  他也是耶穌的門徒
[00:04:51.800 --> 00:04:57.200]  這人去見比拉多求耶穌的身體
[00:04:57.200 --> 00:05:00.600]  比拉多就吩咐給他
[00:05:00.600 --> 00:05:03.400]  約瑟取了身體
[00:05:03.400 --> 00:05:07.200]  用乾淨細麻布裹好
[00:05:07.200 --> 00:05:11.200]  安放在自己的新墳墓裡
[00:05:11.200 --> 00:05:15.200]  就是他作在盤石裡的
[00:05:15.200 --> 00:05:21.200]  他又把大石頭滾到墓門口就去了
[00:05:21.200 --> 00:05:27.400]  有莫大拉的瑪利亞和那個瑪利亞在那裡
[00:05:27.400 --> 00:05:31.400]  對著墳墓坐著
[00:05:31.400 --> 00:05:33.400]  如果大家還記得上一課
[00:05:33.400 --> 00:05:38.000]  我們主要崇拜的裏面我很簡略的跟大家講一下
[00:05:38.000 --> 00:05:42.800]  在耶穌基督從這個可以說是中樹節主日
[00:05:42.800 --> 00:05:47.200]  或者耶穌進耶路撒冷城那一天的開始
[00:05:47.200 --> 00:05:49.600]  到最後耶穌復活的為止
[00:05:49.600 --> 00:05:54.600]  總共八千的過程當中所發生的事情
[00:05:54.600 --> 00:05:58.800]  今天我跟大家一起思想的這一段經文
[00:05:58.800 --> 00:06:02.400]  正好在星期五的晚上
[00:06:02.400 --> 00:06:06.800]  以至於星期六這段時間之間所發生的事情
[00:06:06.800 --> 00:06:12.400]  是關乎於耶穌基督被安葬的時候
[00:06:12.400 --> 00:06:17.400]  在上一課的中樹節主日裏面我們已經提過
[00:06:17.400 --> 00:06:24.600]  原來我們在當中藉著耶穌基督對父神的傳言的付出
[00:06:24.600 --> 00:06:29.400]  我們看見當一個人和上帝有一個特殊的關係的時候
[00:06:29.400 --> 00:06:35.800]  他就會有很相應的同樣的付出願意付出起來
[00:06:35.800 --> 00:06:37.800]  甚至可能是死
[00:06:37.800 --> 00:06:41.400]  而另一個人物我們所看到的在上一課
[00:06:41.400 --> 00:06:47.800]  就是說當一個女士她為了滿足耶穌基督
[00:06:47.800 --> 00:06:51.600]  要去成就父神這個目的的時候
[00:06:51.600 --> 00:06:55.000]  她也甘心願意去為耶穌
[00:06:55.000 --> 00:07:00.800]  付出她最昂貴的一瓶香膏
[00:07:00.800 --> 00:07:04.800]  來在耶穌基督就快要上十字架之前
[00:07:04.800 --> 00:07:09.000]  她能夠所做到的事情就是為她去高沒
[00:07:09.000 --> 00:07:12.800]  好像耶穌基督已經死了一樣
[00:07:12.800 --> 00:07:14.200]  在上文我已經講過了
[00:07:14.200 --> 00:07:17.600]  這位女士因為她不知道自己還有沒有這個機會
[00:07:17.600 --> 00:07:19.800]  她就好好把握時機
[00:07:19.800 --> 00:07:26.800]  在能做的時間她就首先做了她所能力做得到的事情
