
[00:00:00.000 --> 00:00:03.140]  感謝神 今天我們又有機會來一起分享
[00:00:03.140 --> 00:00:05.500]  來聆聽他的話語
[00:00:05.500 --> 00:00:08.620]  今天呢 我要先給大家講一個故事
[00:00:08.620 --> 00:00:12.100]  有一天 有一個人買了一張
[00:00:12.100 --> 00:00:14.560]  啊 先放到上一個part point
[00:00:14.560 --> 00:00:19.240]  有一天 有一個人買了一張船票
[00:00:19.240 --> 00:00:22.320]  要到很遠很遠的地方去
[00:00:22.320 --> 00:00:25.040]  大概要兩個月的時間才能到
[00:00:25.040 --> 00:00:28.240]  但因爲這個人呢 他很貧窮
[00:00:28.240 --> 00:00:31.180]  沒有足夠的錢 於是呢
[00:00:31.180 --> 00:00:34.180]  他就把他所有家中一切值錢的都賣掉了
[00:00:34.180 --> 00:00:37.180]  再加上一些親戚朋友的幫補
[00:00:37.180 --> 00:00:40.180]  剛好能買到一張船票
[00:00:40.180 --> 00:00:43.200]  還剩下一點點錢而已
[00:00:43.200 --> 00:00:45.680]  其他的什麼都沒有了
[00:00:45.680 --> 00:00:49.800]  於是他買了一張低等船艙的船票
[00:00:49.800 --> 00:00:53.120]  那他在想 在船上有兩個月的時間
[00:00:53.120 --> 00:00:56.120]  我只有一點點錢了
[00:00:56.120 --> 00:00:58.600]  那我怎麼辦呢 我可以喫什麼呢
[00:00:58.600 --> 00:01:01.740]  於是呢 他就用最後
[00:01:01.740 --> 00:01:04.780]  剩下的一點點錢 買了一大袋的
[00:01:04.780 --> 00:01:07.680]  乾糧 帶上船
[00:01:07.680 --> 00:01:12.120]  上船之後 第一天喫乾糧
[00:01:12.120 --> 00:01:15.220]  第一個星期 還是喫乾糧
[00:01:15.220 --> 00:01:18.500]  第二個禮拜 又是喫乾糧
[00:01:18.500 --> 00:01:21.420]  第三個禮拜 還是喫乾糧
[00:01:21.420 --> 00:01:24.980]  越喫就越辛苦 越喫
[00:01:24.980 --> 00:01:28.020]  就越感到身體很虛弱
[00:01:28.020 --> 00:01:30.600]  因爲那些的乾糧 沒有什麼的營養
[00:01:30.600 --> 00:01:34.560]  而且最大的征戰 還不是喫乾糧的痛苦
[00:01:34.560 --> 00:01:37.660]  而是每一天他在經過餐廳時
[00:01:37.660 --> 00:01:40.660]  聞到從餐廳裏面
[00:01:40.660 --> 00:01:43.420]  飄出來的香味 他就覺得
[00:01:43.420 --> 00:01:47.760]  要忍住 回頭繼續喫他的乾糧
[00:01:47.760 --> 00:01:51.460]  到了最後一天 要下船的時候
[00:01:51.460 --> 00:01:54.380]  他終於忍不住了
[00:01:55.020 --> 00:01:58.120]  他來到廚師長的面前 對廚師長說
[00:01:58.120 --> 00:02:02.680]  廚師先生 我已經在船上
[00:02:02.680 --> 00:02:05.100]  喫了兩個月的乾糧了
[00:02:05.100 --> 00:02:08.000]  今天是最後一天
[00:02:08.000 --> 00:02:11.500]  你可不可以給我喫一餐
[00:02:11.500 --> 00:02:14.620]  熱的食物 一餐可口的菜餚呢
[00:02:14.620 --> 00:02:17.980]  廚師長就問他
[00:02:17.980 --> 00:02:21.640]  你是偷渡客嗎
[00:02:22.540 --> 00:02:24.960]  他說 不是不是不是
[00:02:24.960 --> 00:02:28.360]  那廚師長問他 你的船票在哪裏
[00:02:28.360 --> 00:02:31.360]  他說 你看 我的船票在這裏
[00:02:31.360 --> 00:02:36.700]  廚師看着這個人 對他說
[00:02:36.700 --> 00:02:41.440]  你既然有船票 你難道不知道
[00:02:41.440 --> 00:02:45.000]  你拿了船票 就已經可以
[00:02:45.000 --> 00:02:47.860]  每天喫這個船裏面
[00:02:47.860 --> 00:02:49.960]  供應的食物嗎
[00:02:52.540 --> 00:02:53.540]  弟兄姊妹
[00:02:53.540 --> 00:02:56.920]  我在這裏想問大家一個問題
[00:02:56.920 --> 00:03:00.220]  我們是不是已經拿了上帝號的船票
[00:03:00.220 --> 00:03:02.840]  已經進到了上帝的家裏
[00:03:02.840 --> 00:03:06.460]  但是我們卻依然像個孤兒一樣
[00:03:06.460 --> 00:03:09.460]  在喫自己買的乾糧 在用
[00:03:09.460 --> 00:03:12.780]  自己的方式來過生活 而沒有
[00:03:12.780 --> 00:03:15.760]  去兌換這張船票
[00:03:15.760 --> 00:03:18.380]  去餐廳裏面喫食物 跟上帝
[00:03:18.380 --> 00:03:19.800]  去建立關係呢
[00:03:20.620 --> 00:03:23.980]  今天我就要跟大家分享這樣的一個故事
[00:03:23.980 --> 00:03:26.220]  就是長子的故事
[00:03:26.220 --> 00:03:29.780]  這個長子啊 他住在父親的家裏面
[00:03:29.780 --> 00:03:32.560]  但是他卻有一點點的
[00:03:32.560 --> 00:03:36.120]  有小問題 我們一起來
[00:03:36.120 --> 00:03:37.860]  看一下
[00:03:37.860 --> 00:03:43.700]  聽過前兩次講到的朋友都知道
[00:03:43.700 --> 00:03:45.800]  我們在《路加福音》15章
[00:03:45.800 --> 00:03:49.100]  是講了三個失而復得的比喻
[00:03:49.100 --> 00:03:51.140]  那麼在經文的一開頭
[00:03:51.140 --> 00:03:54.280]  其實就已經問這一章的經文定了基調
[00:03:54.280 --> 00:03:57.240]  就是耶穌說的很清楚
[00:03:57.240 --> 00:04:00.240]  這一章經文是針對法利塞人的問題
[00:04:00.240 --> 00:04:01.680]  而講的
[00:04:01.680 --> 00:04:05.160]  法利塞人和文士呢 就責怪耶穌
[00:04:05.160 --> 00:04:08.160]  接待罪人 耶穌呢
[00:04:08.160 --> 00:04:11.160]  就接下來用了三個比喻來跟他們
[00:04:11.160 --> 00:04:14.160]  講說話 那麼就用了前兩個
[00:04:14.160 --> 00:04:17.200]  比喻 是施楊的比喻和施賢的比喻
[00:04:17.200 --> 00:04:20.700]  他們最後都有同一個結論
[00:04:20.700 --> 00:04:23.700]  就是第七節 我告訴你們
[00:04:23.700 --> 00:04:26.700]  一個罪人悔改 在天上也要
[00:04:26.700 --> 00:04:29.700]  這樣爲他歡喜 較比爲99個
[00:04:29.700 --> 00:04:32.700]  不用悔改的義人歡喜還大
[00:04:32.700 --> 00:04:35.700]  到了施賢的比喻 最後的結論是說
[00:04:35.700 --> 00:04:38.700]  我告訴你們 一個罪人悔改 在神的
[00:04:38.700 --> 00:04:41.700]  使者面前 也是這樣爲他歡喜
[00:04:41.700 --> 00:04:44.700]  好了 到了最後一個浪子的
[00:04:44.700 --> 00:04:47.700]  比喻 當那個小兒子回到
[00:04:47.700 --> 00:04:50.700]  父親的家中的時候 大兒子的結局
[00:04:50.700 --> 00:04:53.700]  卻是生氣
[00:04:53.700 --> 00:04:56.700]  不肯進去
[00:04:56.700 --> 00:04:59.700]  爲什麼呢 爲什麼大兒子
[00:04:59.700 --> 00:05:02.700]  會生氣呢 大兒子在告訴我們
[00:05:02.700 --> 00:05:05.700]  今天我們的信仰缺乏什麼呢
[00:05:05.700 --> 00:05:08.700]  讓我們一起來讀一下今天的經文
[00:05:08.700 --> 00:05:11.700]  一二 那時大兒子正在
[00:05:11.700 --> 00:05:14.700]  田裏 他回來離家不遠
[00:05:14.700 --> 00:05:17.700]  聽見坐月跳舞的聲音
[00:05:17.700 --> 00:05:20.700]  便叫過一個僕人來
[00:05:20.700 --> 00:05:23.700]  問是什麼事 僕人說
[00:05:23.700 --> 00:05:26.700]  你兄弟來了 你父親
[00:05:26.700 --> 00:05:29.700]  因爲得他無災無病的回來
[00:05:29.700 --> 00:05:32.700]  把肥牛毒宰了
[00:05:32.700 --> 00:05:35.700]  大兒子卻生氣
[00:05:35.700 --> 00:05:38.700]  不肯進去 他父親就出來
[00:05:38.700 --> 00:05:41.700]  勸他 他對父親說
[00:05:41.700 --> 00:05:44.700]  我服侍你這麼多年
[00:05:44.700 --> 00:05:47.700]  從來沒有違背過你的命
[00:05:47.700 --> 00:05:50.700]  你並沒有給我一支山羊羔
[00:05:50.700 --> 00:05:53.700]  叫我和朋友一同快樂
[00:05:53.700 --> 00:05:56.700]  但你這個兒子和娼妓
[00:05:56.700 --> 00:05:59.700]  吞進了你的產業
[00:05:59.700 --> 00:06:02.700]  他一來了 你倒爲他宰了肥牛毒
[00:06:02.700 --> 00:06:05.700]  父親對他說
[00:06:05.700 --> 00:06:08.700]  兒啊 你常和我同在
[00:06:08.700 --> 00:06:11.700]  我一切所有的都是你的
[00:06:11.700 --> 00:06:14.700]  只是你這個兄弟
[00:06:14.700 --> 00:06:17.700]  是死而復活 失而復得的
[00:06:17.700 --> 00:06:20.700]  所以我們理當歡喜快樂
[00:06:20.700 --> 00:06:23.700]  大兒子的生氣
[00:06:23.700 --> 00:06:26.700]  不是沒有理由的
[00:06:26.700 --> 00:06:29.700]  他的生氣看似是理直氣壯
[00:06:29.700 --> 00:06:32.700]  但是實際卻反映了他裏面的心態
[00:06:32.700 --> 00:06:35.700]  大兒子爲什麼生氣呢
[00:06:35.700 --> 00:06:38.700]  想象一個鞠躬盡瘁的大兒子
[00:06:38.700 --> 00:06:41.700]  在父親的家裏面服侍這麼多年
[00:06:41.700 --> 00:06:44.700]  兢兢業業 任勞任怨
