
[00:00:00.000 --> 00:00:04.000]  讓我們再一次禱告
[00:00:04.000 --> 00:00:06.000]  主在高天
[00:00:06.000 --> 00:00:10.800]  又師尊降卑的耶穌基督,我們的神
[00:00:10.800 --> 00:00:12.000]  今天早上
[00:00:12.000 --> 00:00:14.000]  我們聚集在祢的面前
[00:00:14.000 --> 00:00:16.000]  再一次打開心門
[00:00:16.000 --> 00:00:18.000]  以心靈誠實
[00:00:18.000 --> 00:00:20.000]  來到祢的私人寶座前
[00:00:20.000 --> 00:00:26.000]  求我們這位使奴婦擔重擔者得安息的神
[00:00:26.000 --> 00:00:29.000]  除去我們生活中的勞累
[00:00:29.000 --> 00:00:31.000]  人的集聖
[00:00:31.000 --> 00:00:33.000]  可叫我們能夠在一間
[00:00:33.000 --> 00:00:36.000]  從種種的綑綁當中釋放出來
[00:00:36.000 --> 00:00:40.000]  叫我們能夠專心一意聆聽祢自己的聖道
[00:00:40.000 --> 00:00:43.000]  讓我們的心能夠得幫助
[00:00:43.000 --> 00:00:46.000]  讓聽的、講的能夠在祢面前蒙恩
[00:00:46.000 --> 00:00:49.000]  願聖靈陪伴我們走過這堂道
[00:00:49.000 --> 00:00:53.000]  我們禱告奉耶穌基督,明求
[00:00:53.000 --> 00:00:57.000]  再創高峰
[00:00:59.000 --> 00:01:03.000]  這個星期我們聽到特首的報告
[00:01:03.000 --> 00:01:05.000]  在當中不乏的
[00:01:05.000 --> 00:01:09.000]  就是有很多人對一個明日大嶼的填海計劃
[00:01:09.000 --> 00:01:11.000]  議論紛紛
[00:01:11.000 --> 00:01:14.000]  甚至乎有聲音質疑地說
[00:01:14.000 --> 00:01:17.000]  會不會損耗了我們一半的儲備
[00:01:17.000 --> 00:01:19.000]  我們又聽到特首
[00:01:19.000 --> 00:01:22.000]  她以鴻運的聲音去回答
[00:01:22.000 --> 00:01:25.000]  她說三十年前玫瑰園的計劃
[00:01:25.000 --> 00:01:27.000]  都有很多人擔心
[00:01:27.000 --> 00:01:31.000]  甚至乎會怕我們會動用很大筆的基金
[00:01:31.000 --> 00:01:34.000]  但不需要懼怕財政預算
[00:01:34.000 --> 00:01:38.000]  因為我們見到計劃在當年
[00:01:38.000 --> 00:01:42.000]  這些計劃可以說是一個大額的開支
[00:01:42.000 --> 00:01:45.000]  但到今天我們已經在用玫瑰園
[00:01:45.000 --> 00:01:48.000]  已經在用赤鱲角的機場
[00:01:48.000 --> 00:01:50.000]  使香港更上一步
[00:01:50.000 --> 00:01:52.000]  如今我要問的
[00:01:52.000 --> 00:01:55.000]  是不是香港的市民沒有了信心
[00:01:55.000 --> 00:01:58.000]  覺得我們會再次有這樣的情況
[00:01:58.000 --> 00:02:00.000]  沒錯
[00:02:00.000 --> 00:02:02.000]  我集中看到的是
[00:02:02.000 --> 00:02:04.000]  我們會有很多的懼怕
[00:02:04.000 --> 00:02:06.000]  但我們亦都發覺
[00:02:06.000 --> 00:02:09.000]  很容易從信心裏面失落
[00:02:09.000 --> 00:02:13.000]  不過難關總是會過
[00:02:13.000 --> 00:02:15.000]  人生裏面
[00:02:15.000 --> 00:02:18.000]  我們踏入越來越大的年紀
[00:02:18.000 --> 00:02:22.000]  我們都很怕自己很難再創高峰
[00:02:22.000 --> 00:02:25.000]  或者我們在年輕不在的裏面
[00:02:25.000 --> 00:02:29.000]  我們感受到自己的生命只能顧目前
[00:02:29.000 --> 00:02:31.000]  五十歲以後的人
[00:02:31.000 --> 00:02:38.000]  我們總覺得自己已經工作一段日子
[00:02:38.000 --> 00:02:42.000]  想的可能是六十後的退休生活
[00:02:42.000 --> 00:02:46.000]  我們亦都可能見到對上有高堂
[00:02:46.000 --> 00:02:49.000]  對下有成長的子女
[00:02:49.000 --> 00:02:51.000]  所以我們可能會有很多的憂慮
[00:02:51.000 --> 00:02:55.000]  尤其是在我牧養的裏面
[00:02:55.000 --> 00:02:59.000]  不乏見到有些頂子妹過五十之後
[00:02:59.000 --> 00:03:03.000]  被種種莫名其妙的壓力、壓傷
[00:03:03.000 --> 00:03:05.000]  以致有情緒的困難
[00:03:05.000 --> 00:03:08.000]  所以我相信教會裏面
[00:03:08.000 --> 00:03:11.000]  我們容顏地很關注、很關心
[00:03:11.000 --> 00:03:13.000]  和很想支援
[00:03:13.000 --> 00:03:17.000]  每一個在這個年紀以後的頂子妹
[00:03:17.000 --> 00:03:20.000]  不代表我們今天沒有對年輕的
[00:03:20.000 --> 00:03:22.000]  去牧養、去關心
[00:03:22.000 --> 00:03:25.000]  反而我們見到過去這麼多年的裏面
[00:03:25.000 --> 00:03:27.000]  我們很感謝神
[00:03:27.000 --> 00:03:30.000]  謝謝教會在資源上的安排
[00:03:30.000 --> 00:03:34.000]  我們見到年輕頂子妹一直的起來
[00:03:34.000 --> 00:03:38.000]  他們在參與猜拳的事上都有一手
[00:03:38.000 --> 00:03:40.000]  所以在昨晚我們見到
[00:03:40.000 --> 00:03:43.000]  這個所謂猜拳的高峰會裏面
[00:03:43.000 --> 00:03:46.000]  有不少年輕的頂子妹
[00:03:46.000 --> 00:03:50.000]  他們表達了他們如何為神的緣故
[00:03:50.000 --> 00:03:52.000]  由香港走出去
[00:03:52.000 --> 00:03:54.000]  今天這個早上
[00:03:54.000 --> 00:03:57.000]  我們想一起來思想迦勒
[00:03:57.000 --> 00:03:59.000]  當提到迦勒的時候
[00:03:59.000 --> 00:04:02.000]  有三樣東西我是很特別、深刻記得的
[00:04:02.000 --> 00:04:04.000]  迦勒給我的感受
[00:04:04.000 --> 00:04:09.000]  就是它有膽量、有計劃和有決心
[00:04:09.000 --> 00:04:13.000]  我盼望對我們五十後的頂子妹
[00:04:13.000 --> 00:04:15.000]  同樣都能夠經歷
[00:04:15.000 --> 00:04:18.000]  當我們提到猜拳的時候
[00:04:18.000 --> 00:04:23.000]  我們很多時候將它留給年輕的頂子妹
[00:04:23.000 --> 00:04:25.000]  確實
[00:04:25.000 --> 00:04:28.000]  我們在昨晚裏面見到很感恩的
[00:04:28.000 --> 00:04:30.000]  有很多年輕的頂子妹
[00:04:30.000 --> 00:04:33.000]  他們承接福音的棚
[00:04:33.000 --> 00:04:34.000]  由這個地方
[00:04:34.000 --> 00:04:38.000]  無論去到縣市、柬埔寨
[00:04:38.000 --> 00:04:41.000]  或者他們去到湖北
[00:04:41.000 --> 00:04:43.000]  或者去到三水
[00:04:43.000 --> 00:04:46.000]  近年我們見到有年輕的頂子妹
[00:04:46.000 --> 00:04:51.000]  去到台灣去做一些服務群體的工作
[00:04:51.000 --> 00:04:52.000]  這些等等
[00:04:52.000 --> 00:04:57.000]  不應該只是單單給年輕的頂子妹
[00:04:57.000 --> 00:05:00.000]  迦勒今天就挑戰我們
[00:05:00.000 --> 00:05:01.000]  讓我們知道
[00:05:01.000 --> 00:05:03.000]  作為一個高年齡的人
[00:05:03.000 --> 00:05:05.000]  八十五歲
[00:05:05.000 --> 00:05:10.000]  他仍然踏上了猜拳的路
[00:05:10.000 --> 00:05:14.000]  教會普查是我們不得不忽視的
[00:05:14.000 --> 00:05:17.000]  在二零一四剛剛對上這一次
[00:05:17.000 --> 00:05:18.000]  現在還沒有做
[00:05:18.000 --> 00:05:21.000]  不過還有一次可能正在做
[00:05:21.000 --> 00:05:22.000]  我們告訴我們聽
[00:05:22.000 --> 00:05:25.000]  他有一個這樣的結論
[00:05:25.000 --> 00:05:28.000]  他說教會五十歲至六十四歲的信徒
[00:05:28.000 --> 00:05:30.000]  推算有七萬多人
[00:05:30.000 --> 00:05:33.000]  六十五歲以上的有四萬九
[00:05:33.000 --> 00:05:34.000]  即是五萬人
[00:05:34.000 --> 00:05:36.000]  加上現在組別的人
[00:05:36.000 --> 00:05:40.000]  由五十歲到以後打下去的
[00:05:40.000 --> 00:05:42.000]  總共有十二萬二千人
[00:05:42.000 --> 00:05:47.000]  他說佔了教會的信徒人口超過三分之一
[00:05:47.000 --> 00:05:49.000]  比較過去十五年
[00:05:49.000 --> 00:05:51.000]  本港的教會年齡層
[00:05:51.000 --> 00:05:56.000]  見到四十五歲明顯是不斷的上升
[00:05:56.000 --> 00:05:59.000]  這個圖正正告訴我們聽
[00:05:59.000 --> 00:06:04.000]  過去那四次的教會裡面的調查
[00:06:04.000 --> 00:06:06.000]  我們得出的結果
[00:06:06.000 --> 00:06:08.000]  十五歲以下
[00:06:08.000 --> 00:06:09.000]  以至到十五歲以上
[00:06:09.000 --> 00:06:12.000]  一直打下去到六十五歲以上
[00:06:12.000 --> 00:06:14.000]  我們都能夠檢定到
[00:06:14.000 --> 00:06:18.000]  他的佔有在教會的人口裡面
[00:06:18.000 --> 00:06:22.000]  我們特別在四十五歲至六十四歲
[00:06:22.000 --> 00:06:25.000]  由九九年的十五點三個百分比
[00:06:25.000 --> 00:06:30.000]  一直調升到二零一四年三十一點四
[00:06:30.000 --> 00:06:33.000]  即是在九九年到現在一四年
[00:06:33.000 --> 00:06:36.000]  足足增加了一倍
[00:06:36.000 --> 00:06:40.000]  即是在四十五歲至六十四歲的人口裡面
[00:06:40.000 --> 00:06:42.000]  再加上六十五歲以上
[00:06:42.000 --> 00:06:46.000]  那些弟兄姊妹人口
[00:06:46.000 --> 00:06:48.000]  教會可以這樣說
[00:06:48.000 --> 00:06:50.000]  以一浸都可以這樣說
[00:06:50.000 --> 00:06:52.000]  有一半以上的人
[00:06:52.000 --> 00:06:56.000]  是由四十五歲打下去的
[00:06:56.000 --> 00:06:58.000]  即是說今天我們不能忽視的
[00:06:58.000 --> 00:07:02.000]  就是迦勒給我們一個鼓勵
[00:07:02.000 --> 00:07:06.000]  我們這一班認為自己步向年紀大
[00:07:06.000 --> 00:07:08.000]  機器壞的人
[00:07:08.000 --> 00:07:11.000]  我們仍然可以學校迦勒這樣
[00:07:11.000 --> 00:07:14.000]  成為一個在信心上
[00:07:14.000 --> 00:07:16.000]  在決心上
[00:07:16.000 --> 00:07:18.000]  在膽量上
[00:07:18.000 --> 00:07:19.000]  在計劃上
[00:07:19.000 --> 00:07:23.000]  都成為神的一個傭人
[00:07:23.000 --> 00:07:26.000]  金陵人士往往是指
[00:07:26.000 --> 00:07:29.000]  今天五十歲以上的人
[00:07:29.000 --> 00:07:31.000]  在一個新加坡
[00:07:31.000 --> 00:07:33.000]  他們稱祂為樂齡人士
[00:07:33.000 --> 00:07:35.000]  即是快樂的年齡
[00:07:35.000 --> 00:07:39.000]  不應該說五十歲後有點悲
[00:07:39.000 --> 00:07:42.000]  有點人生乏力
[00:07:42.000 --> 00:07:43.000]  正如我所說
[00:07:43.000 --> 00:07:45.000]  連我自己在內
[00:07:45.000 --> 00:07:47.000]  我都是過了五十
[00:07:47.000 --> 00:07:49.000]  朝向六十
[00:07:49.000 --> 00:07:51.000]  但我仍然感覺到
[00:07:51.000 --> 00:07:54.000]  神給我人生裡面有很多的挑戰
[00:07:54.000 --> 00:07:58.000]  只不過我肯不肯去應戰
[00:07:58.000 --> 00:08:01.000]  今天我們就要從迦勒的身上
[00:08:01.000 --> 00:08:06.000]  看看他帶來給我們什麼提示
[00:08:06.000 --> 00:08:09.000]  第一方面我們會思想迦勒給我們看到的
[00:08:09.000 --> 00:08:12.000]  就是繼往開來
[00:08:12.000 --> 00:08:15.000]  從當初我們認信
[00:08:15.000 --> 00:08:17.000]  從當初迦勒
[00:08:17.000 --> 00:08:20.000]  他看見神通過摩西告訴他
[00:08:20.000 --> 00:08:22.000]  要探迦勒
[00:08:22.000 --> 00:08:25.000]  他相信迦勒是他們的家鄉
[00:08:25.000 --> 00:08:27.000]  或者是他們的長久居住
[00:08:27.000 --> 00:08:30.000]  以致到他今天在分地的時候
[00:08:30.000 --> 00:08:33.000]  他跟約書亞說
[00:08:33.000 --> 00:08:36.000]  我認定了有一塊地你要給我
[00:08:36.000 --> 00:08:38.000]  不過還未完全可以
[00:08:38.000 --> 00:08:40.000]  因為裡面有一個阿納族人
[00:08:40.000 --> 00:08:43.000]  我會親自去拿這塊地
[00:08:43.000 --> 00:08:47.000]  在《論經文》裡面他講到
[00:08:47.000 --> 00:08:49.000]  當時在吉甲這個地方
[00:08:49.000 --> 00:08:52.000]  約書亞已經和以色列人
[00:08:52.000 --> 00:08:53.000]  新一代的
[00:08:53.000 --> 00:08:56.000]  打遍整個地方
[00:08:56.000 --> 00:09:00.000]  所以迦勒大致上已經收歸以色列人
[00:09:00.000 --> 00:09:02.000]  所以他們就開始分地
[00:09:02.000 --> 00:09:05.000]  但分地的時候就有一個小插曲
[00:09:05.000 --> 00:09:09.000]  就是迦勒這個老人家
[00:09:09.000 --> 00:09:10.000]  他告訴我們
[00:09:10.000 --> 00:09:12.000]  那時候我四十歲
[00:09:12.000 --> 00:09:15.000]  現在我已經經過了四十五年
[00:09:15.000 --> 00:09:16.000]  八十五歲
[00:09:16.000 --> 00:09:18.000]  我來到你的面前
[00:09:18.000 --> 00:09:20.000]  我是要告訴你
[00:09:20.000 --> 00:09:22.000]  我曾經做過探子
[00:09:22.000 --> 00:09:27.000]  做過見過一切所謂迦南地的美好
[00:09:27.000 --> 00:09:30.000]  不過當時和我上去的弟兄
[00:09:30.000 --> 00:09:33.000]  他們在百姓的心消化
[00:09:33.000 --> 00:09:35.000]  我有一個註腳
