
[00:00:00.000 --> 00:00:03.800]  每一個人的生命旅途上
[00:00:03.800 --> 00:00:05.800]  都有很多人的出現
[00:00:05.800 --> 00:00:08.700]  你的生命過去都有很多人的出現
[00:00:08.700 --> 00:00:12.600]  有些人的出現是長期的
[00:00:12.600 --> 00:00:17.200]  在你身邊一路默默守護你、陪伴著你
[00:00:17.200 --> 00:00:22.400]  有些人我們叫他出現小時就不見了
[00:00:22.400 --> 00:00:24.400]  就不見了他
[00:00:24.400 --> 00:00:28.600]  這些人我們說他們是我們生命中的過客
[00:00:28.600 --> 00:00:31.000]  但很多時候這些過客
[00:00:31.000 --> 00:00:36.200]  為你帶來的是一個很難以遺忘的回憶
[00:00:36.200 --> 00:00:38.200]  很美好的回憶
[00:00:38.200 --> 00:00:44.000]  我記得我自己從小學到中學升中
[00:00:44.000 --> 00:00:45.600]  中學讀了兩間
[00:00:45.600 --> 00:00:48.400]  第一間中學我讀了三個月
[00:00:48.400 --> 00:00:52.400]  到現在為止我對這三個月的人生
[00:00:52.400 --> 00:00:54.600]  仍然是記憶猶新
[00:00:54.600 --> 00:00:58.800]  很難忘當中很多事情
[00:00:58.800 --> 00:01:05.600]  我可否認我讀了六年的男校和尚制
[00:01:05.600 --> 00:01:08.800]  在中學第一次接觸女同學
[00:01:08.800 --> 00:01:11.600]  當時的心情我現在仍然記得
[00:01:11.600 --> 00:01:13.200]  第一天上學是跳來跳去的
[00:01:13.200 --> 00:01:15.000]  「媽媽你幹嘛這麼緊張」
[00:01:15.000 --> 00:01:16.800]  「我要…」
[00:01:16.800 --> 00:01:18.400]  說不出來
[00:01:18.400 --> 00:01:21.800]  我還記得當時有一個女生
[00:01:21.800 --> 00:01:26.000]  你知道女士當時是高大一點
[00:01:26.000 --> 00:01:29.400]  她高大之餘還有一種江湖味道
[00:01:29.400 --> 00:01:34.400]  她一走出來我覺得大姐大
[00:01:34.400 --> 00:01:37.400]  當時比較渺小的我現在很小
[00:01:37.400 --> 00:01:39.200]  站在她旁邊的時候
[00:01:39.200 --> 00:01:41.400]  帶給我一份安全感
[00:01:41.400 --> 00:01:43.400]  一個男人竟然站在旁邊有一份安全感
[00:01:43.400 --> 00:01:44.400]  覺得很特別
[00:01:44.400 --> 00:01:46.400]  這些情況仍然在我生命當中
[00:01:46.400 --> 00:01:49.200]  繼續在徘徊
[00:01:49.200 --> 00:01:53.200]  當時還遇到很多新同學
[00:01:53.200 --> 00:01:55.600]  見到一些像新澤師兄一樣
[00:01:55.600 --> 00:01:57.400]  像梁朝偉一樣
[00:01:57.400 --> 00:02:01.000]  整間學校很不同
[00:02:01.000 --> 00:02:04.200]  三個月就過去了
[00:02:04.200 --> 00:02:08.000]  這些生命當中我自己的過客
[00:02:08.000 --> 00:02:12.400]  在我的回憶中成為了我的常客
[00:02:12.400 --> 00:02:15.400]  頂梓慧朋友我相信在你的過去回憶當中
[00:02:15.400 --> 00:02:17.400]  都有這些過客
[00:02:17.400 --> 00:02:20.800]  有嗎?有吧?
[00:02:20.800 --> 00:02:22.400]  不過剛才我說的那些過客
[00:02:22.400 --> 00:02:26.200]  在我生命當中都不是一些關鍵人物
[00:02:26.200 --> 00:02:29.800]  都不算是一些很霹靂的人
[00:02:29.800 --> 00:02:34.000]  但在我自己信仰的路途中一直以來
[00:02:34.000 --> 00:02:37.400]  我就發覺有很多關鍵的人物
[00:02:37.400 --> 00:02:40.400]  影響著我的生命
[00:02:40.400 --> 00:02:43.000]  我記得我最初過來美國的時候
[00:02:43.000 --> 00:02:45.200]  我是一個非信徒
[00:02:45.200 --> 00:02:48.000]  第一次接觸基督徒
[00:02:48.000 --> 00:02:51.600]  我在香港基本上從來沒有接觸過基督徒
[00:02:51.600 --> 00:02:54.000]  我過來第一次接觸基督徒
[00:02:54.000 --> 00:02:58.400]  我還記得一個弟兄叫Alex
[00:02:58.400 --> 00:03:02.000]  他不算是我一些正式的栽培者
[00:03:02.000 --> 00:03:06.000]  或者是引導我之類
[00:03:06.000 --> 00:03:09.400]  我就是一起跟他在讀書一起生活
[00:03:09.400 --> 00:03:10.800]  我認識這個基督徒
[00:03:10.800 --> 00:03:13.000]  我覺得這個基督徒很不同
[00:03:13.000 --> 00:03:17.200]  當然是他帶我去報道會接受了耶穌基督
[00:03:17.200 --> 00:03:19.400]  其實現在很少聯絡
[00:03:19.400 --> 00:03:21.000]  但在我的回憶當中
[00:03:21.000 --> 00:03:23.000]  在我信仰的路途當中
[00:03:23.000 --> 00:03:28.200]  這個人是神一直以來在我生命當中
[00:03:28.200 --> 00:03:31.400]  其中一個很關鍵性的人物
[00:03:31.400 --> 00:03:33.600]  因為沒有他
[00:03:33.600 --> 00:03:35.600]  可能我今天不會站在這裡
[00:03:35.600 --> 00:03:40.600]  跟大家分享這些生命的點點滴滴
[00:03:40.600 --> 00:03:44.000]  弟兄姊妹,你過去生命當中
[00:03:44.000 --> 00:03:48.400]  一直有你
[00:03:48.400 --> 00:03:51.600]  這個你可能不是只有一個人
[00:03:51.600 --> 00:03:54.600]  可能有好幾個你
[00:03:54.600 --> 00:03:57.600]  以至你整個信仰的生命成長當中
[00:03:57.600 --> 00:04:01.000]  可能不是完美、完全
[00:04:01.000 --> 00:04:03.200]  但是完整
[00:04:03.200 --> 00:04:05.800]  神給你的生命,屬靈的生命
[00:04:05.800 --> 00:04:07.600]  是你想不到的
[00:04:07.600 --> 00:04:10.200]  因為在每個階段所出現的人
[00:04:10.200 --> 00:04:15.000]  都帶來給你有不同的祝福
[00:04:15.000 --> 00:04:18.400]  關鍵的人物在你生命當中有多少個呢?
[00:04:18.400 --> 00:04:22.400]  今天神再一次跟我們一樣說
[00:04:22.400 --> 00:04:24.600]  門徒、締造者
[00:04:24.600 --> 00:04:30.400]  往往是成為別人生命的關鍵者
[00:04:30.400 --> 00:04:32.200]  今天你和我在神面前
[00:04:32.200 --> 00:04:37.600]  要建立一個什麼樣的回點教會?
[00:04:37.600 --> 00:04:39.400]  今天神再一次告訴你
[00:04:39.400 --> 00:04:41.600]  我們要建立一個
[00:04:41.600 --> 00:04:44.400]  締造門徒的教會
[00:04:44.400 --> 00:04:47.600]  因為這個心意是耶穌基督
[00:04:47.600 --> 00:04:52.200]  從始至終從來沒有改變過的心意
[00:04:52.200 --> 00:04:56.800]  這個心意都願意在我們每一個人的心坎裡
[00:04:56.800 --> 00:04:58.400]  在我們的心坎中
[00:04:58.400 --> 00:05:00.400]  銘記著這個使命
[00:05:00.400 --> 00:05:03.200]  以至我們剛才所報告的每一個項目
[00:05:03.200 --> 00:05:04.200]  每一個環節
[00:05:04.200 --> 00:05:05.800]  你所接觸的每一個人
[00:05:05.800 --> 00:05:08.400]  都離不開這個使命
[00:05:08.400 --> 00:05:11.000]  當你一天被侍奉到很累
[00:05:11.000 --> 00:05:14.200]  你發覺你很沒有生命的時候
[00:05:14.200 --> 00:05:15.400]  我可以跟你說
[00:05:15.400 --> 00:05:18.200]  也許你忘記了你的使命
[00:05:18.200 --> 00:05:24.400]  很多基督徒說我已經是一個沒有生命的基督徒
[00:05:24.400 --> 00:05:26.000]  不是因為你沒有崇拜
[00:05:26.000 --> 00:05:28.400]  不是因為你沒有讀經這麼簡單
[00:05:28.400 --> 00:05:32.000]  是因為你失去了人生的使命
[00:05:32.000 --> 00:05:39.200]  你忘了一生值得你奮鬥神給你的使命
[00:05:39.200 --> 00:05:43.200]  就是締造主的門徒
[00:05:43.200 --> 00:05:45.400]  在締造門徒的過程當中
[00:05:45.400 --> 00:05:49.200]  我們見到耶穌基督怎樣建立他的門徒
[00:05:49.200 --> 00:05:50.800]  有人會問
[00:05:50.800 --> 00:05:56.000]  耶穌其實有多少個門徒
[00:05:56.000 --> 00:05:57.600]  有人會問
[00:05:57.600 --> 00:06:02.200]  我們在聖經中見到有門徒又有使徒
[00:06:02.200 --> 00:06:03.800]  很多徒
[00:06:03.800 --> 00:06:06.400]  有信徒又有基督徒
[00:06:06.400 --> 00:06:08.400]  你是什麼徒
[00:06:08.400 --> 00:06:10.200]  很多這些問題
[00:06:10.200 --> 00:06:12.400]  我們試試看一段聖經
[00:06:12.400 --> 00:06:16.200]  我們嘗試在當中找一找答案
[00:06:16.200 --> 00:06:19.000]  在《路加福音》第六章十二到十六節
[00:06:19.000 --> 00:06:20.200]  它是這樣說的
[00:06:20.200 --> 00:06:22.000]  它說在那些日子
[00:06:22.000 --> 00:06:25.200]  有一次耶穌去到山上祈禱
[00:06:25.200 --> 00:06:26.600]  整天這樣祈禱
