
[00:00:00.000 --> 00:00:01.020]  我們先祈禱
[00:00:01.020 --> 00:00:02.860]  讓我們的心去變有平靜
[00:00:02.860 --> 00:00:05.960]  天父我感謝祢讓我有機會和大家一齊來大人去分享
[00:00:05.960 --> 00:00:09.580]  祈求主祢親自來大人去教導我們每一個人
[00:00:09.580 --> 00:00:12.740]  因為我們都要被主祢來大人去塗鑿我們的生命
[00:00:12.740 --> 00:00:17.220]  多謝祢讓孩子有機會能夠和弟兄姊妹來大人分享神理的訊息
[00:00:17.220 --> 00:00:20.380]  願神祢自己來大人用祢的靈來供奉孩子
[00:00:20.380 --> 00:00:23.240]  讓我所講的訊息都成為眾弟兄姊妹的幫助
[00:00:23.240 --> 00:00:24.740]  祈禱賴奉主德聖的名
[00:00:24.740 --> 00:00:25.820]  阿門
[00:00:25.820 --> 00:00:30.760]  教會原來今年的主題就是塗鑿生命
[00:00:30.760 --> 00:00:34.740]  我很好,很感謝榮安
[00:00:34.740 --> 00:00:37.800]  將過去你們幾個月裡面講的道
[00:00:37.800 --> 00:00:39.540]  都讓我知道是什麼內容
[00:00:39.540 --> 00:00:44.040]  所以我會發覺我很想依照你們教會的主題
[00:00:44.040 --> 00:00:47.500]  在今年裡面都講塗鑿生命
[00:00:47.500 --> 00:00:51.580]  我們一開始的時候先會看一段聖經
[00:00:51.580 --> 00:00:53.380]  這段聖經是很寶貴的
[00:00:53.380 --> 00:00:57.180]  今天也很特別,原本不是在教會聚會的
[00:00:57.180 --> 00:01:00.220]  因為這間教堂出現了一些問題
[00:01:00.220 --> 00:01:01.840]  水有事
[00:01:01.840 --> 00:01:04.080]  漏水
[00:01:04.080 --> 00:01:15.940]  後來要改到牧師的花園裡面來聚會
[00:01:15.940 --> 00:01:18.860]  我已經大安旨意了,為什麼呢?
[00:01:18.860 --> 00:01:21.000]  就是我們下來的時候
[00:01:21.000 --> 00:01:24.320]  我只是穿T恤和短褲而已
[00:01:24.320 --> 00:01:25.320]  我說對了
[00:01:25.320 --> 00:01:27.740]  因為我今天也是在講花園裡面的事情
[00:01:27.740 --> 00:01:29.860]  我就說我有一個藉口
[00:01:29.860 --> 00:01:32.160]  這麼熱,我不用換衣服了
[00:01:32.160 --> 00:01:33.680]  誰知道最後又收到
[00:01:33.680 --> 00:01:37.320]  榮安說他們已經修理完了
[00:01:37.320 --> 00:01:39.820]  那就是我不可以穿短衣短褲了
[00:01:39.820 --> 00:01:41.540]  我仍然要怎樣塗鑿生命呢?
[00:01:41.540 --> 00:01:42.760]  我馬上換衣服
[00:01:42.760 --> 00:01:43.680]  戴上領帶
[00:01:43.680 --> 00:01:47.000]  這是我一向對神的尊重
[00:01:47.000 --> 00:01:49.120]  所以今天很抱歉,遲了
[00:01:49.120 --> 00:01:53.080]  好,今天會跟大家一起去分享神的話語
[00:01:53.080 --> 00:01:55.140]  我們先帶大家去看一段聖經
[00:01:55.140 --> 00:01:57.660]  約翰福音第十五章第一到第二節
[00:01:57.660 --> 00:01:59.360]  我們一起帶大家去讀出,好嗎?
[00:01:59.360 --> 00:02:03.860]  「我是真葡萄樹,我服侍栽培的人
[00:02:03.860 --> 00:02:08.380]  凡屬我不潔果子的枝子,他就剪去
[00:02:08.380 --> 00:02:11.900]  凡潔果子的,他就修理乾淨
[00:02:11.900 --> 00:02:14.540]  使枝子潔果子更多」
