
[00:00:00.000 --> 00:00:01.460]  先來一個故事
[00:00:01.460 --> 00:00:03.460]  可能大家都聽過了
[00:00:03.460 --> 00:00:06.220]  在二千多年前的中國的戰國時代
[00:00:06.220 --> 00:00:07.720]  有一個國家叫齊國
[00:00:07.720 --> 00:00:10.280]  裏面有一個VIP
[00:00:10.280 --> 00:00:12.280]  大人物叫孟常軍
[00:00:12.280 --> 00:00:14.280]  可能大家知道是誰
[00:00:14.280 --> 00:00:16.280]  養了很多門客
[00:00:16.280 --> 00:00:17.660]  食客三千
[00:00:17.660 --> 00:00:20.780]  很多人在他門下跟他謀生
[00:00:20.780 --> 00:00:21.660]  一天
[00:00:21.660 --> 00:00:23.660]  這位老闆真的有事要做了
[00:00:23.660 --> 00:00:25.660]  拿了一疊借據出來
[00:00:25.660 --> 00:00:29.020]  他就說麻煩你去我那個封地
[00:00:29.020 --> 00:00:31.760]  一個叫蝕的城的地方
[00:00:31.760 --> 00:00:34.380]  幫我去收一些債回來
[00:00:34.380 --> 00:00:38.420]  他要找那些人幫忙做收債人
[00:00:38.420 --> 00:00:41.820]  那些門客就平時吃他的穿他的
[00:00:41.820 --> 00:00:44.760]  但這個時候就不是很多人回應
[00:00:44.760 --> 00:00:46.140]  只有一個人
[00:00:46.140 --> 00:00:48.640]  其中一個門客叫馮軒
[00:00:48.640 --> 00:00:49.900]  他就答應了
[00:00:49.900 --> 00:00:51.480]  然後就去啦
[00:00:51.480 --> 00:00:54.340]  臨出發之前他就問他的老闆
[00:00:54.340 --> 00:00:59.660]  主人你想我回來的時候有什麼東西可以買回來
[00:00:59.660 --> 00:01:01.660]  孟常軍望了一下周圍
[00:01:01.660 --> 00:01:02.660]  他家裏
[00:01:02.660 --> 00:01:06.860]  你看我家裏有什麼缺乏的你就買回來吧
[00:01:06.860 --> 00:01:08.860]  然後馮軒就出發了
[00:01:08.860 --> 00:01:10.460]  去到那個蝕城那裏
[00:01:10.460 --> 00:01:13.540]  一去到就召集了所有的債人
[00:01:13.540 --> 00:01:15.860]  全部那些欠錢的老百姓
[00:01:15.860 --> 00:01:17.060]  就在那裏
[00:01:17.060 --> 00:01:18.660]  有錢還的就還
[00:01:18.660 --> 00:01:21.060]  但基本上大部份人都沒有錢還
[00:01:21.060 --> 00:01:23.060]  於是他做了一件事
[00:01:23.060 --> 00:01:24.540]  一把火
[00:01:24.540 --> 00:01:26.060]  把所有的債券
[00:01:26.060 --> 00:01:28.060]  那些借據
[00:01:28.060 --> 00:01:30.060]  全部燒了
[00:01:30.060 --> 00:01:33.060]  周圍的債人都嘔吐了
[00:01:33.060 --> 00:01:35.060]  但又很開心
[00:01:35.060 --> 00:01:37.060]  哇 孟常軍真的好啊
[00:01:37.060 --> 00:01:39.060]  你竟然這樣
[00:01:39.060 --> 00:01:41.060]  免了我們的債
[00:01:41.060 --> 00:01:42.060]  好了
[00:01:42.060 --> 00:01:43.060]  但他要交代的嘛
[00:01:43.060 --> 00:01:46.060]  他回到他自己的老闆家裏
[00:01:46.060 --> 00:01:47.060]  然後老闆就問
[00:01:47.060 --> 00:01:48.060]  收了多少錢回來
[00:01:48.060 --> 00:01:49.060]  做了些什麼呢
[00:01:49.060 --> 00:01:51.060]  然後他就一五一十
[00:01:51.060 --> 00:01:54.060]  把那個情況告訴他
[00:01:54.060 --> 00:01:56.060]  他就說
[00:01:56.060 --> 00:01:57.060]  臨走的時候
[00:01:57.060 --> 00:01:59.060]  你問我家裏有些什麼欠錢
[00:01:59.060 --> 00:02:01.060]  然後就買些什麼回來
[00:02:01.060 --> 00:02:02.060]  我看你家裏
[00:02:02.060 --> 00:02:04.060]  金銀財寶又有
[00:02:04.060 --> 00:02:06.060]  山珍海錯又有大把
[00:02:06.060 --> 00:02:07.060]  都沒有什麼欠的
[00:02:07.060 --> 00:02:08.060]  不過
[00:02:08.060 --> 00:02:09.060]  這一次我知道
[00:02:09.060 --> 00:02:11.060]  你欠了些什麼
[00:02:11.060 --> 00:02:13.060]  你家裏欠了一件事
[00:02:13.060 --> 00:02:15.060]  叫做仁義
[00:02:15.060 --> 00:02:17.060]  仁義道德的仁義
[00:02:17.060 --> 00:02:18.060]  於是
[00:02:18.060 --> 00:02:20.060]  我幫你用了一點點錢
[00:02:20.060 --> 00:02:22.060]  買了些仁義回來
[00:02:22.060 --> 00:02:24.060]  然後說了之後
[00:02:24.060 --> 00:02:26.060]  如果你是他老闆的話
[00:02:26.060 --> 00:02:28.060]  你會怎樣呢
[00:02:28.060 --> 00:02:29.060]  哇 火都來了
[00:02:29.060 --> 00:02:30.060]  當然啦
[00:02:30.060 --> 00:02:31.060]  哇 叫你去收錢
[00:02:31.060 --> 00:02:32.060]  你錢又收不完
[00:02:32.060 --> 00:02:34.060]  你還幫我把那些債
[00:02:34.060 --> 00:02:36.060]  借據燒了
[00:02:36.060 --> 00:02:38.060]  真是倒霉
[00:02:38.060 --> 00:02:39.060]  但他沒有趕他走
[00:02:39.060 --> 00:02:40.060]  繼續留這個馮騫在那裏
[00:02:40.060 --> 00:02:42.060]  好了 一年之後
[00:02:42.060 --> 00:02:44.060]  發生了一件事
[00:02:44.060 --> 00:02:46.060]  就這位孟常軍給他的老闆
[00:02:46.060 --> 00:02:48.060]  這個齊王炒了魷魚
[00:02:48.060 --> 00:02:50.060]  只有垂頭喪氣地
[00:02:50.060 --> 00:02:52.060]  回到自己的鄉下
[00:02:52.060 --> 00:02:54.060]  回到那個竊城那裏
[00:02:54.060 --> 00:02:55.060]  他萬萬猜不到
[00:02:55.060 --> 00:02:57.060]  就是當他連城門口都沒有進去
