
[00:00:00.000 --> 00:00:02.940]  敬拜裡面那首詩歌
[00:00:02.940 --> 00:00:04.680]  剛剛唱了一首
[00:00:04.680 --> 00:00:08.200]  那首詩歌其實有個出處
[00:00:08.200 --> 00:00:09.580]  有個出處
[00:00:09.580 --> 00:00:11.080]  大家知不知道來自哪裡
[00:00:11.080 --> 00:00:14.140]  那首詩歌裡面的內容
[00:00:14.140 --> 00:00:16.780]  是有個內源的
[00:00:16.780 --> 00:00:19.340]  內源就是今天我們要講的那段經文
[00:00:19.340 --> 00:00:23.240]  那卷書裡面最後那兩節
[00:00:23.240 --> 00:00:29.980]  下八谷書第三章第十七至十九節
[00:00:29.980 --> 00:00:31.440]  我們一起讀一次好嗎
[00:00:31.440 --> 00:00:34.880]  下八谷書第三章第十七至十九節
[00:00:34.880 --> 00:00:37.880]  我們看看聖經怎麼講
[00:00:37.880 --> 00:00:39.380]  你有聖經可以自己打開
[00:00:39.380 --> 00:00:41.680]  不然要等PowerPoint很快
[00:00:41.680 --> 00:00:44.280]  第十七開始
[00:00:44.280 --> 00:00:46.380]  找到的話我們一起讀出來
[00:00:46.380 --> 00:00:47.680]  請
[00:00:47.680 --> 00:00:50.880]  雖然無花果樹不發旺
[00:00:50.880 --> 00:00:53.080]  葡萄樹不結果
[00:00:53.080 --> 00:00:55.580]  橄欖樹也不效力
[00:00:55.580 --> 00:00:57.580]  田地不出糧食
[00:00:57.580 --> 00:00:59.380]  圈中絕了羊
[00:00:59.380 --> 00:01:01.480]  棚內也沒有牛
[00:01:01.480 --> 00:01:04.380]  然而我要因耶和華歡恩
[00:01:04.380 --> 00:01:06.780]  因救我的神喜樂
[00:01:06.780 --> 00:01:09.380]  主耶和華是我的力量
[00:01:09.380 --> 00:01:12.580]  他使我的腳快如舞鹿的蹄
[00:01:12.580 --> 00:01:15.980]  又使我穩行在高處
[00:01:15.980 --> 00:01:16.880]  這是一首註解
[00:01:16.880 --> 00:01:20.480]  這是一首詩歌用樂器去彈奏的
[00:01:20.480 --> 00:01:22.580]  原來講到什麼情況呢
[00:01:22.580 --> 00:01:26.380]  就是一首充滿信心的詩歌
[00:01:26.380 --> 00:01:27.780]  環境很惡劣
[00:01:27.780 --> 00:01:29.180]  什麼都沒得吃
[00:01:29.180 --> 00:01:29.980]  沒有無花果
[00:01:29.980 --> 00:01:30.680]  沒有橄欖樹
[00:01:30.680 --> 00:01:31.380]  沒有葡萄
[00:01:31.380 --> 00:01:31.980]  沒有牛
[00:01:31.980 --> 00:01:32.580]  沒有羊
[00:01:32.580 --> 00:01:34.480]  田地不出糧食
[00:01:34.480 --> 00:01:36.980]  好像在說面對生活裡面
[00:01:36.980 --> 00:01:39.180]  面對的環境是很惡劣
[00:01:39.180 --> 00:01:40.180]  很差
[00:01:40.180 --> 00:01:41.780]  好像在說銀行裡面
[00:01:41.780 --> 00:01:43.580]  戶口越來越縮水
[00:01:43.580 --> 00:01:44.980]  就到了另一個時候
[00:01:44.980 --> 00:01:47.280]  你可不可以仍然讚美神
[00:01:47.280 --> 00:01:48.180]  因為神的救贖
[00:01:48.180 --> 00:01:50.380]  救恩而歡喜而快樂
[00:01:50.380 --> 00:01:51.980]  而有信心知道
[00:01:51.980 --> 00:01:54.480]  我們的腳很興奮很快樂
[00:01:54.480 --> 00:01:55.780]  可以行在山上
[00:01:55.780 --> 00:01:57.380]  都沒事的
[00:01:57.380 --> 00:01:58.280]  平穩的
[00:01:58.280 --> 00:02:02.180]  甚至是腳踏山脊
[00:02:02.180 --> 00:02:08.380]  這是哈巴谷這本書的最後兩節
[00:02:08.380 --> 00:02:12.280]  可以說是哈巴谷先知的一個結論
[00:02:12.280 --> 00:02:14.080]  三章聖經到這裡
[00:02:14.080 --> 00:02:15.380]  有這個結論
[00:02:15.380 --> 00:02:16.280]  這個結論
[00:02:16.280 --> 00:02:17.980]  我想我們很多人都很渴望的
[00:02:17.980 --> 00:02:19.380]  你想不想你問你隔壁的弟兄姊妹
[00:02:19.380 --> 00:02:20.280]  想不想這樣
[00:02:20.280 --> 00:02:21.980]  我不是想沒有牛沒有羊
[00:02:21.980 --> 00:02:23.280]  我不是想銀行沒錢
[00:02:23.280 --> 00:02:23.980]  不是
[00:02:23.980 --> 00:02:25.780]  即使這樣也好
[00:02:25.780 --> 00:02:26.980]  我都仍然可以快樂
[00:02:26.980 --> 00:02:27.980]  仍然可以歡欣
[00:02:27.980 --> 00:02:30.780]  因為神是會拯救我們的主
[00:02:30.780 --> 00:02:31.180]  是不是
[00:02:31.180 --> 00:02:32.180]  都是很想的
[00:02:32.180 --> 00:02:33.580]  不過我想
[00:02:33.580 --> 00:02:35.780]  要去到這個境況
[00:02:35.780 --> 00:02:36.680]  不是一下子
[00:02:36.680 --> 00:02:37.780]  這個是結論
[00:02:37.780 --> 00:02:39.580]  有三章的經文
[00:02:39.580 --> 00:02:41.380]  去達到這個結論
[00:02:41.380 --> 00:02:42.580]  其實哈巴谷書裏面
[00:02:42.580 --> 00:02:44.180]  有幾處聖經
[00:02:44.180 --> 00:02:46.180]  是我們應該都很上乘
[00:02:46.180 --> 00:02:48.380]  被人引用的一些名句
[00:02:48.380 --> 00:02:49.380]  剛才敬拜裏面
[00:02:49.380 --> 00:02:51.880]  出現了有一節的聖經
[00:02:51.880 --> 00:02:55.380]  就是二章十四節
[00:02:55.380 --> 00:02:58.380]  我們可以今天要考一下PowerPoint
[00:02:58.380 --> 00:02:59.780]  因為經文有很多
[00:02:59.780 --> 00:03:02.380]  我們經常都會看一些不同的聖經
[00:03:02.380 --> 00:03:03.580]  一起讀一次好嗎
[00:03:03.580 --> 00:03:04.780]  請
[00:03:04.780 --> 00:03:07.680]  認識耶和華榮耀的知識
[00:03:07.680 --> 00:03:09.380]  要充滿遍地
[00:03:09.380 --> 00:03:13.080]  口脹水充滿洋海一般
[00:03:13.080 --> 00:03:14.080]  真是
[00:03:14.080 --> 00:03:15.080]  你有沒有和隔壁的姐妹說
[00:03:15.080 --> 00:03:15.780]  哦
[00:03:15.780 --> 00:03:21.580]  原來是出自哈巴谷書的
[00:03:21.580 --> 00:03:23.780]  其實這個「我」又不是完全正確的
[00:03:23.780 --> 00:03:26.380]  哈巴谷書只是在引用耳塞亞書
[00:03:26.380 --> 00:03:28.880]  哦
[00:03:28.880 --> 00:03:29.880]  耳塞亞書是引用誰的
[00:03:29.880 --> 00:03:31.580]  昨天就給他了
[00:03:31.580 --> 00:03:34.780]  聖經互相前面有說
[00:03:34.780 --> 00:03:36.380]  後面又再引用
[00:03:36.380 --> 00:03:40.280]  這是一個充滿讚美的呼籲
[00:03:40.280 --> 00:03:41.480]  其實還有幾節聖經
[00:03:41.480 --> 00:03:43.580]  我想我們也有些人很有印象
