
[00:00:00.000 --> 00:00:05.020]  繼續宣講聖靈向教會所說的話
[00:00:05.020 --> 00:00:08.440]  因為在這七封書信裡
[00:00:08.440 --> 00:00:10.840]  臨結束的時候
[00:00:10.840 --> 00:00:16.240]  約翰再次提醒修信的教會
[00:00:16.240 --> 00:00:17.940]  這番說話
[00:00:17.940 --> 00:00:22.020]  是聖靈向教會所說的話
[00:00:22.020 --> 00:00:25.420]  凡有耳的應當聽
[00:00:25.420 --> 00:00:29.080]  七封教會的說話
[00:00:29.380 --> 00:00:32.680]  也是主對教會的期望
[00:00:32.680 --> 00:00:36.960]  可以說是耶穌基督的教會觀
[00:00:36.960 --> 00:00:41.320]  這次要說第二間的教會
[00:00:41.320 --> 00:00:43.320]  是仕美娜教會
[00:00:43.320 --> 00:00:47.940]  上次我們說到第一間的教會是以弗所教會
[00:00:47.940 --> 00:00:49.940]  神期待他的教會
[00:00:49.940 --> 00:00:52.320]  是一間有愛心的教會
[00:00:52.320 --> 00:00:55.080]  這次
[00:00:55.080 --> 00:00:58.980]  向仕美娜所寫的信
[00:00:59.780 --> 00:01:03.640]  是在七間教會裡最短的信
[00:01:03.640 --> 00:01:09.120]  我們說七間教會的信裡都有一個格式
[00:01:09.120 --> 00:01:14.280]  就是首先對教會的稱讚
[00:01:14.280 --> 00:01:17.240]  然後對教會的責備
[00:01:17.240 --> 00:01:20.320]  在七間教會當中
[00:01:20.320 --> 00:01:24.420]  只有兩間的教會是沒有責備的
[00:01:24.420 --> 00:01:28.420]  是有讚無談
[00:01:29.520 --> 00:01:31.320]  仕美娜是其中一間
[00:01:31.320 --> 00:01:33.640]  在這封信裡
[00:01:33.640 --> 00:01:38.540]  神只是有對教會的稱讚
[00:01:38.540 --> 00:01:42.880]  有對教會的勉勵
[00:01:42.880 --> 00:01:45.580]  並沒有責備
[00:01:45.580 --> 00:01:51.180]  我們如果要明白這封信
[00:01:51.180 --> 00:01:54.180]  對仕美娜這封信的內容
[00:01:54.180 --> 00:01:57.980]  我們需要對仕美娜這個城市
[00:01:57.980 --> 00:01:59.980]  有一些基本的認識
[00:01:59.980 --> 00:02:07.880]  我會介紹仕美娜城兩個很重要的背景
[00:02:07.880 --> 00:02:10.080]  第一個就是這個城市
[00:02:10.080 --> 00:02:12.580]  是一個有規劃的城市
[00:02:12.580 --> 00:02:14.180]  是一個美麗的城市
[00:02:14.180 --> 00:02:17.680]  第二個就是在這個城裡
[00:02:17.680 --> 00:02:22.180]  對於基督徒來說是滿有苦難的
[00:02:22.180 --> 00:02:26.180]  一些童話故事告訴我們
[00:02:26.180 --> 00:02:28.180]  有美女與野獸
[00:02:28.180 --> 00:02:32.780]  美麗的和醜惡的都可以在一起
[00:02:32.780 --> 00:02:37.480]  仕美娜城是一個非常美麗的城市
[00:02:37.480 --> 00:02:39.880]  直到今天
[00:02:39.880 --> 00:02:42.580]  它在土耳其境內
[00:02:42.580 --> 00:02:46.480]  它是三大主要的一個城市
[00:02:46.480 --> 00:02:52.180]  七間教會只有兩間教會是近沿海的教會
[00:02:52.180 --> 00:02:53.580]  仕美娜是其中一間
[00:02:53.580 --> 00:02:55.780]  凡是沿海的教會
[00:02:55.780 --> 00:02:57.380]  景色都是比較美的
[00:02:57.380 --> 00:03:01.580]  仕美娜教會
[00:03:01.580 --> 00:03:05.580]  早在主前十世紀的時候
[00:03:05.580 --> 00:03:07.980]  就是被另外一個國家
[00:03:07.980 --> 00:03:10.580]  一個民族去統治
[00:03:10.580 --> 00:03:12.980]  是成為奧利亞的殖民地
[00:03:12.980 --> 00:03:17.980]  但是經歷到去到在呂底亞的手中
[00:03:17.980 --> 00:03:19.980]  去到第四世紀的時候
[00:03:19.980 --> 00:03:23.580]  就落入在當時的一個很偉大的國家
[00:03:23.580 --> 00:03:26.580]  就是希臘的國家的手中
[00:03:26.580 --> 00:03:28.380]  當時希臘的皇帝
[00:03:28.380 --> 00:03:29.780]  我們很多都聽過了
[00:03:29.780 --> 00:03:31.780]  就是亞歷山大帝
[00:03:31.780 --> 00:03:34.780]  亞歷山大帝
[00:03:34.780 --> 00:03:40.380]  他願意去為這個沿海的城市
[00:03:40.380 --> 00:03:41.780]  去大興土木
[00:03:41.780 --> 00:03:44.980]  因為在過去那幾個世紀裡面
[00:03:44.980 --> 00:03:47.980]  特別是他落入呂底亞人手的時候
[00:03:47.980 --> 00:03:51.180]  全個城是毀壞了
[00:03:51.180 --> 00:03:52.380]  拆爛了
[00:03:52.380 --> 00:03:53.380]  被火燒了
[00:03:54.380 --> 00:03:55.580]  亞歷山大帝
[00:03:55.580 --> 00:04:00.180]  他要為仕美娜城重新興建
[00:04:00.180 --> 00:04:01.180]  他說
[00:04:01.180 --> 00:04:02.380]  有一晚
[00:04:02.380 --> 00:04:05.380]  有一個神就向他顯靈
[00:04:05.380 --> 00:04:07.780]  就是那個命運的女神
[00:04:07.780 --> 00:04:09.180]  就託夢給他
[00:04:09.180 --> 00:04:10.980]  就啟示了給他
[00:04:10.980 --> 00:04:14.380]  怎樣去重建這個仕美娜城
[00:04:14.380 --> 00:04:15.980]  這個城
[00:04:15.980 --> 00:04:17.980]  它靠近一個很高的山
[00:04:17.980 --> 00:04:19.580]  叫做帕哥斯山
[00:04:19.580 --> 00:04:21.180]  它就在一個山
[00:04:21.180 --> 00:04:23.980]  從山頂一直去到沿海當中
[00:04:23.980 --> 00:04:26.380]  一排一排的那些房屋
[00:04:26.380 --> 00:04:27.780]  去興建起來
[00:04:27.780 --> 00:04:30.580]  在一個背山面海
[00:04:30.580 --> 00:04:31.780]  就好像香港那樣
[00:04:31.780 --> 00:04:36.180]  經過希臘的皇帝
[00:04:36.180 --> 00:04:37.580]  亞歷山大帝
[00:04:37.580 --> 00:04:40.180]  有規劃的重建之下
[00:04:40.180 --> 00:04:44.180]  仕美娜成為一個非常美麗的城市
[00:04:44.180 --> 00:04:45.380]  今天
[00:04:45.380 --> 00:04:48.180]  如果你上網去看一下這個城市
[00:04:48.180 --> 00:04:49.980]  是非常的美麗
[00:04:51.180 --> 00:04:52.780]  從山看下來
[00:04:52.780 --> 00:04:53.980]  一排一排的城市
[00:04:53.980 --> 00:04:55.980]  你從沿海看上去
[00:04:55.980 --> 00:04:58.580]  就好像一個皇冠一樣
[00:04:58.580 --> 00:05:01.380]  所以
[00:05:01.380 --> 00:05:02.580]  仕美娜城
[00:05:02.580 --> 00:05:06.180]  它所出的那些銅幣
[00:05:06.180 --> 00:05:10.980]  其中有河神的塑像
[00:05:10.980 --> 00:05:14.780]  其中有一個女神的塑像
[00:05:14.780 --> 00:05:17.380]  那個塑像的頭
[00:05:17.380 --> 00:05:19.580]  都是戴著一些冠冕的
[00:05:20.180 --> 00:05:21.580]  有戴著桂冠
[00:05:21.580 --> 00:05:22.780]  有戴著皇冠
[00:05:22.780 --> 00:05:24.780]  所以
[00:05:24.780 --> 00:05:28.380]  當主耶穌去應許
[00:05:28.380 --> 00:05:31.780]  祂說你們必得生命的冠冕的時候
[00:05:31.780 --> 00:05:35.580]  這個其實就是仕美娜城的美譽
[00:05:35.580 --> 00:05:39.380]  仕美娜是被稱為亞西亞之冠
[00:05:39.380 --> 00:05:42.780]  是一個非常美麗的城市
[00:05:42.780 --> 00:05:44.580]  第二方面
[00:05:44.580 --> 00:05:45.980]  這個城市
[00:05:45.980 --> 00:05:49.180]  是對於基督徒來說
[00:05:49.180 --> 00:05:51.380]  是造成了很多的苦難的城市
[00:05:51.380 --> 00:05:53.180]  其中一個原因就是
[00:05:53.180 --> 00:05:54.380]  這個城市
[00:05:54.380 --> 00:05:57.780]  是對於羅馬帝國
[00:05:57.780 --> 00:06:00.380]  羅馬君主的統治
[00:06:00.380 --> 00:06:02.180]  是極之的效忠
[00:06:02.180 --> 00:06:05.180]  從巴比倫
[00:06:05.180 --> 00:06:06.580]  新興的巴比倫
[00:06:06.580 --> 00:06:07.980]  去到波斯王朝
[00:06:07.980 --> 00:06:09.380]  去到希臘王朝
[00:06:09.380 --> 00:06:10.780]  去到羅馬王朝
[00:06:10.780 --> 00:06:13.580]  大概在主善的第二世紀期間
[00:06:13.580 --> 00:06:16.980]  就落入在羅馬帝國的手中
[00:06:18.580 --> 00:06:19.980]  仕美娜城
[00:06:19.980 --> 00:06:21.980]  對於羅馬的皇帝
[00:06:21.980 --> 00:06:23.380]  非常的效忠
[00:06:23.380 --> 00:06:26.780]  在主善的二十六年
[00:06:26.780 --> 00:06:29.380]  就是耶穌出世之前的二十六年
[00:06:29.380 --> 00:06:30.980]  亞西亞
[00:06:30.980 --> 00:06:32.780]  就是今天的土耳其一帶
[00:06:32.780 --> 00:06:34.380]  有七個的城市
[00:06:34.380 --> 00:06:37.580]  去爭取
[00:06:37.580 --> 00:06:39.780]  去為當時的該撒
[00:06:39.780 --> 00:06:41.380]  建一個的神廟
[00:06:41.380 --> 00:06:44.580]  結果
[00:06:44.580 --> 00:06:47.180]  是仕美娜城爭贏了
[00:06:47.580 --> 00:06:48.580]  也就是說
[00:06:48.580 --> 00:06:52.180]  羅馬帝國對於這個城市的居民
[00:06:52.180 --> 00:06:53.980]  這個城市的政府
[00:06:53.980 --> 00:06:57.180]  是覺得很信任他們
[00:06:57.180 --> 00:06:59.780]  就給了這個光明他們
[00:06:59.780 --> 00:07:01.780]  就是在你們這個城市
