
[00:00:00.000 --> 00:00:06.000]  我們今天一起思想的是聖經二弗書第四章的經文
[00:00:06.000 --> 00:00:10.000]  這段經文提到教會的真理
[00:00:10.000 --> 00:00:13.000]  大家讀聖經的時候都會常常想起
[00:00:13.000 --> 00:00:16.000]  聖經提及甚麼是教會
[00:00:16.000 --> 00:00:19.000]  教會就是基督的身體
[00:00:19.000 --> 00:00:21.000]  是基督所愛的
[00:00:21.000 --> 00:00:22.000]  既然是祂的身體
[00:00:22.000 --> 00:00:24.000]  一定是祂所珍貴
[00:00:24.000 --> 00:00:28.000]  聖經所說保養固息的對象
[00:00:28.000 --> 00:00:32.000]  當我們何時說我們很愛主
[00:00:32.000 --> 00:00:33.000]  當你說愛主的時候
[00:00:33.000 --> 00:00:35.000]  自然的結論就是
[00:00:35.000 --> 00:00:40.000]  你必然會去愛主的身體
[00:00:40.000 --> 00:00:41.000]  主的教會
[00:00:41.000 --> 00:00:42.000]  如果你說你愛主
[00:00:42.000 --> 00:00:45.000]  但你不愛主的教會
[00:00:45.000 --> 00:00:48.000]  是一個很矛盾的說法
[00:00:48.000 --> 00:00:49.000]  因此你發覺很多時候
[00:00:49.000 --> 00:00:51.000]  當聖經提醒我們的時候
[00:00:51.000 --> 00:00:55.000]  記得教會是基督的身體
[00:00:55.000 --> 00:00:58.000]  以免我們去彼此的愛護
[00:00:58.000 --> 00:01:01.000]  去表達我們對主的愛
[00:01:01.000 --> 00:01:03.000]  在主的教會裏面
[00:01:03.000 --> 00:01:05.000]  有很多不同的弟兄姊妹
[00:01:05.000 --> 00:01:07.000]  有些時候有些軟弱的
[00:01:07.000 --> 00:01:09.000]  甚至有些不成熟的
[00:01:09.000 --> 00:01:12.000]  甚至有些帶給你有傷害的
[00:01:12.000 --> 00:01:14.000]  有些時候想著想著就覺得
[00:01:14.000 --> 00:01:16.000]  愛不下
[00:01:16.000 --> 00:01:18.000]  但每當想起聖經所說
