
[00:00:00.000 --> 00:00:01.240]  姐妹們早安
[00:00:01.240 --> 00:00:02.840]  早安
[00:00:02.840 --> 00:00:07.040]  想一開始問你們一條問題
[00:00:07.040 --> 00:00:09.320]  你們知不知道在2020年
[00:00:09.320 --> 00:00:12.680]  有一個調查就是調查這個世界
[00:00:12.680 --> 00:00:14.080]  很多的國家
[00:00:14.080 --> 00:00:18.840]  他們一些叫做負面情緒
[00:00:18.840 --> 00:00:20.000]  什麼是負面情緒呢
[00:00:20.000 --> 00:00:27.080]  不開心、難過、悲傷、焦慮等等的這些負面情緒
[00:00:27.080 --> 00:00:33.160]  哪一個國家的分數最低呢
[00:00:33.160 --> 00:00:36.600]  誰呢
[00:00:36.600 --> 00:00:37.800]  北韓?
[00:00:37.800 --> 00:00:39.760]  不是
[00:00:39.760 --> 00:00:40.280]  澳洲?
[00:00:40.280 --> 00:00:42.440]  不是
[00:00:42.440 --> 00:00:47.560]  誰呢
[00:00:47.560 --> 00:00:49.880]  留意
[00:00:49.880 --> 00:00:54.480]  我發現不同統計就有不同的結果
[00:00:54.480 --> 00:00:59.080]  但是有些統計是以城市計算的
[00:00:59.080 --> 00:01:01.400]  如果城市呢
[00:01:01.400 --> 00:01:03.440]  就是北歐的國家
[00:01:03.440 --> 00:01:04.720]  城市
[00:01:04.720 --> 00:01:08.440]  但是如果以整個國家來計算
[00:01:08.440 --> 00:01:11.000]  2020年
[00:01:11.000 --> 00:01:13.320]  是哪一個呢
[00:01:13.320 --> 00:01:18.040]  我們看下一張就出到結果了
[00:01:18.040 --> 00:01:21.200]  是台灣
[00:01:21.200 --> 00:01:23.200]  沒想過
[00:01:23.200 --> 00:01:30.200]  最高指數就是伊拉克、伊朗等等的國家
[00:01:30.200 --> 00:01:32.360]  那麼
[00:01:32.360 --> 00:01:38.000]  這個是根據2020年一項全球情緒的調查
[00:01:38.000 --> 00:01:39.560]  當然弟兄姊妹
[00:01:39.560 --> 00:01:40.960]  我們知道
[00:01:40.960 --> 00:01:43.320]  2020年都是一個
[00:01:43.320 --> 00:01:49.720]  整個世界被疫症所包圍、所影響、形成很大壓力
[00:01:49.720 --> 00:01:52.800]  對我們人身體的威脅
[00:01:52.800 --> 00:01:56.000]  對我們的經濟、疾病的恐懼
[00:01:56.000 --> 00:01:58.560]  所以這個統計他們發現
[00:01:58.560 --> 00:02:04.720]  全球很多人的壓力指數都是升高了
[00:02:04.720 --> 00:02:06.640]  似乎台灣在過去的一年
[00:02:06.640 --> 00:02:08.960]  因為他們的疫情比較沒那麼嚴重
[00:02:08.960 --> 00:02:12.160]  所以就輕鬆一點
[00:02:12.160 --> 00:02:14.840]  其實
[00:02:14.840 --> 00:02:18.640]  我們在座有哪一個會沒壓力的
[00:02:18.640 --> 00:02:22.040]  我們哪一個地方、哪一個國家
[00:02:22.040 --> 00:02:29.000]  會是沒壓力的呢
[00:02:29.000 --> 00:02:31.360]  BB仔可能都有他來自的壓力
[00:02:31.360 --> 00:02:34.400]  肚餓可能也是一種壓力
[00:02:34.400 --> 00:02:40.320]  阿媽阿婆還不餵我喝奶
[00:02:40.320 --> 00:02:42.240]  唯有我想到
[00:02:42.240 --> 00:02:45.720]  唯有在神的天國才是沒什麼壓力
[00:02:45.720 --> 00:02:48.000]  聖經裡面形容到神的國
[00:02:48.000 --> 00:02:49.800]  沒痛苦、沒眼淚
[00:02:49.800 --> 00:02:55.240]  有主同在很幸福、很美好、很舒暢
[00:02:55.240 --> 00:02:58.520]  這也是我們做基督徒的確信和盼望
[00:02:58.520 --> 00:02:59.960]  不過
[00:02:59.960 --> 00:03:04.560]  今天我們仍然身在這個地上
[00:03:04.560 --> 00:03:06.480]  我們看看這個世界
[00:03:06.480 --> 00:03:07.720]  每一天你很忙碌
[00:03:07.720 --> 00:03:10.480]  忙碌會帶給你很多壓力
[00:03:10.480 --> 00:03:12.080]  這個世界很混亂
[00:03:12.080 --> 00:03:15.160]  也造成很多不安
[00:03:15.160 --> 00:03:18.200]  很多疾病、戰爭
[00:03:18.200 --> 00:03:22.200]  甚至人與人之間很多的競爭
[00:03:22.200 --> 00:03:23.960]  我置身在這個世界裡面
[00:03:23.960 --> 00:03:27.320]  我們怎樣可以沒壓力呢
[00:03:27.320 --> 00:03:28.920]  今天弟兄姊妹
[00:03:28.920 --> 00:03:34.560]  你面對著什麼壓力呢
[00:03:34.560 --> 00:03:37.600]  生活環境的轉變
[00:03:37.600 --> 00:03:39.720]  會帶給我們有壓力
[00:03:39.720 --> 00:03:42.600]  可能我們在座當中有些來拍屎定居
[00:03:42.600 --> 00:03:46.040]  來拍屎定居的沒多久的
[00:03:46.040 --> 00:03:48.320]  你會發現有很多東西要適應
[00:03:48.320 --> 00:03:50.920]  很多東西要重新再開始
[00:03:50.920 --> 00:03:55.080]  很多東西要犯很大的壓力
[00:03:55.080 --> 00:03:56.200]  轉換新的工作
[00:03:56.200 --> 00:03:59.440]  又或者可能工作去到某一個位置
[00:03:59.440 --> 00:04:02.560]  去到一些瓶頸位突破不了
[00:04:02.560 --> 00:04:04.040]  又有很多的壓力
[00:04:04.040 --> 00:04:08.640]  考試、學業不如理想有很多壓力
[00:04:08.640 --> 00:04:12.280]  在朋友關係、拍拖、感情上的處理
[00:04:12.280 --> 00:04:13.680]  有壓力
[00:04:13.680 --> 00:04:16.640]  甚至現在COVID-19我們與我們的親人
[00:04:16.640 --> 00:04:19.280]  可能在不同家鄉的親人
[00:04:19.280 --> 00:04:20.640]  沒有見面很久
[00:04:20.640 --> 00:04:22.960]  分隔了很久也是一個很大的壓力
[00:04:22.960 --> 00:04:26.840]  子女快要出生也是一種很大的壓力
[00:04:26.840 --> 00:04:29.320]  子女在哪裡讀書
[00:04:29.320 --> 00:04:31.200]  甚至壓力表裡面最高的
[00:04:31.200 --> 00:04:34.120]  你知不知道是什麼
[00:04:34.120 --> 00:04:36.920]  就是自己的配偶離世
[00:04:36.920 --> 00:04:38.600]  或者自己很熟悉的親人離世
[00:04:38.600 --> 00:04:42.280]  都是一個很大的壓力來源
[00:04:42.280 --> 00:04:43.640]  弟兄姊妹
[00:04:43.640 --> 00:04:45.840]  今天我們做基督徒告訴大家
[00:04:45.840 --> 00:04:48.920]  甚至我們在日常的侍奉當中
[00:04:48.920 --> 00:04:50.720]  都會有壓力
[00:04:50.720 --> 00:04:54.440]  甚至會有耗盡燃燒的時候
[00:04:54.440 --> 00:04:57.360]  我們怎麼面對呢
[00:04:57.360 --> 00:04:58.920]  說回來
[00:04:58.920 --> 00:05:02.320]  經常說適當的壓力是對我們有幫助的
[00:05:02.320 --> 00:05:06.160]  令我們能夠認真的去面對我們的生活
[00:05:06.160 --> 00:05:09.680]  但是如果我們有時壓力太高
[00:05:09.680 --> 00:05:11.600]  甚至爆棚的時候
[00:05:11.600 --> 00:05:13.080]  我們失去了平衡
[00:05:13.080 --> 00:05:14.600]  我們發現跟人與人之間
[00:05:14.600 --> 00:05:17.160]  經常相處出現了很多摩擦
[00:05:17.160 --> 00:05:18.040]  很不開心
[00:05:18.040 --> 00:05:19.960]  我們面對讀書工作
[00:05:19.960 --> 00:05:21.520]  會經常很累的
[00:05:21.520 --> 00:05:22.560]  沒什麼能量
[00:05:22.560 --> 00:05:25.080]  甚至沒什麼心機
[00:05:25.080 --> 00:05:29.880]  甚至有時會影響我們很容易生病
[00:05:29.880 --> 00:05:34.000]  相信大家看到外面有很多坊間的書
[00:05:34.000 --> 00:05:34.880]  講心理學
[00:05:34.880 --> 00:05:37.480]  其實有很多很多不同的方法
[00:05:37.480 --> 00:05:40.960]  幫助我們教我們怎樣去面對壓力
[00:05:40.960 --> 00:05:42.600]  處理自己的壓力
[00:05:42.600 --> 00:05:43.800]  減少一點的壓力
[00:05:43.800 --> 00:05:47.240]  其實很多都是很好的方法
[00:05:47.240 --> 00:05:48.440]  不過今天
[00:05:48.440 --> 00:05:51.040]  特別我們在這裡透過聖經
[00:05:51.040 --> 00:05:52.520]  我們信耶穌的人
[00:05:52.520 --> 00:05:55.120]  除了那些心理學的方法之外
[00:05:55.120 --> 00:05:57.840]  我們看看聖經神的說話
[00:05:57.840 --> 00:05:58.880]  怎樣教導我們
[00:05:58.880 --> 00:06:00.080]  幫助我們
[00:06:00.080 --> 00:06:02.720]  去面對我們生活的壓力
[00:06:02.720 --> 00:06:04.360]  我們作為神的兒女的時候
