
[00:00:00.000 --> 00:00:02.000]  各位電影主媒平安
[00:00:02.000 --> 00:00:04.000]  當你看新聞報告的時候
[00:00:04.000 --> 00:00:06.000]  你有沒有發覺中東
[00:00:06.000 --> 00:00:09.000]  永遠是新聞裡面一個焦點
[00:00:09.000 --> 00:00:11.000]  特別是以色列
[00:00:11.000 --> 00:00:15.000]  而且是以色列裡面的耶路撒冷
[00:00:15.000 --> 00:00:18.000]  好像這個是一個很重要的城市
[00:00:18.000 --> 00:00:22.000]  很多事情發生都跟耶路撒冷有關
[00:00:22.000 --> 00:00:24.000]  我記得1980年代
[00:00:24.000 --> 00:00:27.000]  我第一次去耶路撒冷的時候
[00:00:27.000 --> 00:00:31.000]  我坐著車從機場進去耶路撒冷
[00:00:31.000 --> 00:00:34.000]  那輛車好像爬爬爬爬高
[00:00:34.000 --> 00:00:38.000]  然後我就看到有很多石頭造的城
[00:00:38.000 --> 00:00:41.000]  然後當進到耶路撒冷的時候
[00:00:41.000 --> 00:00:43.000]  我的心真的在跳
[00:00:43.000 --> 00:00:45.000]  我很感動
[00:00:45.000 --> 00:00:48.000]  原來這個就是我讀聖經讀了很久
[00:00:48.000 --> 00:00:52.000]  我今天終於踏足在耶路撒冷那裡
[00:00:52.000 --> 00:00:55.000]  各位我不知道你是不是在你的生命裡面
[00:00:55.000 --> 00:00:57.000]  很多時候覺得有很多的煩惱
[00:00:57.000 --> 00:00:59.000]  哎呀又要去看醫生
[00:00:59.000 --> 00:01:02.000]  哎呀又要去探誰病了
[00:01:02.000 --> 00:01:04.000]  誰說要等著做手術
[00:01:04.000 --> 00:01:07.000]  我們會被很多東西煩擾著
[00:01:07.000 --> 00:01:09.000]  但是每一次
[00:01:09.000 --> 00:01:12.000]  當你想起耶路撒冷這個地方的時候
[00:01:12.000 --> 00:01:15.000]  我們就會想起平安
[00:01:15.000 --> 00:01:18.000]  因為神是要讓耶路撒冷
[00:01:18.000 --> 00:01:21.000]  成為一個平安的城
[00:01:21.000 --> 00:01:22.000]  你知不知道
[00:01:22.000 --> 00:01:27.000]  日後全世界注目的焦點
[00:01:27.000 --> 00:01:31.000]  將會集中在耶路撒冷身上
[00:01:31.000 --> 00:01:33.000]  所以今天我要講第二講
[00:01:33.000 --> 00:01:35.000]  是有關千禧年的來到
[00:01:35.000 --> 00:01:38.000]  就是耶路撒冷的重要
[00:01:38.000 --> 00:01:39.000]  第一
[00:01:39.000 --> 00:01:43.000]  耶路撒冷是一個衝突的城
[00:01:43.000 --> 00:01:45.000]  在以往的歷史裡面
[00:01:45.000 --> 00:01:49.000]  永遠都是耶路撒冷就代表衝突
[00:01:49.000 --> 00:01:52.000]  很多人爭奪耶路撒冷
[00:01:52.000 --> 00:01:54.000]  很多的宗教
[00:01:54.000 --> 00:01:56.000]  包括回教
[00:01:56.000 --> 00:01:57.000]  基督教
[00:01:57.000 --> 00:01:58.000]  猶太教
[00:01:58.000 --> 00:02:02.000]  都是因為耶路撒冷是一個很重要的地方
[00:02:02.000 --> 00:02:05.000]  特別是聖殿山
[00:02:05.000 --> 00:02:08.000]  大家都好像在爭取一樣
[00:02:08.000 --> 00:02:11.000]  這個三千年的歷史
[00:02:11.000 --> 00:02:13.000]  是充滿了衝突
[00:02:13.000 --> 00:02:15.000]  大家都覺得
[00:02:15.000 --> 00:02:18.000]  如果沒有了耶路撒冷
[00:02:18.000 --> 00:02:21.000]  就好像以色列是一個身體
[00:02:21.000 --> 00:02:25.000]  沒有了靈魂一樣
[00:02:25.000 --> 00:02:27.000]  without Jerusalem
[00:02:27.000 --> 00:02:30.000]  the land of Israel
[00:02:30.000 --> 00:02:34.000]  is a body without a soul
[00:02:34.000 --> 00:02:36.000]  所以這個就是很重要
[00:02:36.000 --> 00:02:39.000]  耶路撒冷好像一個靈魂一樣
[00:02:39.000 --> 00:02:40.000]  第二
[00:02:40.000 --> 00:02:44.000]  耶路撒冷是一個被損的城
[00:02:44.000 --> 00:02:47.000]  是神揀中耶路撒冷的
[00:02:47.000 --> 00:02:52.000]  在詩篇87篇5至6節說
[00:02:52.000 --> 00:02:55.000]  論到石安必說
[00:02:55.000 --> 00:03:01.000]  這一個那一個都坐在其中
[00:03:01.000 --> 00:03:07.000]  而且至高者必親自建立這城
