
[00:00:00.000 --> 00:00:04.000]  我們一起先低頭祈禱
[00:00:04.000 --> 00:00:07.000]  參加天會我們感謝你的恩典
[00:00:07.000 --> 00:00:09.000]  讓我們可以來到這裡敬拜你
[00:00:09.000 --> 00:00:11.000]  可以聽你的話語
[00:00:11.000 --> 00:00:14.000]  我們懇求聖靈在我們心裡面動工幫助我們
[00:00:14.000 --> 00:00:18.000]  讓我們從哈拿的信心裡面有所學習
[00:00:18.000 --> 00:00:23.000]  在困難的情境當中我們仍然會信靠主
[00:00:23.000 --> 00:00:26.000]  奉耶穌基督的名祈禱 阿們
[00:00:27.000 --> 00:00:31.000]  我們教會現在逢星期五有排舞班
[00:00:31.000 --> 00:00:36.000]  每個星期五都有機會在排舞班講福音
[00:00:36.000 --> 00:00:39.000]  這是一個很難得的機會
[00:00:39.000 --> 00:00:44.000]  我相信大家都可能會跟我一樣會發覺
[00:00:44.000 --> 00:00:47.000]  信得主時間越久
[00:00:47.000 --> 00:00:50.000]  未信主的朋友就會越來越少
[00:00:50.000 --> 00:00:54.000]  如果有親人或者有朋友未信主
[00:00:54.000 --> 00:00:57.000]  有時為了保持良好的關係
[00:00:57.000 --> 00:01:00.000]  我們不能經常跟他們傳福音
[00:01:00.000 --> 00:01:04.000]  以免他們對耶穌產生反感
[00:01:04.000 --> 00:01:08.000]  有一次我在排舞班講福音
[00:01:08.000 --> 00:01:10.000]  有一位排舞班的朋友
[00:01:10.000 --> 00:01:12.000]  我猜他未信主
[00:01:12.000 --> 00:01:16.000]  他問及苦難的問題
[00:01:16.000 --> 00:01:21.000]  問基督徒怎樣看苦難呢
[00:01:21.000 --> 00:01:27.000]  這可能是我們弟兄姊妹之間的一些問題
[00:01:27.000 --> 00:01:31.000]  事實上苦難是整個人類的問題
[00:01:31.000 --> 00:01:34.000]  不單止是基督教的問題
[00:01:34.000 --> 00:01:38.000]  而是所有宗教都要面對的問題
[00:01:38.000 --> 00:01:42.000]  或者我先簡單講講佛教的看法
[00:01:42.000 --> 00:01:45.000]  了解佛教的看法
[00:01:45.000 --> 00:01:48.000]  我們講基督教的看法可以用來做一個對比
[00:01:48.000 --> 00:01:52.000]  使大家更加明白基督教的苦難觀
[00:01:52.000 --> 00:01:58.000]  由於真正的佛教不相信有上帝的存在
[00:01:58.000 --> 00:02:05.000]  於是佛教教人要靠自己的能力、努力來逃避苦難
[00:02:05.000 --> 00:02:09.000]  人要首先了解緣起勝空
[00:02:09.000 --> 00:02:13.000]  即是一切事物只不過是因緣巧合而產生
[00:02:13.000 --> 00:02:15.000]  不斷循環變化
[00:02:15.000 --> 00:02:19.000]  沒有一個恆常不變的個體
[00:02:19.000 --> 00:02:22.000]  一切事物本身都是虛幻的
[00:02:22.000 --> 00:02:24.000]  本質都是虛幻的
[00:02:24.000 --> 00:02:31.000]  甚至連我這個人都只是因緣巧合的產物而已
[00:02:31.000 --> 00:02:34.000]  如果我們明白了這個緣起勝空
[00:02:34.000 --> 00:02:37.000]  就會了解到色即是空,空即是色
[00:02:37.000 --> 00:02:40.000]  人就不會感覺到有什麼欠缺
[00:02:40.000 --> 00:02:43.000]  也不會執著什麼
[00:02:43.000 --> 00:02:46.000]  於是就不會有苦的感覺
[00:02:46.000 --> 00:02:50.000]  如果你聽了這些,你覺得不明白
[00:02:50.000 --> 00:02:52.000]  不要緊,當我沒說過
[00:02:52.000 --> 00:02:57.000]  如果你明白的話,我會說說我的感覺
[00:02:57.000 --> 00:02:59.000]  我不是批評佛教
[00:02:59.000 --> 00:03:01.000]  我只是覺得這個哲理
[00:03:01.000 --> 00:03:04.000]  真的好像教人是吸毒品
[00:03:04.000 --> 00:03:06.000]  是一種思想的毒品
[00:03:06.000 --> 00:03:09.000]  只要一個人改變自己的思想
[00:03:09.000 --> 00:03:12.000]  你用不同的眼光去看事物
[00:03:12.000 --> 00:03:15.000]  你就不會覺得苦了
[00:03:15.000 --> 00:03:18.000]  比如說有一個人,他剛剛有一個獨生子
[00:03:18.000 --> 00:03:21.000]  獨生子死了,他覺得很苦
[00:03:21.000 --> 00:03:23.000]  佛教怎麼教他呢?
[00:03:23.000 --> 00:03:25.000]  教他要超脫一點
[00:03:25.000 --> 00:03:28.000]  這個只不過是因緣巧合
[00:03:28.000 --> 00:03:32.000]  你的兒子是因緣巧合而來的
[00:03:32.000 --> 00:03:34.000]  也是因緣巧合而去
[00:03:34.000 --> 00:03:36.000]  其實都是空的
[00:03:36.000 --> 00:03:40.000]  你能夠看透這一點,你就不會覺得苦了
[00:03:40.000 --> 00:03:43.000]  這是佛教的看法
[00:03:43.000 --> 00:03:46.000]  基督教看苦難就不同
[00:03:46.000 --> 00:03:51.000]  聖經告訴我們,苦難其實是人生的現實
[00:03:51.000 --> 00:03:54.000]  在約伯記五章七節這樣說
[00:03:54.000 --> 00:03:57.000]  人一生下來就朝來禍還
[00:03:57.000 --> 00:04:00.000]  正如火花往上飛升
[00:04:00.000 --> 00:04:03.000]  如火花往上飛升的意思
[00:04:03.000 --> 00:04:07.000]  就是說這件事就像自然定律一樣
[00:04:07.000 --> 00:04:12.000]  人生在世是會遇到災禍和苦難的
[00:04:12.000 --> 00:04:17.000]  千萬不要期望一生都萬事如意
[00:04:17.000 --> 00:04:21.000]  順風順水地度過
[00:04:21.000 --> 00:04:27.000]  基督教相信有一位慈愛的上帝的存在
[00:04:27.000 --> 00:04:30.000]  於是在遇到苦難的時候
[00:04:30.000 --> 00:04:33.000]  我們就不用吃思想的毒品
[00:04:33.000 --> 00:04:35.000]  去改變自己的思想
[00:04:35.000 --> 00:04:40.000]  而是我們可以帶著苦難去向上帝呼求的
[00:04:40.000 --> 00:04:42.000]  假如上帝願意的話
[00:04:42.000 --> 00:04:49.000]  祂一定會用祂的方法來幫助我們脫離困苦
[00:04:49.000 --> 00:04:53.000]  在聖經有一句話是這麼說的
[00:04:53.000 --> 00:04:58.000]  你們所遭遇的每一個試探
[00:04:58.000 --> 00:05:00.000]  無非是一般人所受得了的
[00:05:00.000 --> 00:05:02.000]  上帝是信實的
[00:05:02.000 --> 00:05:09.000]  祂絕不讓你們所遭遇的無力抵抗的試探
[00:05:09.000 --> 00:05:11.000]  當試探來臨的時候
[00:05:11.000 --> 00:05:13.000]  祂會賜給你們力量
[00:05:13.000 --> 00:05:16.000]  使你們擔當得起
[00:05:16.000 --> 00:05:19.000]  替你們打開一條出路
[00:05:19.000 --> 00:05:23.000]  基督徒在苦難裡面
[00:05:23.000 --> 00:05:25.000]  是尋求一條出路
[00:05:25.000 --> 00:05:27.000]  是有出路
[00:05:27.000 --> 00:05:29.000]  因此在聖經裡面
[00:05:29.000 --> 00:05:33.000]  還有一些經文是鼓勵我們
[00:05:33.000 --> 00:05:38.000]  是要用積極的心態來迎接苦難的
