
[00:00:00.000 --> 00:00:03.000]  在哥倫西當時的教會
[00:00:03.000 --> 00:00:07.000]  因為有異端進到教會裡頭
[00:00:07.000 --> 00:00:10.000]  所以保羅寫這封哥倫西書
[00:00:10.000 --> 00:00:16.000]  就是要針對哥倫西當時教會裡頭的進來的異端
[00:00:16.000 --> 00:00:21.000]  所以他在前面就說到要封建異端
[00:00:21.000 --> 00:00:23.000]  要抵擋異端
[00:00:23.000 --> 00:00:26.000]  要看到神的豐盛
[00:00:26.000 --> 00:00:29.000]  一切的豐盛都在基督裡頭
[00:00:29.000 --> 00:00:31.000]  有了基督
[00:00:31.000 --> 00:00:36.000]  我們就可以得到一切的供應和滿足
[00:00:36.000 --> 00:00:38.000]  我們就不需要異端
[00:00:38.000 --> 00:00:44.000]  這個是在前面我們已經看過的
[00:00:44.000 --> 00:00:46.000]  就是說
[00:00:46.000 --> 00:00:52.000]  異端要抵擋異端
[00:00:52.000 --> 00:00:53.000]  要封建異端
[00:00:53.000 --> 00:00:56.000]  這樣我們就不會走岔路了
[00:00:56.000 --> 00:01:01.000]  這個是從消極一方面來看
[00:01:01.000 --> 00:01:03.000]  到了第三章
[00:01:03.000 --> 00:01:05.000]  我們剛才讀的這段經文
[00:01:05.000 --> 00:01:09.000]  就是叫我們要從積極方面來看
[00:01:09.000 --> 00:01:11.000]  也就是說
[00:01:11.000 --> 00:01:15.000]  我們要有一個健康的靈性
[00:01:15.000 --> 00:01:17.000]  我們靈性要健康
[00:01:17.000 --> 00:01:20.000]  我們心心就會穩固
[00:01:20.000 --> 00:01:22.000]  我們要清神的話
[00:01:22.000 --> 00:01:27.000]  這樣的異端就沒有辦法來危害我們
[00:01:27.000 --> 00:01:29.000]  來侵擾我們
[00:01:29.000 --> 00:01:31.000]  所以不但有消極的一面
[00:01:31.000 --> 00:01:33.000]  要封建要知道
[00:01:33.000 --> 00:01:36.000]  積極的一面更重要的
[00:01:36.000 --> 00:01:39.000]  就是要有個健康的靈性
[00:01:39.000 --> 00:01:44.000]  這個是就像我們人的身體的健康一樣的
[00:01:44.000 --> 00:01:48.000]  如果我們的身體健康了
[00:01:48.000 --> 00:01:50.000]  我們的免疫力強了
[00:01:50.000 --> 00:01:53.000]  那麼生病的機會就少了
[00:01:53.000 --> 00:01:56.000]  就不是吃藥
[00:01:56.000 --> 00:01:59.000]  有病吃藥是個消極的方法
[00:01:59.000 --> 00:02:05.000]  積極的辦法就是有體質方面能夠強壯
[00:02:05.000 --> 00:02:06.000]  強健
[00:02:06.000 --> 00:02:09.000]  這樣的病就會少一些
[00:02:09.000 --> 00:02:11.000]  所以這個看起來
[00:02:11.000 --> 00:02:14.000]  我們的靈性要有健康
[00:02:14.000 --> 00:02:17.000]  跟我們身體的健康
[00:02:17.000 --> 00:02:19.000]  有差不多同樣的意思
[00:02:19.000 --> 00:02:23.000]  一般我們都能看得到
[00:02:23.000 --> 00:02:25.000]  基督徒做久了以後
[00:02:25.000 --> 00:02:30.000]  慢慢就會失去新鮮的感覺了
[00:02:30.000 --> 00:02:32.000]  剛信徒說覺得很新鮮
[00:02:32.000 --> 00:02:35.000]  一切事情都是新的
[00:02:35.000 --> 00:02:38.000]  在基督裡成為新人
[00:02:38.000 --> 00:02:41.000]  那麼一切舊的都過去了
[00:02:41.000 --> 00:02:42.000]  很新鮮
[00:02:42.000 --> 00:02:45.000]  會感到我們信了主以後
[00:02:45.000 --> 00:02:47.000]  跟過去不同了
[00:02:47.000 --> 00:02:49.000]  我們的看法不同了
[00:02:49.000 --> 00:02:50.000]  我們的思想不同了
[00:02:50.000 --> 00:02:52.000]  我們的愛好不同了
[00:02:52.000 --> 00:02:56.000]  那麼各方面都會覺得有點新鮮的感覺
[00:02:56.000 --> 00:02:59.000]  但是慢慢時間長了
[00:02:59.000 --> 00:03:01.000]  做久基督徒以後
[00:03:01.000 --> 00:03:02.000]  就會停下來
[00:03:02.000 --> 00:03:05.000]  停滯不前了
[00:03:05.000 --> 00:03:07.000]  聖經的知識是多了
[00:03:07.000 --> 00:03:12.000]  但是應用在生活中間
[00:03:12.000 --> 00:03:15.000]  效果就不是很大了
[00:03:15.000 --> 00:03:17.000]  所以這個就是
[00:03:17.000 --> 00:03:21.000]  要保持一個健康的靈性
[00:03:21.000 --> 00:03:25.000]  這個是非常重要的
[00:03:25.000 --> 00:03:29.000]  問題並不是我們信的是錯了
[00:03:29.000 --> 00:03:31.000]  我們信的還是對的
[00:03:31.000 --> 00:03:33.000]  只是我們信了以後
[00:03:33.000 --> 00:03:39.000]  沒有繼續一直保持跟主的交通
[00:03:39.000 --> 00:03:42.000]  能夠保持跟主的親近
[00:03:42.000 --> 00:03:46.000]  那麼這樣的話就會慢慢的
[00:03:46.000 --> 00:03:50.000]  就是會覺得我們所信的
[00:03:50.000 --> 00:03:54.000]  好像不是很新鮮很現實的
[00:03:54.000 --> 00:03:56.000]  那麼另一方面來看的話
[00:03:56.000 --> 00:04:02.000]  這也是基督徒生命成長的一個過程
[00:04:02.000 --> 00:04:04.000]  剛開始你信主的時候
[00:04:04.000 --> 00:04:08.000]  生命好像一天跟一天不一樣的
[00:04:08.000 --> 00:04:10.000]  今天跟明天不一樣
[00:04:10.000 --> 00:04:12.000]  也會看到這一年
[00:04:12.000 --> 00:04:15.000]  跟剛信的時候也不一樣
[00:04:15.000 --> 00:04:17.000]  就是說在剛信的時候
[00:04:17.000 --> 00:04:20.000]  生命長大是很快的
[00:04:20.000 --> 00:04:22.000]  但是到一定時候以後
[00:04:22.000 --> 00:04:24.000]  就是不能夠那麼快了
[00:04:24.000 --> 00:04:27.000]  還要慢慢也步一步來的
[00:04:27.000 --> 00:04:32.000]  就像我們的生下來的話
[00:04:32.000 --> 00:04:34.000]  一直到我們老的話
[00:04:34.000 --> 00:04:42.000]  這個生長不能夠像出生的嬰孩那麼快的話
[00:04:42.000 --> 00:04:44.000]  一直在長
[00:04:44.000 --> 00:04:46.000]  有時候你會看見一個孩子
[00:04:46.000 --> 00:04:48.000]  幾年不見了
[00:04:48.000 --> 00:04:50.000]  你都認不出來的
[00:04:50.000 --> 00:04:52.000]  可是我們像我們老人家
[00:04:52.000 --> 00:04:54.000]  你再過幾年他還是這樣
[00:04:54.000 --> 00:04:56.000]  好像沒有什麼大的變化一樣的
[00:04:56.000 --> 00:04:59.000]  這就是生命的一個過程
[00:04:59.000 --> 00:05:02.000]  這個科學家這麼分析的話
[00:05:02.000 --> 00:05:06.000]  他說從一個卵
[00:05:06.000 --> 00:05:08.000]  受精的卵
[00:05:08.000 --> 00:05:12.000]  卵子在母親的懷胎裡頭
[00:05:12.000 --> 00:05:14.000]  這個胎裡頭
[00:05:14.000 --> 00:05:16.000]  差不多有9個月到10個月
[00:05:16.000 --> 00:05:18.000]  36個星期吧
[00:05:18.000 --> 00:05:21.000]  你看他從一個受精的卵
[00:05:21.000 --> 00:05:24.000]  到嬰孩的卑鄙生下來
[00:05:24.000 --> 00:05:27.000]  他的體重增加多少啊
[00:05:27.000 --> 00:05:31.000]  從一個卵到一個卑鄙出來
[00:05:31.000 --> 00:05:33.000]  6千倍
[00:05:33.000 --> 00:05:34.000]  6千倍
[00:05:34.000 --> 00:05:36.000]  你生下來不過就是
[00:05:36.000 --> 00:05:39.000]  6磅7磅8磅
[00:05:39.000 --> 00:05:41.000]  這些精子非常小
[00:05:41.000 --> 00:05:44.000]  可能就一顆或者什麼很小的
[00:05:44.000 --> 00:05:45.000]  可是在幾個月呢
[00:05:45.000 --> 00:05:48.000]  能夠長6千倍
[00:05:48.000 --> 00:05:50.000]  可是一出來母胎以後
[00:05:50.000 --> 00:05:54.000]  從嬰兒長大到老年
[00:05:54.000 --> 00:05:56.000]  長了多少倍啊
[00:05:56.000 --> 00:05:59.000]  一個孩子如果是6磅生下來
[00:05:59.000 --> 00:06:02.000]  到老了有多少磅啊
[00:06:02.000 --> 00:06:04.000]  20倍
[00:06:04.000 --> 00:06:07.000]  大概100多磅吧
[00:06:07.000 --> 00:06:08.000]  所以按照一般規律
[00:06:08.000 --> 00:06:10.000]  可以在母親胎裡
[00:06:10.000 --> 00:06:13.000]  這個嬰兒長大是6千倍
[00:06:13.000 --> 00:06:15.000]  可是出來以後
[00:06:15.000 --> 00:06:17.000]  也就是20倍
[00:06:17.000 --> 00:06:18.000]  你不能希望他
[00:06:18.000 --> 00:06:20.000]  出來母胎以後還是6千倍
[00:06:20.000 --> 00:06:22.000]  那不得了了
[00:06:22.000 --> 00:06:24.000]  那變成一個巨人了
[00:06:24.000 --> 00:06:25.000]  那不可能的
[00:06:25.000 --> 00:06:28.000]  這個生命是有這樣的規律
[00:06:28.000 --> 00:06:30.000]  但是我們基督徒也是這樣的
[00:06:30.000 --> 00:06:32.000]  我們信主多年以後
[00:06:32.000 --> 00:06:35.000]  不一定像信主初期的時候
[00:06:35.000 --> 00:06:37.000]  長大那麼快
[00:06:37.000 --> 00:06:38.000]  但是呢
[00:06:38.000 --> 00:06:40.000]  也是有增長
[00:06:40.000 --> 00:06:41.000]  很緩慢
[00:06:41.000 --> 00:06:45.000]  但是我們要保持健康
[00:06:45.000 --> 00:06:48.000]  不但有一個量的增長
[00:06:48.000 --> 00:06:49.000]  更重要的是
[00:06:49.000 --> 00:06:51.000]  我們有一個健康的靈性
[00:06:51.000 --> 00:06:53.000]  我們有了健康的靈性
[00:06:53.000 --> 00:06:55.000]  我們就能夠處理
[00:06:55.000 --> 00:06:58.000]  我們生活中間所遇見的
[00:06:58.000 --> 00:07:00.000]  這些的難題
[00:07:00.000 --> 00:07:04.000]  也能夠在我們遇到一些異端
[00:07:04.000 --> 00:07:06.000]  一些錯誤的思想
[00:07:06.000 --> 00:07:09.000]  各種的社會上的思潮的時候
[00:07:09.000 --> 00:07:12.000]  我們就有分辨的能力
[00:07:12.000 --> 00:07:15.000]  所以我們就是要來看一看
[00:07:15.000 --> 00:07:17.000]  那麼聖經神的話
[00:07:17.000 --> 00:07:19.000]  怎麼告訴我們的
[00:07:19.000 --> 00:07:22.000]  我們怎麼樣可以有一個
[00:07:22.000 --> 00:07:26.000]  是不是能夠有一個健康的靈性呢
[00:07:26.000 --> 00:07:29.000]  那麼從我們剛才讀的聖經
[00:07:29.000 --> 00:07:31.000]  德羅西書第三章
[00:07:31.000 --> 00:07:33.000]  一節到十節
[00:07:33.000 --> 00:07:36.000]  告訴我們的答案是有
[00:07:36.000 --> 00:07:40.000]  我們可以有健康的靈性
[00:07:40.000 --> 00:07:44.000]  神是我們的公父
[00:07:44.000 --> 00:07:49.000]  祂會供應我們一切所需用的
[00:07:49.000 --> 00:07:51.000]  所以我們在第一節就看到
[00:07:51.000 --> 00:07:59.000]  所以你們若真與基督一同復活
[00:07:59.000 --> 00:08:02.000]  這講到怎麼樣有一個健康的靈性呢
[00:08:02.000 --> 00:08:07.000]  就看到我們現在已經跟基督一同復活了
