
[00:00:00.000 --> 00:00:04.720]  繼續和大家來看耶穌基督所行的神蹟
[00:00:04.720 --> 00:00:07.380]  今天我們看一個很簡單的神蹟
[00:00:07.380 --> 00:00:12.580]  但背後有很重要的真理教導在裏面
[00:00:12.580 --> 00:00:19.180]  就是耶穌基督醫治彼得的惡母的簡單神蹟
[00:00:19.180 --> 00:00:23.400]  請聽我讀《馬太福音》第八章
[00:00:23.400 --> 00:00:28.520]  第十四節開始
[00:00:31.000 --> 00:00:36.480]  耶穌到了彼得家裏,見彼得的惡母懷熱病躺着,
[00:00:36.480 --> 00:00:42.560]  耶穌把她的手一摸,熱就退了,她就起來服侍耶穌。
[00:00:42.560 --> 00:00:48.240]  到了晚上,有人帶着許多被鬼附的來到耶穌跟前,
[00:00:48.240 --> 00:00:55.280]  她只用一句話就把鬼都趕出去,並且治好了一切有病的人。
[00:00:55.280 --> 00:01:03.160]  這是要應驗先知以彩亞的話說,她代替我們的軟弱,擔當我們的疾病。
[00:01:03.160 --> 00:01:08.720]  耶穌見許多人圍着她,就吩咐道道那邊去,
[00:01:08.720 --> 00:01:15.160]  有一個問事來,對她說:夫子,你無論往哪裏去,我要跟從你。
[00:01:15.160 --> 00:01:21.680]  耶穌說:狐狸有洞,天空的飛鳥有窩,人子卻沒有枕頭的地方。
[00:01:21.680 --> 00:01:28.520]  又有一個門徒對耶穌說:主啊,容我先回去迷撞我的父親。
[00:01:28.520 --> 00:01:35.720]  耶穌說:任憑死人迷撞他們的死人,你跟從我吧。
[00:01:35.720 --> 00:01:41.800]  這段經文,我相信大家讀聖經都非常熟悉,
[00:01:41.800 --> 00:01:44.800]  應該是發生在一個安息日的時候,
[00:01:44.800 --> 00:01:48.920]  安息日一般來說,猶太人是不可以工作的,
[00:01:48.920 --> 00:01:52.800]  而醫病是工作的一種,
[00:01:52.800 --> 00:01:57.480]  所以當耶穌在安息日的時候治病,
[00:01:57.480 --> 00:02:00.480]  他們是非常不高興,
[00:02:00.480 --> 00:02:06.000]  因爲耶穌違背了他們以爲是他們的律法。
[00:02:06.000 --> 00:02:12.840]  其實神在舊約並不是這樣的一種教導,
[00:02:12.840 --> 00:02:21.400]  他們是矯枉過正地來看神在聖經裏面關於安息日的教導。
[00:02:21.400 --> 00:02:28.720]  我們在這個很簡單的耶穌醫治彼得的外母的身上,
[00:02:28.720 --> 00:02:31.280]  我們看到一個很重要的真理,
[00:02:31.280 --> 00:02:36.680]  就是我們如何得到一個豐盛的人生。
[00:02:36.680 --> 00:02:46.600]  這是背後整個故事要給我們看到的一個真理。
[00:02:46.600 --> 00:02:52.560]  我們剛纔讀的這幅圖畫就是耶穌來到這個世界上面,
[00:02:52.560 --> 00:02:54.920]  祂很忙碌地做很多事情,
[00:02:54.920 --> 00:03:00.680]  祂會堂裏面講道,祂醫病,祂講鬼,
[00:03:00.680 --> 00:03:03.880]  祂處理很多人與人之間的問題,
[00:03:03.880 --> 00:03:07.080]  很多人將他們的需要帶到耶穌基督的面前,
[00:03:07.080 --> 00:03:09.480]  耶穌解決他們的問題。
[00:03:09.480 --> 00:03:11.640]  所以耶穌是一個非常忙碌,
[00:03:11.640 --> 00:03:18.880]  在那裏工作,解決人的困難的主耶穌基督。
[00:03:18.880 --> 00:03:20.840]  在整個過程裏面,
[00:03:20.840 --> 00:03:26.720]  我們看到有很多人在耶穌的身上是受惠的,
[00:03:26.720 --> 00:03:29.040]  但我們要留意的是,
[00:03:29.040 --> 00:03:31.160]  我們有一位恩主,
[00:03:31.160 --> 00:03:35.640]  滿有恩典的,在這個世界上,
[00:03:35.640 --> 00:03:41.880]  每天到處醫治,幫助,解決人一切的困難。
[00:03:41.880 --> 00:03:44.480]  我們也有很多人到耶穌面前,
[00:03:44.480 --> 00:03:48.800]  他們是受惠,得着幫助的。
[00:03:48.800 --> 00:03:50.320]  這些是普通人,
[00:03:50.320 --> 00:03:52.440]  好像你和我,
[00:03:52.440 --> 00:03:54.440]  很多都沒有你的學識,
[00:03:54.440 --> 00:03:56.080]  沒有我的學識,
[00:03:56.080 --> 00:03:57.800]  是非常普通的人,
[00:03:57.800 --> 00:04:00.880]  但耶穌愛他們,關心他們,
[00:04:00.880 --> 00:04:04.600]  照顧他們一切的需要。
[00:04:04.600 --> 00:04:08.560]  在這裏我們要看到一個耶穌來,
[00:04:08.560 --> 00:04:13.080]  祂宣稱「我來了小紀元,得生命,並且得得更豐盛」,
[00:04:13.080 --> 00:04:17.440]  耶穌要將豐盛的生命帶到人間。
[00:04:17.440 --> 00:04:21.960]  而在這個神人互動裏面,
[00:04:21.960 --> 00:04:26.360]  神施恩,人領受神的恩典,
[00:04:26.360 --> 00:04:29.240]  彙報神的恩典。
[00:04:29.240 --> 00:04:32.080]  在彙報神的恩典的過程裏面,
[00:04:32.080 --> 00:04:39.640]  帶出一條施恩圖報的人生豐盛的道路。
[00:04:39.640 --> 00:04:43.320]  其實就是這麼簡單。
[00:04:43.320 --> 00:04:45.880]  也可以說是一個豐盛人生,
[00:04:45.880 --> 00:04:47.920]  一個很簡單的方程式,
[00:04:47.920 --> 00:04:52.560]  神人互動之中帶出豐盛的人生,
[00:04:52.560 --> 00:05:00.160]  就是施恩圖報的人生路。
[00:05:00.160 --> 00:05:03.960]  爲什麼耶穌這麼忙碌醫治人的疾病?
[00:05:03.960 --> 00:05:07.600]  耶穌這麼忙碌講道給人聽呢?
[00:05:07.600 --> 00:05:12.720]  原來當罪入了這個世界之後,
[00:05:12.720 --> 00:05:16.240]  我們的肉體受破壞,
[00:05:16.240 --> 00:05:21.280]  我們會病,我們會死。
[00:05:21.280 --> 00:05:25.480]  神關心我們身體肉體的需要,
[00:05:25.480 --> 00:05:30.720]  同時更重要的是心靈的需要。
[00:05:30.720 --> 00:05:33.800]  我們心靈的疾病有罪,
[00:05:33.800 --> 00:05:35.680]  這是更加嚴重的問題。
[00:05:35.680 --> 00:05:38.480]  所以耶穌是講道傳福音,
[00:05:38.480 --> 00:05:41.200]  解決人罪的問題。
[00:05:41.200 --> 00:05:43.040]  這就是爲什麼耶穌這麼忙碌。
[00:05:43.040 --> 00:05:48.920]  耶穌來是爲了要消除墮落犯罪,
[00:05:48.920 --> 00:05:55.040]  再帶來一切的災害。
[00:05:55.040 --> 00:06:00.880]  所以我們要留意人、神的互動。
[00:06:00.880 --> 00:06:03.560]  今天我想很多時候的問題,
[00:06:03.560 --> 00:06:07.200]  我們回到教會或者傳福音的艱難,
[00:06:07.200 --> 00:06:09.960]  就是失去了人、神的互動。
[00:06:09.960 --> 00:06:13.720]  神在那裏動,但是人不肯動。
[00:06:13.720 --> 00:06:17.320]  我們沒有回應神在我們身上的恩典。
[00:06:17.320 --> 00:06:18.440]  所以教會軟弱,
[00:06:18.440 --> 00:06:22.000]  我們的生命也軟弱。
[00:06:22.000 --> 00:06:24.640]  所以我們在這裏看神人的互動,
[00:06:24.640 --> 00:06:26.480]  究竟是怎麼互動的呢?
[00:06:26.480 --> 00:06:31.360]  我們先來看看愛我們的恩主。
[00:06:31.360 --> 00:06:33.960]  如果你看《四福音》的時候,
[00:06:33.960 --> 00:06:37.000]  特別是在耶穌一開始的時候,
[00:06:37.000 --> 00:06:43.720]  忙碌在加利利一帶傳道的時候,
[00:06:43.720 --> 00:06:48.720]  有很多人都很愛耶穌基督,
[00:06:48.720 --> 00:06:51.080]  喜歡聽耶穌講道,
[00:06:51.080 --> 00:06:55.520]  喜歡將病人帶到耶穌基督的面前。
[00:06:55.520 --> 00:06:58.480]  我們看這個時期主耶穌基督的時候,
[00:06:58.480 --> 00:07:01.800]  我們看到有兩個特點。
[00:07:01.800 --> 00:07:08.920]  第一,就是祂很清楚知道祂來到世界上是做些什麼。
[00:07:08.920 --> 00:07:10.520]  剛纔我們說祂很忙碌,
[00:07:10.520 --> 00:07:12.360]  做這樣做那樣。
[00:07:12.360 --> 00:07:14.200]  祂一個人很忙碌,
[00:07:14.200 --> 00:07:18.280]  有很多人在祂身上尋求幫助的時候,
[00:07:18.280 --> 00:07:23.320]  可能我們忙到忘記了我們在這個世界上的目的,
[00:07:23.320 --> 00:07:27.320]  但是耶穌基督不會。
[00:07:27.320 --> 00:07:28.520]  在極忙碌,
[00:07:28.520 --> 00:07:30.800]  人很喜歡祂醫病,
[00:07:30.800 --> 00:07:33.000]  很喜歡祂趕鬼的時候,
[00:07:33.000 --> 00:07:35.840]  祂知道祂來主要不是要醫病,
[00:07:35.840 --> 00:07:38.920]  不是要趕鬼。
[00:07:38.920 --> 00:07:40.320]  所以關於這裏的經文,
[00:07:40.320 --> 00:07:45.080]  我們有另外一本福音書在《羅伽福音》第四章42節說,
[00:07:45.080 --> 00:07:46.360]  天亮的時候,
[00:07:46.360 --> 00:07:50.120]  其實講到同一個處境,
[00:07:50.120 --> 00:07:55.160]  天亮的時候耶穌基督休息完,
[00:07:55.160 --> 00:08:01.200]  早上祂就自己一個人走去曠野的地方來禱告,
[00:08:01.200 --> 00:08:02.840]  和神有交通。
[00:08:02.840 --> 00:08:04.880]  天亮的時候耶穌出來,
[00:08:04.880 --> 00:08:10.800]  走到曠野的地方衆人去找祂。
[00:08:10.800 --> 00:08:13.720]  一清早他們就去找耶穌基督,
[00:08:13.720 --> 00:08:17.040]  因爲人的需要是很大,
[00:08:17.040 --> 00:08:21.840]  也只有耶穌基督能夠滿足他們的需要,
[00:08:21.840 --> 00:08:26.880]  所以耶穌一清早的時候他們就去找祂,
[00:08:26.880 --> 00:08:29.920]  到了祂那裏要留住祂,
[00:08:29.920 --> 00:08:31.960]  人總是自私的,
[00:08:31.960 --> 00:08:33.320]  耶穌說你不要去別的地方了,
[00:08:33.320 --> 00:08:35.000]  你就在我們這裏,
[00:08:35.000 --> 00:08:37.400]  我們可以建一間好房子給你住,
