
[00:00:00.000 --> 00:00:03.640]  今天的題目很直接叫做「不要論斷」
[00:00:03.640 --> 00:00:06.200]  這段經文大家剛才讀的都很熟悉
[00:00:06.200 --> 00:00:08.740]  記載在馬太福音登山寶訓
[00:00:08.740 --> 00:00:12.740]  這一段很長的聖經裡面其中的一段
[00:00:12.740 --> 00:00:15.600]  登山寶訓是耶穌對著祂的門徒說的
[00:00:15.600 --> 00:00:19.640]  教祂很多關於神角的真理
[00:00:19.640 --> 00:00:21.140]  就有這一段
[00:00:21.140 --> 00:00:23.540]  為什麼我覺得
[00:00:23.540 --> 00:00:25.940]  我對這一段有點抗拒
[00:00:25.940 --> 00:00:27.740]  是不是很難明白呢
[00:00:27.740 --> 00:00:30.040]  其實這段不是很難明白
[00:00:30.040 --> 00:00:32.240]  很直接這段是耶穌說的
[00:00:32.240 --> 00:00:35.240]  祂首先說了一個命令
[00:00:35.240 --> 00:00:37.240]  就是叫你不要論斷
[00:00:37.240 --> 00:00:38.740]  免得被人論斷
[00:00:38.740 --> 00:00:40.740]  你不要常常指責人
[00:00:40.740 --> 00:00:42.240]  不要亂批評人
[00:00:42.240 --> 00:00:44.440]  不要說人閒話
[00:00:44.440 --> 00:00:45.740]  為什麼呢
[00:00:45.740 --> 00:00:47.540]  因為有後果的
[00:00:47.540 --> 00:00:48.940]  後果是什麼呢
[00:00:48.940 --> 00:00:51.540]  你指手畫腳的說人
[00:00:51.540 --> 00:00:54.140]  你就會被人反過來說
[00:00:54.140 --> 00:00:58.640]  這個你怎樣論斷人人又怎樣被論斷
[00:00:58.640 --> 00:01:00.340]  這個是我們的後果
[00:01:00.340 --> 00:01:02.240]  是我們的報應
[00:01:02.240 --> 00:01:03.940]  然後接著那段
[00:01:03.940 --> 00:01:06.340]  就是用了一個例子
[00:01:06.340 --> 00:01:09.940]  祂說你不要見到別人的不好
[00:01:09.940 --> 00:01:11.640]  也見不到自己不好
[00:01:11.640 --> 00:01:13.140]  你不要有口說別人
[00:01:13.140 --> 00:01:15.240]  沒有口說自己
[00:01:15.240 --> 00:01:16.440]  如果你是這樣
[00:01:16.440 --> 00:01:19.440]  你就叫做假冒為善
[00:01:19.440 --> 00:01:20.440]  很簡單
[00:01:20.440 --> 00:01:21.840]  很明白
[00:01:21.840 --> 00:01:23.440]  很清楚
[00:01:23.440 --> 00:01:25.740]  但是
[00:01:25.740 --> 00:01:29.640]  那時候我的心裡面有很多的迷思
[00:01:29.640 --> 00:01:32.240]  我想我明白的
[00:01:32.240 --> 00:01:34.640]  考試怎麼回答我明白的
[00:01:34.640 --> 00:01:36.840]  但是我的迷思是
[00:01:36.840 --> 00:01:40.240]  我覺得我實踐不了
[00:01:40.240 --> 00:01:42.140]  我心裡在想什麼呢
[00:01:42.140 --> 00:01:43.640]  我覺得人生在世
[00:01:43.640 --> 00:01:45.440]  我每天見到這麼多人這麼多事
[00:01:45.440 --> 00:01:49.540]  我自然有我自己的看法和觀點
[00:01:49.540 --> 00:01:55.240]  那做一個基督徒是不是不可以說負面的事情
[00:01:55.240 --> 00:01:59.040]  只是可以讚不可以彈呢
[00:01:59.040 --> 00:02:02.740]  如果我有些負面的意見和感覺
[00:02:02.740 --> 00:02:06.140]  是不是不可以說呢
[00:02:06.140 --> 00:02:08.440]  我是不是真的要經常都
[00:02:08.440 --> 00:02:12.240]  Hallelujah 感謝神讚美主
[00:02:12.240 --> 00:02:15.540]  我只是可以說這些的呢
[00:02:15.540 --> 00:02:17.740]  舉一個例子
[00:02:17.740 --> 00:02:19.540]  譬如你剛剛轉了份工作
[00:02:19.540 --> 00:02:20.940]  你跟朋友聊天
[00:02:20.940 --> 00:02:23.040]  別人說你轉了份工作
[00:02:23.040 --> 00:02:25.740]  你的老闆怎樣啊
[00:02:25.740 --> 00:02:29.140]  如果我覺得我老闆挺好人的
[00:02:29.140 --> 00:02:31.040]  真的很好
[00:02:31.040 --> 00:02:33.740]  那我當然可以告訴別人
[00:02:33.740 --> 00:02:37.040]  不過後面那一段呢
[00:02:37.040 --> 00:02:38.140]  他人就好人
[00:02:38.140 --> 00:02:40.440]  不過做事是很吵鬧的
[00:02:40.440 --> 00:02:42.640]  經常悠悠寡斷
[00:02:42.640 --> 00:02:43.840]  改來改去
[00:02:43.840 --> 00:02:45.340]  早上叫你做A
[00:02:45.340 --> 00:02:47.640]  下午又說不如做B
[00:02:47.640 --> 00:02:49.740]  哇 真的跟他很難的
[00:02:49.740 --> 00:02:51.140]  有時候很激氣的
[00:02:51.140 --> 00:02:53.840]  搞到我放不了工
[00:02:53.840 --> 00:02:56.240]  那這一堆的說話
[00:02:56.240 --> 00:03:00.540]  我應不應該告訴我的朋友呢
[00:03:00.540 --> 00:03:05.940]  只是說感謝主祂是一個好人
[00:03:05.940 --> 00:03:07.840]  我不是很假嗎
[00:03:07.840 --> 00:03:10.540]  我真正的感受
[00:03:10.540 --> 00:03:11.940]  我的看法
[00:03:11.940 --> 00:03:16.040]  是不是不可以表達呢
[00:03:16.040 --> 00:03:20.040]  這個就是我其中一個迷思
[00:03:20.040 --> 00:03:21.740]  重大的就是
[00:03:21.740 --> 00:03:23.640]  當你看
[00:03:23.640 --> 00:03:27.340]  剛才這個馬太福音
[00:03:27.340 --> 00:03:29.040]  看下去一點點
[00:03:29.040 --> 00:03:33.840]  就有一些好像自相矛盾的經文
[00:03:33.840 --> 00:03:36.840]  看下去是在說什麼呢
[00:03:36.840 --> 00:03:38.640]  過得不多幾節而已
[00:03:38.640 --> 00:03:40.340]  他就這樣說
[00:03:40.340 --> 00:03:41.540]  叫我們什麼啊
[00:03:41.540 --> 00:03:43.840]  你們要防備假才知道
[00:03:43.840 --> 00:03:47.640]  他們到你那裡外面就披著羊皮
[00:03:47.640 --> 00:03:49.540]  裡面就是殘暴的狼
[00:03:49.540 --> 00:03:51.040]  憑著他們的果子
[00:03:51.040 --> 00:03:53.440]  就可以將他認出來
[00:03:53.440 --> 00:03:54.440]  我就說
[00:03:54.440 --> 00:03:56.840]  如果我不論斷他是一個假才知道
[00:03:56.840 --> 00:03:59.240]  我怎樣可以防備他呢
[00:03:59.240 --> 00:04:01.540]  你明白我說什麼嗎
[00:04:01.540 --> 00:04:03.540]  你又叫我防備假才知道
[00:04:03.540 --> 00:04:04.940]  那我要看看
[00:04:04.940 --> 00:04:07.440]  哇 這個人說一套做一套的
[00:04:07.440 --> 00:04:08.840]  這個人人面獸心
[00:04:08.840 --> 00:04:10.340]  是假才知道的
[00:04:10.340 --> 00:04:14.740]  那我就要論斷他
[00:04:14.740 --> 00:04:16.440]  又叫我不論斷
[00:04:16.440 --> 00:04:17.840]  又要我防備
[00:04:17.840 --> 00:04:20.440]  那你真的想我怎樣呢
[00:04:20.440 --> 00:04:24.240]  我就在這些掙扎裡面
[00:04:24.240 --> 00:04:25.840]  是不是我不說
[00:04:25.840 --> 00:04:27.040]  就是沒有論斷
[00:04:27.040 --> 00:04:30.540]  我明明覺得老闆很煩
[00:04:30.540 --> 00:04:33.540]  很難跟進
[00:04:33.540 --> 00:04:35.440]  我不說出來而已
[00:04:35.440 --> 00:04:37.240]  我的心也論斷了他
[00:04:37.240 --> 00:04:39.240]  那我就又是論斷
[00:04:39.240 --> 00:04:47.240]  我怎樣可以做到不論斷呢
[00:04:47.240 --> 00:04:49.640]  所以這個有個問題
[00:04:49.640 --> 00:04:52.340]  聖經是不是叫我們
[00:04:52.340 --> 00:04:54.440]  什麼都不要決定
[00:04:54.440 --> 00:04:56.740]  等耶穌再來的日子
[00:04:56.740 --> 00:04:59.240]  當一切的隱情來顯露
[00:04:59.240 --> 00:05:01.640]  那就一天光曬了
[00:05:01.640 --> 00:05:02.740]  你就不要說人這樣
[00:05:02.740 --> 00:05:03.740]  不要說人這樣
[00:05:03.740 --> 00:05:09.540]  我們是不是不應該做自己的判斷呢
[00:05:09.540 --> 00:05:12.840]  在現今的世代這麼邪惡
[00:05:12.840 --> 00:05:15.040]  網上有這麼多假新聞
[00:05:15.040 --> 00:05:16.240]  打個電話來
[00:05:16.240 --> 00:05:20.040]  我都要去監察他是不是詐騙
[00:05:20.040 --> 00:05:21.540]  怎樣不論斷
[00:05:21.540 --> 00:05:25.940]  怎樣不做判斷呢
[00:05:25.940 --> 00:05:27.040]  跟大家說
[00:05:27.040 --> 00:05:29.640]  聖經不自相矛盾的
[00:05:29.640 --> 00:05:36.540]  是聖經要我們做分辨的工作
[00:05:36.540 --> 00:05:38.340]  聖經叫我們不要論斷
[00:05:38.340 --> 00:05:41.440]  但是聖經叫我們要分辨
[00:05:41.440 --> 00:05:43.740]  要用腦
[00:05:43.740 --> 00:05:45.940]  你不想讀這句聖經
[00:05:45.940 --> 00:05:48.640]  約翰福音
[00:05:48.640 --> 00:05:52.040]  教我如何斷定是非
[00:05:52.040 --> 00:05:55.440]  總要我公平斷定是非
[00:05:55.440 --> 00:05:58.140]  教你如何斷定
[00:05:58.140 --> 00:06:00.140]  是啊我們一定要做判斷的
[00:06:00.140 --> 00:06:03.440]  我們一定要做判斷的
[00:06:03.440 --> 00:06:05.340]  保羅在保羅書信裡面
[00:06:05.340 --> 00:06:07.140]  在哥倫多前書裡面
[00:06:07.140 --> 00:06:09.440]  他說你們教會好亂
[00:06:09.440 --> 00:06:13.140]  有個人跟他的繼母行淫
[00:06:13.140 --> 00:06:14.740]  這些人有罪
[00:06:14.740 --> 00:06:16.140]  你要踢他出會
[00:06:16.140 --> 00:06:17.840]  不要讓他在教會
[00:06:17.840 --> 00:06:20.040]  還有你們要留心
[00:06:20.040 --> 00:06:21.340]  保羅在其他的書信裡
[00:06:21.340 --> 00:06:25.340]  說你們要留心那些講虛假福音
[00:06:25.340 --> 00:06:26.840]  講異端那些人
[00:06:26.840 --> 00:06:28.340]  你們要留心這些人
[00:06:28.340 --> 00:06:29.840]  你們不要讓這些人
[00:06:29.840 --> 00:06:31.440]  踢到你的教會裡面
[00:06:31.440 --> 00:06:33.440]  你跟他吃飯也不行
[00:06:33.440 --> 00:06:39.140]  所以聖經不是叫我們不用腦
[00:06:39.140 --> 00:06:46.340]  沒有了選擇分辨的能力
[00:06:46.340 --> 00:06:48.140]  我們是基督徒
[00:06:48.140 --> 00:06:49.940]  我們不是豬
[00:06:49.940 --> 00:06:51.440]  我們不是懵
[00:06:51.440 --> 00:06:53.640]  我們不是盲目
[00:06:53.640 --> 00:06:57.840]  聖經是要我們懂得分辨
[00:06:57.840 --> 00:06:59.840]  如果是這樣
[00:06:59.840 --> 00:07:01.940]  馬太福音在那裡說
[00:07:01.940 --> 00:07:03.840]  不要論斷
[00:07:03.840 --> 00:07:06.540]  是什麼意思呢
[00:07:06.540 --> 00:07:09.040]  耶穌叫我們不要論斷的時候
[00:07:09.040 --> 00:07:10.540]  祂真正的意思
[00:07:10.540 --> 00:07:12.340]  祂叫我們防範什麼
[00:07:12.340 --> 00:07:15.440]  祂叫我們針對什麼
[00:07:15.440 --> 00:07:19.140]  我們今天來看一看
[00:07:19.140 --> 00:07:23.740]  論斷這個字原文叫做Kero
[00:07:23.740 --> 00:07:27.740]  在新約聖經裡面出現過114次
[00:07:27.740 --> 00:07:29.740]  在不同的經文裡面
[00:07:29.740 --> 00:07:31.740]  譯作不同的字
[00:07:31.740 --> 00:07:34.540]  英文有時會譯作judge
[00:07:34.540 --> 00:07:36.840]  有時會譯作condemn
[00:07:36.840 --> 00:07:38.140]  或者determination
[00:07:38.140 --> 00:07:39.540]  或者go to court
[00:07:39.540 --> 00:07:41.640]  就是告到你上法庭
[00:07:41.640 --> 00:07:46.340]  中文有時會譯作論斷
[00:07:46.340 --> 00:07:52.340]  告、審判、定罪、定義、受審問
[00:07:52.340 --> 00:07:54.840]  當大家看到這個字的時候
[00:07:54.840 --> 00:07:56.240]  你會有一個什麼感覺
[00:07:56.240 --> 00:07:58.840]  這個字是一個頗嚴重的字
[00:07:58.840 --> 00:08:00.540]  是一個很重的字
[00:08:00.540 --> 00:08:02.340]  是告你上法庭
[00:08:02.340 --> 00:08:04.140]  然後定罪
[00:08:04.140 --> 00:08:08.140]  還有論斷是有一個貶義的
[00:08:08.140 --> 00:08:10.340]  就是當我們判斷的時候
[00:08:10.340 --> 00:08:12.540]  我就說判斷你是好、你是壞
[00:08:12.540 --> 00:08:14.640]  判斷你是聰明、你是差
[00:08:14.640 --> 00:08:16.040]  有一個判斷
[00:08:16.040 --> 00:08:19.340]  但是論斷通常是踩你的
[00:08:19.340 --> 00:08:20.640]  就是定你罪
[00:08:20.640 --> 00:08:23.840]  你不會說他很壞
[00:08:23.840 --> 00:08:25.840]  論斷我溫柔可愛
