
[00:00:00.000 --> 00:00:02.000]  今天很高興
[00:00:02.000 --> 00:00:06.000]  在這裡跟大家一起敬拜上帝
[00:00:06.000 --> 00:00:08.000]  神賜給我們有美好的天氣
[00:00:08.000 --> 00:00:10.000]  有個好的地方
[00:00:10.000 --> 00:00:14.000]  我的口罩是遮蓋了我的笑容
[00:00:14.000 --> 00:00:15.000]  但我是開心的
[00:00:15.000 --> 00:00:17.000]  在這裡我謹祝
[00:00:17.000 --> 00:00:19.000]  在座的每個弟兄姊妹
[00:00:19.000 --> 00:00:21.000]  有身心靈的健康
[00:00:21.000 --> 00:00:23.000]  上帝賜給你喜樂
[00:00:23.000 --> 00:00:25.000]  一樣都不缺
[00:00:25.000 --> 00:00:27.000]  我也同樣的祝福
[00:00:27.000 --> 00:00:30.000]  在網上和我們一起敬拜的弟兄姊妹
[00:00:30.000 --> 00:00:34.000]  今天我們講一個特別的題目
[00:00:34.000 --> 00:00:36.000]  叫做上帝的宣教心
[00:00:36.000 --> 00:00:40.000]  我們傳恩堂每一年的第三個月
[00:00:40.000 --> 00:00:43.000]  三月就是猜傳月
[00:00:43.000 --> 00:00:45.000]  猜傳就是關乎宣教
[00:00:45.000 --> 00:00:49.000]  耶穌基督命令我們將福音傳到地極
[00:00:49.000 --> 00:00:52.000]  為什麼耶穌要我們這樣做呢?
[00:00:52.000 --> 00:00:55.000]  答案就是我們的上帝
[00:00:55.000 --> 00:00:58.000]  就是一位宣教的上帝
[00:00:58.000 --> 00:01:02.000]  在整本教育裡面
[00:01:02.000 --> 00:01:04.000]  我找到一張聖經
[00:01:04.000 --> 00:01:09.000]  是最清楚表露出上帝的心腸肺腑
[00:01:09.000 --> 00:01:12.000]  那個對宣教的心腸肺腑
[00:01:12.000 --> 00:01:14.000]  就是剛才我們所讀的
[00:01:14.000 --> 00:01:17.000]  以賽亞書第66章
[00:01:17.000 --> 00:01:20.000]  這一段聖經
[00:01:20.000 --> 00:01:24.000]  是解釋了宣教的目的
[00:01:24.000 --> 00:01:26.000]  宣教的實踐
[00:01:26.000 --> 00:01:29.000]  和宣教的成果
[00:01:29.000 --> 00:01:35.000]  今天我們要看的
[00:01:35.000 --> 00:01:40.000]  這段經文是一段很嚴厲的經文
[00:01:40.000 --> 00:01:42.000]  我看完之後都害怕
[00:01:42.000 --> 00:01:43.000]  很嚴厲
[00:01:43.000 --> 00:01:49.000]  但同樣有上帝的溫柔和恩慈憐憫在裡面
[00:01:49.000 --> 00:01:51.000]  是一段很特別的經文
[00:01:51.000 --> 00:01:55.000]  我們今天要看宣教的目的
[00:01:55.000 --> 00:01:57.000]  實踐和成果
[00:01:57.000 --> 00:02:01.000]  第一件事我們看宣教的目的
[00:02:01.000 --> 00:02:04.000]  在以賽亞書第66章第18節
[00:02:04.000 --> 00:02:06.000]  就用一句話講了
[00:02:06.000 --> 00:02:08.000]  這句話是上帝講的
[00:02:08.000 --> 00:02:12.000]  我要來聚集萬國萬族
[00:02:12.000 --> 00:02:14.000]  他們都必來看我的榮耀
[00:02:14.000 --> 00:02:17.000]  原來宣教的目的
[00:02:17.000 --> 00:02:22.000]  就是叫全世界的人都看到上帝的榮耀
[00:02:22.000 --> 00:02:24.000]  我們很多時候傳福音
[00:02:24.000 --> 00:02:27.000]  我們覺得我的動機應該是愛人的靈魂
[00:02:27.000 --> 00:02:29.000]  所以我傳福音
[00:02:29.000 --> 00:02:32.000]  這就解釋了為什麼沒有什麼人傳福音
[00:02:32.000 --> 00:02:36.000]  因為其實我們愛人靈魂的心不是很大
[00:02:36.000 --> 00:02:37.000]  是很有限
[00:02:37.000 --> 00:02:40.000]  而且人類都不是很可愛
[00:02:40.000 --> 00:02:41.000]  不是很值得我們愛
[00:02:41.000 --> 00:02:43.000]  敗壞邪惡
[00:02:43.000 --> 00:02:47.000]  所以傳福音如果靠你的愛心去傳
[00:02:47.000 --> 00:02:49.000]  就很難傳出去
[00:02:49.000 --> 00:02:50.000]  這裡告訴我
[00:02:50.000 --> 00:02:53.000]  傳福音的最終極的動機
[00:02:53.000 --> 00:02:55.000]  最大的動力
[00:02:55.000 --> 00:02:57.000]  就是為了要榮耀上帝
[00:02:57.000 --> 00:03:00.000]  我們叫人類看到上帝的榮耀
[00:03:00.000 --> 00:03:02.000]  這樣就不同了
[00:03:02.000 --> 00:03:04.000]  你將我的眼光放在上帝那裡
[00:03:04.000 --> 00:03:06.000]  你傳福音是為了上帝
[00:03:06.000 --> 00:03:08.000]  為了榮耀上帝
[00:03:08.000 --> 00:03:11.000]  在以賽亞書第66章裡面
[00:03:11.000 --> 00:03:12.000]  我們就看到上帝的榮耀
[00:03:12.000 --> 00:03:15.000]  上帝的榮耀彰顯在祂的審判那裡
[00:03:15.000 --> 00:03:17.000]  在祂的恩典那裡
[00:03:17.000 --> 00:03:19.000]  和在祂的新天新地那裡
[00:03:19.000 --> 00:03:21.000]  今天我們要講
[00:03:21.000 --> 00:03:24.000]  就是講這三樣東西
[00:03:24.000 --> 00:03:27.000]  上帝的榮耀怎樣彰顯在審判
[00:03:27.000 --> 00:03:29.000]  恩典和新天新地
[00:03:29.000 --> 00:03:32.000]  從這裡我們就得到
[00:03:32.000 --> 00:03:34.000]  聖經的教導的亮光
[00:03:34.000 --> 00:03:36.000]  就是我們怎樣去傳福音
[00:03:36.000 --> 00:03:38.000]  所以今天講到最後的目的
[00:03:38.000 --> 00:03:40.000]  就是你心裡面有動力
[00:03:40.000 --> 00:03:41.000]  有火熱去傳福音
[00:03:41.000 --> 00:03:43.000]  去參與宣教
[00:03:43.000 --> 00:03:47.000]  不是因為你的愛心大還是小
[00:03:47.000 --> 00:03:49.000]  你對聖經的認識多還是少
[00:03:49.000 --> 00:03:51.000]  而是因為你想榮耀上帝
[00:03:51.000 --> 00:03:53.000]  我今天希望能夠將
[00:03:53.000 --> 00:03:55.000]  將你帶到上帝面前
[00:03:55.000 --> 00:03:58.000]  叫你看到祂的榮耀
[00:03:58.000 --> 00:04:00.000]  我剛才講過
[00:04:00.000 --> 00:04:02.000]  上帝的榮耀是彰顯在
[00:04:02.000 --> 00:04:05.000]  祂的審判恩典新天新地裡面
[00:04:05.000 --> 00:04:07.000]  我們首先講神的審判
[00:04:07.000 --> 00:04:10.000]  神的審判怎樣可以彰顯祂的榮耀呢
[00:04:10.000 --> 00:04:13.000]  在今世的世代裡面
[00:04:13.000 --> 00:04:15.000]  我們很少
[00:04:15.000 --> 00:04:18.000]  很少會想到上帝會來審判每一個人
[00:04:18.000 --> 00:04:20.000]  所以我們就為所欲為
[00:04:20.000 --> 00:04:22.000]  各人喜歡怎樣做就怎樣做
[00:04:22.000 --> 00:04:25.000]  後期不要被人抓到坐牢就可以了
[00:04:25.000 --> 00:04:27.000]  但是
[00:04:27.000 --> 00:04:29.000]  聖經跟我們講到
[00:04:29.000 --> 00:04:32.000]  上帝會來審判每一個人
[00:04:32.000 --> 00:04:35.000]  在傳道書三章十七節就說
[00:04:35.000 --> 00:04:38.000]  神必審判義人和惡人
