
[00:00:00.000 --> 00:00:11.700]  最近在地鐵站的廣告燈箱看到一張照片
[00:00:11.700 --> 00:00:18.500]  跟我們今天講到的主題有密切的關係
[00:00:18.500 --> 00:00:21.300]  我想問一下大家
[00:00:21.300 --> 00:00:22.600]  在這張圖片裏面
[00:00:22.600 --> 00:00:25.300]  大家可不可以指出有些什麼地方不妥當呢
[00:00:25.300 --> 00:00:30.600]  大家覺得這張圖片裏面有什麼不妥當的地方呢
[00:00:30.600 --> 00:00:32.700]  你自己看一下
[00:00:32.700 --> 00:00:35.600]  稍後我會將我的看法講給大家聽
[00:00:35.600 --> 00:00:36.600]  大家自己看看
[00:00:36.600 --> 00:00:39.600]  待會牧師會把他的想法告訴大家
[00:00:39.600 --> 00:00:44.600]  現在讓我們看一下今天早上的經文最重要的部分
[00:00:44.600 --> 00:00:48.100]  我們看看今天我們讀過的經文最重要的部分
[00:00:48.100 --> 00:00:52.100]  原來信了主的人的生命是有產生變化的
[00:00:52.100 --> 00:00:55.300]  原來信了主的人的生命是有產生變化的
[00:00:55.300 --> 00:00:57.100]  就是二十一節到二十四節
[00:00:57.100 --> 00:00:59.500]  這從二十一節到二十四節
[00:00:59.500 --> 00:01:01.100]  如果你們聽過祂的道
[00:01:01.100 --> 00:01:02.200]  領了祂的教
[00:01:02.200 --> 00:01:03.400]  學了祂的真理
[00:01:03.400 --> 00:01:06.500]  這要脫去你們從前行為上的舊人
[00:01:06.500 --> 00:01:08.500]  這舊人是因事慾的迷惑
[00:01:08.500 --> 00:01:09.800]  漸漸變壞的
[00:01:09.800 --> 00:01:12.300]  要將你們的心智改換於新
[00:01:12.300 --> 00:01:14.100]  並且穿上新人
[00:01:14.100 --> 00:01:16.600]  這新人是照著神的形象造的
[00:01:16.600 --> 00:01:18.900]  有真理的仁義和聖潔
[00:01:18.900 --> 00:01:24.200]  大家留意聖經說脫去你們從前行為上的舊人
[00:01:24.200 --> 00:01:28.900]  聖經有說要脫去我們以前從前行為上的舊人
[00:01:28.900 --> 00:01:32.500]  並且要穿上新人
[00:01:32.500 --> 00:01:35.000]  相信我們大部分的人
[00:01:35.000 --> 00:01:38.600]  都是已經因為信了主耶穌
[00:01:38.600 --> 00:01:41.100]  而成為得救的基督徒
[00:01:41.100 --> 00:01:44.500]  相信我們大部分的人都是相信了主耶穌
[00:01:44.500 --> 00:01:46.300]  而成為得救的基督徒
[00:01:46.300 --> 00:01:48.900]  但是我們可否知道
[00:01:48.900 --> 00:01:52.900]  想過我們現今的生命
[00:01:52.900 --> 00:01:55.600]  是能夠有舊人和新人
[00:01:55.600 --> 00:01:56.700]  但是我們有沒有想過
[00:01:56.700 --> 00:02:00.500]  我們現今的生命有分舊人和新人呢?
[00:02:00.500 --> 00:02:03.600]  從前行為上的舊人是怎樣的呢?
[00:02:03.600 --> 00:02:05.800]  從前行為上的舊人是怎樣的呢?
[00:02:05.800 --> 00:02:09.500]  我嘗試在接下來的經文當中
[00:02:09.500 --> 00:02:11.500]  找出三方面的特點
[00:02:11.500 --> 00:02:13.300]  我們等一下會嘗試從經文裡面
[00:02:13.300 --> 00:02:14.900]  找出三方面的特點
[00:02:14.900 --> 00:02:17.300]  從前行為上的舊人
[00:02:17.300 --> 00:02:19.800]  第一個特點就是口
[00:02:19.800 --> 00:02:22.600]  第一個從行為上的舊人
[00:02:22.600 --> 00:02:23.800]  第一個特點就是口
[00:02:23.800 --> 00:02:25.800]  原來口是會說謊話的
[00:02:25.800 --> 00:02:27.400]  原來口是會說謊話的
[00:02:27.400 --> 00:02:30.900]  我們請聽第25節和29節
[00:02:30.900 --> 00:02:33.400]  我們看4章25和29節
[00:02:33.400 --> 00:02:35.200]  所以你們要棄絕方言
[00:02:35.200 --> 00:02:37.100]  個人與靈社說實話
[00:02:37.100 --> 00:02:39.500]  因為我們是互相為之體
[00:02:39.500 --> 00:02:40.400]  29節
[00:02:40.400 --> 00:02:42.700]  無謂的言語一句不可出口
[00:02:42.700 --> 00:02:45.200]  只要隨時說趙紂偉的好話
[00:02:45.200 --> 00:02:45.200]  只要隨時說趙紂偉的好話
[00:02:45.200 --> 00:02:47.200]  只要聽見的人得益處
[00:02:47.200 --> 00:02:50.200]  我想請大家看一張圖片
[00:02:50.200 --> 00:02:52.200]  我想請大家看一張圖片
[00:02:52.200 --> 00:02:54.600]  圖片不是很清楚
[00:02:54.600 --> 00:02:56.100]  不過大家都猜到是什麼了
[00:02:56.100 --> 00:02:57.500]  這個圖片雖然不是很清楚
[00:02:57.500 --> 00:02:59.200]  但是大家應該猜得到是什麼
[00:02:59.200 --> 00:03:01.400]  這個叫做鐵達尼事件
[00:03:01.400 --> 00:03:02.900]  這個是鐵達尼事件
[00:03:02.900 --> 00:03:05.300]  發生在1912年
[00:03:05.300 --> 00:03:08.000]  發生在1912年
[00:03:08.000 --> 00:03:14.000]  事件中有1500人左右死亡
[00:03:14.000 --> 00:03:17.000]  事件中大概有1500人死亡
[00:03:17.000 --> 00:03:20.000]  大概有700多人生還
[00:03:20.000 --> 00:03:22.400]  大概有700多人獲救
[00:03:22.400 --> 00:03:25.400]  根據一些報導
[00:03:25.400 --> 00:03:30.200]  在這艘輪船將要下沉之前
[00:03:30.200 --> 00:03:33.400]  在這艘輪船將要下沉之前
[00:03:33.400 --> 00:03:35.100]  當時發生了什麼事呢?
[00:03:35.100 --> 00:03:36.500]  當時發生了什麼事呢?
[00:03:36.500 --> 00:03:38.500]  原來船長下令
[00:03:38.500 --> 00:03:43.700]  要首先讓婦女和兒童上救生艇
[00:03:43.700 --> 00:03:45.700]  原來船長下令
[00:03:45.700 --> 00:03:48.500]  要讓兒童和婦女先上救生艇
[00:03:48.500 --> 00:03:53.500]  當時很多乘客顯得很安靜
[00:03:53.500 --> 00:03:56.500]  當時很多乘客顯得很安靜
