
[00:00:00.000 --> 00:00:04.920]  不知大家有沒有自己跟自己說話的習慣
[00:00:04.920 --> 00:00:09.140]  你會說「不是吧,穆斯基,自言自語?跟自己說話?」
[00:00:09.140 --> 00:00:13.840]  「你以為我精神有問題嗎?精神有問題的人才跟自己說話」
[00:00:13.840 --> 00:00:17.280]  如果大家有這樣的想法,也許你不知道
[00:00:17.280 --> 00:00:25.320]  其實自我對話在心理治療上是一個公認的技巧
[00:00:25.320 --> 00:00:31.540]  可以幫助人維持一個精神上、心理上的健康
[00:00:31.540 --> 00:00:36.100]  不知大家有沒有試過
[00:00:36.100 --> 00:00:41.640]  你有一些感受,不過那個感受、那個看法
[00:00:41.640 --> 00:00:45.020]  其實你想清楚是沒有事實根據的
[00:00:45.020 --> 00:00:49.960]  但是你總是會按著那個感受來有所行動
[00:00:49.960 --> 00:00:55.360]  舉個例子,有沒有試過在一個群體裏有時大家要做一些事
[00:00:55.360 --> 00:01:01.900]  你總是覺得我做的事一定要比其他人好、比其他人叻
[00:01:01.900 --> 00:01:07.800]  然後我才可以在那個群體裏面受到尊重、受到看重
[00:01:07.800 --> 00:01:09.600]  有沒有這樣試過?
[00:01:09.600 --> 00:01:12.860]  這種感覺其實真是一種感覺
[00:01:12.860 --> 00:01:18.700]  你想清楚的時候,我們真的要做到比其他人好、比其他人叻
[00:01:18.700 --> 00:01:25.420]  然後才會受到別人的看重,覺得我們是應得受尊重的嗎?
[00:01:25.420 --> 00:01:28.780]  想清楚其實沒有這樣的根據,只不過是一個感受
[00:01:28.780 --> 00:01:32.840]  當然啦,這一類,我用剛才的例子
[00:01:32.840 --> 00:01:36.160]  如果我們比其他人做得好
[00:01:36.160 --> 00:01:39.340]  你可以從一個正面的看法就是說
[00:01:39.340 --> 00:01:45.580]  鼓勵讓我們有更加的進步
[00:01:45.580 --> 00:01:48.940]  不過對不起,在現實上更加多的時候
[00:01:48.940 --> 00:01:53.200]  是會引致我們一些不必要的惡性的競爭
[00:01:53.200 --> 00:01:56.740]  而這種競爭是不必要的,很容易就會破壞關係
[00:01:56.740 --> 00:02:02.540]  很容易令到你自己的人都會累到不得了,是不是?
[00:02:02.540 --> 00:02:07.660]  當我們有一些思想的時候,其實我們可以挑戰我們的自己
[00:02:07.660 --> 00:02:13.940]  和自己說,我說究竟有些什麼原因讓我有這樣的感覺呢?
[00:02:13.940 --> 00:02:17.220]  其實我們不需要做到比其他人好、做到完美
[00:02:17.220 --> 00:02:20.460]  然後才會得到別人的重視和愛戴
[00:02:20.460 --> 00:02:25.060]  在心理學的輔導上
[00:02:25.060 --> 00:02:32.420]  其實用自我對話來挑戰一些負面或者不正確的思想
[00:02:32.420 --> 00:02:38.220]  在輔導學上已經被證實為一個很有效的方法
[00:02:38.220 --> 00:02:43.740]  去減低人的焦慮,甚至是抑鬱症的病徵
[00:02:43.740 --> 00:02:46.580]  剛才我們所讀的經文
[00:02:46.580 --> 00:02:52.940]  可以說遠在心理學這個範疇上去認定
[00:02:52.940 --> 00:02:57.140]  自我對話是一種有效的方式的時候
[00:02:57.140 --> 00:03:01.220]  其實聖經剛才那段經文告訴我們
[00:03:01.220 --> 00:03:05.140]  大衛已經在用自我對話的方式
[00:03:05.140 --> 00:03:12.860]  來建立他和神之間一個更加的深入的敬拜和相交
[00:03:12.860 --> 00:03:15.980]  讓我們在這段經文中一同學習
[00:03:15.980 --> 00:03:19.380]  我們剛才看的經文一開始的時候
[00:03:19.380 --> 00:03:23.660]  大衛就說我的心你要稱頌耶和華
[00:03:23.660 --> 00:03:28.460]  凡在我裡面的也要稱頌他的聖名
[00:03:28.460 --> 00:03:32.620]  留意一下,我的心,他在跟自己說話
[00:03:32.620 --> 00:03:37.460]  什麼叫做凡在我裡面的,是什麼意思呢?
[00:03:37.460 --> 00:03:40.580]  很明顯,只要全人,整個人
[00:03:40.580 --> 00:03:46.260]  包括心思、意念、思想、心靈,全部
[00:03:46.260 --> 00:03:50.660]  很少人這樣說話的,為什麼大衛要這樣說話呢?
[00:03:50.660 --> 00:03:52.740]  不知道大家有沒有試過呢?
[00:03:52.740 --> 00:03:54.220]  舉個例子
[00:03:54.220 --> 00:03:57.060]  你理性上很知道我需要敬拜神
[00:03:57.060 --> 00:04:02.060]  我理性上很知道我需要稱頌、讚美我們的天父上帝
[00:04:02.060 --> 00:04:04.340]  不過總是在那個時候
[00:04:04.340 --> 00:04:07.140]  自己的心情卻是很差
[00:04:07.140 --> 00:04:08.340]  我不知道是什麼心情
[00:04:08.340 --> 00:04:11.060]  可能是悲傷、恐懼、焦慮
[00:04:11.060 --> 00:04:12.660]  這些負面的情緒
[00:04:12.660 --> 00:04:14.540]  讓你不想去稱頌神
[00:04:14.540 --> 00:04:17.220]  不想去敬拜神
[00:04:17.220 --> 00:04:20.140]  在這種情況下,你怎麼做呢?
[00:04:20.140 --> 00:04:22.980]  強迫自己去做
[00:04:22.980 --> 00:04:24.500]  行不行呢?
[00:04:24.500 --> 00:04:26.980]  我們都知道
[00:04:26.980 --> 00:04:31.380]  真心、真實的敬拜或者是讚頌
[00:04:31.380 --> 00:04:33.340]  是應該來自我們的內心
[00:04:33.340 --> 00:04:35.340]  而不是逼出來的
[00:04:35.340 --> 00:04:37.420]  逼出來是沒有意思的
[00:04:37.420 --> 00:04:40.820]  在這裡,大衛給了一個竅門給我們
[00:04:40.820 --> 00:04:42.380]  竅門就是說
[00:04:42.380 --> 00:04:47.180]  不可忘記神的一切恩惠
[00:04:47.180 --> 00:04:50.140]  人總是善忘的
[00:04:50.140 --> 00:04:51.980]  人總是很容易
[00:04:51.980 --> 00:04:54.820]  當有不愉快、不開心的事情發生的時候
[00:04:54.820 --> 00:04:58.500]  我們整個神父的精神
[00:04:58.500 --> 00:05:01.060]  都在想著不開心的事情
[00:05:01.060 --> 00:05:06.780]  我們整副的時間都會集中在我們的問題上
[00:05:06.780 --> 00:05:10.660]  而忘記了生命的整全的圖畫
[00:05:10.660 --> 00:05:12.660]  如果問大家
[00:05:12.660 --> 00:05:17.660]  我們生命的整個圖畫應該是什麼圖畫來的?
[00:05:17.660 --> 00:05:19.940]  人生總有高高低低
[00:05:19.940 --> 00:05:21.460]  但是對於愛神的人
[00:05:21.460 --> 00:05:23.100]  對於認識神的人
[00:05:23.100 --> 00:05:28.460]  我們只要知道無論環境如何
[00:05:28.460 --> 00:05:30.420]  整個人生
[00:05:30.420 --> 00:05:34.300]  我們都是在全能神的手裡面
[00:05:34.300 --> 00:05:36.100]  這個神是愛我們的
[00:05:36.100 --> 00:05:38.700]  大衛知道得很清楚
[00:05:38.700 --> 00:05:39.980]  為什麼呢?
[00:05:39.980 --> 00:05:42.700]  他自己親身經驗過神的恩惠
[00:05:42.700 --> 00:05:44.260]  有什麼恩惠呢?
[00:05:44.260 --> 00:05:46.500]  在第三到五節
[00:05:46.500 --> 00:05:50.060]  大衛就去跟自己說
[00:05:50.060 --> 00:05:53.620]  認定神在他生命裡面
[00:05:53.620 --> 00:05:56.340]  曾經給過的五個恩惠
[00:05:56.340 --> 00:05:58.060]  我們看接下來的三節
[00:05:58.060 --> 00:06:00.180]  三、四、五這三節的經文
[00:06:00.180 --> 00:06:01.020]  再一次提醒大家
[00:06:01.020 --> 00:06:02.260]  這三節的經文
[00:06:02.260 --> 00:06:06.020]  就是大衛對他自己的自我對話
[00:06:06.020 --> 00:06:08.180]  我們先看第一節
[00:06:08.180 --> 00:06:10.740]  第一個
[00:06:10.740 --> 00:06:11.500]  大衛說
[00:06:11.500 --> 00:06:13.540]  他赦免你的一切罪孽
[00:06:13.540 --> 00:06:15.700]  這個他指的是神
[00:06:15.700 --> 00:06:17.700]  這個你指的是他自己
[00:06:17.700 --> 00:06:18.700]  他跟自己說
[00:06:18.700 --> 00:06:20.900]  神曾經赦免你
[00:06:20.900 --> 00:06:25.140]  就是他自己一切的罪孽
[00:06:25.140 --> 00:06:26.980]  上一個禮拜我們都說過
[00:06:26.980 --> 00:06:28.660]  大衛很經歷過
[00:06:28.660 --> 00:06:30.620]  如果他有罪不肯認的時候
[00:06:30.620 --> 00:06:32.020]  記不記得說過什麼
[00:06:32.020 --> 00:06:33.300]  那種痛苦
[00:06:33.300 --> 00:06:34.780]  真的不得了
[00:06:34.780 --> 00:06:36.580]  骨頭枯乾的痛苦
[00:06:36.580 --> 00:06:37.900]  他同一個時間
[00:06:37.900 --> 00:06:39.500]  當他認罪悔改的時候
[00:06:39.500 --> 00:06:41.460]  他所經歷過的就是什麼
[00:06:41.460 --> 00:06:45.220]  那種罪終得著釋放的喜樂
[00:06:45.220 --> 00:06:48.580]  這個都是他第一身的經驗
[00:06:48.580 --> 00:06:49.980]  所以從他的經驗
[00:06:49.980 --> 00:06:52.620]  他自己很清楚知道的就是一件事
[00:06:52.620 --> 00:06:54.900]  無論罪的大與小
[00:06:54.900 --> 00:06:55.980]  輕與重
[00:06:55.980 --> 00:06:58.580]  他都要將罪帶到神的面前
[00:06:58.580 --> 00:07:00.900]  認罪悔改求寬恕
[00:07:00.900 --> 00:07:02.500]  然後他所經歷的
[00:07:02.500 --> 00:07:04.060]  神必赦免
[00:07:04.060 --> 00:07:06.420]  這就是神給他的第一個恩惠
[00:07:06.420 --> 00:07:08.580]  第二個恩惠
[00:07:08.580 --> 00:07:09.540]  接著他說
[00:07:09.540 --> 00:07:13.140]  神必醫治我的一切疾病
[00:07:13.140 --> 00:07:14.620]  醫治一切的疾病
[00:07:14.620 --> 00:07:16.860]  大家有沒有經驗過
[00:07:16.860 --> 00:07:18.300]  我們都知道
[00:07:18.300 --> 00:07:22.260]  醫病或者不醫病
[00:07:22.260 --> 00:07:25.300]  這個決定完全在神的手裏
[00:07:25.300 --> 00:07:27.020]  神有絕對的主權
[00:07:27.020 --> 00:07:30.500]  是他決定讓我們的疾病得著醫治
[00:07:30.500 --> 00:07:33.300]  因為他選擇不醫治
[00:07:33.300 --> 00:07:35.940]  不過大衛要講得很清楚
[00:07:35.940 --> 00:07:36.980]  他說神啊
[00:07:36.980 --> 00:07:40.260]  你醫治我一切的疾病
[00:07:40.260 --> 00:07:41.860]  有沒有作大
[00:07:41.860 --> 00:07:42.740]  沒有
[00:07:42.740 --> 00:07:46.180]  為什麼我們知道神醫治大衛一切的疾病
[00:07:46.180 --> 00:07:48.820]  如果我們看歷代至上的時候
[00:07:48.820 --> 00:07:51.620]  那段有一個這樣的記載
[00:07:51.620 --> 00:07:55.700]  他說大衛做以色列人的王做了四十年
[00:07:55.700 --> 00:07:56.460]  接著怎樣
[00:07:56.460 --> 00:07:58.020]  他年紀老了
[00:07:58.020 --> 00:07:59.500]  日子滿足
[00:07:59.500 --> 00:08:01.580]  享受豐盛尊榮
[00:08:01.580 --> 00:08:03.700]  就死了
[00:08:03.700 --> 00:08:04.620]  什麼意思
[00:08:04.620 --> 00:08:06.420]  就是壽終正慘
[00:08:06.420 --> 00:08:08.220]  他不是病死
[00:08:08.220 --> 00:08:10.540]  他不是被他敵人打死
[00:08:10.540 --> 00:08:15.420]  你都不是開車就意外發生撞死
[00:08:15.420 --> 00:08:16.180]  是什麼
[00:08:16.180 --> 00:08:18.340]  壽終正慘
[00:08:18.340 --> 00:08:20.060]  在大衛的經驗裏面
[00:08:20.060 --> 00:08:23.940]  神確實醫治他一切的疾病
[00:08:23.940 --> 00:08:25.780]  第三
[00:08:25.780 --> 00:08:27.740]  他說他救贖你的命
[00:08:27.740 --> 00:08:29.300]  脫離死亡
[00:08:29.300 --> 00:08:32.540]  這個死亡原文是指到深刻
[00:08:32.540 --> 00:08:33.540]  就是說
[00:08:33.540 --> 00:08:37.300]  神是拯救大衛在生命所有的網絡
[00:08:37.300 --> 00:08:38.980]  所有的困境裏面
[00:08:38.980 --> 00:08:41.140]  神都拯救
[00:08:41.140 --> 00:08:44.780]  事實上我們看回大衛的故事
[00:08:44.780 --> 00:08:49.380]  差不多可以說是全部他面對的生命上的困難與挑戰
[00:08:49.380 --> 00:08:52.020]  都是威脅到他的性命的
[00:08:52.020 --> 00:08:52.980]  不過很有趣
[00:08:52.980 --> 00:08:54.380]  每一次
[00:08:54.380 --> 00:08:57.540]  當大衛去到神面前求神
[00:08:57.540 --> 00:08:59.420]  來到去拯救的時候
[00:08:59.420 --> 00:09:02.220]  神都伸出他的手
[00:09:02.220 --> 00:09:04.220]  來拯救大衛
[00:09:04.220 --> 00:09:05.700]  大家呢
[00:09:05.700 --> 00:09:10.100]  大家從來有沒有試過在生死關頭的人生經驗裏面
[00:09:10.100 --> 00:09:14.180]  神將你從絕望裏面抽出來
[00:09:14.180 --> 00:09:16.580]  有沒有試過這樣的經驗
[00:09:16.580 --> 00:09:18.660]  如果有的時候我相信
