
[00:00:00.000 --> 00:00:02.000]  丁鴻澤美主日平安
[00:00:02.000 --> 00:00:06.800]  問大家一個問題
[00:00:06.800 --> 00:00:11.880]  各位 基督徒應該是一個愛國者嗎
[00:00:11.880 --> 00:00:15.400]  基督徒應該愛自己的國家嗎
[00:00:15.400 --> 00:00:19.320]  那對於我們這一羣來到北美的華人
[00:00:19.320 --> 00:00:21.360]  我知道我們中間有很多人
[00:00:21.360 --> 00:00:23.720]  你們是有這個citizenship,right?
[00:00:23.720 --> 00:00:27.080]  所以你應該愛美國還是應該愛中國
[00:00:28.800 --> 00:00:30.720]  都愛啊 都愛奧運會怎麼辦呢
[00:00:30.720 --> 00:00:35.560]  比賽的時候你怎麼加油呢
[00:00:35.560 --> 00:00:41.240]  有這樣一種的觀點
[00:00:41.240 --> 00:00:44.600]  他們說基督徒不應該愛國 爲什麼
[00:00:44.600 --> 00:00:47.280]  因爲我們是天國的子民 你同意嗎
[00:00:47.280 --> 00:00:48.840]  不同意啊
[00:00:48.840 --> 00:00:53.880]  所以大家都應該是愛 對吧
[00:00:53.880 --> 00:00:56.960]  首先我們的回答是yes
[00:00:56.960 --> 00:00:58.600]  各位 爲什麼呢
[00:00:58.600 --> 00:01:01.520]  即便我們知道這個國度是暫時的
[00:01:01.520 --> 00:01:03.040]  天國是永遠的
[00:01:03.040 --> 00:01:05.280]  但是你住的房子也是暫時的呀
[00:01:05.280 --> 00:01:07.360]  但你還是會去裝修它 對不對
[00:01:07.360 --> 00:01:10.240]  甚至就是聖經來說
[00:01:10.240 --> 00:01:11.760]  我們的婚姻也是暫時的
[00:01:11.760 --> 00:01:13.600]  天堂上的天使是什麼
[00:01:13.600 --> 00:01:15.600]  不嫁不娶 對吧
[00:01:15.600 --> 00:01:17.160]  但是呢
[00:01:17.160 --> 00:01:19.360]  我們此生還是要對我們的配偶
[00:01:19.360 --> 00:01:23.200]  這個至死不渝的去愛
[00:01:23.200 --> 00:01:25.240]  經營建造我們的婚姻
[00:01:25.240 --> 00:01:27.480]  並不是因爲這是一個暫時的國度
[00:01:27.480 --> 00:01:29.040]  我們就不去愛
[00:01:29.040 --> 00:01:30.880]  但是另外一方面
[00:01:30.880 --> 00:01:32.320]  各位
[00:01:32.320 --> 00:01:33.880]  這個世界
[00:01:33.880 --> 00:01:36.800]  就即便你不是基督徒
[00:01:36.800 --> 00:01:40.240]  也瀰漫着一種愛國的情調
[00:01:40.240 --> 00:01:42.520]  一種調調 一種氛圍
[00:01:42.520 --> 00:01:45.320]  甚至一種法律
[00:01:45.320 --> 00:01:47.880]  你知不知道在中國的教育法當中
[00:01:47.880 --> 00:01:49.040]  有這樣一句話
[00:01:49.040 --> 00:01:52.280]  在教育中貫徹集體主義和愛國主義教育
[00:01:52.280 --> 00:01:54.800]  是國家的權利和責任
[00:01:55.880 --> 00:01:59.800]  把愛國當成一種道德上的
[00:01:59.800 --> 00:02:02.520]  甚至是信仰上的一種烙印
[00:02:02.520 --> 00:02:04.560]  烙在我們的生命當中
[00:02:04.560 --> 00:02:07.000]  你知道 教育是在幹這個的
[00:02:07.000 --> 00:02:11.560]  爲什麼要讀書
[00:02:11.560 --> 00:02:12.560]  有一位同志說
[00:02:12.560 --> 00:02:14.360]  爲中華崛起而讀書
[00:02:14.360 --> 00:02:15.120]  誰說的
[00:02:15.120 --> 00:02:17.280]  你們不知道嗎
[00:02:17.280 --> 00:02:18.160]  恩來同志
[00:02:18.160 --> 00:02:21.640]  爲什麼要工作
[00:02:21.640 --> 00:02:23.440]  要做共產主義接班人
[00:02:25.280 --> 00:02:26.680]  各位啊 各位啊
[00:02:26.680 --> 00:02:29.280]  其實對國家
[00:02:29.280 --> 00:02:31.720]  到底我們應當用一種什麼樣的態度
[00:02:31.720 --> 00:02:32.720]  你們說要愛
[00:02:32.720 --> 00:02:34.680]  但是要怎樣去愛呢
[00:02:34.680 --> 00:02:37.720]  你們知道王峯吧
[00:02:37.720 --> 00:02:40.200]  你們不知道周恩來知道王峯
[00:02:40.200 --> 00:02:45.080]  王峯在兩千多年的時候有一首歌
[00:02:45.080 --> 00:02:47.720]  他是一個搖滾歌手
[00:02:47.720 --> 00:02:50.480]  但是寫出了一首偉大的愛國歌曲
[00:02:50.480 --> 00:02:51.200]  聽過嗎
[00:02:51.200 --> 00:02:54.680]  都沒聽過嗎
[00:02:54.680 --> 00:02:57.240]  我愛你中國
[00:02:57.240 --> 00:02:58.720]  親愛的母親
[00:02:58.720 --> 00:02:59.400]  聽過嗎
[00:02:59.400 --> 00:03:01.320]  他說我爲
[00:03:01.320 --> 00:03:03.200]  我解選了一段歌詞
[00:03:03.200 --> 00:03:04.000]  我爲你流淚
[00:03:04.000 --> 00:03:05.960]  我爲你自豪
[00:03:05.960 --> 00:03:07.600]  希望你把我
[00:03:07.600 --> 00:03:08.880]  把我記住
[00:03:08.880 --> 00:03:10.280]  你流浪的孩子
[00:03:10.280 --> 00:03:11.720]  就是我是你流浪的孩子
[00:03:11.720 --> 00:03:13.560]  無論何時何地
[00:03:13.560 --> 00:03:14.960]  我都想念你
[00:03:14.960 --> 00:03:17.440]  希望你能知道你對我的意義
[00:03:17.440 --> 00:03:18.800]  無論何時何地
[00:03:18.800 --> 00:03:20.920]  你就像我的生命
[00:03:20.920 --> 00:03:22.160]  還有一段他這樣說
[00:03:22.160 --> 00:03:25.680]  每當我感到疼痛就想讓你抱緊我
[00:03:25.680 --> 00:03:28.320]  就像你一直做的那樣
[00:03:28.320 --> 00:03:30.760]  觸摸我的靈魂
[00:03:30.760 --> 00:03:33.520]  有些感情會漸漸破碎
[00:03:33.520 --> 00:03:37.680]  可你總在我心中像無與倫比的太陽
[00:03:37.680 --> 00:03:38.560]  各位
[00:03:38.560 --> 00:03:41.720]  把對國家的愛比作太陽
[00:03:41.720 --> 00:03:44.520]  比作對靈魂的觸摸
[00:03:44.520 --> 00:03:45.240]  各位
[00:03:45.240 --> 00:03:49.240]  這是基督徒愛國的一種方式嗎
[00:03:49.240 --> 00:03:54.040]  很多時候我們對於愛國和
[00:03:54.040 --> 00:03:57.200]  愛國主義和一種偶像崇拜式的
[00:03:57.200 --> 00:03:59.560]  民族主義之間的那個界限
[00:03:59.560 --> 00:04:01.240]  其實是模糊的
[00:04:01.240 --> 00:04:03.640]  不清晰的
[00:04:03.640 --> 00:04:07.560]  只有世紀的法國的這一位哲學家
[00:04:07.560 --> 00:04:11.320]  叫托克維爾
[00:04:11.320 --> 00:04:12.480]  他說這樣一句話
[00:04:12.480 --> 00:04:14.120]  他說在這個世界上
[00:04:14.120 --> 00:04:18.200]  只有愛國主義或是宗教信仰
[00:04:18.200 --> 00:04:21.480]  能夠使全體公民持久地
[00:04:21.480 --> 00:04:23.440]  奔向同一目標前進
[00:04:23.440 --> 00:04:25.880]  所以在某種的歷史條件下
[00:04:25.880 --> 00:04:26.680]  你知道嗎
[00:04:26.680 --> 00:04:30.640]  愛國主義是發揮一種宗教功能的
[00:04:30.640 --> 00:04:32.360]  愛國主義的調調
[00:04:32.360 --> 00:04:36.640]  其實是關乎到靈魂和信仰的
[00:04:36.640 --> 00:04:37.960]  那我們就覺得說
[00:04:37.960 --> 00:04:40.720]  這個對於我們基督徒來說
[00:04:40.720 --> 00:04:42.280]  你知道黑格爾說過一句話
[00:04:42.280 --> 00:04:45.560]  他說國家就是活着的上帝
[00:04:45.560 --> 00:04:48.920]  那這就對跟我們的信仰
[00:04:48.920 --> 00:04:52.080]  就產生了一個衝突和一個張力
[00:04:52.080 --> 00:04:53.160]  所以在中國有一位
[00:04:53.160 --> 00:04:55.480]  非常知名的基督徒知識分子
[00:04:55.480 --> 00:04:56.560]  他叫做趙曉
[00:04:56.560 --> 00:04:59.480]  他說基督徒絕對不是不愛國
[00:04:59.480 --> 00:05:00.800]  應當愛國
[00:05:00.800 --> 00:05:03.480]  只是我們要用福音
