
[00:00:00.000 --> 00:00:04.920]  各位好,很高興又再次和大家一起去看聖經的時間
[00:00:04.920 --> 00:00:08.360]  今天主日我們會開始一卷全新的書卷
[00:00:08.360 --> 00:00:11.880]  也是大家在先前的講道裏面
[00:00:11.880 --> 00:00:14.120]  我已經預告過和大家所講的
[00:00:14.120 --> 00:00:15.880]  就是這個加拉太書
[00:00:15.880 --> 00:00:18.000]  我們回到新約的聖經裏面
[00:00:18.000 --> 00:00:21.880]  我們再次去看看保羅在加拉太書裏面
[00:00:21.880 --> 00:00:24.840]  如何向加拉太的教會去展示一些
[00:00:24.840 --> 00:00:30.160]  非常之重要的在屬靈生命上很要緊的題目
[00:00:30.160 --> 00:00:32.160]  讓我們先聽神的導議
[00:00:32.160 --> 00:00:34.160]  讓我們再次以禱告
[00:00:34.160 --> 00:00:36.440]  打開今天我們一起聽道的時間
[00:00:36.440 --> 00:00:38.600]  讓我們同心地禱告
[00:00:38.600 --> 00:00:39.680]  慈悲的天父多謝祢
[00:00:39.680 --> 00:00:41.600]  讓我們能夠再次回來
[00:00:41.600 --> 00:00:45.520]  在主祢的說話的面前一同去研讀
[00:00:45.520 --> 00:00:46.960]  求祢的幫助
[00:00:46.960 --> 00:00:49.680]  讓我們能夠真是將祢的道理
[00:00:49.680 --> 00:00:51.560]  成為我們生命的一部份
[00:00:51.560 --> 00:00:55.600]  好使我們能夠更明白 父神祢是怎樣的一位主
[00:00:55.600 --> 00:00:56.960]  怎樣與我們同活
[00:00:56.960 --> 00:00:58.800]  讓我們也都好好地預備
[00:00:58.800 --> 00:01:00.560]  進入到永恆的當中
[00:01:00.560 --> 00:01:02.080]  求祢與我們同在
[00:01:02.080 --> 00:01:04.160]  我們慈悲的天父感謝祢
[00:01:04.160 --> 00:01:06.880]  讓我們再次能夠打開祢的話語
[00:01:06.880 --> 00:01:11.040]  使我們能夠再次好好的受祢的話語的牢罩
[00:01:11.040 --> 00:01:12.960]  使我們能夠預備
[00:01:12.960 --> 00:01:15.440]  進入到永恆的裏面與祢同活
[00:01:15.440 --> 00:01:16.640]  求祢的幫助
[00:01:16.640 --> 00:01:18.880]  讓我們今天聽道的時間
[00:01:18.880 --> 00:01:21.560]  完全在祢的聖靈的帶領當中
[00:01:21.560 --> 00:01:24.040]  一步一步走面前的道路
[00:01:24.040 --> 00:01:25.920]  我們的天父多謝祢
[00:01:25.920 --> 00:01:28.720]  讓我們有一個新的機會
[00:01:28.720 --> 00:01:30.120]  回到祢的說話
[00:01:30.120 --> 00:01:31.680]  開啟新的書本
[00:01:31.680 --> 00:01:32.760]  從祢的說話
[00:01:32.760 --> 00:01:35.080]  使我們能夠明白祢是誰
[00:01:35.080 --> 00:01:39.120]  並且準備好與祢同在永恆
[00:01:39.120 --> 00:01:40.040]  幫助我們
[00:01:40.040 --> 00:01:41.880]  我們要求祢的聖靈
[00:01:41.880 --> 00:01:43.400]  指導我們
[00:01:43.400 --> 00:01:44.920]  在這段時間
[00:01:44.920 --> 00:01:46.160]  我們在名義的名義祈禱
[00:01:46.160 --> 00:01:47.280]  我們的主耶穌基督
[00:01:47.280 --> 00:01:49.000]  我們同心的禱告感恩
[00:01:49.000 --> 00:01:51.440]  奉靠主耶穌的德性的名字
[00:01:51.440 --> 00:01:52.120]  阿們
[00:02:17.280 --> 00:02:18.080]  第一章
[00:02:18.080 --> 00:02:21.680]  我們一起先看看這兩節的經文
[00:02:21.680 --> 00:02:22.920]  是說些甚麼
[00:02:22.920 --> 00:02:26.840]  我會為大家先讀出和合本的版本
[00:02:26.840 --> 00:02:28.360]  然後我也會讀出
[00:02:28.360 --> 00:02:29.760]  New English Translation
[00:02:29.760 --> 00:02:31.160]  NET的版本
[00:02:31.160 --> 00:02:36.160]  《加理泰書》第一章
[00:02:36.160 --> 00:02:37.360]  第一到第二節
[00:02:37.360 --> 00:02:40.480]  作師徒的保羅
[00:02:40.480 --> 00:02:41.680]  不是由於人
[00:02:41.680 --> 00:02:43.160]  也不是借著人
[00:02:43.160 --> 00:02:45.840]  乃是借著耶穌基督
[00:02:45.840 --> 00:02:49.280]  與教他從死裡復活的父神
[00:02:49.280 --> 00:02:52.200]  我一切與我同在的眾弟兄
[00:02:52.200 --> 00:02:56.160]  寫信給加理泰的各教會
[00:02:56.160 --> 00:02:59.360]  作師徒的保羅
[00:02:59.360 --> 00:03:00.760]  不是由於人
[00:03:00.760 --> 00:03:02.960]  也不是借著人
[00:03:02.960 --> 00:03:05.920]  乃是借著耶穌基督
[00:03:05.920 --> 00:03:10.040]  與教他從死裡復活的父神
[00:03:10.040 --> 00:03:13.280]  教一切與我同在的眾弟兄
[00:03:13.280 --> 00:03:17.760]  寫信給加理泰的各教會
[00:03:17.760 --> 00:03:19.920]  New English Translation
[00:03:19.920 --> 00:03:22.560]  From Paul and Apostle
[00:03:22.560 --> 00:03:23.720]  Not from man
[00:03:23.720 --> 00:03:25.800]  Nor by human agency
[00:03:25.800 --> 00:03:28.680]  But by Jesus Christ and God the Father
[00:03:28.680 --> 00:03:31.280]  Who raised him from the dead
[00:03:31.280 --> 00:03:33.720]  And all the brothers with me
[00:03:33.720 --> 00:03:37.960]  To the churches of Galatia
[00:03:37.960 --> 00:03:42.360]  最近我們不時都會聽到一些新聞報道
[00:03:42.360 --> 00:03:47.840]  是講及有關於身份認同的題目
[00:03:47.840 --> 00:03:50.240]  例如很多人經常會聽見
[00:03:50.240 --> 00:03:54.080]  究竟我們對我們作為一個加拿大人
[00:03:54.080 --> 00:03:57.480]  我們的身份認同有多高呢?
[00:03:57.480 --> 00:04:00.160]  又或者我們對自己認為
[00:04:00.160 --> 00:04:03.840]  自己是屬於某某一種族裔
[00:04:03.840 --> 00:04:06.760]  我們的認同又有多高呢?
[00:04:06.760 --> 00:04:10.080]  原來在不同的身份認同上
[00:04:10.080 --> 00:04:12.960]  就會有很不一樣的反應
[00:04:12.960 --> 00:04:16.200]  以及有很不一樣的人生發展
[00:04:16.200 --> 00:04:20.440]  甚至可能會衍生出很多不同的
[00:04:20.440 --> 00:04:22.160]  甚至激烈的行動
[00:04:22.160 --> 00:04:25.200]  例如最近的一個多月裡
[00:04:25.200 --> 00:04:27.440]  我們看到有不同的一些
[00:04:27.440 --> 00:04:29.160]  因為族裔的問題
[00:04:29.160 --> 00:04:32.040]  而產生很多的集體的示威
[00:04:32.040 --> 00:04:34.200]  甚至一些抗爭的活動
[00:04:34.200 --> 00:04:36.720]  蔓延在全世界裡
[00:04:36.720 --> 00:04:41.040]  所以身份認同是一個非常重要的一個題目
[00:04:41.040 --> 00:04:44.440]  也是很值得我們去仔細的思想
[00:04:44.440 --> 00:04:47.720]  其實身份認同不單止只是一個
[00:04:47.720 --> 00:04:49.920]  我們在今天生活的上面
[00:04:49.920 --> 00:04:53.520]  或者是生活作為一個公民的上面的認同
[00:04:53.520 --> 00:04:58.520]  而且甚至是在一個屬靈的界別裡
[00:04:58.520 --> 00:05:02.120]  也都有一個很重要的影響力
[00:05:02.120 --> 00:05:03.680]  今天我們不會在這裡
[00:05:03.680 --> 00:05:06.240]  進行一些什麼的政治課題的討論
[00:05:06.240 --> 00:05:09.280]  因為實質上我們要花很多的時間
[00:05:09.280 --> 00:05:10.680]  集中去討論一下
[00:05:10.680 --> 00:05:12.600]  究竟我們怎樣作為一個
[00:05:12.600 --> 00:05:15.480]  已經聲稱是神國的子民
[00:05:15.480 --> 00:05:19.760]  我們怎樣對我們作為這個神國的子民的身份
[00:05:19.760 --> 00:05:21.680]  有怎樣一樣的認同
[00:05:21.680 --> 00:05:24.920]  或者我們的認同程度有多高呢?
[00:05:24.920 --> 00:05:27.480]  我們需要有更多的時間在這裡討論
[00:05:27.480 --> 00:05:31.000]  所以我們盡量花一些時間
[00:05:31.000 --> 00:05:34.440]  在這段聖經裡我們去思想這個題目
[00:05:35.680 --> 00:05:37.520]  說真的我們在今天
[00:05:37.520 --> 00:05:40.240]  我們其實對於上帝作為我們的主
[00:05:40.240 --> 00:05:43.520]  我們的神這個這樣的身份
[00:05:43.520 --> 00:05:45.200]  或者我們和神
[00:05:45.200 --> 00:05:49.000]  他怎樣的一個在永恆生命上面的互動關係呢?
[00:05:49.000 --> 00:05:53.160]  其實是我們很多時候有一些半信半疑
[00:05:53.160 --> 00:05:54.840]  或者是我們會覺得
[00:05:54.840 --> 00:05:57.680]  有些地方我們仍然沒有好好掌握
[00:05:57.680 --> 00:06:01.080]  而今天我們所看的仕途保羅
[00:06:01.080 --> 00:06:02.880]  在《加拿大書記》裡面
[00:06:02.880 --> 00:06:07.800]  一開始就將這麼重要的身份認同的問題
[00:06:07.800 --> 00:06:09.680]  拋了出來給我們看
[00:06:09.680 --> 00:06:13.480]  我們將會預備將《加拿大書記》
[00:06:13.480 --> 00:06:16.720]  接下來分為三十多堂的講道
[00:06:16.720 --> 00:06:19.680]  和大家一起去細心去看一下
[00:06:19.680 --> 00:06:22.280]  保羅在這整卷書裡面
[00:06:22.280 --> 00:06:24.320]  怎樣幫助我們去作一個
[00:06:24.320 --> 00:06:27.000]  真是合神心意的子民
[00:06:27.000 --> 00:06:28.800]  好了,我們事不宜遲
[00:06:28.800 --> 00:06:30.440]  我們回去看一下
[00:06:30.440 --> 00:06:32.240]  在這段聖經裡面
[00:06:32.240 --> 00:06:35.200]  究竟他們想說些什麼給我們知道
[00:06:35.200 --> 00:06:38.400]  在還沒講經文的內容之前
[00:06:38.400 --> 00:06:39.640]  我也說一下
[00:06:39.640 --> 00:06:41.840]  因為近年
[00:06:41.840 --> 00:06:43.480]  就是近這半年裡面
[00:06:43.480 --> 00:06:47.520]  因為這個COVID-19的問題
[00:06:47.520 --> 00:06:51.240]  就導致很多教會的崇拜活動
[00:06:51.240 --> 00:06:53.160]  都進行了數碼化
[00:06:53.160 --> 00:06:57.040]  於是乎我就比較多了時間
[00:06:57.040 --> 00:07:00.200]  去看網上的一些信徒
[00:07:00.200 --> 00:07:03.160]  他看完我們的教會的講道之後
[00:07:03.160 --> 00:07:06.560]  的一些回覆或者一些的詢問
[00:07:06.560 --> 00:07:09.960]  我發覺其中有一條問題都挺有趣的
[00:07:09.960 --> 00:07:11.720]  他就問其中一個信徒
[00:07:11.720 --> 00:07:12.520]  他說
[00:07:12.520 --> 00:07:14.000]  我想問一下
[00:07:14.000 --> 00:07:19.240]  怎樣才可以被封為一個牧師的呢?
[00:07:19.240 --> 00:07:22.240]  這個發問者他這條問題
[00:07:22.240 --> 00:07:23.080]  很有意思
[00:07:23.080 --> 00:07:26.240]  因為他在這個問題之前
[00:07:26.240 --> 00:07:27.440]  他也解釋
[00:07:27.440 --> 00:07:31.200]  因為他原來認識了一個傳道人
[00:07:31.200 --> 00:07:34.000]  但是這個傳道人有一天突然之間就跟他說
[00:07:34.000 --> 00:07:36.880]  你以後要叫我做牧師了
[00:07:36.880 --> 00:07:40.080]  並且這個發問者就問
[00:07:40.080 --> 00:07:43.280]  那為什麼突然間要我們叫你做牧師啊?
[00:07:43.280 --> 00:07:44.360]  他就說
[00:07:44.360 --> 00:07:49.520]  因為我自己已經得到教會的認同了
[00:07:49.520 --> 00:07:51.440]  那個人就打了個嗝
