
[00:00:00.000 --> 00:00:03.340]  今天想和大家分享一個訊息
[00:00:03.340 --> 00:00:06.460]  這個題目是來自
[00:00:06.460 --> 00:00:09.320]  在《創世紀》32章30節
[00:00:09.320 --> 00:00:11.000]  叫做《比努伊勒》
[00:00:11.000 --> 00:00:12.600]  是什麼意思呢
[00:00:12.600 --> 00:00:15.380]  其實大概就是與上帝面對面
[00:00:15.380 --> 00:00:17.480]  我們加了一個"子緣"
[00:00:17.480 --> 00:00:22.940]  這個文字的背景
[00:00:22.940 --> 00:00:24.940]  其實比努伊勒是一個地方
[00:00:24.940 --> 00:00:27.240]  這個地方
[00:00:27.800 --> 00:00:31.000]  經過一個雅各去修改
[00:00:31.000 --> 00:00:34.400]  改造爲比努伊勒是神面對面
[00:00:34.400 --> 00:00:37.200]  我們接下來這個月想借用
[00:00:37.200 --> 00:00:38.700]  新舊約兩個人物
[00:00:38.700 --> 00:00:41.560]  看看我們與神的關係
[00:00:41.560 --> 00:00:43.380]  和我們與人的關係
[00:00:43.380 --> 00:00:46.320]  我先講雅各
[00:00:46.320 --> 00:00:47.800]  舊約的雅各
[00:00:47.800 --> 00:00:51.220]  接着後兩個禮拜
[00:00:51.220 --> 00:00:52.720]  就會講彼得
[00:00:52.720 --> 00:00:54.480]  不過我們分四個同工不同
[00:00:54.480 --> 00:00:55.800]  所以我會負責
[00:00:55.800 --> 00:00:59.000]  雅各的第一部分他與神的關係
[00:00:59.000 --> 00:01:02.520]  接着有不同的同工去處理其他的問題
[00:01:02.520 --> 00:01:03.840]  不過我們很想
[00:01:03.840 --> 00:01:04.940]  一個就是
[00:01:04.940 --> 00:01:06.940]  我們與神的關係是怎樣
[00:01:06.940 --> 00:01:09.620]  比努伊勒是什麼呢
[00:01:09.620 --> 00:01:12.360]  當舊約一個人物叫雅各
[00:01:12.360 --> 00:01:15.840]  當他在生命裏被他哥哥追殺的時候
[00:01:15.840 --> 00:01:17.560]  他就去塗頓
[00:01:17.560 --> 00:01:19.560]  但是神給他的應許
[00:01:19.560 --> 00:01:21.980]  當他準備回來的時候
[00:01:21.980 --> 00:01:23.120]  他在一個地方
[00:01:23.120 --> 00:01:24.480]  這個叫比努伊勒
[00:01:24.480 --> 00:01:26.240]  神再一次和他會面
[00:01:26.240 --> 00:01:28.660]  甚至由差派天使和他摔跤
[00:01:28.660 --> 00:01:31.060]  結果他被天使頂了一下
[00:01:31.060 --> 00:01:32.560]  從此之後他就瘸了
[00:01:32.560 --> 00:01:35.280]  但是神又給他一個名字
[00:01:35.280 --> 00:01:37.840]  叫做以色列
[00:01:37.840 --> 00:01:40.080]  我們今天就來看看
[00:01:40.080 --> 00:01:44.060]  在當雅各人生的階段的時候
[00:01:44.060 --> 00:01:46.820]  他怎樣與神面對面
[00:01:46.820 --> 00:01:49.120]  其實如果大家熟悉雅各
[00:01:49.120 --> 00:01:51.620]  雅各真的一無是處
[00:01:51.620 --> 00:01:54.360]  其實雅各如果換到今天來香港
[00:01:54.360 --> 00:01:55.940]  他很像香港的人
[00:01:55.940 --> 00:01:57.940]  很像城市的人
[00:01:57.940 --> 00:02:00.180]  也很像很久以前
[00:02:00.180 --> 00:02:02.580]  有一個節目叫陳跡
[00:02:02.580 --> 00:02:03.620]  我不知道大家記不記得
[00:02:03.620 --> 00:02:05.620]  是專門撕銀的
[00:02:05.620 --> 00:02:07.620]  有個人叫做撕銀的人
[00:02:07.620 --> 00:02:08.680]  香港也是這樣
[00:02:08.680 --> 00:02:10.680]  當你看到雅各
[00:02:10.680 --> 00:02:12.280]  在《創世紀》
[00:02:12.280 --> 00:02:14.280]  大概由25章開始
[00:02:14.280 --> 00:02:15.900]  到35章
[00:02:15.900 --> 00:02:18.740]  你會發覺他的生命
[00:02:18.740 --> 00:02:22.980]  能夠被放在聖經裏被傳頌
[00:02:22.980 --> 00:02:24.980]  只有一樣東西
[00:02:24.980 --> 00:02:26.980]  是今天新約的人最明白
[00:02:26.980 --> 00:02:28.980]  是神的恩典
[00:02:28.980 --> 00:02:30.980]  是神自己親自去揀選
[00:02:30.980 --> 00:02:32.980]  好,我們透過這裏來看看
[00:02:32.980 --> 00:02:34.980]  我們更加明白雅各
[00:02:34.980 --> 00:02:36.980]  自己怎樣與神面對面
[00:02:36.980 --> 00:02:41.380]  自從上次講了
[00:02:41.380 --> 00:02:43.380]  關於禁食鼓勵大家
[00:02:43.380 --> 00:02:45.380]  還有20天繼續去禁食
[00:02:45.380 --> 00:02:47.380]  講完之後沒多久
[00:02:47.380 --> 00:02:49.380]  我已經預了在
[00:02:49.380 --> 00:02:51.380]  6月尾的時候
[00:02:51.380 --> 00:02:53.380]  我上了大陸
[00:02:53.380 --> 00:02:55.380]  去了兩個地方
[00:02:55.380 --> 00:02:57.380]  和兩批人有一個宣教的生命
[00:02:57.380 --> 00:02:59.380]  在宣教裏面的時候
[00:02:59.380 --> 00:03:01.380]  我發覺有一些
[00:03:01.380 --> 00:03:03.380]  的經歷都好像雅各
[00:03:03.380 --> 00:03:05.380]  與神面對面
[00:03:05.380 --> 00:03:07.380]  想和大家分享一下
[00:03:07.380 --> 00:03:09.380]  第一張powerpoint給大家看看
[00:03:09.380 --> 00:03:11.380]  就是我頭5天
[00:03:11.380 --> 00:03:13.380]  都是去福建省
[00:03:13.380 --> 00:03:15.380]  頭5天是和我們一個區長去
[00:03:15.380 --> 00:03:17.380]  去到的時候是某個
[00:03:17.380 --> 00:03:19.380]  我們宣教士的網絡
[00:03:19.380 --> 00:03:21.380]  那裏地區的一羣大學生
[00:03:21.380 --> 00:03:23.380]  我主要去的時候
[00:03:23.380 --> 00:03:25.380]  是幫他們去
[00:03:25.380 --> 00:03:27.380]  施浸,也有教導
[00:03:27.380 --> 00:03:29.380]  之後也有一些
[00:03:29.380 --> 00:03:31.380]  普告服事
[00:03:31.380 --> 00:03:33.380]  在那個時候,那天我們
[00:03:33.380 --> 00:03:35.380]  早上去到主日的時候
[00:03:35.380 --> 00:03:37.380]  走了很久去到這個潭
[00:03:37.380 --> 00:03:39.380]  連我這把年紀都不知道去浸了多少次
[00:03:39.380 --> 00:03:41.380]  因爲走了9個字
[00:03:41.380 --> 00:03:43.380]  還要上山下山去到這個潭
[00:03:43.380 --> 00:03:45.380]  因爲他們是
[00:03:45.380 --> 00:03:47.380]  比較家庭式的
[00:03:47.380 --> 00:03:49.380]  因爲不是公開
[00:03:49.380 --> 00:03:51.380]  所以不能在大地方泳池
[00:03:51.380 --> 00:03:53.380]  去到這個潭,也是很好的地方
[00:03:53.380 --> 00:03:55.380]  和8位弟兄姊妹
[00:03:55.380 --> 00:03:57.380]  因爲外淤裏面
[00:03:57.380 --> 00:03:59.380]  不能公開,所以將他們都放了
[00:03:59.380 --> 00:04:01.380]  那就是
[00:04:01.380 --> 00:04:03.380]  當他們浸完的時候
[00:04:03.380 --> 00:04:05.380]  我們就有先浸禮
[00:04:05.380 --> 00:04:07.380]  然後後面會有訊息
[00:04:07.380 --> 00:04:09.380]  接着就有主餐,挺好的這個情況
[00:04:09.380 --> 00:04:11.380]  給那些浸禮的人即時可以感受到
[00:04:11.380 --> 00:04:13.380]  我們那個潭那裏是什麼都沒有
[00:04:13.380 --> 00:04:15.380]  我突然間有個感受
[00:04:15.380 --> 00:04:17.380]  就執了一條樹枝
[00:04:17.380 --> 00:04:19.380]  就弄了十字架
[00:04:19.380 --> 00:04:21.380]  我都覺得
[00:04:21.380 --> 00:04:23.380]  當我弄的時候,我看到的時候
[00:04:23.380 --> 00:04:25.380]  在這裏屹立的時候,我很感動
[00:04:25.380 --> 00:04:27.380]  當我講道的時候,在左上角右上角那裏
[00:04:27.380 --> 00:04:29.380]  其實後面
[00:04:29.380 --> 00:04:31.380]  我的前方就好像這樣
[00:04:31.380 --> 00:04:33.380]  是一些
[00:04:33.380 --> 00:04:35.380]  有30多個學生
[00:04:35.380 --> 00:04:37.380]  全部都是大學生,他們坐在那些
[00:04:37.380 --> 00:04:39.380]  石頭的前面
[00:04:39.380 --> 00:04:41.380]  好像這些
[00:04:41.380 --> 00:04:43.380]  我就想起耶穌的時候
[00:04:43.380 --> 00:04:45.380]  登山那部分
[00:04:45.380 --> 00:04:47.380]  我就覺得,哇,神的同在
[00:04:47.380 --> 00:04:49.380]  在這裏,好像和神一樣面對面
[00:04:49.380 --> 00:04:51.380]  還有一個就是
[00:04:51.380 --> 00:04:53.380]  如果看到主餐盤
[00:04:53.380 --> 00:04:55.380]  他們很看重這些東西
[00:04:55.380 --> 00:04:57.380]  即是在守主餐
[00:04:57.380 --> 00:04:59.380]  當時我就
[00:04:59.380 --> 00:05:01.380]  因爲很急
[00:05:01.380 --> 00:05:03.380]  都不知道用什麼講章
[00:05:03.380 --> 00:05:05.380]  想起十字架
[00:05:05.380 --> 00:05:07.380]  就想起奴家福音
[00:05:07.380 --> 00:05:09.380]  九章23節,你們要背起十字架
[00:05:09.380 --> 00:05:11.380]  因爲那時候很多人都趕着走
[00:05:11.380 --> 00:05:13.380]  我就要在十分鐘之內
[00:05:13.380 --> 00:05:15.380]  我要處理信息
[00:05:15.380 --> 00:05:17.380]  我就講了九章23節
[00:05:17.380 --> 00:05:19.380]  叫他們要背十字架
[00:05:19.380 --> 00:05:21.380]  如果你願意跟從,每人拿一塊石頭
[00:05:21.380 --> 00:05:23.380]  然後放在耶穌的旁邊
[00:05:23.380 --> 00:05:25.380]  即是這個十字架
[00:05:25.380 --> 00:05:27.380]  然後領受主餐
[00:05:27.380 --> 00:05:29.380]  我就坐在這裏,他們跪在當中
[00:05:29.380 --> 00:05:31.380]  每一個逐個逐個爲他們禱告
[00:05:31.380 --> 00:05:33.380]  在這個情面裏我感受到
[00:05:33.380 --> 00:05:35.380]  上帝那種同在的偉大
[00:05:35.380 --> 00:05:39.380]  就好像雅各面對面神一樣
