
[00:00:00.000 --> 00:00:05.000]  最後一部份,我們要講到在逆境裏面怎樣自強
[00:00:05.000 --> 00:00:08.000]  好讓我們能夠重整我們的生活
[00:00:08.000 --> 00:00:14.000]  亞洲金融風暴之前,享受了幾年經濟的高增長
[00:00:14.000 --> 00:00:19.000]  各國的名牌商店都不知有多少
[00:00:19.000 --> 00:00:23.000]  我們的國民生活得到很大的改善
[00:00:23.000 --> 00:00:32.000]  但亦慢慢不自覺地養成了這種嬌奢淫逸、揮霍無度的生活習慣
[00:00:32.000 --> 00:00:37.000]  所以當經濟冷風突然刮起,我們的收入鈍減
[00:00:37.000 --> 00:00:44.000]  各國失業率立刻飆升,很多人都不能夠面對
[00:00:44.000 --> 00:00:50.000]  特別在過去幾年間揮霍慣的中產階級
[00:00:50.000 --> 00:00:55.000]  就是這次金融風暴裏面受影響最大的
[00:00:55.000 --> 00:01:04.000]  有些人出現了精神問題,有些國家自殺率更加急劇上升
[00:01:04.000 --> 00:01:12.000]  而金融風暴同時叫人從一個紙醉金迷的繁華夢醒過來
[00:01:12.000 --> 00:01:18.000]  結果有人轉向宗教尋找安身立命的生命真體
[00:01:18.000 --> 00:01:27.000]  有人改變對伴侶和家庭的態度,再度重視婚姻和家庭
[00:01:27.000 --> 00:01:32.000]  在提出如何逆境自強重整生活之前
[00:01:32.000 --> 00:01:40.000]  讓我們看看這次金融風暴是如何改變了亞洲人的生活空間
[00:01:40.000 --> 00:01:44.000]  對我們重組步伐是有幫助的
[00:01:44.000 --> 00:01:49.000]  金融風暴最先在泰國爆發起來
[00:01:49.000 --> 00:01:56.000]  自爆發到現在,按心理學家曼諾普告訴我們
[00:01:56.000 --> 00:02:03.000]  泰國區內的罪案率和自殺率不斷上升
[00:02:03.000 --> 00:02:09.000]  明顯地是因為人應付不到經濟而來的壓力
[00:02:09.000 --> 00:02:13.000]  他指出在經濟上升的過去幾年
[00:02:13.000 --> 00:02:18.000]  泰國人精神腐敗,性生活一團糟
[00:02:18.000 --> 00:02:23.000]  20年前很多婦女不滿丈夫包二奶
[00:02:23.000 --> 00:02:29.000]  10年前丈夫開始批評太太養小白臉
[00:02:29.000 --> 00:02:34.000]  5年前太太投訴丈夫搞同性戀
[00:02:34.000 --> 00:02:39.000]  可以看到性道德蕩然無存
[00:02:39.000 --> 00:02:45.000]  但是有些東西改變了,這趟金融風暴來到之後
[00:02:45.000 --> 00:02:51.000]  國內投訴伴偶不忠的案例大大減少
[00:02:51.000 --> 00:02:57.000]  相反地泰國的寺院再一次燈火旺盛
[00:02:57.000 --> 00:03:04.000]  原來國內那種歸依我佛的人數大大增加起來
[00:03:04.000 --> 00:03:08.000]  這個情況在新加坡也有發生
[00:03:08.000 --> 00:03:11.000]  新加坡有位牧師告訴我們
[00:03:11.000 --> 00:03:15.000]  一場金融風暴讓很多人迷途知返
[00:03:15.000 --> 00:03:20.000]  知道原來金錢不過是過眼雲煙
[00:03:20.000 --> 00:03:24.000]  他們開始調整人生目標
[00:03:24.000 --> 00:03:28.000]  嘗試擺脫對物質的渴求
[00:03:28.000 --> 00:03:32.000]  改而投入宗教
[00:03:32.000 --> 00:03:39.000]  日本受到經濟下調的時間比較長
[00:03:39.000 --> 00:03:43.000]  公司裁員減薪已經有一段日子
[00:03:43.000 --> 00:03:48.000]  更慘的是到今天仍然復甦無期
[00:03:48.000 --> 00:03:52.000]  惡劣的經濟數字不斷傳出來
[00:03:52.000 --> 00:03:56.000]  日本男人一向以事業為重
[00:03:56.000 --> 00:04:02.000]  他們不能接受較長的經濟冰冷期
[00:04:02.000 --> 00:04:07.000]  結果迫使大公司成立輔導中心
[00:04:07.000 --> 00:04:12.000]  幫助長期受困擾的員工
[00:04:12.000 --> 00:04:15.000]  教導他們如何求存
[00:04:15.000 --> 00:04:22.000]  菲律賓按聯合國國際勞工組織報告
[00:04:22.000 --> 00:04:26.000]  亞洲九百年失業率最高的地區是菲律賓
[00:04:26.000 --> 00:04:29.000]  高達13.3%
[00:04:29.000 --> 00:04:36.000]  連同多年來食品、衣服和種種服務的價格大幅上升
[00:04:36.000 --> 00:04:42.000]  已將菲律賓國內人能承受的心理極限
[00:04:42.000 --> 00:04:45.000]  推至崩潰邊緣
[00:04:45.000 --> 00:04:49.000]  越來越多人出現精神問題
[00:04:49.000 --> 00:04:53.000]  一位菲律賓精神病醫生指出
[00:04:53.000 --> 00:04:58.000]  國內中產人士最慘,他們損失最慘重
[00:04:58.000 --> 00:05:04.000]  他們最可能因為這趟經濟危機而感到抑鬱、沮喪
[00:05:04.000 --> 00:05:09.000]  他說,事業或計劃出現問題,債務不斷增加
[00:05:09.000 --> 00:05:12.000]  感到沮喪是正常的
[00:05:12.000 --> 00:05:20.000]  當情況持續,又無法將目光轉移時,就需要給予協助
[00:05:20.000 --> 00:05:25.000]  協助說是容易,問題就很大
[00:05:25.000 --> 00:05:33.000]  原來菲律賓是一個不重視精神輔助的行業
[00:05:33.000 --> 00:05:36.000]  整個菲律賓有七千多萬人
[00:05:36.000 --> 00:05:41.000]  而心理學系精神病學家只有三百多人
[00:05:41.000 --> 00:05:46.000]  不僅如此,在菲律賓國內大多數國家醫院
[00:05:46.000 --> 00:05:50.000]  都嚴重缺乏抗抑鬱藥物
[00:05:50.000 --> 00:05:56.000]  有問題時,人們求助無援
[00:05:56.000 --> 00:06:01.000]  南韓的情況可能最令人擔心
[00:06:01.000 --> 00:06:06.000]  49歲的余光順原本是工廠工人
[00:06:06.000 --> 00:06:13.000]  被辭退後,只能參加國內一千五百人的隊伍
[00:06:13.000 --> 00:06:18.000]  以漢城地下鐵路車站為家的隊伍
[00:06:18.000 --> 00:06:24.000]  他說現在每日都要力抗自殺的念頭
[00:06:24.000 --> 00:06:26.000]  為何這麼嚴重?
[00:06:26.000 --> 00:06:36.000]  原來南韓是以男性為家庭和社會主導的國家
[00:06:36.000 --> 00:06:41.000]  一場金融風暴令很多男人失去工作
[00:06:41.000 --> 00:06:45.000]  對一個家庭來說,不僅是財政上的打擊
[00:06:45.000 --> 00:06:51.000]  更會令他們失去家庭觀念和價值觀
[00:06:51.000 --> 00:06:56.000]  感覺不安,甚至孤立無援
[00:06:56.000 --> 00:07:04.000]  結果出現自殺、離婚等數字上升
[00:07:04.000 --> 00:07:06.000]  一個社會學教授說
[00:07:06.000 --> 00:07:11.000]  南韓人不是以個人身份存在社會
[00:07:11.000 --> 00:07:15.000]  而是以家庭成員身份存在
[00:07:15.000 --> 00:07:21.000]  一個失業的男性不僅代表失業等於收入全無
[00:07:21.000 --> 00:07:26.000]  同時也會令整個家庭失去面子
[00:07:26.000 --> 00:07:31.000]  最近南韓發生不少男人殺死自己的妻兒
[00:07:31.000 --> 00:07:35.000]  然後自殺的個案因此而起
[00:07:35.000 --> 00:07:39.000]  由上官氈這場金融風暴引起的問題
[00:07:39.000 --> 00:07:43.000]  是非常具殺傷力
[00:07:43.000 --> 00:07:47.000]  我們一定要懂得在逆境中自強
[00:07:47.000 --> 00:07:54.000]  然後才可以掙扎求存,重組我們的生活
[00:07:54.000 --> 00:07:58.000]  重整之道有兩項很有效
[00:07:58.000 --> 00:08:01.000]  而且是立竿見影
[00:08:01.000 --> 00:08:04.000]  第一是簡化生活
[00:08:04.000 --> 00:08:07.000]  第二是重整家庭
[00:08:07.000 --> 00:08:11.000]  我們先看第一點,簡化生活
[00:08:11.000 --> 00:08:15.000]  無論香港、台灣、新加坡、南韓或馬來西亞
[00:08:15.000 --> 00:08:20.000]  你要高檔地生活,一定有高檔的東西來招呼你
[00:08:20.000 --> 00:08:25.000]  你如果只要求食有量,體有益
[00:08:25.000 --> 00:08:30.000]  只要求三餐溫飽,不求華衣美食
[00:08:30.000 --> 00:08:33.000]  你也絕對不會捱餓捱冷
[00:08:33.000 --> 00:08:38.000]  在逆境求存之道,就是要學習這種反撲歸真
[00:08:38.000 --> 00:08:41.000]  只求基本的溫飽
[00:08:41.000 --> 00:08:46.000]  那是不是會更有存活的機會呢?
[00:08:46.000 --> 00:08:51.000]  反撲歸真之道其實很簡單,又很容易做
[00:08:51.000 --> 00:08:54.000]  你先找張紙,找支鉛筆
[00:08:54.000 --> 00:08:59.000]  你記下過去一個月你的錢是怎樣花的
[00:08:59.000 --> 00:09:06.000]  有多少花在外面,餐館、衣服、娛樂又佔了多少
[00:09:06.000 --> 00:09:11.000]  你再問一下,他們是不是必須的
[00:09:11.000 --> 00:09:16.000]  有多少東西是不能夠省去的呢?
[00:09:16.000 --> 00:09:21.000]  譬如舉個例,你可不可以帶三文治做午餐
[00:09:21.000 --> 00:09:24.000]  代替每個下午要出去吃飯
[00:09:24.000 --> 00:09:29.000]  不在外面解決晚膳,可不可以呀?
[00:09:29.000 --> 00:09:35.000]  早點出門,用在較花時間又通常會較便宜的交通工具
[00:09:35.000 --> 00:09:38.000]  會不會省到一些錢呢?
[00:09:38.000 --> 00:09:44.000]  試試看衣服不穿,不用新的來代替
[00:09:44.000 --> 00:09:51.000]  就算是買新的,都只限定在大公司大減價才買
[00:09:51.000 --> 00:09:56.000]  你只要夠仔細來看看你自己花費的習慣
[00:09:56.000 --> 00:10:02.000]  就發覺你整個花費是可以大幅度減低的
[00:10:02.000 --> 00:10:09.000]  奇妙的地方,大幅度減低之後,你不會覺得自己生活的質素下降了
[00:10:09.000 --> 00:10:15.000]  你反而有一份是因為「勝過逆境」而有那種喜悅
[00:10:15.000 --> 00:10:22.000]  讓我和你分享一下,簡化生活的十個原則
[00:10:22.000 --> 00:10:28.000]  你可以自己參詳一下,然後加以變化和實踐
[00:10:28.000 --> 00:10:34.000]  簡化生活是一種現代文明的趨勢
[00:10:34.000 --> 00:10:38.000]  不像傳媒故意渲染那樣
[00:10:38.000 --> 00:10:43.000]  是讓人覺得簡化生活好像文明的反組現象
[00:10:43.000 --> 00:10:47.000]  好像作井而飲,自耕而食
[00:10:47.000 --> 00:10:57.000]  簡化的意思是擺脫多年來不小心生活而朝夜的前身的人和事
[00:10:57.000 --> 00:11:06.000]  使你身為營役,失去了健康現代人不可或缺的那種心靈空間
[00:11:06.000 --> 00:11:10.000]  沒錯,你仍然行於市井
[00:11:10.000 --> 00:11:15.000]  但是心靈永遠擁有一片私有的空間和私下的時間
[00:11:15.000 --> 00:11:20.000]  他們會叫你滿足和享受
[00:11:20.000 --> 00:11:24.000]  是勝過了明和利的引誘
[00:11:24.000 --> 00:11:29.000]  你就是為了繼續擁有這種安寧和滿足
[00:11:29.000 --> 00:11:32.000]  放棄一些世上的物慾和名利
[00:11:32.000 --> 00:11:36.000]  你都會自己覺得是一種合理又尚算的選擇
[00:11:36.000 --> 00:11:42.000]  所以換言之,簡化生活的第一步不是捨棄這樣那樣
[00:11:42.000 --> 00:11:47.000]  而是先得著心靈私下的時空
[00:11:47.000 --> 00:11:51.000]  然後再轉一步,才可以講到捨棄
[00:11:51.000 --> 00:11:56.000]  簡化生活的第二個原則
[00:11:56.000 --> 00:12:01.000]  就是上帝做我們又賜給我們每天有24個小時
[00:12:01.000 --> 00:12:07.000]  所以當你發覺24小時不夠用,你的工作就一定有問題
[00:12:07.000 --> 00:12:12.000]  如果不是你因為答應太多,就是做事的方法有問題
[00:12:12.000 --> 00:12:18.000]  你的指標放在一個國家元首、總統、總理都是合適的
[00:12:18.000 --> 00:12:22.000]  如果不是他就是根本不適合做一個國家的元首
[00:12:22.000 --> 00:12:29.000]  換句話說,你就更加不會有逃避的藉口
[00:12:29.000 --> 00:12:35.000]  你快點要改善你的工作的方式
[00:12:35.000 --> 00:12:40.000]  記住,上帝賜給我們每天24個小時
[00:12:40.000 --> 00:12:47.000]  如果24個小時都不夠用,出問題的不是上帝,是你
[00:12:47.000 --> 00:12:54.000]  第三,和工作有關的就是現代人一種瘋狂觀念
[00:12:54.000 --> 00:12:58.000]  以為工作忙就等於自我價值高
[00:12:58.000 --> 00:13:03.000]  於是我們不忙都扮作忙
[00:13:03.000 --> 00:13:08.000]  據說香港人在這方面是高手
[00:13:08.000 --> 00:13:13.000]  所以我們走過路都裝作好像很忙這樣
[00:13:13.000 --> 00:13:17.000]  在外面的人看來,其實覺得很好笑
[00:13:17.000 --> 00:13:25.000]  香港人坐交通工具,都有一種出閘的焦慮症候
[00:13:25.000 --> 00:13:31.000]  意思就是車一到站,我們一定要趕上第一個出閘
[00:13:31.000 --> 00:13:36.000]  我試過這樣跟蹤一個趕出閘地鐵的乘客
[00:13:36.000 --> 00:13:40.000]  看他忙成這樣,到底他有什麼要做
[00:13:40.000 --> 00:13:44.000]  我跟著他的背後,原來他趕到那裡
[00:13:44.000 --> 00:13:49.000]  趕到青金部,只是趕到地鐵站的恆生銀行那裡
[00:13:49.000 --> 00:13:51.000]  站在那裡等人
[00:13:51.000 --> 00:13:55.000]  你不要笑,這種鏡頭每天都看到
[00:13:55.000 --> 00:13:58.000]  簡樸的操練告訴我們
[00:13:58.000 --> 00:14:04.000]  連離開車廂到出閘這段路都可以思思然行
[00:14:04.000 --> 00:14:10.000]  然後才嚴謹地檢討一些做事的原則
[00:14:10.000 --> 00:14:19.000]  比如說,你可以不再做電話的奴隸
[00:14:19.000 --> 00:14:24.000]  包括你不打一些非必要打不可的電話
[00:14:24.000 --> 00:14:29.000]  電話響,為什麼一定要跑去聽呢?
[00:14:29.000 --> 00:14:38.000]  手提電話是不是我們現代城市人的呼吸輔助器呢?
[00:14:38.000 --> 00:14:41.000]  為什麼不可以把它關掉呢?
[00:14:41.000 --> 00:14:45.000]  關掉手提電話會不會引致第三次世界大戰呢?
[00:14:45.000 --> 00:14:48.000]  我們習慣了這些東西
[00:14:48.000 --> 00:14:53.000]  都不自覺地被它左右著我們生活的空間
[00:14:53.000 --> 00:14:59.000]  第四,拒絕虛名的前類
[00:14:59.000 --> 00:15:03.000]  我是一個牧師,教會有很多機構學校
[00:15:03.000 --> 00:15:08.000]  需要大量的人來擔當很多的虛銜
[00:15:08.000 --> 00:15:12.000]  好像主席、顧問、委員這些東西
[00:15:12.000 --> 00:15:15.000]  我從讀神學開始就告訴自己
[00:15:15.000 --> 00:15:22.000]  永遠不做這些既花時間開會又完全於事無補的職位
[00:15:22.000 --> 00:15:24.000]  現在過了三十四年
[00:15:24.000 --> 00:15:28.000]  我未曾擔當過一個這樣的虛銜
[00:15:28.000 --> 00:15:30.000]  但我有一個朋友
[00:15:30.000 --> 00:15:34.000]  他身負的董事、顧問、主席一類的職位
[00:15:34.000 --> 00:15:36.000]  多到一個卡印不完
[00:15:36.000 --> 00:15:40.000]  他說他需要一本小冊子才能放得完
[00:15:40.000 --> 00:15:44.000]  試想一想,他要開的會有多少呢?
[00:15:44.000 --> 00:15:48.000]  每次看見他,我就為自己來感謝上帝
[00:15:48.000 --> 00:15:51.000]  我的一個選擇原則就是說
[00:15:51.000 --> 00:15:54.000]  不做沒有生產力的工作
[00:15:54.000 --> 00:15:57.000]  你試一下,刪掉五項
[00:15:57.000 --> 00:15:59.000]  你每天都常做的
[00:15:59.000 --> 00:16:02.000]  但又是完全沒有生產力的工作
[00:16:02.000 --> 00:16:06.000]  你的工作效率是否會因此提高呢?
[00:16:06.000 --> 00:16:13.000]  這樣你的心靈會否相對地平靜安穩了很多呢?
[00:16:13.000 --> 00:16:18.000]  第五,試一下去找一樣的嗜好
