
[00:00:00.000 --> 00:00:04.440]  不知大家感覺這個世界是不是開始變得非常不安全?
[00:00:04.440 --> 00:00:07.640]  大家有沒有覺得這個世界最近變得非常不安全?
[00:00:07.640 --> 00:00:10.840]  特別是近這一兩年的事,
[00:00:10.840 --> 00:00:13.440]  香港更加變得急劇的變化。
[00:00:13.440 --> 00:00:16.440]  而且香港變得很急。
[00:00:16.440 --> 00:00:22.000]  譬如法國的恐襲,
[00:00:22.000 --> 00:00:26.000]  泰國的炸彈爆炸,
[00:00:26.000 --> 00:00:29.000]  以至最近一年初以香港發生的騷亂,
[00:00:29.000 --> 00:00:32.000]  特別是香港年初二發生的數量,
[00:00:32.000 --> 00:00:35.000]  在這一年的當中,
[00:00:35.000 --> 00:00:38.000]  股票市場好像過山車一樣,
[00:00:38.000 --> 00:00:41.000]  可能跌的時候心都離開了,
[00:00:41.000 --> 00:00:44.000]  升的時候血壓上升,
[00:00:44.000 --> 00:00:47.000]  升高的時候血壓也跟着一起升高,
[00:00:47.000 --> 00:00:50.000]  搞到我們自己都能夠,
[00:00:50.000 --> 00:00:53.000]  不知道你們有股票還是沒有股票,
[00:00:53.000 --> 00:00:56.000]  總有些影響,
[00:00:56.000 --> 00:00:59.000]  其實我們可以掌握到什麼?
[00:00:59.000 --> 00:01:02.000]  不認識的人他會寄託命運的安排,
[00:01:02.000 --> 00:01:05.000]  不認識的人他可能會寄託在命運的安排,
[00:01:05.000 --> 00:01:08.000]  他想增加自己的安全感,
[00:01:08.000 --> 00:01:11.000]  他希望增加自己的安全感,
[00:01:11.000 --> 00:01:14.000]  譬如用星座去看相,
[00:01:14.000 --> 00:01:17.000]  去吹吉避兇,
[00:01:17.000 --> 00:01:20.000]  因爲我家是住在榕樹頭附近,
[00:01:20.000 --> 00:01:26.000]  因爲我家是住在榕樹頭附近,
[00:01:26.000 --> 00:01:29.000]  晚上7-10點走過這個地方的時候,
[00:01:29.000 --> 00:01:32.000]  晚上7-10點走過這個地方的時候,
[00:01:32.000 --> 00:01:35.000]  你發現很多人坐在帳篷前面,
[00:01:35.000 --> 00:01:38.000]  你發現很多人坐在帳篷前面,
[00:01:38.000 --> 00:01:41.000]  去等什麼?
[00:01:41.000 --> 00:01:44.000]  好像去輪演唱會買票一樣,
[00:01:44.000 --> 00:01:47.000]  當中很多是年輕人,
[00:01:47.000 --> 00:01:50.000]  當中很多是年輕人,
[00:01:50.000 --> 00:01:53.000]  他爲什麼要去看這些上士?
[00:01:53.000 --> 00:01:56.000]  他爲什麼要去看這些上士?
[00:01:56.000 --> 00:01:59.000]  他們可能是去光顧一些塔羅牌,
[00:01:59.000 --> 00:02:02.000]  他們可能是去光顧一些塔羅牌,
[00:02:02.000 --> 00:02:05.000]  他們目的是什麼?
[00:02:05.000 --> 00:02:08.000]  他們目的是爲了找一些安全感,
[00:02:08.000 --> 00:02:11.000]  他們目的是爲了找一些安全感,
[00:02:11.000 --> 00:02:14.000]  他們目的是爲了找一些安全感,
[00:02:14.000 --> 00:02:17.000]  你會這樣放那樣放,
[00:02:17.000 --> 00:02:20.000]  你的運程就會來了,
[00:02:20.000 --> 00:02:23.000]  你的那些不好的東西就會沒走了,
[00:02:23.000 --> 00:02:26.000]  這些人就是對前面失去的安全感,
[00:02:26.000 --> 00:02:29.000]  這些人就是對前面失去的安全感,
[00:02:29.000 --> 00:02:32.000]  我們信主的人又怎樣呢?
[00:02:32.000 --> 00:02:35.000]  上帝不保證我們永遠是順境,
[00:02:35.000 --> 00:02:38.000]  上帝不保證我們每一天都是順境的,
[00:02:38.000 --> 00:02:41.000]  但是當我們歷盡的時候,
[00:02:41.000 --> 00:02:44.000]  很多弟兄姐妹仍然擺脫不了一些吹吉避兇的想法,
[00:02:44.000 --> 00:02:47.000]  我們很多弟兄姐妹還是擺脫不了一些吹吉避兇的方法,
[00:02:47.000 --> 00:02:50.000]  他們會祈禱,
[00:02:50.000 --> 00:02:53.000]  他們祈禱什麼?
[00:02:53.000 --> 00:02:56.000]  他們祈禱什麼?
[00:02:56.000 --> 00:02:59.000]  他們祈禱神快點把我的事挪開,
[00:02:59.000 --> 00:03:02.000]  把我的不好的事情挪走,
[00:03:02.000 --> 00:03:05.000]  把我的不好的事情挪走,
[00:03:05.000 --> 00:03:08.000]  我們基督徒當然是這樣做,
[00:03:08.000 --> 00:03:11.000]  但是當這件事不能離開的時候,
[00:03:11.000 --> 00:03:14.000]  他們的心情仍然很難接受,
[00:03:14.000 --> 00:03:17.000]  他們的心情仍然很難接受,
[00:03:17.000 --> 00:03:20.000]  這個信仰是一個低層次的信仰,
[00:03:20.000 --> 00:03:23.000]  這個信仰是一個低層次的信仰,
[00:03:23.000 --> 00:03:26.000]  但是我們不要忘記,
[00:03:26.000 --> 00:03:29.000]  上帝是一個信實的神,
[00:03:29.000 --> 00:03:32.000]  他是關心每一個人的生活,
[00:03:32.000 --> 00:03:35.000]  他是關心每一個人的生活,
[00:03:35.000 --> 00:03:38.000]  當我們依靠他的時候,
[00:03:38.000 --> 00:03:41.000]  神就是能夠帶領我們走前面的道路,
[00:03:41.000 --> 00:03:44.000]  我不知在座的弟兄姐妹是屬於哪一類型的信徒,
[00:03:44.000 --> 00:03:47.000]  我不知在座的弟兄姐妹是屬於哪一類型的信徒,
[00:03:47.000 --> 00:03:50.000]  我不知在座的弟兄姐妹是屬於哪一類型的信徒,
[00:03:50.000 --> 00:03:53.000]  事實上我們每一個人生活的大小上面,
[00:03:53.000 --> 00:03:56.000]  神是藉着不同的環境介入我們的生活裏面,
[00:03:56.000 --> 00:03:59.000]  神是藉着不同的環境介入我們的生活裏面,
[00:03:59.000 --> 00:04:02.000]  問題是我們是否誠心把這些事交託給神,
[00:04:02.000 --> 00:04:05.000]  問題是我們是否誠心把這些事交託給神,
[00:04:05.000 --> 00:04:08.000]  問題是我們是否誠心把這些事交託給神,
[00:04:08.000 --> 00:04:11.000]  聖經說:先求他的國和他的義,
[00:04:11.000 --> 00:04:14.000]  聖經說:先求他的國和他的義,
[00:04:14.000 --> 00:04:17.000]  神就給我們這個恩代之情,
[00:04:17.000 --> 00:04:20.000]  神就給我們這個恩代之情,
