
[00:00:00.000 --> 00:00:03.040]  真言四章二十三節 我們一同來念
[00:00:03.040 --> 00:00:06.680]  真言四章二十三節
[00:00:06.680 --> 00:00:08.840]  這一節的聖經
[00:00:08.840 --> 00:00:13.520]  你要保守你心 勝過保守一切
[00:00:13.520 --> 00:00:16.720]  因為一生的果效 是由心發出
[00:00:16.720 --> 00:00:17.960]  再讀一遍 來
[00:00:17.960 --> 00:00:22.040]  你要保守你心 勝過保守一切
[00:00:22.040 --> 00:00:27.080]  因為一生的果效 是由心發出
[00:00:27.080 --> 00:00:32.360]  每年的一月份 好像總是一連串的聚會
[00:00:32.360 --> 00:00:37.360]  最近從牧者聯導會 一直講到弟兄特會
[00:00:37.360 --> 00:00:40.640]  每一場聚會都講到夢想
[00:00:40.640 --> 00:00:43.760]  上禮拜在英文部 講到夢想
[00:00:43.760 --> 00:00:46.920]  再過一個禮拜 要去西非牧者聯導會
[00:00:46.920 --> 00:00:49.480]  還是要講到夢想
[00:00:49.480 --> 00:00:53.280]  我好像現在成為一個夢想專家一樣
[00:00:53.280 --> 00:00:57.200]  越多講夢想 我就發現
[00:00:57.200 --> 00:01:04.280]  夢想常常只是從人裡面一個小小的意念開始
[00:01:04.280 --> 00:01:07.600]  如果我們能夠掌握這個意念
[00:01:07.600 --> 00:01:11.080]  能夠培育這個意念
[00:01:11.080 --> 00:01:13.680]  能夠付諸行動
[00:01:13.680 --> 00:01:18.080]  我們就能夠經歷夢想成真的喜樂
[00:01:18.080 --> 00:01:23.320]  弟兄姐姐越來越看見 人的意念太重要了
[00:01:23.320 --> 00:01:28.720]  人裡面的意念 是可以驅動你走向成功
[00:01:28.720 --> 00:01:34.120]  人裡面的意念 也可以使你落入失敗當中
[00:01:34.120 --> 00:01:37.440]  所以真言四章二十三節 講得這麼清楚
[00:01:37.440 --> 00:01:42.920]  說要保守你的心 勝過保守一切
[00:01:42.920 --> 00:01:46.560]  因為一生的果效 是從心發出的
[00:01:46.560 --> 00:01:51.760]  這裡所說的心 其實就指著我們人裡面的思想意念
[00:01:51.760 --> 00:01:58.720]  換句話說 要保守你的思想意念 勝過保守一切
[00:01:58.720 --> 00:02:00.520]  很有意思不是嗎
[00:02:00.520 --> 00:02:06.080]  神沒有說要保守你的錢財 勝過保守一切
[00:02:06.080 --> 00:02:11.560]  神也沒有說要保守你的動產不動產 勝過保守一切
[00:02:11.560 --> 00:02:16.320]  而是說要保守你的思想意念
[00:02:16.320 --> 00:02:17.760]  為什麼
[00:02:17.760 --> 00:02:23.760]  這裡說因為一生的果效 是從你的意念開始
[00:02:23.760 --> 00:02:25.480]  新義本的翻譯更好
[00:02:25.480 --> 00:02:30.080]  他講到 因為你生命的泉源
[00:02:30.080 --> 00:02:33.280]  你知道你生命是一個泉源 可以湧流的嗎
[00:02:33.280 --> 00:02:38.280]  好 這個生命的泉源 是從你的意念開始的
[00:02:38.280 --> 00:02:41.960]  換句話說 你裡面的心思意念
[00:02:41.960 --> 00:02:47.020]  會決定你一生的道路跟方向的
[00:02:47.020 --> 00:02:51.560]  換句話說 你裡面的心思意念 會決定在你一生當中
[00:02:51.560 --> 00:02:54.680]  你是成功或是失敗
[00:02:54.680 --> 00:02:57.620]  你的思想意念太重要了
[00:02:57.620 --> 00:03:02.220]  只有當你學會掌舵你的意念
[00:03:02.220 --> 00:03:05.720]  你才可能擁有得勝的人生
[00:03:05.720 --> 00:03:10.520]  那你說我們怎麼樣 才能夠掌舵我們的心思意念呢
[00:03:10.520 --> 00:03:13.760]  今天早上跟大家分享三方面
[00:03:13.760 --> 00:03:18.460]  第一個 你一定要保守你的思想意念
[00:03:18.460 --> 00:03:23.020]  跟你朋友說 要保守你的心思意念 跟他說
[00:03:23.020 --> 00:03:27.780]  很多時候我們不大注意我們的心思意念
[00:03:27.780 --> 00:03:31.760]  我們常常覺得 反正隨便亂想也無所謂
[00:03:31.760 --> 00:03:34.260]  反正沒有人會知道嘛
[00:03:34.260 --> 00:03:36.420]  但事實上這正是
[00:03:36.420 --> 00:03:42.020]  讓我們常常落入失敗挫折最主要的原因
[00:03:42.020 --> 00:03:45.320]  九月時代的大魏王就是如此
[00:03:45.320 --> 00:03:50.320]  大魏王是在以色列王中最被尊崇的一個君王
[00:03:50.320 --> 00:03:53.460]  但是在他最巔峰的時期
[00:03:53.460 --> 00:03:57.920]  他卻犯了一個搶奪人妻的罪
[00:03:57.920 --> 00:04:01.820]  成為他一生當中最大的污點
[00:04:01.820 --> 00:04:06.620]  實際上說那一天他一直睡到日頭平息
[00:04:06.620 --> 00:04:09.720]  哇 比我們的Teenager還糟糕不是嗎
[00:04:09.720 --> 00:04:12.020]  我們Teenager中午起來就受不了
[00:04:12.020 --> 00:04:14.820]  他睡覺睡到日頭平息
[00:04:14.820 --> 00:04:18.220]  你想想看一個人能夠睡到太陽下山
[00:04:18.220 --> 00:04:21.520]  他的思想多麼懶散啊
[00:04:21.520 --> 00:04:23.620]  更何況那個時候在以色列
[00:04:23.620 --> 00:04:27.320]  不是說太平盛世沒事幹
[00:04:27.320 --> 00:04:30.320]  那個時候以色列人正在打仗
[00:04:30.320 --> 00:04:33.220]  正在跟雅門人在打仗的時候
[00:04:33.220 --> 00:04:40.020]  大魏王居然在王宮中睡覺睡到日頭平息
[00:04:40.020 --> 00:04:44.120]  好不容易起了床就走上陽台
[00:04:44.120 --> 00:04:47.120]  隨便亂看
[00:04:47.120 --> 00:04:50.320]  就看到八十八在洗澡
[00:04:50.320 --> 00:04:52.720]  隨便亂想
[00:04:52.720 --> 00:04:55.920]  就想把他據為己有
[00:04:55.920 --> 00:04:59.820]  後來他就犯了姦淫的罪
[00:04:59.820 --> 00:05:04.920]  其實想想這件事情難道是大魏七早八九計劃好的嗎
[00:05:04.920 --> 00:05:06.220]  沒有
[00:05:06.220 --> 00:05:09.920]  難道是大魏一起床我今天要犯姦淫罪嗎
[00:05:09.920 --> 00:05:12.120]  沒有
[00:05:12.120 --> 00:05:15.520]  只是偶然間
[00:05:15.520 --> 00:05:18.320]  偶然間
[00:05:18.320 --> 00:05:24.620]  他容許他的思想意念隨意地遊蕩
[00:05:24.620 --> 00:05:30.320]  他就落入一個不可自拔的試探當中
[00:05:30.320 --> 00:05:34.620]  所以你的心思意念太重要了
[00:05:34.620 --> 00:05:37.520]  千萬不要讓你的環境
[00:05:37.520 --> 00:05:41.320]  來決定你的心思意念
[00:05:41.320 --> 00:05:43.420]  太多時候你要知道我們的心思意念
[00:05:43.420 --> 00:05:47.220]  只是環境的影響的產物而已
[00:05:47.220 --> 00:05:48.420]  不是嗎
[00:05:48.420 --> 00:05:50.320]  環境好的時候好高興
[00:05:50.320 --> 00:05:53.420]  一切都順利好喜樂
[00:05:53.420 --> 00:05:56.220]  環境一不好就生氣埋怨
[00:05:56.220 --> 00:05:57.320]  這代表什麼
[00:05:57.320 --> 00:06:00.820]  這代表耶穌不是你的主
[00:06:00.820 --> 00:06:04.120]  這個代表環境才是你的主
[00:06:04.120 --> 00:06:09.720]  你的情感的情緒是環境的產物而已
[00:06:09.720 --> 00:06:14.020]  其實做一個基督徒你可以不必這樣
[00:06:14.020 --> 00:06:16.420]  做一個基督徒你可以靠得住
[00:06:16.420 --> 00:06:20.620]  你是可以有所選擇的
[00:06:20.620 --> 00:06:25.320]  跟你媽說你是可以有所選擇的跟她說
[00:06:25.320 --> 00:06:27.720]  我們可以選擇讓我們的心思意念
[00:06:27.720 --> 00:06:30.520]  向著這個世界完全地敞開
[00:06:30.520 --> 00:06:33.320]  容許這個世界任意來攻擊我們
[00:06:33.320 --> 00:06:34.320]  試探我們
[00:06:34.320 --> 00:06:38.320]  或者我們可以選擇
[00:06:38.320 --> 00:06:44.320]  將我們的心思意念降伏在聖靈的掌管之下
[00:06:44.320 --> 00:06:47.120]  你是有一個選擇的
[00:06:47.120 --> 00:06:48.720]  你說我們怎麼樣
[00:06:48.720 --> 00:06:54.620]  才能夠將我們的心思意念降伏在聖靈的掌管之下呢
[00:06:54.620 --> 00:07:01.420]  那你就需要為你的生活來做一些決定了
[00:07:01.420 --> 00:07:05.920]  你需要決定你眼睛看些什麼嗎
[00:07:05.920 --> 00:07:11.220]  你需要為你眼睛做決定看些什麼樣的圖畫呢
[00:07:11.220 --> 00:07:14.720]  看些怎麼樣的影片呢
[00:07:14.720 --> 00:07:18.720]  你也需要為你的耳朵來做一些決定
[00:07:18.720 --> 00:07:21.520]  你要聽怎麼樣的音樂呢
[00:07:21.520 --> 00:07:24.820]  你要聽怎麼樣一種訊息呢
[00:07:24.820 --> 00:07:28.820]  你更是要為你的口來做一些決定
[00:07:28.820 --> 00:07:33.620]  你口中所說出來的話是怎麼樣的話呢
[00:07:33.620 --> 00:07:36.720]  是消極埋怨的話呢
[00:07:36.720 --> 00:07:43.520]  還是你要決定你口中所說出來是造就人積極的話呢
[00:07:43.520 --> 00:07:47.420]  第二點你不要小看這個決定
[00:07:47.420 --> 00:07:52.320]  這個決定會影響你的心思意念
[00:07:52.320 --> 00:07:58.120]  你的心思意念就會影響你一生的道路
[00:07:58.120 --> 00:08:00.820]  有一次我為一位弟兄禱告
[00:08:00.820 --> 00:08:05.520]  他告訴我他多年被一些色情的畫片所捆綁
[00:08:05.520 --> 00:08:07.920]  無法得到釋放
[00:08:07.920 --> 00:08:12.920]  雖然禱告了又禱告好像就是沒辦法勝過
[00:08:12.920 --> 00:08:17.720]  我就告訴他其實真正的關鍵是在乎你自己
[00:08:17.720 --> 00:08:19.820]  你是不是願意
[00:08:19.820 --> 00:08:22.120]  是不是願意決定
[00:08:22.120 --> 00:08:24.520]  放下這種肉體的情欲
[00:08:24.520 --> 00:08:28.520]  你真的決定不再受這種影片的影響
[00:08:28.520 --> 00:08:31.220]  你要為你的眼睛做一個決定說
[00:08:31.220 --> 00:08:35.120]  我再也不看這些畫面了
[00:08:35.120 --> 00:08:38.620]  我告訴他因為很多時候我為很多人禱告
[00:08:38.620 --> 00:08:41.920]  我也發現我們可以禱告來禱告去
[00:08:41.920 --> 00:08:47.520]  如果這個人不願意放下那些殘類他的事的話
[00:08:47.520 --> 00:08:52.620]  自終他會走回原來的道路去
[00:08:52.620 --> 00:08:57.220]  我就說你需要為你自己做一個很清楚的決定
[00:08:57.220 --> 00:08:59.420]  結果那位弟兄那一天
[00:08:59.420 --> 00:09:02.520]  他就很清楚做那個決定
[00:09:02.520 --> 00:09:03.920]  後來他告訴我牧師
[00:09:03.920 --> 00:09:06.920]  我真的從那天開始不再看色情畫面了
[00:09:06.920 --> 00:09:08.620]  Hallelujah
[00:09:08.620 --> 00:09:13.920]  弟兄姐妹今天我們需要學習來掌管我們的心思意念
[00:09:13.920 --> 00:09:15.520]  你知道嗎
[00:09:15.520 --> 00:09:18.420]  因為我告訴你真正影響我們生命的
[00:09:18.420 --> 00:09:20.320]  從來不是環境
[00:09:20.320 --> 00:09:21.120]  從來不是
[00:09:21.120 --> 00:09:22.320]  你以為是
[00:09:22.320 --> 00:09:24.720]  從來不是
[00:09:24.720 --> 00:09:30.420]  真正影響我們生命的是你的心思意念
[00:09:30.420 --> 00:09:31.920]  所以我常說
[00:09:31.920 --> 00:09:36.920]  今天就算你擁有最好的資源
[00:09:36.920 --> 00:09:41.020]  你可以擁有最順利的環境
[00:09:41.020 --> 00:09:48.520]  但如果你持續在你的心思意念上做錯誤的決定
[00:09:48.520 --> 00:09:52.920]  自終你是會失敗的
[00:09:52.920 --> 00:09:55.020]  反過來說
[00:09:55.020 --> 00:10:01.720]  如果你肯持續在心思意念裡面做正確的決定
[00:10:01.720 --> 00:10:06.020]  那就算你現在的景況再糟糕
[00:10:06.020 --> 00:10:10.120]  你的人際關係再無可救藥
[00:10:10.120 --> 00:10:14.820]  只要你肯持續在心思意念裡面做正確的決定
[00:10:14.820 --> 00:10:19.520]  你必然可以反敗為勝
[00:10:19.520 --> 00:10:23.620]  弟兄姐今天你需要來到神的面前思想
[00:10:23.620 --> 00:10:28.220]  你的心思意念常常在哪些事情上呢
[00:10:28.220 --> 00:10:32.320]  也許那正是你落入愁苦的原因
[00:10:32.320 --> 00:10:35.820]  你的心要迴轉到神的面前來
[00:10:35.820 --> 00:10:39.420]  所以說要保守你的心思意念
[00:10:39.420 --> 00:10:43.720]  不要再讓環境來為你做決定
[00:10:43.720 --> 00:10:47.620]  你要為你的心思意念來做決定
[00:10:47.620 --> 00:10:52.920]  讓你的心思意念降伏在聖靈的掌管之下
[00:10:52.920 --> 00:10:56.020]  你就能夠經歷神的得勝
[00:10:56.020 --> 00:10:57.120]  Amen
[00:10:57.120 --> 00:10:58.620]  第一個
[00:10:58.620 --> 00:11:01.320]  保守你的心思意念
[00:11:01.320 --> 00:11:02.420]  第二個
[00:11:02.420 --> 00:11:04.520]  擴張你的心思意念
[00:11:04.520 --> 00:11:08.320]  跟你們說要擴張你的心思意念
[00:11:08.320 --> 00:11:11.120]  以賽亞書54章第一第二節
[00:11:11.120 --> 00:11:14.220]  這裡講到你這不懷孕不生養要歌唱
[00:11:14.220 --> 00:11:17.420]  未曾經過慘難的要發聲歌唱揚聲歡呼
[00:11:17.420 --> 00:11:19.820]  有沒有丈夫比那有丈夫的兒女更多
[00:11:19.820 --> 00:11:21.120]  這是耶和華說的
[00:11:21.120 --> 00:11:22.620]  要擴張你丈母之力
[00:11:22.620 --> 00:11:24.020]  張大你居所的脈子
[00:11:24.020 --> 00:11:26.120]  不要限止
[00:11:26.120 --> 00:11:27.720]  要放長你的繩子
[00:11:27.720 --> 00:11:30.420]  兼顧你的抉擇
[00:11:30.420 --> 00:11:33.620]  一方面我們需要保守我們的心思意念
[00:11:33.620 --> 00:11:36.320]  讓我們的心思念定精在神身上
[00:11:36.320 --> 00:11:37.920]  但另一方面
[00:11:37.920 --> 00:11:39.320]  也不要忘記
[00:11:39.320 --> 00:11:43.320]  我們的神是一位行偉大奇妙事的真神
[00:11:43.320 --> 00:11:44.420]  Amen
[00:11:44.420 --> 00:11:47.820]  我們要求神擴張我們的心思意念
[00:11:47.820 --> 00:11:52.420]  讓我們才能夠經歷到神偉大的工作
[00:11:52.420 --> 00:11:55.420]  這在經文講說要擴張
[00:11:55.420 --> 00:11:59.320]  不要限制神的作為
[00:11:59.320 --> 00:12:03.120]  多少時候你知道限制我們來經歷神的
[00:12:03.120 --> 00:12:05.420]  就是我們的意念
[00:12:05.420 --> 00:12:11.820]  真正攔阻我們向前進的永遠是我們的意念
[00:12:11.820 --> 00:12:13.520]  所以每次開會的時候
[00:12:13.520 --> 00:12:15.520]  有人提到新的意見
[00:12:15.520 --> 00:12:16.620]  我們不常常想到
[00:12:16.620 --> 00:12:17.620]  哎呀
[00:12:17.620 --> 00:12:18.520]  因應的意見很好
[00:12:18.520 --> 00:12:21.720]  但是沒有人沒有錢沒有時間
[00:12:21.720 --> 00:12:24.020]  不可能不可能不可能
[00:12:24.020 --> 00:12:26.220]  意念
[00:12:26.220 --> 00:12:29.220]  每當我們聽到人做見證神的神蹟
[00:12:29.220 --> 00:12:30.120]  發生在他身上
[00:12:30.120 --> 00:12:31.020]  哇Wonderful
[00:12:31.020 --> 00:12:33.320]  神垂釘禱告你的反應是什麼呢
[00:12:33.320 --> 00:12:35.420]  哎呀我不是他
[00:12:35.420 --> 00:12:37.220]  他的情況跟我不一樣
[00:12:37.220 --> 00:12:38.420]  神會垂釘他神會幫他
[00:12:38.420 --> 00:12:39.420]  神不會幫助我
[00:12:39.420 --> 00:12:41.420]  你不是這樣想的嗎
[00:12:41.420 --> 00:12:42.220]  每次聽到人家見證
[00:12:42.220 --> 00:12:44.820]  啊那不是我絕對不可能是我
[00:12:44.820 --> 00:12:48.420]  不可能是意念
[00:12:48.420 --> 00:12:49.420]  就像我小時候
[00:12:49.420 --> 00:12:53.120]  其實我是跟著我二姐一起去學彈鋼琴
[00:12:53.120 --> 00:12:55.920]  後來她是音樂系畢業
[00:12:55.920 --> 00:12:59.120]  我從小肯定我就是不會彈鋼琴
[00:12:59.120 --> 00:13:02.220]  所以現在我果然不會彈鋼琴
[00:13:02.220 --> 00:13:03.820]  不是因為我是先知
[00:13:03.820 --> 00:13:05.520]  不是
[00:13:05.520 --> 00:13:09.520]  而是被意念所瑕疵
[00:13:09.520 --> 00:13:10.820]  現在我後悔莫及
[00:13:10.820 --> 00:13:13.020]  我現在真的巴不得我會彈琴
[00:13:13.020 --> 00:13:14.120]  You know
[00:13:14.120 --> 00:13:18.920]  但是當時我就被我的思想意念所限制
[00:13:18.920 --> 00:13:24.720]  第二點千萬不要讓你自己限制上帝的作為
[00:13:24.720 --> 00:13:26.320]  以賽斯五十四章第一節
[00:13:26.320 --> 00:13:27.620]  神就開始講了
[00:13:27.620 --> 00:13:29.120]  從人家不可能事情
[00:13:29.120 --> 00:13:31.320]  怎麼可能一個沒有丈夫的兒女
[00:13:31.320 --> 00:13:33.620]  比有丈夫的還多呢
[00:13:33.620 --> 00:13:35.120]  神就是舉這樣一個例子
[00:13:35.120 --> 00:13:37.920]  告訴你在人真的不能
[00:13:37.920 --> 00:13:39.020]  可是神要告訴你
[00:13:39.020 --> 00:13:40.720]  神要擴張你的意念
[00:13:40.720 --> 00:13:41.720]  在人不能
[00:13:41.720 --> 00:13:44.320]  在神還是凡事都能的
[00:13:44.320 --> 00:13:46.820]  你必須要來相信神
[00:13:46.820 --> 00:13:51.820]  不要讓你的思想意念來限制上帝的工作
[00:13:51.820 --> 00:13:55.220]  第二點今天神仍然樂意在你生命當中
[00:13:55.220 --> 00:13:58.120]  做偉大奇妙的事情
[00:13:58.120 --> 00:14:03.220]  神仍然能夠把得勝的意念賞賜給你
[00:14:03.220 --> 00:14:07.520]  只要我們憑信心抓住這個意念
[00:14:07.520 --> 00:14:10.120]  不要限制神的作為
[00:14:10.120 --> 00:14:14.720]  憑著信心抓住神的意念勇敢向前
[00:14:14.720 --> 00:14:17.420]  你就能夠經歷神的突破
[00:14:17.420 --> 00:14:22.420]  你們曾經讀過一篇姐妹的見證
[00:14:22.420 --> 00:14:23.820]  在經濟不景氣的時候
[00:14:23.820 --> 00:14:26.120]  她被公司laid off
[00:14:26.120 --> 00:14:29.520]  所以家裡的經濟就很拮据
[00:14:29.520 --> 00:14:31.520]  那個時候經濟不景氣
[00:14:31.520 --> 00:14:34.620]  也很難找到新的工作
[00:14:34.620 --> 00:14:39.120]  有一天她在家裡在廚房做菜的時候
[00:14:39.120 --> 00:14:41.520]  忽然在聽基督教的廣播電台
[00:14:41.520 --> 00:14:44.220]  就聽到那個講員講了一句話
[00:14:44.220 --> 00:14:47.320]  那個講員說如果你被公司laid off
[00:14:47.320 --> 00:14:49.420]  你就有福了
[00:14:49.420 --> 00:14:50.420]  怎麼會講這種話
[00:14:50.420 --> 00:14:51.220]  什麼意思
[00:14:51.220 --> 00:14:52.820]  被laid off就有福了
[00:14:52.820 --> 00:14:55.720]  她就想聽這個講員到底講什麼
[00:14:55.720 --> 00:14:57.620]  這講員就說如果你被公司laid off
[00:14:57.620 --> 00:14:59.220]  你就有福了
[00:14:59.220 --> 00:15:00.620]  因為如果不是這樣
[00:15:00.620 --> 00:15:04.820]  你永遠沒有勇氣去開創你自己的事業
[00:15:04.820 --> 00:15:10.620]  哇 忽然間這個意念緊緊抓住了她的心
[00:15:10.620 --> 00:15:13.220]  她就想起來她是很會做手工藝品
[00:15:13.220 --> 00:15:15.220]  每一次教會義賣
[00:15:15.220 --> 00:15:18.620]  她的東西一下就被人家買光了
[00:15:18.620 --> 00:15:21.220]  她就想說為什麼不開一個精品店呢
[00:15:21.220 --> 00:15:25.020]  她就想到他們家的後面剛好正對大馬路
[00:15:25.020 --> 00:15:28.220]  平常都嫌交通吵得不得了
[00:15:28.220 --> 00:15:29.620]  她想最好的機會
[00:15:29.620 --> 00:15:33.220]  她就把後面整個打成一個大門
