
[00:00:00.000 --> 00:00:02.440]  我們說到登山寶訓上的八福
[00:00:02.440 --> 00:00:06.100]  我想大家以往也聽過很多關於八福
[00:00:06.100 --> 00:00:08.100]  我自己也說過很多次
[00:00:08.100 --> 00:00:10.400]  在不同的場合裡面說到八福
[00:00:10.400 --> 00:00:14.060]  但今天我們嘗試從聖經裡面再一次提醒
[00:00:14.060 --> 00:00:16.040]  還有再一次看看
[00:00:16.040 --> 00:00:19.100]  這八福跟我們的關係是什麼
[00:00:19.100 --> 00:00:20.480]  今天我們就說第一福
[00:00:20.480 --> 00:00:23.580]  就是我給的題目叫「福至心靈」
[00:00:23.580 --> 00:00:26.120]  福怎麼能夠來到我們的心靈當中呢
[00:00:26.120 --> 00:00:26.720]  我們看看
[00:00:26.720 --> 00:00:31.700]  《馬達福音》和修本經文五章一至十三節
[00:00:31.700 --> 00:00:35.960]  在我們的螢光幕上也有經文列出來
[00:00:35.960 --> 00:00:38.320]  耶穌看見許多人上了山
[00:00:38.320 --> 00:00:41.000]  基於座下,門徒到他跟前來
[00:00:41.000 --> 00:00:43.240]  他就開口教訓他們說
[00:00:43.240 --> 00:00:48.820]  「開心的人有福了,因為天國是他們的」
[00:00:48.820 --> 00:00:53.000]  第一節我們說到八福或者福
[00:00:53.000 --> 00:00:55.000]  英文叫做Beautitudes
[00:00:55.000 --> 00:00:57.000]  其實Beautitudes這個字
[00:00:57.000 --> 00:01:01.720]  是來自拉丁文的武加大譯本
[00:01:01.720 --> 00:01:07.160]  Voget把新疆語譯成拉丁文的文字
[00:01:07.160 --> 00:01:11.020]  到了《馬達福音》第五章的時候
[00:01:11.020 --> 00:01:13.520]  就用了Beauty這個字
[00:01:13.520 --> 00:01:15.520]  所以英文就用了Beautitudes
[00:01:15.520 --> 00:01:17.280]  而中文就譯成福
[00:01:17.280 --> 00:01:19.280]  為什麼中文譯成福呢
[00:01:19.280 --> 00:01:20.880]  其實是很有意思的
[00:01:20.880 --> 00:01:22.120]  待會我們再分享一下
[00:01:22.120 --> 00:01:24.120]  因為中國人說到福
[00:01:24.120 --> 00:01:27.840]  我自己覺得比英文Blessings
[00:01:27.840 --> 00:01:30.560]  或者有些譯本譯成
[00:01:30.560 --> 00:01:32.560]  J.B.Phillips
[00:01:32.560 --> 00:01:35.840]  Easy Read Version等等譯成Happy
[00:01:35.840 --> 00:01:37.840]  更加有意思
[00:01:37.840 --> 00:01:42.360]  因為我們中國人看福是一個很有意思的字
[00:01:42.360 --> 00:01:44.360]  大家知道農曆新年的時候
[00:01:44.360 --> 00:01:46.360]  很多時候都會有個福字
[00:01:46.360 --> 00:01:48.360]  在門口倒著一個福
[00:01:48.360 --> 00:01:52.840]  希望取其諧音就是福到
[00:01:52.840 --> 00:01:55.560]  希望福臨到我們的家
[00:01:55.560 --> 00:01:58.360]  因為我們都很想有一群蒙福的人
[00:01:58.360 --> 00:02:01.480]  很想有福氣臨到我們當中
[00:02:01.480 --> 00:02:04.960]  中國人更加有五福臨門
[00:02:04.960 --> 00:02:07.960]  所謂五福就是那五樣東西
[00:02:07.960 --> 00:02:09.960]  暢瘦就是長命
[00:02:09.960 --> 00:02:11.960]  富貴就是有錢
[00:02:11.960 --> 00:02:14.400]  康齡就是身心健康
[00:02:14.400 --> 00:02:18.240]  好德就是你的人格美名
[00:02:18.240 --> 00:02:21.240]  就是你能夠慈悲為懷的一堆人
[00:02:21.240 --> 00:02:26.520]  最後善終就是壽終正寢
[00:02:26.520 --> 00:02:30.800]  就是你沒有死於橫禍
[00:02:30.800 --> 00:02:34.600]  都是安然的去世
[00:02:34.600 --> 00:02:36.600]  英文叫Die of Natural Causes
[00:02:36.600 --> 00:02:41.200]  你不是遇到什麼意外橫禍
[00:02:41.200 --> 00:02:43.200]  這已經是三千五百年前
[00:02:43.200 --> 00:02:47.200]  在《尊秋志學時代》書經時的記載
[00:02:47.200 --> 00:02:51.080]  但當發展下去到東漢的時候
[00:02:51.080 --> 00:02:55.560]  有個朝中的官覺得
[00:02:55.560 --> 00:02:58.880]  這麼多年我們用了這五福都不太吻合
[00:02:58.880 --> 00:03:00.040]  為什麼呢?
[00:03:00.040 --> 00:03:03.760]  大家農曆新年去拜年的時候
[00:03:03.760 --> 00:03:07.680]  當然要說很多恭喜的話
[00:03:07.680 --> 00:03:10.800]  恭喜你長命百歲也好
[00:03:10.800 --> 00:03:13.800]  恭喜你富貴
[00:03:13.800 --> 00:03:15.800]  恭喜你身體健康
[00:03:15.800 --> 00:03:17.800]  我們老馬精神
[00:03:17.800 --> 00:03:22.080]  不會拜年一進門就說恭喜你好死
[00:03:22.080 --> 00:03:24.080]  恭喜你善終
[00:03:24.080 --> 00:03:26.080]  好像不太好意頭
[00:03:26.080 --> 00:03:28.080]  於是就改了不如不要叫善終
[00:03:28.080 --> 00:03:33.320]  就改了叫做多兒多女
[00:03:33.320 --> 00:03:38.120]  就是子孫滿堂
[00:03:38.120 --> 00:03:41.520]  中國人自從那時候之後
[00:03:41.520 --> 00:03:45.840]  子孫滿堂就是一個福氣
[00:03:45.840 --> 00:03:49.600]  你有多一點的後代就是福氣
[00:03:49.600 --> 00:03:51.600]  時至今日
[00:03:51.600 --> 00:03:56.800]  其實這五福都是很多中國人的渴望
[00:03:56.800 --> 00:04:02.400]  但對於某些人來說未必是追求的福氣
[00:04:02.400 --> 00:04:04.400]  所以是很主觀的
[00:04:04.400 --> 00:04:06.400]  你看這東西好像長壽
[00:04:06.400 --> 00:04:08.400]  究竟是不是福氣呢?
[00:04:08.400 --> 00:04:10.400]  我都曾經分享過
[00:04:10.400 --> 00:04:12.400]  我爸爸八十歲大壽的時候
[00:04:12.400 --> 00:04:14.760]  他已經離開世界接近十年了
[00:04:14.760 --> 00:04:16.760]  回到家裡
[00:04:16.760 --> 00:04:18.760]  當他八十大壽的時候
[00:04:18.760 --> 00:04:20.760]  人生八十
[00:04:20.760 --> 00:04:22.760]  當然要慶祝一下
[00:04:22.760 --> 00:04:26.760]  我和我妹妹就幫他擺了一個八十壽宴
[00:04:26.760 --> 00:04:28.760]  一起吃飯
[00:04:28.760 --> 00:04:30.760]  一坐在一起的時候
[00:04:30.760 --> 00:04:33.760]  我妹妹就立刻開口說
[00:04:33.760 --> 00:04:35.760]  恭喜爸爸
[00:04:35.760 --> 00:04:37.760]  長命百歲
[00:04:37.760 --> 00:04:40.760]  我爸爸也相信了主
[00:04:40.760 --> 00:04:42.760]  他也很風趣
[00:04:42.760 --> 00:04:44.760]  閘住
[00:04:44.760 --> 00:04:46.760]  大吉利是
[00:04:46.760 --> 00:04:48.760]  千萬不要長命百歲
[00:04:48.760 --> 00:04:50.760]  我現在八十
[00:04:50.760 --> 00:04:52.760]  但當時他已經是癌症末期
[00:04:52.760 --> 00:04:54.760]  千萬不要多熬二十年
[00:04:54.760 --> 00:04:56.760]  不要這樣詛咒我
[00:04:56.760 --> 00:04:58.760]  早點回天家好了
[00:04:58.760 --> 00:05:00.760]  所以
[00:05:00.760 --> 00:05:02.760]  很長命是不是一件好事呢?
[00:05:02.760 --> 00:05:04.760]  也未必
[00:05:04.760 --> 00:05:06.760]  特別
[00:05:06.760 --> 00:05:08.760]  多兒多女是不是一件好事呢?
[00:05:08.760 --> 00:05:10.760]  我爸爸也經常教我的
[00:05:10.760 --> 00:05:12.760]  兒子
[00:05:12.760 --> 00:05:14.760]  多兒多女
[00:05:14.760 --> 00:05:16.760]  多冤家
[00:05:16.760 --> 00:05:18.760]  More children more enemies
[00:05:18.760 --> 00:05:20.760]  得罪人多
[00:05:20.760 --> 00:05:22.760]  不要生那麼多
[00:05:22.760 --> 00:05:24.760]  我爸爸那個年代
[00:05:24.760 --> 00:05:26.760]  有三兄弟姊妹
[00:05:26.760 --> 00:05:28.760]  到我們
[00:05:28.760 --> 00:05:30.760]  我有兩個女兒
