
[00:00:00.000 --> 00:00:04.160]  好多謝浸蓮會給我有機會回來跟大家分享一陣嘅說話
[00:00:04.160 --> 00:00:06.160]  喺過去幾個月呢
[00:00:06.160 --> 00:00:10.000]  我哋喺美國時時都會留意香港嘅新聞
[00:00:10.000 --> 00:00:13.440]  當我哋睇到有關香港嘅新聞嘅時候呢
[00:00:13.440 --> 00:00:15.440]  有一個字呢經常出現嘅
[00:00:15.440 --> 00:00:17.440]  剛才莫牧師講過好多次
[00:00:17.440 --> 00:00:20.280]  社會被撕裂
[00:00:20.280 --> 00:00:26.880]  香港嘅社會一路喺傳媒上面嚟講都話已經係被嚴重嘅撕裂
[00:00:26.880 --> 00:00:29.760]  咁我喺美國睇到呢個新聞嘅時候呢
[00:00:29.760 --> 00:00:34.760]  其實我諗被撕裂咩意思呢
[00:00:34.760 --> 00:00:36.760]  佢係講緊咩嘢㗎呢
[00:00:36.760 --> 00:00:38.760]  咁咪好簡單㗎啫撕裂就係
[00:00:38.760 --> 00:00:40.760]  唔夠大聲
[00:00:40.760 --> 00:00:42.760]  聽唔聽到呀
[00:00:42.760 --> 00:00:44.760]  再嚟過一次呀
[00:00:44.760 --> 00:00:46.760]  ok anyway
[00:00:46.760 --> 00:00:48.760]  呢個就係撕裂囉
[00:00:48.760 --> 00:00:52.760]  好地地一個長刊嚟㗎
[00:00:52.760 --> 00:00:54.760]  係咪
[00:00:54.760 --> 00:00:56.760]  忽然之間撕開咗啦
[00:00:56.760 --> 00:01:01.760]  原來講到嗰個關係上嘅破裂
[00:01:01.760 --> 00:01:03.760]  當你上網嘅時候
[00:01:03.760 --> 00:01:06.760]  打開你個臉書忽然之間你畀人defriend咗
[00:01:06.760 --> 00:01:08.760]  莫名其妙
[00:01:08.760 --> 00:01:10.760]  其實係心中有數嘅
[00:01:10.760 --> 00:01:12.760]  不過忽然之間
[00:01:12.760 --> 00:01:14.760]  好地地本來大家係friend嘅而家
[00:01:14.760 --> 00:01:16.760]  唔再係friend
[00:01:16.760 --> 00:01:19.760]  甚至同我嘅家庭裏面嚟講呢
[00:01:19.760 --> 00:01:22.760]  都受到好嚴重嘅影響
[00:01:22.760 --> 00:01:24.760]  阿哥做警察嘅
[00:01:24.760 --> 00:01:26.760]  妹妹讀大專
[00:01:26.760 --> 00:01:28.760]  爹地喺中環上班
[00:01:28.760 --> 00:01:30.760]  媽咪喺旺角返工
[00:01:30.760 --> 00:01:34.760]  返到屋企嘅時候
[00:01:34.760 --> 00:01:36.760]  自己一家人
[00:01:36.760 --> 00:01:40.760]  但係都發生好多好多嘅爭拗
[00:01:40.760 --> 00:01:42.760]  令到嗰個關係呢
[00:01:42.760 --> 00:01:44.760]  係十分十分嘅緊張
[00:01:44.760 --> 00:01:48.760]  我哋信耶穌嘅
[00:01:48.760 --> 00:01:50.760]  我哋基督徒我哋返教會
[00:01:50.760 --> 00:01:52.760]  教會裏面情況冇咩好啲呢
[00:01:52.760 --> 00:01:54.760]  我唔知你哋教會情況點樣樣呢
[00:01:54.760 --> 00:01:56.760]  因為我喺美國
[00:01:56.760 --> 00:01:58.760]  我只代表美國嘅教會講說話
[00:01:58.760 --> 00:02:02.760]  雖然我面喺美國咁遠嘅地方
[00:02:02.760 --> 00:02:03.760]  我可以講咩你知
[00:02:03.760 --> 00:02:05.760]  教會當中都會為咗
[00:02:05.760 --> 00:02:07.760]  意見唔一樣呢
[00:02:07.760 --> 00:02:09.760]  發生好多嘅爭執
[00:02:09.760 --> 00:02:11.760]  弟兄姊妹本來好地一齊自放嘅
[00:02:11.760 --> 00:02:13.760]  但係以後返到教會嘅時間
[00:02:13.760 --> 00:02:15.760]  忽然變得面左左
[00:02:15.760 --> 00:02:19.760]  關係嘅撕裂
[00:02:19.760 --> 00:02:21.760]  我自己喺度諗嘅時候
[00:02:21.760 --> 00:02:25.760]  如果只係撕裂嘅話呢
[00:02:25.760 --> 00:02:27.760]  仲好少少嘅
[00:02:27.760 --> 00:02:29.760]  但係如果由撕裂
[00:02:29.760 --> 00:02:31.760]  變成對立
[00:02:31.760 --> 00:02:33.760]  變成係互相針對
[00:02:33.760 --> 00:02:35.760]  互相嘅攻擊
[00:02:35.760 --> 00:02:37.760]  互相嘅責備
[00:02:37.760 --> 00:02:39.760]  不斷嘅去彼此批評嘅時候
[00:02:39.760 --> 00:02:41.760]  呢個問題就會相當嘅嚴重
[00:02:41.760 --> 00:02:44.760]  會對社會造成好多嘅不安
[00:02:44.760 --> 00:02:46.760]  甚至到一個地步就係
[00:02:46.760 --> 00:02:49.760]  盲目地去互相嘅對抗
[00:02:51.760 --> 00:02:53.760]  當我睇到呢啲咁嘅消息
[00:02:53.760 --> 00:02:55.760]  睇到咁嘅新聞嘅時候
[00:02:55.760 --> 00:02:57.760]  雖然我去咗美國幾十年
[00:02:57.760 --> 00:02:59.760]  但係我生係香港人嚟嘅
[00:02:59.760 --> 00:03:01.760]  喺香港出世
[00:03:01.760 --> 00:03:03.760]  我心裏面其實好難過
[00:03:03.760 --> 00:03:05.760]  心裏面諗
[00:03:05.760 --> 00:03:07.760]  香港人現在面對嘅
[00:03:07.760 --> 00:03:09.760]  真係我自己好難去想像
[00:03:09.760 --> 00:03:11.760]  我又係做牧師嘅
[00:03:11.760 --> 00:03:13.760]  我喺度諗
[00:03:13.760 --> 00:03:15.760]  除咗嗰啲係兩極化嘅人之外
[00:03:15.760 --> 00:03:17.760]  我相信好多弟兄姊妹
[00:03:17.760 --> 00:03:19.760]  喺教會裏面絕大部分嘅
[00:03:19.760 --> 00:03:21.760]  基督徒落喺咁嘅處境當中
[00:03:21.760 --> 00:03:25.760]  可能我哋唔知你哋點樣去做
[00:03:25.760 --> 00:03:27.760]  如何事後呢
[00:03:27.760 --> 00:03:29.760]  我哋應該點樣去反應呢
[00:03:29.760 --> 00:03:33.760]  所以當我去禱告嘅時候
[00:03:33.760 --> 00:03:35.760]  我覺得喺依個時候
[00:03:35.760 --> 00:03:37.760]  香港嘅基督徒
[00:03:37.760 --> 00:03:39.760]  需要神畀多力量你哋
[00:03:39.760 --> 00:03:41.760]  基督徒
[00:03:41.760 --> 00:03:43.760]  要向天父求
[00:03:43.760 --> 00:03:45.760]  不斷不斷嘅加力
[00:03:45.760 --> 00:03:47.760]  呢幾晚
[00:03:47.760 --> 00:03:49.760]  我好希望
[00:03:49.760 --> 00:03:51.760]  透過呢個機會
[00:03:51.760 --> 00:03:53.760]  同大家去分享
[00:03:53.760 --> 00:03:55.760]  社會被撕裂
[00:03:55.760 --> 00:03:57.760]  我哋生活喺一個
[00:03:57.760 --> 00:03:59.760]  好對立嘅環境當中
[00:03:59.760 --> 00:04:01.760]  但係我哋仍然可以生發
[00:04:01.760 --> 00:04:03.760]  我哋基督徒應該有嗰種嘅
[00:04:03.760 --> 00:04:05.760]  感染力嘅
[00:04:05.760 --> 00:04:07.760]  聽晚係講生命力
[00:04:07.760 --> 00:04:09.760]  然後最後一晚係講
[00:04:09.760 --> 00:04:11.760]  繁殖力
[00:04:11.760 --> 00:04:13.760]  當我講到基督徒
[00:04:13.760 --> 00:04:15.760]  喺呢個對立嘅社會裏面
[00:04:15.760 --> 00:04:17.760]  我哋要有呢個嘅感染力嘅時候
[00:04:17.760 --> 00:04:19.760]  有一樣嘢
[00:04:19.760 --> 00:04:21.760]  我首先同大家去分享
[00:04:21.760 --> 00:04:23.760]  我提醒大家
[00:04:23.760 --> 00:04:25.760]  我相信大家知道嘅
[00:04:25.760 --> 00:04:27.760]  因為你大家係基督徒
[00:04:27.760 --> 00:04:29.760]  我希望大家唔好忘記
[00:04:29.760 --> 00:04:31.760]  現在其實我哋
[00:04:31.760 --> 00:04:33.760]  生活喺一個末世當中
[00:04:33.760 --> 00:04:35.760]  係咪喺末世裏面
[00:04:35.760 --> 00:04:37.760]  教會成日講嘅
[00:04:37.760 --> 00:04:39.760]  我做末世當中
[00:04:39.760 --> 00:04:41.760]  所以民要攻打民
[00:04:41.760 --> 00:04:43.760]  國要攻打國
[00:04:43.760 --> 00:04:45.760]  有戰爭嘅聲音
[00:04:45.760 --> 00:04:47.760]  喺教會裏面我成日聽到呢啲咁樣嘅
[00:04:47.760 --> 00:04:49.760]  關於末世嘅徵兆
[00:04:49.760 --> 00:04:51.760]  但事實上我剛才講嘅啲
[00:04:51.760 --> 00:04:53.760]  我相信對我哋好多人裏面
[00:04:53.760 --> 00:04:55.760]  已經聽到盲目哂
[00:04:55.760 --> 00:04:57.760]  再睇到呢啲新聞嘅時候
[00:04:57.760 --> 00:04:59.760]  我哋都已經係冇乜嘅
[00:04:59.760 --> 00:05:01.760]  感覺
[00:05:01.760 --> 00:05:03.760]  但事實上如果我哋去睇聖經嘅時候
[00:05:03.760 --> 00:05:05.760]  聖經話畀我哋知道
[00:05:05.760 --> 00:05:07.760]  末世嘅徵兆其實
[00:05:07.760 --> 00:05:09.760]  唔單單係咁樣
[00:05:09.760 --> 00:05:11.760]  馬太夫音話畀我哋知道
[00:05:11.760 --> 00:05:13.760]  福音要遍全世界
[00:05:13.760 --> 00:05:15.760]  末期先至能夠嚟得到
[00:05:15.760 --> 00:05:17.760]  保羅話畀我哋知道
[00:05:17.760 --> 00:05:19.760]  喺末後嘅日子
[00:05:19.760 --> 00:05:21.760]  以色列全家會歸主嘅
[00:05:21.760 --> 00:05:23.760]  路加話畀我哋知道
[00:05:23.760 --> 00:05:25.760]  喺末世嘅時候
[00:05:25.760 --> 00:05:27.760]  信徒有冇呀有
[00:05:27.760 --> 00:05:29.760]  不過好多信徒缺乏信心
[00:05:29.760 --> 00:05:31.760]  缺乏信德
[00:05:31.760 --> 00:05:33.760]  馬太馬可夫音話畀我哋知道
[00:05:33.760 --> 00:05:35.760]  有假先知有假基督出嚟
[00:05:35.760 --> 00:05:37.760]  信徒會面對好多嘅
[00:05:37.760 --> 00:05:39.760]  艱難好多嘅挑戰
[00:05:39.760 --> 00:05:41.760]  壓力邪惡嘅事情
[00:05:41.760 --> 00:05:43.760]  不法嘅事情
[00:05:43.760 --> 00:05:45.760]  越嚟越多
[00:05:45.760 --> 00:05:47.760]  保羅又話畀我哋知道
[00:05:47.760 --> 00:05:49.760]  喺末世嘅時間
[00:05:49.760 --> 00:05:51.760]  到處會有
[00:05:51.760 --> 00:05:53.760]  邪惡同埋魔鬼
[00:05:53.760 --> 00:05:55.760]  嘅道理出現
[00:05:55.760 --> 00:05:57.760]  而且呢道德嘅敗壞
[00:05:57.760 --> 00:05:59.760]  舉目皆是
[00:05:59.760 --> 00:06:05.760]  當我哋睇到呢啲末世嘅
[00:06:05.760 --> 00:06:07.760]  徵兆嘅時候
[00:06:07.760 --> 00:06:09.760]  唔知大家有冇留意到呢
[00:06:09.760 --> 00:06:11.760]  一大堆喎其實
[00:06:11.760 --> 00:06:13.760]  唔係我開頭講咗幾樣咁簡單嘅
[00:06:13.760 --> 00:06:15.760]  但係喺一大堆末世嘅
[00:06:15.760 --> 00:06:17.760]  兆頭裏面嚟講
[00:06:17.760 --> 00:06:19.760]  除咗呢就係福音嘅騙傳
[00:06:19.760 --> 00:06:21.760]  末期先至嚟到
[00:06:21.760 --> 00:06:23.760]  然後呢以色列全家
[00:06:23.760 --> 00:06:25.760]  歸絕之外
[00:06:25.760 --> 00:06:27.760]  大家睇一睇其他所講到嘅
[00:06:27.760 --> 00:06:29.760]  事徒呢其實係相當嘅
[00:06:29.760 --> 00:06:31.760]  負面係相當呢
[00:06:31.760 --> 00:06:33.760]  真係令我哋憂心嘅
[00:06:33.760 --> 00:06:35.760]  全部都係唔好嘅兆頭嚟
[00:06:35.760 --> 00:06:37.760]  冇乜好嘢除咗福音騙傳
[00:06:37.760 --> 00:06:39.760]  除咗以色列人全家
[00:06:39.760 --> 00:06:41.760]  歸絕之外
[00:06:41.760 --> 00:06:43.760]  所以弟兄姊妹我想講畀大家知
[00:06:43.760 --> 00:06:45.760]  好多時候
[00:06:45.760 --> 00:06:47.760]  我哋對將來有盼望
[00:06:47.760 --> 00:06:49.760]  但係呢個世界
[00:06:49.760 --> 00:06:51.760]  我講畀你知道只會係越來越
[00:06:51.760 --> 00:06:53.760]  敗壞嘅啫
[00:06:53.760 --> 00:06:55.760]  歌有得唱心裏面咁樣講
[00:06:55.760 --> 00:06:57.760]  明天會更好係咪呀
[00:06:57.760 --> 00:06:59.760]  大家會成日聽到㗎
[00:06:59.760 --> 00:07:01.760]  但明天會更好呢個唔係基督徒嘅
[00:07:01.760 --> 00:07:03.760]  盼望嚟㗎大家唔好誤會咗
[00:07:03.760 --> 00:07:05.760]  呢個係非基督徒嘅
[00:07:05.760 --> 00:07:07.760]  奢望
[00:07:07.760 --> 00:07:09.760]  亦都係唔會實現嘅
[00:07:09.760 --> 00:07:11.760]  如果我睇聖經嘅時候
[00:07:11.760 --> 00:07:13.760]  喺末世當中
[00:07:13.760 --> 00:07:15.760]  社會只會變得越來越壞
[00:07:15.760 --> 00:07:17.760]  好多時候我哋喺舊裏面
[00:07:17.760 --> 00:07:19.760]  嘗試講一啲好 positive
[00:07:19.760 --> 00:07:21.760]  好正面嘅嘢我哋要改變
[00:07:21.760 --> 00:07:23.760]  世界我哋要改變社會
[00:07:23.760 --> 00:07:25.760]  我哋要做個world changer
[00:07:25.760 --> 00:07:27.760]  事實上美南參選會呢
[00:07:27.760 --> 00:07:29.760]  有一個社會服務計劃
[00:07:29.760 --> 00:07:31.760]  就叫world changer我哋要改變
[00:07:31.760 --> 00:07:33.760]  世界改造呢一個嘅
[00:07:33.760 --> 00:07:35.760]  環境
[00:07:35.760 --> 00:07:37.760]  但係第一件事我想講比你知
[00:07:37.760 --> 00:07:39.760]  我喺聖經入面搵唔到咁嘅教導
[00:07:39.760 --> 00:07:41.760]  聖經入面冇叫我哋做world changer
[00:07:41.760 --> 00:07:45.760]  聖經入面冇叫我哋要改變
[00:07:45.760 --> 00:07:47.760]  呢個環境改變呢個世界嘅
[00:07:47.760 --> 00:07:49.760]  呢個唔係耶穌基督
[00:07:49.760 --> 00:07:51.760]  俾我哋在世上
[00:07:51.760 --> 00:07:53.760]  嗰個使命嚟嘅
[00:07:53.760 --> 00:07:55.760]  耶穌基督俾我哋喺世上嘅
[00:07:55.760 --> 00:07:57.760]  使命係乜嘢
[00:07:57.760 --> 00:07:59.760]  你哋要去
[00:07:59.760 --> 00:08:01.760]  你要去先萬民做我嘅門徒
[00:08:01.760 --> 00:08:03.760]  呢個先係耶穌基督
[00:08:03.760 --> 00:08:05.760]  俾我哋在世上嘅使命
[00:08:05.760 --> 00:08:07.760]  呢個係我哋
[00:08:07.760 --> 00:08:09.760]  存留在世界上要承擔
[00:08:09.760 --> 00:08:11.760]  嗰個嘅工作
[00:08:11.760 --> 00:08:13.760]  當我哋睇呢個世界嘅時候
[00:08:13.760 --> 00:08:15.760]  無錯你會睇到科技嘅發展
[00:08:15.760 --> 00:08:17.760]  一日千里嘅
[00:08:17.760 --> 00:08:19.760]  我哋會睇到知識呢不斷嘅膨脹
[00:08:19.760 --> 00:08:21.760]  爆炸嘅
[00:08:21.760 --> 00:08:23.760]  但係好可惜唔等於
[00:08:23.760 --> 00:08:25.760]  人嗰個嘅品格
[00:08:25.760 --> 00:08:27.760]  同埋生命
[00:08:27.760 --> 00:08:29.760]  係會變得越嚟越好
[00:08:29.760 --> 00:08:33.760]  事實上當我哋留心去睇下
