
[00:00:00.000 --> 00:00:06.000]  奉主的名跟弟兄姊妹問一個平安
[00:00:06.000 --> 00:00:09.000]  最近有一齣戲叫做Killing Jesus
[00:00:09.000 --> 00:00:22.000]  我們從小的時候我們看到耶穌的形象是一個白人
[00:00:22.000 --> 00:00:23.000]  很靚仔的
[00:00:23.000 --> 00:00:24.000]  很美麗的 很精俏的
[00:00:24.000 --> 00:00:26.000]  這齣戲的耶穌呢
[00:00:26.000 --> 00:00:28.000]  他的樣子呢
[00:00:28.000 --> 00:00:33.000]  他的面容好像一個印度人一樣
[00:00:33.000 --> 00:00:34.000]  中東人
[00:00:34.000 --> 00:00:35.000]  中東的人
[00:00:35.000 --> 00:00:36.000]  不靚仔
[00:00:36.000 --> 00:00:37.000]  不美麗
[00:00:37.000 --> 00:00:47.000]  馬上我想到以賽亞書的53章裏面Sandy剛才所讀的經文
[00:00:47.000 --> 00:00:53.000]  因為在那裏說他沒有美容
[00:00:53.000 --> 00:00:59.000]  他不是高富帥
[00:00:59.000 --> 00:01:00.000]  這是中國大陸名詞
[00:01:00.000 --> 00:01:03.000]  他又不是高富帥
[00:01:03.000 --> 00:01:05.000]  他並不是高富帥
[00:01:05.000 --> 00:01:06.000]  帥
[00:01:06.000 --> 00:01:08.000]  他不靚仔
[00:01:08.000 --> 00:01:09.000]  他不美麗
[00:01:09.000 --> 00:01:12.000]  如果你從淑玲的角度來看
[00:01:12.000 --> 00:01:14.000]  他是上帝的兒子
[00:01:14.000 --> 00:01:15.000]  高不高
[00:01:15.000 --> 00:01:18.000]  天父
[00:01:18.000 --> 00:01:19.000]  天父
[00:01:19.000 --> 00:01:20.000]  富不富有
[00:01:20.000 --> 00:01:21.000]  他富有嗎
[00:01:21.000 --> 00:01:23.000]  我唱過《這是天父世界》
[00:01:23.000 --> 00:01:25.000]  唱過一首詩歌叫《這是天父世界》
[00:01:25.000 --> 00:01:27.000]  你有一棟建築
[00:01:27.000 --> 00:01:29.000]  只有一個城市
[00:01:29.000 --> 00:01:31.000]  我們只有一個城市
[00:01:31.000 --> 00:01:32.000]  天父呢
[00:01:32.000 --> 00:01:33.000]  天父呢
[00:01:33.000 --> 00:01:34.000]  整個世界
[00:01:34.000 --> 00:01:35.000]  富不富有
[00:01:35.000 --> 00:01:36.000]  富有嗎
[00:01:36.000 --> 00:01:37.000]  帥
[00:01:37.000 --> 00:01:38.000]  很帥
[00:01:38.000 --> 00:01:39.000]  靚仔
[00:01:39.000 --> 00:01:41.000]  很帥的一個年輕人
[00:01:41.000 --> 00:01:45.000]  靚仔是誰做的
[00:01:45.000 --> 00:01:47.000]  靚仔的爸爸從哪裏來的
[00:01:47.000 --> 00:01:49.000]  帥的兒子
[00:01:49.000 --> 00:01:51.000]  他的爸爸是從哪裏來的
[00:01:51.000 --> 00:01:54.000]  你聽得懂我說甚麼嗎
[00:01:54.000 --> 00:01:55.000]  是上帝做的
[00:01:55.000 --> 00:01:56.000]  是上帝所造的
[00:01:56.000 --> 00:01:58.000]  但我們的主耶穌
[00:01:58.000 --> 00:02:00.000]  為了拯救我們
[00:02:00.000 --> 00:02:02.000]  他為了拯救我們
[00:02:02.000 --> 00:02:05.000]  高富帥
[00:02:05.000 --> 00:02:07.000]  全部打卡卡
[00:02:07.000 --> 00:02:09.000]  全部都是錯誤的
[00:02:09.000 --> 00:02:11.000]  打卡卡即是說不愛
[00:02:11.000 --> 00:02:12.000]  都不要的
[00:02:12.000 --> 00:02:13.000]  你記不記得
[00:02:13.000 --> 00:02:16.000]  即是你這種設定
[00:02:16.000 --> 00:02:19.000]  我們做一些調整前置的時候
[00:02:19.000 --> 00:02:21.000]  開關的時候
[00:02:21.000 --> 00:02:22.000]  你是不是要打X
[00:02:22.000 --> 00:02:24.000]  我們打X在下面
[00:02:24.000 --> 00:02:27.000]  不過現在好像你愛那樣東西
[00:02:27.000 --> 00:02:28.000]  它有個T字
[00:02:28.000 --> 00:02:29.000]  我們現在要的東西
[00:02:29.000 --> 00:02:31.000]  要加一個T號
[00:02:31.000 --> 00:02:33.000]  有這個X就說不愛
[00:02:33.000 --> 00:02:34.000]  交加的意思就是不要的
[00:02:34.000 --> 00:02:36.000]  我用不愛就是因為我做會計
[00:02:36.000 --> 00:02:38.000]  以前是做會計的話
[00:02:38.000 --> 00:02:39.000]  不要的東西
[00:02:39.000 --> 00:02:41.000]  去的
[00:02:41.000 --> 00:02:43.000]  可用的就加一個T號
[00:02:43.000 --> 00:02:44.000]  不去的
[00:02:44.000 --> 00:02:46.000]  不要的就去的
[00:02:46.000 --> 00:02:48.000]  不去的就打X
[00:02:48.000 --> 00:02:49.000]  不去的就打X
[00:02:49.000 --> 00:02:51.000]  不要的就交加
[00:02:51.000 --> 00:02:53.000]  高富帥
[00:02:53.000 --> 00:02:54.000]  高富帥
[00:02:54.000 --> 00:02:55.000]  全部是甚麼
[00:02:55.000 --> 00:02:56.000]  全部都是
[00:02:56.000 --> 00:02:57.000]  打卡卡
[00:02:57.000 --> 00:02:58.000]  不要的
[00:02:58.000 --> 00:03:02.000]  它不是高富帥
[00:03:02.000 --> 00:03:05.000]  但並不代表它不是高富帥
[00:03:05.000 --> 00:03:07.000]  這個就是聖誕節的形式
[00:03:07.000 --> 00:03:09.000]  聖誕節的形式
[00:03:09.000 --> 00:03:10.000]  馬槽出世
[00:03:10.000 --> 00:03:12.000]  它從馬槽出生
[00:03:15.000 --> 00:03:17.000]  這個我們基督教最重要的人物
[00:03:17.000 --> 00:03:18.000]  是主耶穌基督
[00:03:18.000 --> 00:03:21.000]  這個是我們基督教裏面最重要的人物
