
[00:00:00.000 --> 00:00:03.000]  各位朋友、各位弟兄姊妹平安
[00:00:03.000 --> 00:00:05.000]  我是劉少康牧師
[00:00:05.000 --> 00:00:07.000]  非常感謝神的恩典
[00:00:07.000 --> 00:00:10.000]  讓我在一個這麼美麗的地方
[00:00:10.000 --> 00:00:13.000]  和大家一起來讀聖經
[00:00:13.000 --> 00:00:16.000]  最近我不知道你會不會問
[00:00:16.000 --> 00:00:19.000]  因為全球的疫情
[00:00:19.000 --> 00:00:21.000]  在我們生命裏
[00:00:21.000 --> 00:00:24.000]  可能我們都會問三個問題
[00:00:24.000 --> 00:00:29.000]  第一,生命實在很短暫
[00:00:29.000 --> 00:00:31.000]  因為你聽見突然之間
[00:00:31.000 --> 00:00:34.000]  誰誰又染了疫情
[00:00:34.000 --> 00:00:36.000]  一些你熟悉的人
[00:00:36.000 --> 00:00:38.000]  一些可能是你的朋友
[00:00:38.000 --> 00:00:41.000]  他又中招了
[00:00:41.000 --> 00:00:43.000]  於是你心裏面很痛
[00:00:43.000 --> 00:00:45.000]  為什麼?
[00:00:45.000 --> 00:00:47.000]  為什麼會這樣?
[00:00:47.000 --> 00:00:51.000]  為什麼現在的疫情又再嚴峻呢?
[00:00:51.000 --> 00:00:54.000]  於是我們會問很多的問題
[00:00:54.000 --> 00:00:57.000]  原來生命很短暫
[00:00:57.000 --> 00:01:00.000]  第二個問題我們一定會去問
[00:01:00.000 --> 00:01:04.000]  到底人活著是為了什麼呢?
[00:01:04.000 --> 00:01:07.000]  你走的時候什麼都帶不走
[00:01:07.000 --> 00:01:10.000]  我們可以得到些什麼呢?
[00:01:10.000 --> 00:01:12.000]  人生有什麼意義?
[00:01:12.000 --> 00:01:14.000]  有什麼價值呢?
[00:01:14.000 --> 00:01:16.000]  第三個問題
[00:01:16.000 --> 00:01:19.000]  我們可能會去問
[00:01:19.000 --> 00:01:23.000]  那我應該做些什麼呢?
[00:01:23.000 --> 00:01:26.000]  我應該怎樣去活著呢?
[00:01:26.000 --> 00:01:30.000]  人活著到底怎樣才是豐富?
[00:01:30.000 --> 00:01:33.000]  人活著怎樣才是有意義?
[00:01:33.000 --> 00:01:37.000]  各位朋友,如果你都問以上三個問題
[00:01:37.000 --> 00:01:40.000]  在詩篇九十篇裏面
[00:01:40.000 --> 00:01:44.000]  你就會得到很好的答案
[00:01:44.000 --> 00:01:50.000]  這篇詩的作者就是舊約很出名的摩西
[00:01:50.000 --> 00:01:53.000]  可能你都聽過摩西這個名字
[00:01:53.000 --> 00:01:58.000]  因為他是帶領以色列人出埃及的
[00:01:58.000 --> 00:02:01.000]  以色列人就在摩西和阿倫
[00:02:01.000 --> 00:02:03.000]  他的哥哥的領導底下
[00:02:03.000 --> 00:02:07.000]  就帶領他們離開一個遺奴之地
[00:02:07.000 --> 00:02:11.000]  他們在埃及做奴隸做了很多年
[00:02:11.000 --> 00:02:13.000]  受盡各樣的苦痛
[00:02:13.000 --> 00:02:16.000]  因為他們所信靠、所倚靠的神
[00:02:16.000 --> 00:02:19.000]  就要帶他們離開埃及
[00:02:19.000 --> 00:02:22.000]  去到一個應許之地
[00:02:22.000 --> 00:02:25.000]  神怎樣講那個應許之地呢?
[00:02:25.000 --> 00:02:29.000]  他說那個地方叫加南美地
[00:02:29.000 --> 00:02:33.000]  是一個流奶與蜜的地方
[00:02:33.000 --> 00:02:36.000]  奶從那裏來呢?
[00:02:36.000 --> 00:02:38.000]  奶從牛羊那裏來
[00:02:38.000 --> 00:02:41.000]  所以那個地方一定有很多的草
[00:02:41.000 --> 00:02:44.000]  蜜蜂蜜從那裏來呢?
[00:02:44.000 --> 00:02:47.000]  因為那個地方有很多的花
[00:02:47.000 --> 00:02:51.000]  所以有很多的蜜蜂在採花蜜
[00:02:51.000 --> 00:02:54.000]  所以流奶與蜜的地方
[00:02:54.000 --> 00:02:57.000]  就是一個花草很豐富
[00:02:57.000 --> 00:02:59.000]  很肥沃的土地
[00:02:59.000 --> 00:03:02.000]  記得有一次他們派十二個探子
[00:03:02.000 --> 00:03:04.000]  去探這個地方
[00:03:04.000 --> 00:03:09.000]  他們說看到那一串菩提子很大
[00:03:09.000 --> 00:03:11.000]  於是他們斬了下來
[00:03:11.000 --> 00:03:17.000]  要用兩個人才抬到那串菩提子
[00:03:17.000 --> 00:03:21.000]  當然這裏可能有一點誇張了
[00:03:21.000 --> 00:03:24.000]  但就證明那個地方的泥土很肥沃
[00:03:24.000 --> 00:03:30.000]  種出來的農作物實在非常非常的豐富
[00:03:30.000 --> 00:03:33.000]  這個地方就是今天的以色列
[00:03:33.000 --> 00:03:36.000]  所以摩西就帶領這班以色列人
[00:03:36.000 --> 00:03:39.000]  要離開埃及一個圍爐之地
[00:03:39.000 --> 00:03:43.000]  去到以色列加南美地
[00:03:43.000 --> 00:03:44.000]  很可惜
[00:03:44.000 --> 00:03:46.000]  由於他們不聽神的話
[00:03:46.000 --> 00:03:51.000]  結果他們要在曠野漂流了四十年
[00:03:51.000 --> 00:03:55.000]  到最後因為摩西都得罪了神
[00:03:55.000 --> 00:04:00.000]  所以連摩西自己都進不了加南地
[00:04:00.000 --> 00:04:03.000]  那一代的以色列人全部死了
[00:04:03.000 --> 00:04:08.000]  只有他們的下一代才可以進加南地
[00:04:08.000 --> 00:04:11.000]  所以摩西就在摩西五經
[00:04:11.000 --> 00:04:13.000]  聖經頭講五卷書
[00:04:13.000 --> 00:04:17.000]  《舊約聖經》、《創世記》、《采及記》、
[00:04:17.000 --> 00:04:20.000]  《利未記》、《文素記》和《生命記》
[00:04:20.000 --> 00:04:22.000]  都是摩西作的
[00:04:22.000 --> 00:04:27.000]  所以叫做摩西的五卷經書
[00:04:27.000 --> 00:04:32.000]  其中《生命記》的三十二章和三十三章
[00:04:32.000 --> 00:04:35.000]  都是摩西的歌
[00:04:35.000 --> 00:04:37.000]  摩西的詩
[00:04:37.000 --> 00:04:39.000]  所以詩篇九十篇一開頭
[00:04:39.000 --> 00:04:45.000]  有個標題就是「詩人摩西的祈禱」
[00:04:45.000 --> 00:04:48.000]  「詩人摩西的祈禱」
[00:04:48.000 --> 00:04:51.000]  這篇的詩篇九十篇
[00:04:51.000 --> 00:04:54.000]  可以簡單分作三大段落
[00:04:54.000 --> 00:04:59.000]  第一個段落就由第一節到第六節
[00:04:59.000 --> 00:05:04.000]  講到人的生命短促
[00:05:04.000 --> 00:05:08.000]  人的生命好像眨一眼就沒有了
[00:05:08.000 --> 00:05:15.000]  但是我們的神卻是一位永恆的神
[00:05:15.000 --> 00:05:19.000]  第二個段落由第七節到十二節
[00:05:19.000 --> 00:05:22.000]  講到人的罪惡
[00:05:22.000 --> 00:05:25.000]  今日世人都犯了罪
