
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 早晨 平安
[00:00:02.000 --> 00:00:05.400]  讓我們領受上帝懷之先 一起同心祈禱
[00:00:05.400 --> 00:00:11.480]  如我口中的言語
[00:00:11.480 --> 00:00:15.360]  眾弟兄姊妹的心思 意念
[00:00:15.360 --> 00:00:17.440]  同蒙上主的月亮
[00:00:17.440 --> 00:00:20.080]  禱告奉耶穌基督的命求
[00:00:20.080 --> 00:00:21.000]  阿們
[00:00:21.000 --> 00:00:25.280]  一提起信心
[00:00:25.280 --> 00:00:28.760]  我們很多時候都會因著自己的困境
[00:00:28.760 --> 00:00:30.080]  向上主祈求
[00:00:30.080 --> 00:00:31.440]  例如讀書
[00:00:31.440 --> 00:00:32.840]  就可能是學業
[00:00:32.840 --> 00:00:33.840]  揀科
[00:00:33.840 --> 00:00:34.840]  讀什麼大學
[00:00:34.840 --> 00:00:36.000]  甚至乎拍拖
[00:00:36.000 --> 00:00:38.040]  工作就關於升職
[00:00:38.040 --> 00:00:39.840]  人事關係轉職
[00:00:39.840 --> 00:00:43.200]  家庭就當然是跟家人相處
[00:00:43.200 --> 00:00:44.000]  跟子女
[00:00:44.000 --> 00:00:44.920]  跟親友
[00:00:44.920 --> 00:00:46.520]  甚至乎住哪裡
[00:00:46.520 --> 00:00:49.720]  會不會繼續住在香港等等
[00:00:49.720 --> 00:00:51.360]  因此
[00:00:51.360 --> 00:00:54.320]  信心很多時候是比較個人化
[00:00:54.320 --> 00:00:55.880]  是圍繞著自己
[00:00:55.880 --> 00:00:57.000]  去想像
[00:00:57.000 --> 00:00:58.560]  去祈求的事情
[00:00:59.240 --> 00:01:01.480]  不過今天的經課特別提醒我們
[00:01:01.480 --> 00:01:02.680]  在舊約的經課
[00:01:02.680 --> 00:01:07.120]  提醒我們信心不單只是著眼於自己的事
[00:01:07.120 --> 00:01:11.120]  有沒有看見上主所創造的這個世界
[00:01:11.120 --> 00:01:12.600]  和我們的關係呢?
[00:01:12.600 --> 00:01:17.200]  上主擺在我們這個時空出生
[00:01:17.200 --> 00:01:19.520]  擺在我們這個族群
[00:01:19.520 --> 00:01:22.800]  甚至擺在我們哪一個地方
[00:01:22.800 --> 00:01:25.280]  讓這個視野
[00:01:25.280 --> 00:01:28.160]  由個人轉到族群呢?
[00:01:28.880 --> 00:01:30.360]  而這份信心
[00:01:30.360 --> 00:01:31.840]  更加
[00:01:31.840 --> 00:01:35.320]  原來是一個原諒人的信心
[00:01:35.320 --> 00:01:37.600]  叫我們從自己
[00:01:37.600 --> 00:01:39.840]  看見整個世界
[00:01:39.840 --> 00:01:43.080]  耶利米亞愛國和詩篇
[00:01:43.080 --> 00:01:44.120]  今天所講的
[00:01:44.120 --> 00:01:46.280]  正正是這個處境
[00:01:46.280 --> 00:01:47.800]  愛國
[00:01:47.800 --> 00:01:50.800]  是耶路撒冷被巴比倫蹂躪之後
[00:01:50.800 --> 00:01:54.680]  提到他們怎樣從一個繁華稠密的地方
[00:01:54.680 --> 00:01:56.920]  變成淒涼
[00:01:57.120 --> 00:02:00.840]  要獨坐在城門口的地方
[00:02:00.840 --> 00:02:03.240]  現代中文譯本的翻譯
[00:02:03.240 --> 00:02:06.600]  他說他孤伶伶地躺在那裡
[00:02:06.600 --> 00:02:08.200]  即不單是坐了
[00:02:08.200 --> 00:02:10.920]  簡直是睡在那裡
[00:02:10.920 --> 00:02:12.920]  並且
[00:02:12.920 --> 00:02:14.600]  由過去大國
[00:02:14.600 --> 00:02:16.400]  有明星受人尊重
[00:02:16.400 --> 00:02:18.120]  人們爭前要來的
[00:02:18.120 --> 00:02:20.600]  成為了列國中的寡婦
[00:02:20.600 --> 00:02:22.520]  即是說被嫌棄
[00:02:22.520 --> 00:02:24.120]  甚至被歧視
[00:02:24.120 --> 00:02:26.760]  由一個受歡迎的地方
[00:02:27.360 --> 00:02:30.640]  大概就變成了不是很受歡迎的地方
[00:02:30.640 --> 00:02:32.720]  從前是國傘
[00:02:32.720 --> 00:02:34.520]  國傘的皇后
[00:02:34.520 --> 00:02:36.920]  現在卻淪為一個
[00:02:36.920 --> 00:02:37.920]  苦逆
[00:02:37.920 --> 00:02:39.520]  或者是奴婢
[00:02:39.520 --> 00:02:43.240]  更加提到她的盟友朋友
[00:02:43.240 --> 00:02:45.240]  以詭詐對待她
[00:02:45.240 --> 00:02:48.200]  有學者認為這些盟友
[00:02:48.200 --> 00:02:51.520]  就是她鄰近身邊不同的國族
[00:02:51.520 --> 00:02:54.320]  即大概是巴比倫或者波斯那些
[00:02:54.520 --> 00:02:57.240]  那些轄下的省市下的朋友
[00:02:57.240 --> 00:02:59.520]  愛國
[00:02:59.520 --> 00:03:03.640]  就是哀悼耶路撒冷在主前586年
[00:03:03.640 --> 00:03:05.160]  被陷落
[00:03:05.160 --> 00:03:06.600]  焚毀
[00:03:06.600 --> 00:03:08.400]  被擄的人民
[00:03:08.400 --> 00:03:09.800]  那種的呼喊
[00:03:09.800 --> 00:03:12.960]  他們昔日覺得上主的愛
[00:03:12.960 --> 00:03:14.080]  現在
[00:03:14.080 --> 00:03:16.760]  彷彿再看不見上主
[00:03:16.760 --> 00:03:17.920]  去愛他們
[00:03:17.920 --> 00:03:21.600]  甚至乎在反問上主
[00:03:21.600 --> 00:03:23.840]  「你是不是忘記了我們?」
[00:03:25.520 --> 00:03:29.320]  巴比倫對耶路撒冷的那種對待
[00:03:29.320 --> 00:03:33.320]  在經文直發地表達在哀歌和詩篇裏面
[00:03:33.320 --> 00:03:36.120]  詩篇137邊高這樣說
[00:03:36.120 --> 00:03:38.320]  「我們坐在巴比倫的河邊
[00:03:38.320 --> 00:03:42.320]  坐在那裡追上石鞍就哭了」
[00:03:42.320 --> 00:03:46.520]  可能什麼都沒有說過
[00:03:46.520 --> 00:03:49.720]  只是坐在那裏看著那些東西
[00:03:49.720 --> 00:03:52.320]  就哭了
[00:03:54.720 --> 00:03:56.520]  那種的悲嘆
[00:03:56.520 --> 00:03:58.920]  傷感
[00:03:58.920 --> 00:04:00.920]  充滿了痛苦
[00:04:00.920 --> 00:04:02.920]  那種厚蝶蝶的故事
[00:04:02.920 --> 00:04:06.920]  只有經驗過的人才知道
[00:04:06.920 --> 00:04:12.120]  耶利米埃哥更加提到
[00:04:12.120 --> 00:04:14.720]  他見到那些敵人事事亨通
[00:04:14.720 --> 00:04:17.320]  而且更加成為了自己的主人
[00:04:17.320 --> 00:04:20.120]  現代族文譯本的翻譯他說
[00:04:20.120 --> 00:04:21.920]  他們的權力支配他
[00:04:21.920 --> 00:04:24.720]  因為他作惡多端
[00:04:24.720 --> 00:04:27.520]  猶太人成為了俘虜
[00:04:27.520 --> 00:04:29.920]  其實都沒有什麼掩飾
[00:04:29.920 --> 00:04:34.120]  在經文裏面直白地表達出來
[00:04:34.120 --> 00:04:36.920]  詩篇提到
[00:04:36.920 --> 00:04:39.520]  他們掠奪他們的東西
[00:04:39.520 --> 00:04:43.120]  成為了搶奪者的快樂
[00:04:43.120 --> 00:04:46.120]  搶奪別人就是很快樂的事
[00:04:46.120 --> 00:04:50.320]  更加逼迫那些被擄的人唱歌娛樂他們
[00:04:50.920 --> 00:04:54.320]  因此詩篇137篇6節更加提到
[00:04:54.320 --> 00:04:56.120]  如果我不記得你
[00:04:56.120 --> 00:04:58.520]  不看你過於我最喜樂的
[00:04:58.520 --> 00:05:01.920]  寧願我的舌頭貼在上堂
[00:05:01.920 --> 00:05:03.120]  意思是什麼
[00:05:03.120 --> 00:05:05.520]  就是說如果要是我不記得你
[00:05:05.520 --> 00:05:08.320]  要是不以耶路撒冷為我最大的喜樂
[00:05:08.320 --> 00:05:10.920]  願我的舌頭僵硬
[00:05:10.920 --> 00:05:13.320]  不能再唱歌
[00:05:13.320 --> 00:05:16.920]  一個讚美上主的群體說
[00:05:16.920 --> 00:05:18.920]  不能再唱歌
[00:05:18.920 --> 00:05:22.520]  因為他很擔心自己再不記得
[00:05:22.520 --> 00:05:25.520]  以上主為最大的喜樂
[00:05:25.520 --> 00:05:28.520]  非常的諷刺
[00:05:28.520 --> 00:05:32.520]  敵人要求他唱歌來娛樂他們
[00:05:32.520 --> 00:05:35.320]  成為壓迫者的快樂
[00:05:35.320 --> 00:05:37.520]  相反
[00:05:37.520 --> 00:05:40.920]  被擄的人其實是想唱歌讚美上帝
[00:05:40.920 --> 00:05:44.120]  但是恐怕自己不再以上帝為樂
[00:05:44.120 --> 00:05:48.520]  那個舌頭僵硬到不能夠再讚美上帝
[00:05:49.520 --> 00:05:51.520]  唱歌
[00:05:51.520 --> 00:05:54.520]  大概應該是一個快樂的事情
[00:05:54.520 --> 00:05:57.120]  讚美上帝
[00:05:57.120 --> 00:06:00.520]  是這個信仰群體一個很重要的元素
[00:06:00.520 --> 00:06:03.720]  現在卻因為受苦的處境底下
[00:06:03.720 --> 00:06:05.720]  成為強烈的對比
[00:06:05.720 --> 00:06:08.520]  十分的諷刺
[00:06:08.520 --> 00:06:14.720]  我在收費電視台看了一套紀錄片
[00:06:14.720 --> 00:06:17.520]  叫做《集中營的琴聲》
[00:06:18.520 --> 00:06:23.520]  它講述波蘭奧斯威辛二戰集中營裏面
[00:06:23.520 --> 00:06:25.520]  一幫音樂家
[00:06:25.520 --> 00:06:28.520]  它提到
[00:06:28.520 --> 00:06:31.520]  當他們送到這個集中營的時候
[00:06:31.520 --> 00:06:32.520]  第一樣見到的
[00:06:32.520 --> 00:06:35.520]  竟然是有些樂團
[00:06:35.520 --> 00:06:37.520]  Orchestra
[00:06:37.520 --> 00:06:40.520]  在門口一路奏樂
[00:06:40.520 --> 00:06:42.520]  歡迎他們
[00:06:42.520 --> 00:06:47.520]  紀錄片提到裏面有15個管弦樂團
[00:06:48.520 --> 00:06:52.520]  每天當那些人去到做不同的苦工的時候
[00:06:52.520 --> 00:06:55.520]  無論去或回到那個集中營
[00:06:55.520 --> 00:06:59.520]  他們都不斷有現場的live band
[00:06:59.520 --> 00:07:02.520]  在奏樂
[00:07:02.520 --> 00:07:05.520]  被訪者覺得
[00:07:05.520 --> 00:07:07.520]  其實是一種虐待
[00:07:07.520 --> 00:07:11.520]  因為他們明白
[00:07:11.520 --> 00:07:17.520]  納粹德軍要求他們作音樂來作娛樂
[00:07:17.520 --> 00:07:22.520]  他們自以為德國的民族
[00:07:22.520 --> 00:07:25.520]  對音樂的尊崇和享受
[00:07:25.520 --> 00:07:29.520]  就用敵人、被擄者成為他們的娛樂
[00:07:29.520 --> 00:07:33.520]  裏面訪問一個作曲家
[00:07:33.520 --> 00:07:34.520]  他寫了一首歌
[00:07:34.520 --> 00:07:38.520]  當然在當下的集中營裏面不能公開
[00:07:38.520 --> 00:07:41.520]  那首歌的其中一句歌詞是
[00:07:41.520 --> 00:07:46.520]  「上帝親自將我和孩子分開」
[00:07:48.520 --> 00:07:52.520]  詩篇137篇7節
[00:07:52.520 --> 00:07:54.520]  在耶路撒冷攻破的日子
[00:07:54.520 --> 00:07:56.520]  以東人說「拆毀拆毀」
[00:07:56.520 --> 00:07:57.520]  直至拆到根基
[00:07:57.520 --> 00:07:59.520]  求你記得
[00:07:59.520 --> 00:08:01.520]  求上主記得
[00:08:01.520 --> 00:08:04.520]  當我們面對苦難
[00:08:04.520 --> 00:08:07.520]  或者看見世界不同的地方
[00:08:07.520 --> 00:08:11.520]  無日無之被壓迫的時候
[00:08:11.520 --> 00:08:14.520]  會不會都是我們的疑問?
[00:08:15.520 --> 00:08:19.520]  是否都覺得上帝視若無睹
[00:08:19.520 --> 00:08:23.520]  求你記得
[00:08:23.520 --> 00:08:32.520]  有時基督徒活得比較安舒
[00:08:32.520 --> 00:08:34.520]  活在沒有受過戰亂
[00:08:34.520 --> 00:08:36.520]  受過壓迫地方的人
[00:08:36.520 --> 00:08:38.520]  面對這些苦難的時候
[00:08:38.520 --> 00:08:41.520]  有時會習慣很斬釘截鐵
[00:08:41.520 --> 00:08:43.520]  回應那些被壓迫者
[00:08:43.520 --> 00:08:45.520]  說了一句
[00:08:45.520 --> 00:08:47.520]  「上帝無放棄」
[00:08:47.520 --> 00:08:50.520]  一句滿有信心的話
[00:08:50.520 --> 00:08:52.520]  我有時在想
[00:08:52.520 --> 00:08:54.520]  會不會太快地回應
[00:08:54.520 --> 00:08:58.520]  太快地下結論對於受壓迫者
[00:08:58.520 --> 00:09:03.520]  有時缺乏對受苦者處境的思考
[00:09:03.520 --> 00:09:05.520]  去感受他們的感受
[00:09:05.520 --> 00:09:09.520]  去代入他們身處環境的煎熬
[00:09:11.520 --> 00:09:14.520]  當我們跳過了他們感受的時候
[00:09:14.520 --> 00:09:17.520]  彷彿他們所經歷的痛苦
[00:09:17.520 --> 00:09:22.520]  都需要因為我這份信心而被美化
[00:09:22.520 --> 00:09:30.520]  甚至去否定他們無語問蒼天
[00:09:30.520 --> 00:09:36.520]  90年代有一隊很出名的樂隊叫Beyond
[00:09:36.520 --> 00:09:38.520]  可能很多人都知道
[00:09:39.520 --> 00:09:41.520]  他們所作的歌
[00:09:41.520 --> 00:09:45.520]  很多時是反映世界和社會的聲音
[00:09:45.520 --> 00:09:49.520]  其中一首就是叫「無語問蒼天」
[00:09:49.520 --> 00:09:52.520]  其中的歌詞是
[00:09:52.520 --> 00:09:57.520]  「麻木面對蒼生 只懂不說話」
[00:09:57.520 --> 00:10:03.520]  當然他在問一個造物主
[00:10:03.520 --> 00:10:06.520]  另一首更加出名的叫「Armani」
[00:10:08.520 --> 00:10:12.520]  他說「他怎麼一去不返」
[00:10:12.520 --> 00:10:19.520]  「他可否感到風煙掩蓋天空與未來」
[00:10:19.520 --> 00:10:23.520]  兩首劊脊人口
[00:10:23.520 --> 00:10:26.520]  很喜歡Beyond的人就一定知道是甚麼歌
[00:10:26.520 --> 00:10:30.520]  但正正是反映他們質問
[00:10:30.520 --> 00:10:34.520]  疑問這個創造造物主
[00:10:34.520 --> 00:10:37.520]  究竟如何看待這個世界和現象
[00:10:39.520 --> 00:10:43.520]  信徒很想跟受壓迫的人說
[00:10:43.520 --> 00:10:45.520]  上帝沒有放棄你
[00:10:45.520 --> 00:10:46.520]  想鼓勵他們
[00:10:46.520 --> 00:10:48.520]  動機是良好的
[00:10:48.520 --> 00:10:52.520]  但是受壓迫的人
[00:10:52.520 --> 00:10:57.520]  他們有沒有感覺受壓迫的人
[00:10:57.520 --> 00:11:01.520]  他們真的覺得上帝放棄了他們呢
[00:11:01.520 --> 00:11:07.520]  我們不知道是否很害怕上帝被污名化
[00:11:08.520 --> 00:11:09.520]  我們很害怕不這樣說
[00:11:09.520 --> 00:11:11.520]  上帝沒有放棄他們
[00:11:11.520 --> 00:11:14.520]  彷彿上帝好像不會工作
[00:11:14.520 --> 00:11:18.520]  我剛才說的紀錄片
[00:11:18.520 --> 00:11:21.520]  是源於我暑假去了波蘭
[00:11:21.520 --> 00:11:27.520]  去到奧斯威新的二戰集中營
[00:11:27.520 --> 00:11:29.520]  當我去到那裡
[00:11:29.520 --> 00:11:33.520]  整個營地可能很多朋友都去過
[00:11:33.520 --> 00:11:35.520]  其實沒有甚麼好看的
[00:11:36.520 --> 00:11:38.520]  只是樓房空空如也
[00:11:38.520 --> 00:11:43.520]  但有些房間展示了
[00:11:43.520 --> 00:11:48.520]  整個房間都擺滿了小孩子的一箱箱鞋
[00:11:48.520 --> 00:11:50.520]  堆滿了整個房間
[00:11:50.520 --> 00:11:53.520]  另一間房間
[00:11:53.520 --> 00:11:56.520]  是堆滿了男士進營時
[00:11:56.520 --> 00:11:59.520]  拿那些很重的行李箱
[00:11:59.520 --> 00:12:02.520]  堆滿了另一間房間
