
[00:00:00.000 --> 00:00:02.000]  挺姊妹主佬平安
[00:00:02.000 --> 00:00:04.000]  容若開始之前我們會祈禱
[00:00:04.000 --> 00:00:06.000]  相愛的阿爸、天父、相愛主
[00:00:06.000 --> 00:00:08.000]  我們這樣讚美你
[00:00:08.000 --> 00:00:11.000]  你是生命的道
[00:00:11.000 --> 00:00:14.000]  你也是道成肉身
[00:00:14.000 --> 00:00:16.000]  讓我們見到這個生命
[00:00:16.000 --> 00:00:18.000]  不單止昨天見到
[00:00:18.000 --> 00:00:20.000]  今天我們也經歷到
[00:00:20.000 --> 00:00:22.000]  但是這個生命
[00:00:22.000 --> 00:00:24.000]  原是有目的的
[00:00:24.000 --> 00:00:27.000]  當我們肢體相交的時候
[00:00:27.000 --> 00:00:29.000]  別人都能夠從我們的相交
[00:00:29.000 --> 00:00:31.000]  見到我們的生命
[00:00:31.000 --> 00:00:33.000]  從而見到
[00:00:33.000 --> 00:00:35.000]  你就是此生命那位的神
[00:00:35.000 --> 00:00:37.000]  我將以後的時間傳拜上
[00:00:37.000 --> 00:00:39.000]  求主的話語
[00:00:39.000 --> 00:00:41.000]  進入我們每一個人的心
[00:00:41.000 --> 00:00:43.000]  改變我們的生命
[00:00:43.000 --> 00:00:45.000]  讓我們的團契是有團有契
[00:00:45.000 --> 00:00:47.000]  我們的生活是有
[00:00:47.000 --> 00:00:49.000]  好朋友的肢體的生活
[00:00:49.000 --> 00:00:51.000]  這樣讚美祈求
[00:00:51.000 --> 00:00:53.000]  奉我主耶穌基督的聖名
[00:00:53.000 --> 00:00:55.000]  阿們
[00:00:55.000 --> 00:00:57.000]  不知道你冷靜地還記得我上一次講到
[00:00:57.000 --> 00:00:59.000]  我記得好像是
[00:00:59.000 --> 00:01:01.000]  為去而去
[00:01:01.000 --> 00:01:03.000]  為罪而去
[00:01:03.000 --> 00:01:05.000]  不是犯罪的罪
[00:01:05.000 --> 00:01:07.000]  是聚會的罪
[00:01:07.000 --> 00:01:09.000]  可以說今天這個續篇
[00:01:09.000 --> 00:01:11.000]  那個聚會的罪
[00:01:11.000 --> 00:01:13.000]  跟我們教會經常都會發生
[00:01:13.000 --> 00:01:15.000]  就是我們教會很多聚會
[00:01:15.000 --> 00:01:17.000]  其中一個你的聚會
[00:01:17.000 --> 00:01:19.000]  是今天崇拜
[00:01:19.000 --> 00:01:21.000]  另一個我們經常會去的就是小組生活
[00:01:21.000 --> 00:01:23.000]  團契
[00:01:23.000 --> 00:01:25.000]  但是那個題目
[00:01:25.000 --> 00:01:27.000]  是有一個問號的
[00:01:27.000 --> 00:01:29.000]  有團無契的小組生活
[00:01:29.000 --> 00:01:31.000]  不知道你有經歷過什麼
[00:01:31.000 --> 00:01:33.000]  我想訪問一下大家
[00:01:33.000 --> 00:01:35.000]  有幾多個在座當中
[00:01:35.000 --> 00:01:37.000]  我是屬於靈福堂的一個團契
[00:01:37.000 --> 00:01:39.000]  應該有我的名字的團契
[00:01:39.000 --> 00:01:41.000]  舉一舉手好不好
[00:01:41.000 --> 00:01:45.000]  我正在掃射
[00:01:45.000 --> 00:01:47.000]  好像電眼一樣掃射
[00:01:47.000 --> 00:01:49.000]  為什麼呢
[00:01:49.000 --> 00:01:51.000]  我希望你幫我解釋一下現象
[00:01:51.000 --> 00:01:53.000]  我昨天問了一些教目
[00:01:53.000 --> 00:01:55.000]  做了一個粗略的統計
[00:01:55.000 --> 00:01:57.000]  我們應該有530至550個
[00:01:57.000 --> 00:01:59.000]  註冊了登記
[00:01:59.000 --> 00:02:01.000]  在我們各不同的團契當中
[00:02:01.000 --> 00:02:03.000]  我們三堂崇拜
[00:02:03.000 --> 00:02:05.000]  加起來應該不夠500人
[00:02:05.000 --> 00:02:07.000]  為什麼呢
[00:02:07.000 --> 00:02:09.000]  有些就是
[00:02:09.000 --> 00:02:11.000]  沒有來崇拜
[00:02:11.000 --> 00:02:13.000]  可能是妄想
[00:02:13.000 --> 00:02:15.000]  第二個現象
[00:02:15.000 --> 00:02:17.000]  大家知道嗎
[00:02:17.000 --> 00:02:19.000]  我們現在的團契是旺分大組和小組
[00:02:19.000 --> 00:02:21.000]  為什麼大組的出席率
[00:02:21.000 --> 00:02:23.000]  在登記人數當中
[00:02:23.000 --> 00:02:25.000]  大概是多少
[00:02:25.000 --> 00:02:27.000]  各團契不等
[00:02:27.000 --> 00:02:29.000]  不用猜了
[00:02:29.000 --> 00:02:31.000]  你有團契也知道吧
[00:02:31.000 --> 00:02:33.000]  你不知道即使沒有大團契
[00:02:33.000 --> 00:02:35.000]  有大團契也會知道
[00:02:35.000 --> 00:02:37.000]  三成至五成
[00:02:37.000 --> 00:02:39.000]  不等
[00:02:39.000 --> 00:02:41.000]  換句話說
[00:02:41.000 --> 00:02:43.000]  如果沒有大團契
[00:02:43.000 --> 00:02:45.000]  一個月可能見一次
[00:02:45.000 --> 00:02:47.000]  如果一個月團契也沒有
[00:02:47.000 --> 00:02:49.000]  只會去崇拜
[00:02:49.000 --> 00:02:51.000]  有教會聚會
[00:02:51.000 --> 00:02:53.000]  我想問問你
[00:02:53.000 --> 00:02:55.000]  你有沒有團
[00:02:55.000 --> 00:02:57.000]  可能有團也有契
[00:02:57.000 --> 00:02:59.000]  我不知道你對於團契
[00:02:59.000 --> 00:03:01.000]  的概念是怎樣理解
[00:03:01.000 --> 00:03:03.000]  有什麼經驗
[00:03:03.000 --> 00:03:05.000]  我回教會幾十年
[00:03:05.000 --> 00:03:07.000]  去過不同的團契
[00:03:07.000 --> 00:03:09.000]  參加過不同的小組
[00:03:09.000 --> 00:03:11.000]  我回想和我關係最深的
[00:03:11.000 --> 00:03:13.000]  弟兄姊妹夫婦
[00:03:13.000 --> 00:03:15.000]  你不要看著我
[00:03:15.000 --> 00:03:17.000]  和姊妹的深關係
[00:03:17.000 --> 00:03:19.000]  夫婦一起
[00:03:19.000 --> 00:03:21.000]  在哪裡認識
[00:03:21.000 --> 00:03:23.000]  你猜會不會在崇拜的時候
[00:03:23.000 --> 00:03:25.000]  認識成為好朋友
[00:03:25.000 --> 00:03:27.000]  會不會
[00:03:27.000 --> 00:03:29.000]  往往都在小組交心
[00:03:29.000 --> 00:03:31.000]  成也風雲敗也風雲
[00:03:31.000 --> 00:03:33.000]  好朋友在小組交心
[00:03:33.000 --> 00:03:35.000]  在那裡認識
[00:03:35.000 --> 00:03:37.000]  可以一世
[00:03:37.000 --> 00:03:39.000]  今天我很掛念一對夫婦
[00:03:39.000 --> 00:03:41.000]  在加拿大
[00:03:41.000 --> 00:03:43.000]  十幾年都沒有機會探望她
[00:03:43.000 --> 00:03:45.000]  我真的很想探望她
[00:03:45.000 --> 00:03:47.000]  在當中你猜有沒有人掛念你
[00:03:47.000 --> 00:03:51.000]  有人搖頭
[00:03:51.000 --> 00:03:53.000]  有團有契
[00:03:53.000 --> 00:03:55.000]  你有沒有掛念別人
[00:03:55.000 --> 00:03:57.000]  不要說別人掛念你
[00:03:57.000 --> 00:03:59.000]  你有沒有掛念別人
[00:03:59.000 --> 00:04:01.000]  你祈禱
[00:04:01.000 --> 00:04:03.000]  有沒有真的為弟兄姊妹去祈禱
[00:04:03.000 --> 00:04:05.000]  就已經知道你有團
[00:04:05.000 --> 00:04:07.000]  有沒有契
[00:04:07.000 --> 00:04:09.000]  別人有沒有為你祈禱
[00:04:09.000 --> 00:04:11.000]  別人為你祈禱之後
[00:04:11.000 --> 00:04:13.000]  有沒有跟你說
[00:04:13.000 --> 00:04:15.000]  我真的掛念你
[00:04:15.000 --> 00:04:17.000]  多久沒有見你了
[00:04:17.000 --> 00:04:19.000]  當別人這樣對你說的時候
[00:04:19.000 --> 00:04:21.000]  你的心會不會窩心
[00:04:21.000 --> 00:04:23.000]  照出來
[00:04:23.000 --> 00:04:25.000]  你真的想抱她
[00:04:25.000 --> 00:04:29.000]  今天講這個有團無契的講
[00:04:29.000 --> 00:04:31.000]  是不容易講的
[00:04:31.000 --> 00:04:33.000]  因為講到我們
[00:04:33.000 --> 00:04:35.000]  可能信仰的深深處
[00:04:35.000 --> 00:04:37.000]  其實我們的信仰
[00:04:37.000 --> 00:04:39.000]  我們在教會
[00:04:39.000 --> 00:04:41.000]  稱兄道弟弟兄姊妹
[00:04:41.000 --> 00:04:43.000]  有沒有一個之心有
[00:04:43.000 --> 00:04:45.000]  或者
[00:04:45.000 --> 00:04:47.000]  只有一個
[00:04:47.000 --> 00:04:49.000]  我太太我丈夫
[00:04:49.000 --> 00:04:51.000]  如果有就好了
[00:04:51.000 --> 00:04:53.000]  有時連太太丈夫
[00:04:53.000 --> 00:04:55.000]  都不能分享信仰的歷程
[00:04:55.000 --> 00:04:59.000]  常常都講到團契
[00:04:59.000 --> 00:05:01.000]  少了生活才是相交
[00:05:01.000 --> 00:05:03.000]  我覺得很重要
[00:05:03.000 --> 00:05:05.000]  如果你覺得不重要
[00:05:05.000 --> 00:05:07.000]  可能因為你未經歷過重要性
[00:05:07.000 --> 00:05:09.000]  愛情重不重要
[00:05:09.000 --> 00:05:11.000]  不重要的
[00:05:11.000 --> 00:05:13.000]  你可能不單沒有經歷過
[00:05:13.000 --> 00:05:15.000]  愛情的重要性
[00:05:15.000 --> 00:05:17.000]  反而你是受過傷害
[00:05:17.000 --> 00:05:19.000]  當你說團契是不重要的
[00:05:19.000 --> 00:05:21.000]  可能你是在團契受過傷害
[00:05:21.000 --> 00:05:23.000]  一個應該是愛的地方
[00:05:23.000 --> 00:05:25.000]  失去的地方
[00:05:25.000 --> 00:05:27.000]  卻是一個受傷害的經歷
[00:05:27.000 --> 00:05:29.000]  兩國君道計有什麼不同
[00:05:29.000 --> 00:05:31.000]  大家看到嗎
[00:05:31.000 --> 00:05:33.000]  以前真的奇怪
[00:05:33.000 --> 00:05:35.000]  經常問問題
[00:05:35.000 --> 00:05:37.000]  怎知道崇拜就崇拜
[00:05:37.000 --> 00:05:39.000]  我一定要問問題
[00:05:39.000 --> 00:05:41.000]  不問問題就要想答案
[00:05:41.000 --> 00:05:43.000]  想的時候就不會睡覺
[00:05:43.000 --> 00:05:45.000]  有什麼不同
[00:05:45.000 --> 00:05:49.000]  溫度
[00:05:49.000 --> 00:05:51.000]  對 講溫度
[00:05:51.000 --> 00:05:53.000]  團契講溫度
[00:05:53.000 --> 00:05:55.000]  兩個有什麼不同
[00:05:55.000 --> 00:05:57.000]  有沒有人用上面那個
[00:05:57.000 --> 00:05:59.000]  量自己體溫
[00:05:59.000 --> 00:06:01.000]  我不知道你怎樣量
[00:06:01.000 --> 00:06:05.000]  下面那個
[00:06:05.000 --> 00:06:07.000]  可能量自己室內溫度
[00:06:07.000 --> 00:06:09.000]  有什麼不同
[00:06:09.000 --> 00:06:11.000]  一個是外在溫度
