
[00:00:00.000 --> 00:00:01.640]  各位早晨感謝主
[00:00:01.640 --> 00:00:04.840]  我們有生命氣息再一次回到教會裏面
[00:00:04.840 --> 00:00:06.840]  在這裏一起敬拜神
[00:00:06.840 --> 00:00:09.640]  剛才和主席談了幾句
[00:00:09.640 --> 00:00:13.120]  今天感覺到很有年青的氣氛
[00:00:13.120 --> 00:00:15.400]  大家覺得今天的主席做得如何?
[00:00:15.400 --> 00:00:16.320]  (很好)
[00:00:16.320 --> 00:00:18.200]  真的要掌聲的
[00:00:18.200 --> 00:00:20.200]  我們這班年青人
[00:00:20.200 --> 00:00:23.040]  我經常說
[00:00:23.040 --> 00:00:25.040]  主席你今年幾歲?
[00:00:25.040 --> 00:00:27.040]  (十六歲)
[00:00:27.040 --> 00:00:29.040]  十六歲而已
[00:00:29.040 --> 00:00:31.360]  我真的好像你十六歲
[00:00:31.360 --> 00:00:32.360]  是不是十六歲?
[00:00:32.360 --> 00:00:33.360]  真的嗎?
[00:00:33.360 --> 00:00:35.360]  你好像二十六歲一樣
[00:00:35.360 --> 00:00:40.560]  我十六歲的時候還是頭兇兇的
[00:00:40.560 --> 00:00:42.560]  我經常和兒子說
[00:00:42.560 --> 00:00:44.560]  我兒子現在三十歲
[00:00:44.560 --> 00:00:49.360]  我說兒子,爸爸三十歲還是十下十下
[00:00:49.360 --> 00:00:51.360]  剛剛出來社會工作而已
[00:00:51.360 --> 00:00:54.360]  那時候很多事情都不懂
[00:00:54.360 --> 00:00:57.360]  但現在的年青人很不得了
[00:00:57.360 --> 00:01:00.360]  很淡定,有錢值
[00:01:00.360 --> 00:01:03.360]  我那時候十六歲就頭顫頭顫
[00:01:03.360 --> 00:01:04.360]  沒得睡
[00:01:04.360 --> 00:01:06.360]  很多事情都很害怕
[00:01:06.360 --> 00:01:08.360]  實在在這個時代裏面
[00:01:08.360 --> 00:01:13.360]  我們今天年青人面對的年代
[00:01:13.360 --> 00:01:16.360]  不只是他面對年青人的年代
[00:01:16.360 --> 00:01:18.360]  是我們每一個大人
[00:01:18.360 --> 00:01:21.360]  我們都有份一起去面對的
[00:01:21.360 --> 00:01:24.360]  因為實在我們這個社會這個時代
[00:01:24.360 --> 00:01:26.360]  有很多事情都是很新鮮
[00:01:26.360 --> 00:01:29.360]  大家一起去成長和一起去學習
[00:01:29.360 --> 00:01:30.360]  就說這件事
[00:01:30.360 --> 00:01:31.360]  有一種症狀
[00:01:31.360 --> 00:01:33.360]  不知你有沒有染上過
[00:01:33.360 --> 00:01:35.360]  就叫做「無人like抑鬱症」
[00:01:35.360 --> 00:01:37.360]  這種「無人like抑鬱症」
[00:01:37.360 --> 00:01:39.360]  不單是年青人
[00:01:39.360 --> 00:01:41.360]  大人都一樣有的
[00:01:41.360 --> 00:01:45.360]  有時我們post了一些訊息、相片
[00:01:45.360 --> 00:01:46.360]  在一些交友平台
[00:01:46.360 --> 00:01:49.360]  沒人回應,沒人給like的時候
[00:01:49.360 --> 00:01:51.360]  心裏很亂
[00:01:51.360 --> 00:01:53.360]  不知是不是我說的話沒人認同呢?
[00:01:53.360 --> 00:01:55.360]  是不是大家不喜歡呢?
[00:01:55.360 --> 00:01:57.360]  是不是我這張相片拍得不好呢?
[00:01:57.360 --> 00:02:00.360]  甚或是有時我們的手機
[00:02:00.360 --> 00:02:01.360]  如果沒電的話
[00:02:01.360 --> 00:02:04.360]  沒電那種抑鬱更加大
[00:02:04.360 --> 00:02:06.360]  整天亂七八糟
[00:02:06.360 --> 00:02:07.360]  哪裡有充電寶呢?
[00:02:07.360 --> 00:02:11.360]  逛逛商場有沒有地方可以充充電呢?
[00:02:11.360 --> 00:02:13.360]  那天如果出街
[00:02:13.360 --> 00:02:15.360]  看我的手機只有20%的電
[00:02:15.360 --> 00:02:16.360]  很不舒服的了
[00:02:16.360 --> 00:02:18.360]  整天都很擔心
[00:02:18.360 --> 00:02:19.360]  不單止這樣
[00:02:19.360 --> 00:02:22.360]  如果那天上班出街沒有帶手機
[00:02:22.360 --> 00:02:24.360]  更加亂七八糟
[00:02:24.360 --> 00:02:26.360]  我寧願不見了錢包
[00:02:26.360 --> 00:02:28.360]  總比不見手機好
[00:02:28.360 --> 00:02:30.360]  你想想今天
[00:02:30.360 --> 00:02:32.360]  高科技已經來了
[00:02:32.360 --> 00:02:34.360]  我們在社會裏
[00:02:34.360 --> 00:02:36.360]  我們作為一個時代的基督徒
[00:02:36.360 --> 00:02:38.360]  我們要怎樣去面對呢?
[00:02:38.360 --> 00:02:40.360]  我們今天很奇怪
[00:02:40.360 --> 00:02:41.360]  我們的自我形象
[00:02:41.360 --> 00:02:43.360]  是不是在人的手裏
[00:02:43.360 --> 00:02:44.360]  有一種調查說
[00:02:44.360 --> 00:02:47.360]  如果有一個post出來
[00:02:47.360 --> 00:02:50.360]  有一個資訊沒有20個like回應
[00:02:50.360 --> 00:02:51.360]  很不開心的
[00:02:51.360 --> 00:02:53.360]  80個是最happy的
[00:02:53.360 --> 00:02:56.360]  80個都似乎多了一點
[00:02:56.360 --> 00:02:58.360]  很可能我們的年輕人會有
[00:02:58.360 --> 00:03:00.360]  但今天我們要問
[00:03:00.360 --> 00:03:02.360]  我們的自我形象
[00:03:02.360 --> 00:03:04.360]  是從哪裡得來的呢?
[00:03:04.360 --> 00:03:06.360]  有一套電影很久以前
[00:03:06.360 --> 00:03:08.360]  叫AI人工智能
[00:03:08.360 --> 00:03:10.360]  那套片就是說
[00:03:10.360 --> 00:03:13.360]  我們人類社會是有機械人出現的
[00:03:13.360 --> 00:03:14.360]  今天已經實現了
[00:03:14.360 --> 00:03:16.360]  電影說到
[00:03:16.360 --> 00:03:18.360]  就是說在一幕裏
[00:03:18.360 --> 00:03:21.360]  有一個家庭要遺棄一個機械人的兒子
[00:03:21.360 --> 00:03:25.360]  我看上去好像一個硬漢子
[00:03:25.360 --> 00:03:29.360]  男人最喜歡看這些cool的電影
[00:03:29.360 --> 00:03:31.360]  買戲票入場去看的時候
[00:03:31.360 --> 00:03:33.360]  誰不知去到這一幕
[00:03:33.360 --> 00:03:35.360]  那個家庭要遺棄
[00:03:35.360 --> 00:03:37.360]  要扔這個機械人的兒子的時候
[00:03:37.360 --> 00:03:38.360]  那個機械人的兒子
[00:03:38.360 --> 00:03:40.360]  在那齣戲裏
[00:03:40.360 --> 00:03:41.360]  就在那裏喊叫
[00:03:41.360 --> 00:03:44.360]  媽媽媽媽不要不要我
[00:03:44.360 --> 00:03:45.360]  不要扔下我
[00:03:45.360 --> 00:03:47.360]  我以後會乖的
[00:03:47.360 --> 00:03:50.360]  其實導演的功力就在這裏
[00:03:50.360 --> 00:03:52.360]  就是估計不到
[00:03:52.360 --> 00:03:55.360]  我們看高科技電影
[00:03:55.360 --> 00:03:58.360]  怎會看到有這樣的動人的一幕呢
[00:03:58.360 --> 00:04:00.360]  有些動人的情景的時候
[00:04:00.360 --> 00:04:02.360]  好像那個叫做五人
[00:04:02.360 --> 00:04:04.360]  五個小孩的校長
[00:04:04.360 --> 00:04:05.360]  很感人的時候
[00:04:05.360 --> 00:04:07.360]  看到這些情景
[00:04:07.360 --> 00:04:10.360]  眼眶裏面真的有淚水湧出來
[00:04:10.360 --> 00:04:11.360]  在那一幕
[00:04:11.360 --> 00:04:14.360]  我記得我買票入場去看這一幕的時候
[00:04:14.360 --> 00:04:16.360]  看戲看到這一幕的時候
[00:04:16.360 --> 00:04:17.360]  全場戲院
[00:04:17.360 --> 00:04:18.360]  發生什麼事情呢
[00:04:18.360 --> 00:04:20.360]  你猜
[00:04:20.360 --> 00:04:22.360]  發生
[00:04:22.360 --> 00:04:23.360]  原來
[00:04:23.360 --> 00:04:24.360]  就是會這樣的
[00:04:24.360 --> 00:04:26.360]  每個人都拿一包紙巾出來
[00:04:26.360 --> 00:04:28.360]  就開始在那裏撕紙巾
[00:04:28.360 --> 00:04:31.360]  原來這個頁撕的時候很響
[00:04:31.360 --> 00:04:32.360]  整間戲院
[00:04:32.360 --> 00:04:35.360]  就在那裏燒炮仗
[00:04:35.360 --> 00:04:38.360]  我看一看旁邊的主婦
[00:04:38.360 --> 00:04:40.360]  看到她在那裏抽搐
[00:04:40.360 --> 00:04:41.360]  在那裏吸
[00:04:41.360 --> 00:04:42.360]  在那裏伸臂
[00:04:42.360 --> 00:04:45.360]  全場就是在做這件事
[00:04:45.360 --> 00:04:48.360]  導演這種功力就是在這裏
[00:04:48.360 --> 00:04:49.360]  各位
[00:04:49.360 --> 00:04:50.360]  訊息來了
[00:04:50.360 --> 00:04:52.360]  原來他就好像很久以前
[00:04:52.360 --> 00:04:54.360]  就已經有一個訊息告訴我們
[00:04:54.360 --> 00:04:55.360]  原來說
[00:04:55.360 --> 00:04:56.360]  人類社會
[00:04:56.360 --> 00:04:59.360]  無論我們的科技多麼先進發達
[00:04:59.360 --> 00:05:00.360]  都好
[00:05:00.360 --> 00:05:02.360]  但是有一樣東西我們要注意
[00:05:02.360 --> 00:05:04.360]  就是不會消失的
[00:05:04.360 --> 00:05:07.360]  就是說我們每一個人的內心的深處
[00:05:07.360 --> 00:05:10.360]  我們對於情感那種關懷關切
[00:05:10.360 --> 00:05:12.360]  是不會消失的
[00:05:12.360 --> 00:05:15.360]  人類在內心心靈的深處
[00:05:15.360 --> 00:05:17.360]  對於情感那種渴求
[00:05:17.360 --> 00:05:19.360]  是不會消失的
[00:05:19.360 --> 00:05:22.360]  所以我們今天我們要把持住的是什麼呢?
[00:05:22.360 --> 00:05:25.360]  就是我們一份關愛的情
[00:05:25.360 --> 00:05:27.360]  我們知道人間有情
[00:05:27.360 --> 00:05:28.360]  是很重要的
[00:05:28.360 --> 00:05:29.360]  不過問題來了
[00:05:29.360 --> 00:05:31.360]  我們知道人間有情
[00:05:31.360 --> 00:05:33.360]  我們需要去關愛身邊的人
[00:05:33.360 --> 00:05:35.360]  那這份關愛的能力
[00:05:35.360 --> 00:05:37.360]  在哪裏得來的呢?
[00:05:37.360 --> 00:05:38.360]  當然今天
[00:05:38.360 --> 00:05:39.360]  我們每一個
[00:05:39.360 --> 00:05:41.360]  我們都會禮拜天回教會聚會
[00:05:41.360 --> 00:05:42.360]  我們會有侍奉
[00:05:42.360 --> 00:05:43.360]  我們有參與
[00:05:43.360 --> 00:05:44.360]  有團契的生活
[00:05:44.360 --> 00:05:45.360]  但是各位
[00:05:45.360 --> 00:05:47.360]  原來我們要知道
[00:05:47.360 --> 00:05:50.360]  我們這些關愛的情和能力
[00:05:50.360 --> 00:05:52.360]  不只是坐在那裏就得到
[00:05:52.360 --> 00:05:55.360]  我們不只是參加一個聚會的程序就得到
[00:05:55.360 --> 00:05:57.360]  我們不只是聽一兩篇的道
[00:05:57.360 --> 00:05:59.360]  很感動我們就得到
[00:05:59.360 --> 00:06:01.360]  我們需要去注意一件事
[00:06:01.360 --> 00:06:02.360]  這件事是什麼呢?
[00:06:02.360 --> 00:06:05.360]  就是毀身給耶穌基督
[00:06:05.360 --> 00:06:06.360]  有一本書《苦悅亡民》
[00:06:06.360 --> 00:06:07.360]  我初信的時候
[00:06:07.360 --> 00:06:09.360]  我就很喜歡看
[00:06:09.360 --> 00:06:10.360]  看完又看
[00:06:10.360 --> 00:06:12.360]  後來拍成福音電影
[00:06:12.360 --> 00:06:13.360]  這本書
[00:06:13.360 --> 00:06:15.360]  黑白的電影
[00:06:15.360 --> 00:06:16.360]  在七十年代
[00:06:16.360 --> 00:06:17.360]  當時書裏面
[00:06:17.360 --> 00:06:19.360]  就是講一個故事
[00:06:19.360 --> 00:06:21.360]  這個真人真事就是
[00:06:21.360 --> 00:06:23.360]  美國有一個牧師
[00:06:23.360 --> 00:06:24.360]  進到哈林區裏面
[00:06:24.360 --> 00:06:26.360]  做傳福音的工作
[00:06:26.360 --> 00:06:27.360]  在哈林區
[00:06:27.360 --> 00:06:29.360]  是非常複雜的地方
[00:06:29.360 --> 00:06:31.360]  類似香港
[00:06:31.360 --> 00:06:32.360]  我們有一個地方
[00:06:32.360 --> 00:06:34.360]  以前九龍城寨
[00:06:34.360 --> 00:06:35.360]  叫做三筆館
[00:06:35.360 --> 00:06:36.360]  你有沒有聽過?
[00:06:36.360 --> 00:06:37.360]  哪三筆館呢?
[00:06:37.360 --> 00:06:38.360]  我問你
[00:06:41.360 --> 00:06:42.360]  什麼呢?
[00:06:42.360 --> 00:06:44.360]  什麼筆館呢?
[00:06:44.360 --> 00:06:45.360]  有一次我去教會裏面
[00:06:45.360 --> 00:06:46.360]  前面的弟兄就跟我說
[00:06:46.360 --> 00:06:47.360]  蕭Sir我知道
[00:06:47.360 --> 00:06:49.360]  是老婆不管
[00:06:49.360 --> 00:06:50.360]  我說你想啊
[00:06:50.360 --> 00:06:53.360]  不過老婆不管都挺大件事的
[00:06:53.360 --> 00:06:54.360]  還大件事
[00:06:54.360 --> 00:06:56.360]  三筆館是什麼呢?
[00:06:56.360 --> 00:06:57.360]  就是
[00:06:57.360 --> 00:07:00.360]  黃賭毒
[00:07:00.360 --> 00:07:02.360]  黃色情家暴
[00:07:02.360 --> 00:07:03.360]  沒有王管
[00:07:03.360 --> 00:07:04.360]  九龍城寨
[00:07:04.360 --> 00:07:06.360]  不是現在那個公園
[00:07:06.360 --> 00:07:08.360]  是以前公園之前
[00:07:08.360 --> 00:07:10.360]  過去裏面的一個寨區
[00:07:10.360 --> 00:07:11.360]  九龍城寨
[00:07:11.360 --> 00:07:12.360]  三筆館
[00:07:12.360 --> 00:07:13.360]  黃賭毒
[00:07:13.360 --> 00:07:14.360]  色情家暴
[00:07:14.360 --> 00:07:15.360]  黃
[00:07:15.360 --> 00:07:16.360]  沒有王管
[00:07:16.360 --> 00:07:17.360]  賭
[00:07:17.360 --> 00:07:18.360]  大蕩偏門
[00:07:18.360 --> 00:07:19.360]  沒有王管
[00:07:19.360 --> 00:07:20.360]  毒
[00:07:20.360 --> 00:07:21.360]  白粉鴉片
[00:07:21.360 --> 00:07:22.360]  沒有王管
[00:07:22.360 --> 00:07:23.360]  這三樣東西一出來
[00:07:23.360 --> 00:07:24.360]  沒有王管的時候
[00:07:24.360 --> 00:07:26.360]  你想想當時的社會
[00:07:26.360 --> 00:07:27.360]  多麼亂啊
[00:07:27.360 --> 00:07:28.360]  當時
[00:07:28.360 --> 00:07:30.360]  牧師進到哈林區裏面
[00:07:30.360 --> 00:07:32.360]  做傳道的工作
