
[00:00:00.000 --> 00:00:05.000]  我們今天研究的聖經是《新命記》第十一章
[00:00:05.000 --> 00:00:07.000]  我想大家打開你的聖經
[00:00:07.000 --> 00:00:09.000]  又或者你用唐用聖經的話
[00:00:09.000 --> 00:00:13.000]  就是聖經的二百七十頁
[00:00:13.000 --> 00:00:18.000]  二百七十頁《新命記》第十一章
[00:00:18.000 --> 00:00:24.000]  我們今天是研究第十八至二十五節
[00:00:24.000 --> 00:00:29.000]  《新命記》第十一章
[00:00:29.000 --> 00:00:31.000]  我們來到六月尾
[00:00:31.000 --> 00:00:33.000]  如果大家還記得
[00:00:33.000 --> 00:00:37.000]  我們四月五月六月這一季的總主題是什麼
[00:00:37.000 --> 00:00:42.000]  我們是要回顧和再一次提醒
[00:00:42.000 --> 00:00:47.000]  我們北宣家的屬靈傳統
[00:00:47.000 --> 00:00:49.000]  我都跟大家講過
[00:00:49.000 --> 00:00:52.000]  屬靈的傳統
[00:00:52.000 --> 00:00:56.000]  電視的講法就是核心價值
[00:00:56.000 --> 00:01:01.000]  所以我們北宣家有屬靈的核心價值
[00:01:01.000 --> 00:01:05.000]  由四月五月六月來到最後一次
[00:01:05.000 --> 00:01:08.000]  我又可以跟大家在過去兩個月裡
[00:01:08.000 --> 00:01:11.000]  講一下其中一些屬靈的傳統
[00:01:11.000 --> 00:01:13.000]  今天我們來一個總結
[00:01:13.000 --> 00:01:18.000]  總結選了《新命記》第十一章是很適合的
[00:01:18.000 --> 00:01:22.000]  如果你明白《新命記》
[00:01:22.000 --> 00:01:29.000]  你就知道《新命記》是摩西的臨別贈言
[00:01:29.000 --> 00:01:33.000]  大家知道摩西帶領以色列人離開埃及
[00:01:33.000 --> 00:01:36.000]  經過了四十年的曠野崎嶇的路
[00:01:36.000 --> 00:01:41.000]  現在終於來到迦南應許之地的門口
[00:01:41.000 --> 00:01:45.000]  但摩西知道他進不去
[00:01:45.000 --> 00:01:47.000]  老人家他心事很多
[00:01:47.000 --> 00:01:51.000]  如何提醒這班將要進入應許之地的子民
[00:01:51.000 --> 00:01:54.000]  就是他最後的遺言
[00:01:54.000 --> 00:01:56.000]  《新命記》就是這樣
[00:01:56.000 --> 00:01:57.000]  所以《新命記》很寶貴
[00:01:57.000 --> 00:02:00.000]  《新命記》裡面學者告訴我們
[00:02:00.000 --> 00:02:02.000]  應該有三篇的講章
[00:02:02.000 --> 00:02:06.000]  第一篇的講章是第一章到第四章
[00:02:06.000 --> 00:02:07.000]  短短的
[00:02:07.000 --> 00:02:12.000]  我記得好像一兩年前跟大家講過其中一個部分
[00:02:12.000 --> 00:02:14.000]  那裡提到摩西說
[00:02:14.000 --> 00:02:17.000]  以色列人要記住自己是誰
[00:02:17.000 --> 00:02:19.000]  如果你知道自己是誰
[00:02:19.000 --> 00:02:21.000]  你進到哪裡
[00:02:21.000 --> 00:02:24.000]  碰見什麼危險和挑戰和隱憂
[00:02:24.000 --> 00:02:26.000]  你都不會跌倒
[00:02:26.000 --> 00:02:28.000]  接著是第二篇的講章
[00:02:28.000 --> 00:02:30.000]  由第四章的最後
[00:02:30.000 --> 00:02:33.000]  一直到第十一章的最後
[00:02:33.000 --> 00:02:36.000]  是比較長的一篇講章
[00:02:36.000 --> 00:02:38.000]  今天我們看第十一章
[00:02:38.000 --> 00:02:43.000]  所以你知道是第二篇講章的最後結論
[00:02:43.000 --> 00:02:45.000]  講了很長的
[00:02:45.000 --> 00:02:47.000]  講了第四章一直到第十一章的頭的時候
[00:02:47.000 --> 00:02:49.000]  講了很多的話
[00:02:49.000 --> 00:02:50.000]  然後摩西說
[00:02:50.000 --> 00:02:52.000]  好,我現在總結給你聽
[00:02:52.000 --> 00:02:54.000]  十八到二十五節就是總結
[00:02:54.000 --> 00:02:57.000]  所以這是一個總結的總結
[00:02:57.000 --> 00:03:00.000]  最後還有一個短短的講章
[00:03:00.000 --> 00:03:01.000]  今天我們不會討論了
[00:03:01.000 --> 00:03:04.000]  就是《新命記》二十九和三十章
[00:03:04.000 --> 00:03:07.000]  所以我相信今天我們這段聖經很適合
[00:03:07.000 --> 00:03:11.000]  就是我們用摩西臨別的贈言
[00:03:11.000 --> 00:03:13.000]  對以色列人所說的
[00:03:13.000 --> 00:03:16.000]  教訓他們如何聆聽跟從神
[00:03:16.000 --> 00:03:18.000]  如何做一個神所喜悅的子民
[00:03:18.000 --> 00:03:20.000]  這個心事和總結
[00:03:20.000 --> 00:03:22.000]  來總結我們北宣家
[00:03:22.000 --> 00:03:24.000]  是大家看了三個月聽了的
[00:03:24.000 --> 00:03:26.000]  屬靈的傳統,好不好?
[00:03:26.000 --> 00:03:29.000]  我們一起來思想這段話
[00:03:29.000 --> 00:03:32.000]  這段話其實很豐富
[00:03:32.000 --> 00:03:33.000]  為什麼豐富呢?
[00:03:33.000 --> 00:03:35.000]  我數一數
[00:03:35.000 --> 00:03:37.000]  起碼提了十件事
[00:03:37.000 --> 00:03:38.000]  廢話
[00:03:38.000 --> 00:03:40.000]  怎麼夠時間說呢?
[00:03:40.000 --> 00:03:42.000]  不用擔心,不會說到一點鐘
[00:03:42.000 --> 00:03:46.000]  十件事待會會跟大家很簡單的說
[00:03:46.000 --> 00:03:48.000]  但是這十個的總結
[00:03:48.000 --> 00:03:50.000]  其實想說些什麼呢?
[00:03:50.000 --> 00:03:53.000]  我們試試很簡單回顧一下
[00:03:53.000 --> 00:03:55.000]  整篇的講章是說什麼
[00:03:55.000 --> 00:03:57.000]  當然今天的時間不可能跟大家慢慢
[00:03:57.000 --> 00:03:59.000]  從第四章一直看到第十一章
[00:03:59.000 --> 00:04:02.000]  我只是很快的一直跟大家
[00:04:02.000 --> 00:04:04.000]  來總結一下
[00:04:04.000 --> 00:04:06.000]  提一提重點在哪裡
[00:04:06.000 --> 00:04:08.000]  有時候我鼓勵大家回家
[00:04:08.000 --> 00:04:10.000]  從第四章的四十四節
[00:04:10.000 --> 00:04:13.000]  一直看完第十一章
[00:04:13.000 --> 00:04:16.000]  我相信你們就會有這種感覺
[00:04:16.000 --> 00:04:17.000]  好了
[00:04:17.000 --> 00:04:20.000]  這麼長的講章想說什麼呢?
[00:04:20.000 --> 00:04:21.000]  我相信我講出來
[00:04:21.000 --> 00:04:23.000]  大家應該都會猜到幾分
[00:04:23.000 --> 00:04:25.000]  摩西和以色列人說
[00:04:25.000 --> 00:04:26.000]  現在你們要入迦南
[00:04:26.000 --> 00:04:28.000]  我想你們回顧過去日子
[00:04:28.000 --> 00:04:31.000]  這四十年裡發生過什麼事
[00:04:31.000 --> 00:04:33.000]  摩西說你們在這四十年裡
[00:04:33.000 --> 00:04:35.000]  犯了很多的錯誤
[00:04:35.000 --> 00:04:37.000]  事實上很多的埋怨
[00:04:37.000 --> 00:04:39.000]  你又不認識神是誰
[00:04:39.000 --> 00:04:42.000]  於是神就把十誡給了你們
[00:04:42.000 --> 00:04:43.000]  你經常說我不知道
[00:04:43.000 --> 00:04:45.000]  神要求我做什麼
[00:04:45.000 --> 00:04:47.000]  神說好,我就告訴你
[00:04:47.000 --> 00:04:48.000]  我要求什麼
[00:04:48.000 --> 00:04:49.000]  十條誡命很清楚
[00:04:49.000 --> 00:04:51.000]  再一次數給你聽
[00:04:51.000 --> 00:04:52.000]  很清清楚楚
[00:04:52.000 --> 00:04:55.000]  不過很可惜給了你們不守
[00:04:55.000 --> 00:04:56.000]  摩西說
[00:04:56.000 --> 00:04:59.000]  你還記得當日頒佈十誡的時候
[00:04:59.000 --> 00:05:00.000]  你們多害怕
[00:05:00.000 --> 00:05:01.000]  你說死了死了
[00:05:01.000 --> 00:05:02.000]  我們見到神的時候
[00:05:02.000 --> 00:05:04.000]  一定被神殺
[00:05:04.000 --> 00:05:06.000]  神憐憫我們
[00:05:06.000 --> 00:05:08.000]  把這些要求
[00:05:08.000 --> 00:05:10.000]  很清楚告訴我們
[00:05:10.000 --> 00:05:11.000]  摩西說
[00:05:11.000 --> 00:05:12.000]  但是很可惜
[00:05:12.000 --> 00:05:14.000]  一次又一次我們犯罪
[00:05:14.000 --> 00:05:15.000]  所以摩西說
[00:05:15.000 --> 00:05:16.000]  我再提醒你
[00:05:16.000 --> 00:05:18.000]  究竟神要求的是什麼
[00:05:18.000 --> 00:05:19.000]  我們上個月
[00:05:19.000 --> 00:05:21.000]  我記得都跟大家說過
[00:05:21.000 --> 00:05:22.000]  不知道是不是這堂
[00:05:22.000 --> 00:05:23.000]  我都忘記哪一堂
[00:05:23.000 --> 00:05:24.000]  說得太多了
[00:05:24.000 --> 00:05:28.000]  十誡裡面最重要的兩樣東西
[00:05:28.000 --> 00:05:29.000]  第一
[00:05:29.000 --> 00:05:31.000]  除我以外不要有其他的神
[00:05:31.000 --> 00:05:34.000]  這個不單只是說偶像的問題
[00:05:34.000 --> 00:05:37.000]  神說我和你之間
[00:05:37.000 --> 00:05:39.000]  不可以再有任何東西阻隔
[00:05:39.000 --> 00:05:40.000]  如果有任何東西
[00:05:40.000 --> 00:05:43.000]  阻礙了我和你之間的關係
[00:05:43.000 --> 00:05:44.000]  你一定要拿走它
[00:05:44.000 --> 00:05:46.000]  不單單是偶像的玩偶
[00:05:46.000 --> 00:05:47.000]  任何東西都是
[00:05:47.000 --> 00:05:49.000]  除我以外
[00:05:49.000 --> 00:05:51.000]  不可以有任何東西取代我做你的神
[00:05:51.000 --> 00:05:52.000]  這是第一樣
[00:05:52.000 --> 00:05:56.000]  接著在摩西的講章裡面再說第二樣
[00:05:56.000 --> 00:05:59.000]  你要做我的子民
[00:05:59.000 --> 00:06:00.000]  我做你的神
[00:06:00.000 --> 00:06:01.000]  大家都記得
[00:06:01.000 --> 00:06:03.000]  神說為什麼
[00:06:03.000 --> 00:06:04.000]  我要做你的神
[00:06:04.000 --> 00:06:06.000]  我不是硬來的
[00:06:06.000 --> 00:06:08.000]  你不要忘記我救了你們
[00:06:08.000 --> 00:06:09.000]  是我白白的救你們
[00:06:09.000 --> 00:06:10.000]  本來你是誰
[00:06:10.000 --> 00:06:12.000]  是奴隸來的
[00:06:12.000 --> 00:06:14.000]  我拯救了你們
[00:06:14.000 --> 00:06:15.000]  你今天得到一條命
[00:06:15.000 --> 00:06:17.000]  是因為我的愛
[00:06:17.000 --> 00:06:19.000]  所以我要做你的神
[00:06:19.000 --> 00:06:20.000]  是天經地義的
[00:06:20.000 --> 00:06:21.000]  你做我的子民
[00:06:21.000 --> 00:06:23.000]  是益了你的
[00:06:23.000 --> 00:06:24.000]  是這個意思
[00:06:24.000 --> 00:06:26.000]  接著
[00:06:26.000 --> 00:06:27.000]  摩西就說到將來
[00:06:27.000 --> 00:06:29.000]  你們要進這個地方
[00:06:29.000 --> 00:06:31.000]  摩西再一次提醒以色列人
[00:06:31.000 --> 00:06:35.000]  這個迦南地是應許給你的
[00:06:35.000 --> 00:06:37.000]  不過我想告訴你
[00:06:37.000 --> 00:06:40.000]  神說迦南地的居民
[00:06:40.000 --> 00:06:42.000]  你永遠都不夠他們打的
[00:06:42.000 --> 00:06:44.000]  按文化
[00:06:44.000 --> 00:06:45.000]  按武力
[00:06:45.000 --> 00:06:47.000]  你們這群奴隸的子女
[00:06:47.000 --> 00:06:49.000]  怎麼救人家打
[00:06:49.000 --> 00:06:51.000]  是不可能打得贏人的
[00:06:51.000 --> 00:06:52.000]  不過
[00:06:52.000 --> 00:06:54.000]  如果我跟你一起去的話
[00:06:54.000 --> 00:06:57.000]  就沒有一個人可以在面前站立
