
[00:00:00.000 --> 00:00:01.960]  我先介紹一下自己
[00:00:01.960 --> 00:00:04.720]  我的名字叫做方桂生
[00:00:04.720 --> 00:00:06.520]  對於一些人來說
[00:00:06.520 --> 00:00:09.800]  這個名字是代表著一個名人
[00:00:09.800 --> 00:00:13.360]  曾經有一次我收到一個記者的電話
[00:00:13.360 --> 00:00:15.520]  他表示要訪問我
[00:00:15.520 --> 00:00:17.920]  當時我很詫異、很震驚
[00:00:17.920 --> 00:00:20.720]  「啊?我是一個小人物而已」
[00:00:20.720 --> 00:00:22.720]  「我是一個寂寂無名的人」
[00:00:22.720 --> 00:00:25.520]  「為甚麼這個記者要訪問我呢?」
[00:00:25.520 --> 00:00:27.720]  後來我終於明白了
[00:00:27.720 --> 00:00:32.120]  原來我跟一個很重要的人物
[00:00:32.120 --> 00:00:34.320]  名字是一模一樣的
[00:00:34.320 --> 00:00:38.320]  這個人是出自名門望族
[00:00:38.320 --> 00:00:39.720]  大人物
[00:00:39.720 --> 00:00:42.120]  所以記者查電話簿之後
[00:00:42.120 --> 00:00:43.920]  把我的電話
[00:00:43.920 --> 00:00:44.920]  以為就是他
[00:00:44.920 --> 00:00:46.920]  所以打來訪問我
[00:00:46.920 --> 00:00:48.920]  雖然人家是大人物
[00:00:48.920 --> 00:00:50.920]  但我不是名人
[00:00:50.920 --> 00:00:52.520]  我只是一個很普通
[00:00:52.520 --> 00:00:53.520]  很普通
[00:00:53.520 --> 00:00:56.320]  很普通的小人物
[00:00:56.320 --> 00:00:58.520]  我姓方
[00:00:58.520 --> 00:01:00.520]  方是一個小姓
[00:01:00.520 --> 00:01:03.320]  我記得我讀小學和中學的時候
[00:01:03.320 --> 00:01:06.720]  我從未遇過有另一個同學姓方的
[00:01:06.720 --> 00:01:08.120]  所以一直以來
[00:01:08.120 --> 00:01:10.520]  我對自己的認識和體會
[00:01:10.520 --> 00:01:13.320]  就是我們這些姓方的小姓寒門
[00:01:13.320 --> 00:01:14.920]  是一些很少
[00:01:14.920 --> 00:01:16.320]  沒有甚麼人認識的人
[00:01:16.320 --> 00:01:17.920]  我親戚也不多
[00:01:17.920 --> 00:01:20.720]  所以我以為姓方真的很少人
[00:01:20.720 --> 00:01:24.520]  至少我不但感覺到自己很微小
[00:01:24.520 --> 00:01:26.520]  更加常常懷疑
[00:01:26.520 --> 00:01:30.520]  究竟我是否爸爸媽媽親生的呢
[00:01:30.520 --> 00:01:33.320]  為甚麼我會有這個懷疑呢
[00:01:33.320 --> 00:01:37.320]  因為我爸爸是一個很傳統的男性
[00:01:37.320 --> 00:01:38.720]  他是一個很盡責
[00:01:38.720 --> 00:01:41.120]  很勤力工作的男士
[00:01:41.120 --> 00:01:43.720]  他在家裏面也很盡責
[00:01:43.720 --> 00:01:46.920]  不過他很少抱我們
[00:01:46.920 --> 00:01:49.120]  我媽媽經常這樣埋怨
[00:01:49.120 --> 00:01:50.920]  她說看你爸爸
[00:01:50.920 --> 00:01:54.520]  從來沒有抱過任何一個子女
[00:01:54.520 --> 00:01:57.520]  我爸爸是一個很安靜很安靜的人
[00:01:57.520 --> 00:01:59.120]  他沒有甚麼說的
