
[00:00:00.000 --> 00:00:01.860]  我們一家大士在這裏
[00:00:01.860 --> 00:00:03.740]  慶祝甚麼
[00:00:03.740 --> 00:00:06.720]  主耶穌基督復活
[00:00:06.720 --> 00:00:09.060]  跟隔壁的人說
[00:00:09.060 --> 00:00:10.580]  主耶穌復活了
[00:00:10.580 --> 00:00:19.720]  我想問小朋友
[00:00:19.720 --> 00:00:21.740]  18歲以下的當小朋友
[00:00:21.740 --> 00:00:24.540]  人人都有生日
[00:00:24.540 --> 00:00:28.080]  生日的時候我們很想開生日會
[00:00:28.140 --> 00:00:30.380]  耶穌的生日是甚麼時候
[00:00:30.380 --> 00:00:34.680]  甚麼
[00:00:34.680 --> 00:00:37.040]  聖誕節
[00:00:37.040 --> 00:00:38.760]  人人都有
[00:00:38.760 --> 00:00:42.280]  耶穌又有聖誕節
[00:00:42.280 --> 00:00:43.940]  又有復活節
[00:00:43.940 --> 00:00:45.700]  有甚麼特別
[00:00:45.700 --> 00:00:49.100]  人人都有生日會
[00:00:49.100 --> 00:00:51.480]  但是不是人人都有復活節
[00:00:51.480 --> 00:00:53.580]  為甚麼
[00:00:53.580 --> 00:00:56.480]  大家猜猜
[00:00:57.620 --> 00:01:00.220]  我們有些時候看報紙
[00:01:00.220 --> 00:01:03.560]  都發現有些人說死過翻生
[00:01:03.560 --> 00:01:05.680]  心臟停了跳動
[00:01:05.680 --> 00:01:07.200]  沒了呼吸
[00:01:07.200 --> 00:01:09.560]  或者看聖經的時候
[00:01:09.560 --> 00:01:12.960]  耶穌都曾經叫過拉撒路復活
[00:01:12.960 --> 00:01:15.940]  為甚麼他們沒有復活節
[00:01:15.940 --> 00:01:18.800]  為甚麼只有耶穌才有
[00:01:18.800 --> 00:01:21.400]  簡單一句
[00:01:21.400 --> 00:01:25.380]  因為無論報紙上那些翻生的人
[00:01:25.380 --> 00:01:30.760]  甚至乎耶穌叫那些人翻生的人
[00:01:30.760 --> 00:01:33.040]  到最後都要再死一次
[00:01:33.040 --> 00:01:37.260]  但唯有主耶穌復活了之後
[00:01:37.260 --> 00:01:38.560]  他用不用再死
[00:01:38.560 --> 00:01:41.300]  原來沒有人知道
[00:01:41.300 --> 00:01:43.260]  他用不用再死
[00:01:43.260 --> 00:01:45.160]  不用
[00:01:45.160 --> 00:01:46.580]  他長遠活著
[00:01:46.580 --> 00:01:47.720]  永遠活著
[00:01:47.720 --> 00:01:50.740]  所以很多人在復活節的時候開派對
[00:01:50.740 --> 00:01:52.700]  說要大大慶祝
[00:01:53.440 --> 00:01:56.700]  但你猜耶穌的門徒有沒有開派對
[00:01:56.700 --> 00:01:58.840]  有呀
[00:01:58.840 --> 00:02:03.760]  我想耶穌的門徒都想開派對
[00:02:03.760 --> 00:02:06.380]  因為剛才我們讀了一段經文
[00:02:06.380 --> 00:02:09.720]  說的是耶穌第三次與門徒顯現
[00:02:09.720 --> 00:02:13.680]  第一次同樣在前一章
[00:02:13.680 --> 00:02:16.560]  約翰福音20章19到23節
[00:02:16.560 --> 00:02:19.280]  主耶穌第一次與門徒顯現的時候
[00:02:19.280 --> 00:02:21.280]  就跟他們說願你們平安
[00:02:21.280 --> 00:02:23.560]  不過那些時候門徒嚇了一跳
[00:02:23.560 --> 00:02:26.080]  為何一個人死了還會翻生
[00:02:26.080 --> 00:02:28.080]  嚇得他們很厲害
[00:02:28.080 --> 00:02:31.380]  但主耶穌復活了之後
[00:02:31.380 --> 00:02:33.040]  讓他們知道主耶穌真的復活了
[00:02:33.040 --> 00:02:34.040]  他們很開心
[00:02:34.040 --> 00:02:36.100]  第二次
[00:02:36.100 --> 00:02:39.080]  同樣在一起的時候
[00:02:39.080 --> 00:02:42.000]  同樣是約翰福音第20章之前那一章
[00:02:42.000 --> 00:02:45.000]  主耶穌仍然說願你們平安
[00:02:45.000 --> 00:02:47.000]  不過多了一樣東西
[00:02:47.000 --> 00:02:50.240]  他跟其中一個門徒多瑪說
[00:02:50.600 --> 00:02:52.400]  你來摸摸他的臘庖
[00:02:52.400 --> 00:02:54.480]  因為第一次
[00:02:54.480 --> 00:02:57.180]  當耶穌顯現的時候多瑪不在
[00:02:57.180 --> 00:03:00.280]  多瑪就以為耶穌沒有復活
[00:03:00.280 --> 00:03:02.560]  所以第二次主耶穌復活
[00:03:02.560 --> 00:03:05.280]  第三次就是剛才
[00:03:05.280 --> 00:03:08.280]  摘星姐妹讀的那一段經文
[00:03:08.280 --> 00:03:10.800]  就是在提比利亞海邊
[00:03:10.800 --> 00:03:13.720]  主耶穌同樣與門徒顯現
[00:03:13.720 --> 00:03:16.280]  提比利亞海邊在哪裏
[00:03:16.280 --> 00:03:19.280]  簡單一點我們熟悉的叫加利利
[00:03:19.280 --> 00:03:21.280]  加利利海是很大的
[00:03:21.280 --> 00:03:23.760]  其中一個名字
[00:03:23.760 --> 00:03:26.480]  其中一個地方就是提比利亞海邊
[00:03:26.480 --> 00:03:29.280]  那個時候那些門徒在做什麼
[00:03:29.280 --> 00:03:30.920]  在半夜去打魚
[00:03:30.920 --> 00:03:33.600]  有些奇怪
[00:03:33.600 --> 00:03:36.880]  門徒知道主耶穌復活了
[00:03:36.880 --> 00:03:39.480]  如果曾經在耶路撒冷與他們顯現
[00:03:39.480 --> 00:03:41.840]  應該很開心應該打算開派對
[00:03:41.840 --> 00:03:45.800]  應該很歡喜地在耶路撒冷繼續等待耶穌
[00:03:45.800 --> 00:03:50.280]  為什麼這七個人回到加利利他們的家鄉
[00:03:50.280 --> 00:03:51.280]  他們的家裏
[00:03:51.280 --> 00:03:53.280]  繼續打魚
[00:03:53.280 --> 00:03:56.280]  當我們看回福音書的時候
[00:03:56.280 --> 00:03:57.800]  原來馬太福音
[00:03:57.800 --> 00:04:01.280]  原來馬可福音記載主耶穌叫他們去加利利
[00:04:01.280 --> 00:04:04.080]  但當看路加福音又不是
[00:04:04.080 --> 00:04:06.280]  看到主耶穌叫他們留在耶路撒冷
[00:04:06.280 --> 00:04:08.280]  那即是怎樣
[00:04:08.280 --> 00:04:13.280]  其實耶穌復活了之後40天
[00:04:13.280 --> 00:04:15.680]  40天主耶穌說了很多話
[00:04:16.280 --> 00:04:18.280]  又顯現了很多次
[00:04:18.280 --> 00:04:21.080]  所以有些時候叫他們去加利利
[00:04:21.080 --> 00:04:23.280]  有些時候特別主耶穌升天的時候
[00:04:23.280 --> 00:04:25.280]  叫他們留在耶路撒冷
[00:04:25.280 --> 00:04:27.280]  等候聖靈降臨
[00:04:27.280 --> 00:04:31.280]  但福音書講不完那麼多
[00:04:31.280 --> 00:04:33.280]  所以這裡抽一截那裡抽一截
[00:04:33.280 --> 00:04:37.280]  所以有些時候好像不是很合口供
[00:04:37.280 --> 00:04:40.280]  但約翰福音的作者
[00:04:40.280 --> 00:04:42.280]  他就說
[00:04:43.280 --> 00:04:46.280]  約翰福音第20章第一次第二次
[00:04:46.280 --> 00:04:49.280]  這次講到主耶穌的第三次復活
[00:04:49.280 --> 00:04:51.280]  但無論
[00:04:51.280 --> 00:04:54.280]  門徒怎樣想開派對
[00:04:54.280 --> 00:04:58.280]  開不成這個派對
[00:04:58.280 --> 00:05:02.280]  很重要的一件事
[00:05:02.280 --> 00:05:04.280]  他們找不到主耶穌
[00:05:04.280 --> 00:05:08.280]  過往
[00:05:08.280 --> 00:05:10.280]  他們天天都見到主耶穌
[00:05:10.280 --> 00:05:11.280]  天天聽他教導
[00:05:11.280 --> 00:05:13.280]  跟他一起吃跟他一起住
[00:05:13.280 --> 00:05:15.280]  主耶穌就公開醫病
[00:05:15.280 --> 00:05:17.280]  講道講鬼
[00:05:17.280 --> 00:05:19.280]  他們就在旁邊維持秩序
[00:05:19.280 --> 00:05:21.280]  做保安
[00:05:21.280 --> 00:05:25.280]  很威風的跟著主耶穌
[00:05:25.280 --> 00:05:27.280]  那些人找不到主耶穌
[00:05:27.280 --> 00:05:30.280]  有時候都會找門徒去講鬼去醫病
[00:05:30.280 --> 00:05:33.280]  而他們當那些門徒
[00:05:33.280 --> 00:05:35.280]  被那些法利塞人的民粹挑戰
[00:05:35.280 --> 00:05:38.280]  去打的時候主耶穌就出頭
[00:05:41.280 --> 00:05:42.280]  但現在呢
[00:05:42.280 --> 00:05:43.280]  主耶穌復活了
[00:05:43.280 --> 00:05:44.280]  他們都知道主耶穌復活了
[00:05:44.280 --> 00:05:46.280]  但主耶穌去了哪
[00:05:46.280 --> 00:05:48.280]  找了很久都不見
[00:05:48.280 --> 00:05:51.280]  一時在那裡出現
[00:05:51.280 --> 00:05:53.280]  一時又不見人
[00:05:53.280 --> 00:05:55.280]  他們找不到主耶穌
[00:05:55.280 --> 00:05:56.280]  不知道怎樣找他
[00:05:56.280 --> 00:05:59.280]  主耶穌也不再公開露面
[00:05:59.280 --> 00:06:01.280]  主耶穌復活了之後
[00:06:01.280 --> 00:06:03.280]  他每一次的復活
[00:06:03.280 --> 00:06:04.280]  在人的面前
[00:06:04.280 --> 00:06:06.280]  都只是在門徒的面前
[00:06:08.280 --> 00:06:11.280]  只是在門徒的面前才看到他的復活
[00:06:11.280 --> 00:06:15.280]  於是他們就保守著這個秘密
[00:06:15.280 --> 00:06:17.280]  他們知道主耶穌復活了
[00:06:17.280 --> 00:06:18.280]  得勝了
[00:06:18.280 --> 00:06:19.280]  但是他們告訴別人
[00:06:19.280 --> 00:06:20.280]  別人不會相信
[00:06:20.280 --> 00:06:21.280]  別人還懷疑
[00:06:21.280 --> 00:06:23.280]  是不是你們偷了主耶穌的屍體
[00:06:23.280 --> 00:06:24.280]  是不是你們撒謊
[00:06:24.280 --> 00:06:25.280]  或者是不是太傷心
[00:06:25.280 --> 00:06:26.280]  做夢
[00:06:26.280 --> 00:06:27.280]  有幻覺
[00:06:27.280 --> 00:06:28.280]  胡言亂語
[00:06:28.280 --> 00:06:29.280]  自己騙自己
[00:06:29.280 --> 00:06:32.280]  試過說話
[00:06:32.280 --> 00:06:34.280]  你說一些真話
[00:06:34.280 --> 00:06:35.280]  沒有人相信嗎
