
[00:00:00.000 --> 00:00:01.800]  各位來賓各位朋友
[00:00:01.800 --> 00:00:02.880]  頂姊妹早晨
[00:00:02.880 --> 00:00:03.720]  早安
[00:00:03.720 --> 00:00:04.840]  願你們平安
[00:00:04.840 --> 00:00:06.880]  我想問問大家
[00:00:06.880 --> 00:00:09.600]  大家想不想成為一個有福氣的人
[00:00:09.600 --> 00:00:11.600]  當然想了
[00:00:11.600 --> 00:00:13.800]  特別是我們中國人
[00:00:13.800 --> 00:00:18.560]  我們真的非常非常喜歡福氣這件事
[00:00:18.560 --> 00:00:22.000]  記不記得在上個月農曆新年期間
[00:00:22.000 --> 00:00:25.440]  那個紅底金字顏體的福字
[00:00:25.440 --> 00:00:26.640]  貼到整項城市
[00:00:26.640 --> 00:00:27.800]  你家裏有多少張
[00:00:29.440 --> 00:00:31.760]  有時候我們真的很希望這些福氣
[00:00:31.760 --> 00:00:33.720]  快點來到我們家裏
[00:00:33.720 --> 00:00:36.920]  於是乎規規矩矩的那個福字要怎麼貼呢?
[00:00:36.920 --> 00:00:38.720]  倒轉它貼
[00:00:38.720 --> 00:00:42.560]  希望這些福氣可以早日臨到
[00:00:42.560 --> 00:00:44.400]  福到福到
[00:00:44.400 --> 00:00:48.000]  不過大家知不知道什麼才是真的福氣?
[00:00:48.000 --> 00:00:54.040]  據喬軒榮先生所編著的中文字典裏面
[00:00:54.040 --> 00:00:55.800]  那個福字的意思是什麼呢?
[00:00:55.800 --> 00:00:57.680]  他說是愉快的生活
[00:00:57.680 --> 00:00:59.280]  心滿意足的事
[00:00:59.280 --> 00:01:00.480]  和一個字相反的
[00:01:00.480 --> 00:01:01.280]  那個是什麼字呢?
[00:01:01.280 --> 00:01:03.440]  和字相反
[00:01:03.440 --> 00:01:06.640]  原來福是在說愉快的生活
[00:01:06.640 --> 00:01:08.280]  心滿意足的事
[00:01:08.280 --> 00:01:10.120]  和和相反
[00:01:10.120 --> 00:01:13.280]  原來福和和是相反的
[00:01:13.280 --> 00:01:15.920]  這個會不會幫我們去解釋
[00:01:15.920 --> 00:01:18.400]  為什麼我們這麼喜歡去擁有福氣呢?
[00:01:18.400 --> 00:01:22.960]  是不是我們很希望能夠多一點福氣的時候
[00:01:22.960 --> 00:01:25.480]  我們就可以逃避一些什麼呢?
[00:01:25.480 --> 00:01:26.920]  和呢?
[00:01:26.920 --> 00:01:29.160]  但是很有趣的
[00:01:29.320 --> 00:01:32.960]  大家知不知道福和和是以什麼字做部首呢?
[00:01:32.960 --> 00:01:35.480]  是字部
[00:01:35.480 --> 00:01:37.320]  是字部做部首
[00:01:37.320 --> 00:01:39.760]  大家都是是字部做部首
[00:01:39.760 --> 00:01:41.520]  更加有趣的是什麼呢?
[00:01:41.520 --> 00:01:44.800]  大家都是是字部加九劃的
[00:01:44.800 --> 00:01:48.000]  你試試在手帳上了解一下
[00:01:48.000 --> 00:01:50.800]  福和和大家都是是字部
[00:01:50.800 --> 00:01:54.680]  但是都是是字部加上九劃的
[00:01:54.680 --> 00:01:59.120]  所以福和和不是在於你擁有有多少
[00:01:59.280 --> 00:02:01.520]  大家都是是字部加上九劃而已
[00:02:01.520 --> 00:02:06.800]  福和和其實是在於你怎樣去編寫這九劃
[00:02:06.800 --> 00:02:09.160]  去編寫你的人生
[00:02:09.160 --> 00:02:13.080]  在你人生裡面將這九劃怎樣去寫出來
[00:02:13.080 --> 00:02:16.000]  這個就是重點
[00:02:16.000 --> 00:02:19.880]  我們以往經常在於我們以為有福就是擁有多一點
[00:02:19.880 --> 00:02:20.920]  擁有多一點
[00:02:20.920 --> 00:02:22.160]  擁有多一點
[00:02:22.160 --> 00:02:24.840]  但是真正的福氣不是這樣
[00:02:24.840 --> 00:02:28.960]  真正的福氣是在於你怎樣去寫這九劃
[00:02:30.200 --> 00:02:31.920]  好了,去到下一個問題是什麼呢?
[00:02:31.920 --> 00:02:37.160]  我們究竟怎樣去確保自己能夠得到有福的確據
[00:02:37.160 --> 00:02:40.720]  使自己擁有一個真正蒙福的人生呢?
[00:02:40.720 --> 00:02:45.480]  讓我們一起去透過這位賜予人恩福的神
[00:02:45.480 --> 00:02:47.680]  透過祂對我們的說話
[00:02:47.680 --> 00:02:48.600]  即是聖經
[00:02:48.600 --> 00:02:50.600]  所帶給我們的亮光
[00:02:50.600 --> 00:02:54.800]  以至我們每一個都能夠得到這個有福的確據
[00:02:54.800 --> 00:02:57.120]  讓我們先看剛才所看的《雅各書》
[00:02:57.120 --> 00:02:58.600]  我們先看第一章
[00:02:58.920 --> 00:02:59.920]  二十五節
[00:02:59.920 --> 00:03:01.600]  一章二十五節
[00:03:01.600 --> 00:03:04.080]  《雅各書》第一章
