
[00:00:00.000 --> 00:00:03.240]  十佳里面有一佳是隻有四個字,不可殺人
[00:00:03.240 --> 00:00:04.760]  很簡單的四個中文
[00:00:04.760 --> 00:00:06.480]  很簡單的四句中文
[00:00:06.480 --> 00:00:08.160]  你們都明白意思對吧
[00:00:08.160 --> 00:00:09.920]  你們都明白意思對吧
[00:00:09.920 --> 00:00:11.080]  是
[00:00:11.080 --> 00:00:12.840]  那好了我們可以下課了
[00:00:12.840 --> 00:00:15.080]  那大家可以放學了
[00:00:15.080 --> 00:00:21.480]  剛纔該隱殺亞伯這個記載
[00:00:21.480 --> 00:00:25.440]  剛纔該隱殺阿伯這個記載
[00:00:25.440 --> 00:00:27.440]  讀過《創世紀》都有印象
[00:00:27.440 --> 00:00:30.320]  如果讀過《創世紀》的都應該有印象
[00:00:30.320 --> 00:00:35.680]  基本上可以說是人類原初的時候
[00:00:35.680 --> 00:00:38.040]  最早的幾個事件之一
[00:00:38.040 --> 00:00:44.320]  基本上是人類開始的時候最早的幾件事件之一
[00:00:44.320 --> 00:00:47.880]  就是亞當夏娃趕出伊甸園之後
[00:00:47.880 --> 00:00:51.040]  就是亞當和夏娃被趕出伊甸園之後
[00:00:51.040 --> 00:00:53.480]  一上來就是兩件事情
[00:00:53.480 --> 00:00:55.760]  一上來就是有兩件事了
[00:00:55.760 --> 00:00:57.480]  一件事情是生孩子
[00:00:57.480 --> 00:00:58.960]  一件事就是生孩子
[00:00:58.960 --> 00:01:00.400]  一件事情就是殺人
[00:01:00.400 --> 00:01:02.200]  一件事就是殺人
[00:01:02.200 --> 00:01:04.920]  所以這個殺人和人類的
[00:01:04.920 --> 00:01:09.000]  可以說是開始息息相關的
[00:01:09.000 --> 00:01:12.720]  殺人和人類的歷史開始息息相關的
[00:01:12.720 --> 00:01:16.320]  這個殺人這個詞需要澄清一下它的意思
[00:01:16.320 --> 00:01:19.560]  關於殺人這個詞我們去澄清一下它的意思
[00:01:19.560 --> 00:01:24.320]  它在原文中代表私下的殺傷
[00:01:24.320 --> 00:01:27.640]  它在原文中代表私下的殺傷
[00:01:27.640 --> 00:01:32.800]  它跟戰爭中的殺人和死刑不是一個詞
[00:01:32.800 --> 00:01:37.240]  它跟戰爭中的殺人和死刑有不同的意思
[00:01:37.240 --> 00:01:39.120]  所以不要混淆
[00:01:39.120 --> 00:01:41.320]  就是說世界中不可殺人
[00:01:41.320 --> 00:01:45.480]  因此戰爭是絕對不可以的
[00:01:45.480 --> 00:01:47.440]  然後死刑也是絕對不可以的
[00:01:47.440 --> 00:01:48.000]  不是這樣
[00:01:48.000 --> 00:01:49.240]  大家不可以混淆
[00:01:49.240 --> 00:01:51.360]  在戰爭裏面的殺戮和死刑
[00:01:51.360 --> 00:01:54.080]  是跟這個殺人是不一樣的意思
[00:01:54.080 --> 00:01:55.880]  那我們可以看到
[00:01:55.880 --> 00:01:59.040]  該隱殺啞伯是因爲什麼
[00:01:59.040 --> 00:02:01.240]  我們可以看到該隱殺啞伯
[00:02:01.240 --> 00:02:02.560]  因爲什麼
[00:02:02.560 --> 00:02:04.160]  它因爲的就是一種
[00:02:04.160 --> 00:02:07.480]  可以說是總結一個詞就是惱恨
[00:02:07.480 --> 00:02:09.920]  總結一個字就是因爲惱恨
[00:02:09.920 --> 00:02:13.040]  所以新約裏說恨人就是殺人真的是對
[00:02:13.040 --> 00:02:15.000]  《心經》裏面說恨人就是殺人
[00:02:15.000 --> 00:02:16.240]  其實是對的
[00:02:16.240 --> 00:02:17.760]  那你說
[00:02:17.760 --> 00:02:19.920]  人惱恨人
[00:02:19.920 --> 00:02:21.640]  一個人惱恨另一個人
[00:02:21.640 --> 00:02:24.320]  如果說一個人惱恨另一個人
[00:02:24.320 --> 00:02:26.520]  他就會殺人
[00:02:26.520 --> 00:02:27.880]  他就會殺人嗎
[00:02:27.880 --> 00:02:28.800]  是的
[00:02:28.800 --> 00:02:29.360]  是
[00:02:29.360 --> 00:02:30.440]  其實真是這樣
[00:02:30.440 --> 00:02:31.400]  其實真是這樣
[00:02:31.400 --> 00:02:34.360]  很多時候我們看到
[00:02:34.360 --> 00:02:37.280]  就是社會中發生了很多事情
[00:02:37.280 --> 00:02:38.320]  其實很多時候我們看到
[00:02:38.320 --> 00:02:40.200]  社會里面發生很多的事情
[00:02:40.200 --> 00:02:42.160]  他就是因爲惱恨
[00:02:42.160 --> 00:02:45.200]  然後就控制不住自己
[00:02:45.200 --> 00:02:46.760]  就會做出這種行爲
[00:02:46.760 --> 00:02:48.840]  因爲惱恨而控制不了自己
[00:02:48.840 --> 00:02:50.560]  就做出這些事情
[00:02:50.560 --> 00:02:53.800]  那惱恨有可能產生於什麼
[00:02:53.800 --> 00:02:56.640]  那惱恨又產生於什麼呢
[00:02:56.640 --> 00:02:59.760]  有的時候是一種極度的不滿
[00:02:59.760 --> 00:03:02.040]  有的時候是因爲極度的不滿
[00:03:02.040 --> 00:03:03.120]  你看
[00:03:03.120 --> 00:03:06.400]  該引殺啞伯其實就是對這個弟弟極度不滿
[00:03:06.400 --> 00:03:08.000]  因爲該人殺下白仔
[00:03:08.000 --> 00:03:10.600]  因爲這個對他的極度的不滿
[00:03:10.600 --> 00:03:12.760]  也許你對一個人不滿
[00:03:12.760 --> 00:03:14.600]  其實沒道理
[00:03:14.600 --> 00:03:16.360]  其實有的時候我們對一個人不滿
[00:03:16.360 --> 00:03:17.240]  其實沒什麼道理的
[00:03:17.240 --> 00:03:19.040]  可是你就是那樣的
[00:03:19.040 --> 00:03:21.880]  但是你就是因爲不滿
[00:03:21.880 --> 00:03:24.200]  然後還有是因爲嫉妒
[00:03:24.200 --> 00:03:26.280]  又或者是因爲嫉妒
[00:03:26.280 --> 00:03:28.000]  你嫉妒這個人
[00:03:28.000 --> 00:03:29.400]  因爲是嫉妒一個人
[00:03:29.400 --> 00:03:30.760]  你嫉妒這個人有什麼
[00:03:30.760 --> 00:03:31.960]  或者他得到了什麼
[00:03:31.960 --> 00:03:33.600]  因爲妒忌這個人有些什麼
[00:03:33.600 --> 00:03:34.880]  或者是做到些什麼
[00:03:34.880 --> 00:03:36.040]  你看該引殺啞伯
[00:03:36.040 --> 00:03:39.760]  他就是因爲上帝誇獎弟弟嘛
[00:03:39.760 --> 00:03:40.920]  該引殺下白
[00:03:40.920 --> 00:03:43.920]  因爲是上帝誇獎他的弟弟
[00:03:43.920 --> 00:03:46.440]  還有的時候我們殺人是因爲恐懼
[00:03:46.440 --> 00:03:48.800]  殺人有可能因爲恐懼
[00:03:48.800 --> 00:03:53.000]  你會害怕發生什麼樣的情況
[00:03:53.000 --> 00:03:56.160]  你會因爲怕着發生什麼狀況
[00:03:56.160 --> 00:03:59.840]  所以你就一時間怒從心頭起
[00:03:59.840 --> 00:04:00.960]  惡向膽邊生
[00:04:00.960 --> 00:04:03.080]  你就會傷害一個人
[00:04:03.080 --> 00:04:05.240]  一時之間你就會怒從心上起
[00:04:05.240 --> 00:04:06.400]  惡向膽邊生
[00:04:06.400 --> 00:04:08.440]  你就會殺人了
[00:04:08.440 --> 00:04:10.480]  那還有像該引殺啞伯
[00:04:10.480 --> 00:04:11.680]  也有這個原因
[00:04:11.680 --> 00:04:14.400]  那個人殺啞伯都有這個原因
[00:04:14.400 --> 00:04:16.240]  我猜想有可能
[00:04:16.240 --> 00:04:17.280]  也都是有這個可能
[00:04:17.280 --> 00:04:19.840]  因爲他面對神的時候
[00:04:19.840 --> 00:04:21.960]  他受到了一種責備
[00:04:21.960 --> 00:04:25.120]  他面對神的時候受到一種責備
[00:04:25.120 --> 00:04:27.360]  他甚至可能會想
[00:04:27.360 --> 00:04:31.000]  上帝從此以後只偏愛他的弟弟而遺棄他
[00:04:31.000 --> 00:04:34.400]  他甚至會想上帝從此就會愛他的兄弟
[00:04:34.400 --> 00:04:36.160]  從此會離棄他
[00:04:36.160 --> 00:04:38.920]  但是從記載中我們看到他是長子
[00:04:38.920 --> 00:04:40.360]  但是從記載中我們看到
[00:04:40.360 --> 00:04:41.880]  因爲他是長子
[00:04:41.880 --> 00:04:44.640]  他可能很害怕會失去什麼
[00:04:44.640 --> 00:04:46.880]  他又很害怕會失去些什麼
[00:04:46.880 --> 00:04:50.880]  然後最後一種惱恨有可能是源於自以爲意
[00:04:50.880 --> 00:04:53.520]  還有一種惱恨是由於自以爲意
[00:04:53.520 --> 00:04:55.240]  就是你覺得那個人很壞
[00:04:55.240 --> 00:04:56.640]  你自己特別好
[00:04:56.640 --> 00:04:58.400]  就是因爲你覺得某人很壞
[00:04:58.400 --> 00:05:00.200]  你自己特別好
[00:05:00.200 --> 00:05:01.720]  你就可以覺得
[00:05:01.720 --> 00:05:04.920]  你似乎有資格有權利去傷害他
[00:05:04.920 --> 00:05:09.120]  你似乎覺得自己有權利去傷害別人
[00:05:09.120 --> 00:05:12.880]  我想該引很可能也有這種心態
[00:05:12.880 --> 00:05:15.480]  我想該引也都很可能有這種心態
[00:05:15.480 --> 00:05:17.400]  我是打獵的你是種田的
[00:05:17.400 --> 00:05:19.720]  我是打獵的你是種田的
[00:05:19.720 --> 00:05:22.120]  我獻獵物你獻收成
[00:05:22.120 --> 00:05:24.120]  我獻獵物你獻收成
[00:05:24.120 --> 00:05:25.320]  我有什麼錯
[00:05:25.320 --> 00:05:26.160]  我有什麼錯
[00:05:26.160 --> 00:05:30.640]  憑什麼你就被欣賞我就被責備
[00:05:30.640 --> 00:05:33.800]  憑什麼你就被欣賞而我又被責備
[00:05:33.800 --> 00:05:35.760]  他覺得自己沒有任何問題
[00:05:35.760 --> 00:05:37.120]  他覺得自己沒有任何問題
[00:05:37.120 --> 00:05:40.360]  所以就會產生一種惱恨對於對方
[00:05:40.360 --> 00:05:42.800]  他就會對對方產生一種惱恨
[00:05:42.800 --> 00:05:46.680]  也許我們日常生活中可以管它叫委屈吧
[00:05:46.680 --> 00:05:48.280]  有時我們日常生活裏面
[00:05:48.280 --> 00:05:50.400]  可能叫這種情況叫做委屈
[00:05:50.400 --> 00:05:52.040]  所以從我看過一本書
[00:05:52.040 --> 00:05:56.120]  我看過一本書裏面就講人性中
[00:05:56.120 --> 00:05:58.120]  裏面一講人性裏面
[00:05:58.120 --> 00:06:01.600]  就有一種叫心中的該引
[00:06:01.600 --> 00:06:03.680]  就有一種叫做心中的該引
[00:06:03.680 --> 00:06:07.800]  就是你我每一個人心裏都有個該引
[00:06:07.800 --> 00:06:10.520]  你我每個人心目中都有一個該引
[00:06:10.520 --> 00:06:12.360]  我們就會恨人
[00:06:12.360 --> 00:06:15.240]  我們就會在惱人或者恨人
[00:06:15.240 --> 00:06:19.400]  我們就會做出很多很糟糕的事情
[00:06:19.400 --> 00:06:23.520]  我們就會做出一些很不對的事情
[00:06:23.520 --> 00:06:25.000]  那我們可以看耶穌
[00:06:25.000 --> 00:06:26.440]  那我們可以看看耶穌
[00:06:26.440 --> 00:06:30.120]  耶穌是否遭受過這些
[00:06:30.120 --> 00:06:32.000]  耶穌有沒有遭受過這些呢
[00:06:32.000 --> 00:06:33.000]  是的
[00:06:33.000 --> 00:06:34.320]  是的
[00:06:34.320 --> 00:06:39.080]  耶穌面對猶太的掌權者的時候
[00:06:39.080 --> 00:06:42.120]  當耶穌面對猶太的掌權者的時候
[00:06:42.120 --> 00:06:44.840]  他其實就是在承受這些
[00:06:44.840 --> 00:06:47.360]  其實他就是在承受這些
[00:06:47.360 --> 00:06:49.480]  最後這些人是把他殺了
[00:06:49.480 --> 00:06:51.720]  最後這些人將他殺了
[00:06:51.720 --> 00:06:56.360]  因爲猶太人律法裏的並不是說不可以有戰爭
