
[00:00:00.000 --> 00:00:05.640]  我們來看一種以創下書的經文第五十章的四部十一節
[00:00:05.640 --> 00:00:10.240]  其中第四節就要到塑膠者的節奏
[00:00:10.240 --> 00:00:12.280]  一個塑膠者
[00:00:12.280 --> 00:00:13.820]  如果是
[00:00:13.820 --> 00:00:15.360]  謙卑塑膠
[00:00:15.360 --> 00:00:16.380]  諾物加倫
[00:00:16.380 --> 00:00:17.920]  二舌頭
[00:00:17.920 --> 00:00:20.740]  似乎代表著要發聲
[00:00:20.740 --> 00:00:22.520]  要去做事
[00:00:22.520 --> 00:00:26.880]  但在一起的確是有點奇怪或者有點矛盾
[00:00:27.640 --> 00:00:34.040]  如果回想起在《天下圈子》裡曾經有一個時間帶出現的題目
[00:00:34.040 --> 00:00:37.360]  就是《獨人頂咒》的反思
[00:00:37.360 --> 00:00:39.660]  既是差異者
[00:00:39.660 --> 00:00:41.200]  又是獨死者
[00:00:41.200 --> 00:00:43.760]  既是化後之靈
[00:00:43.760 --> 00:00:46.580]  又是由心靈靜等候
[00:00:46.580 --> 00:00:50.940]  本以創書在我們手中拿出這東西的意思
[00:00:50.940 --> 00:00:52.220]  我們一起讀一讀
[00:00:52.220 --> 00:00:56.560]  一個五十章第四節以創書的一段
[00:00:56.820 --> 00:00:58.100]  二次經文寫
[00:00:58.100 --> 00:00:59.640]  1.2.3
[00:00:59.640 --> 00:01:01.440]  四個節奏
[00:01:01.440 --> 00:01:02.960]  塑膠者之時
[00:01:02.960 --> 00:01:05.000]  只要我知道
[00:01:05.000 --> 00:01:07.820]  真的用言語輔助你的人
[00:01:07.820 --> 00:01:10.380]  只會做三十第四節
[00:01:10.380 --> 00:01:11.920]  提醒我定義
[00:01:11.920 --> 00:01:13.200]  使我能看你
[00:01:13.200 --> 00:01:15.260]  像是塑膠者一樣
[00:01:15.260 --> 00:01:18.580]  全套是要唱的
[00:01:18.580 --> 00:01:20.880]  反正有四個節奏
[00:01:20.880 --> 00:01:22.160]  人之歌者
[00:01:22.160 --> 00:01:23.960]  然後是修副歌人之歌
[00:01:24.720 --> 00:01:29.060]  之前老師陳詩麗和我們訪問的第一名演奏
[00:01:29.060 --> 00:01:34.200]  我會唱第三首和僕人的《小難》和《羞辱人》這段節奏
[00:01:34.200 --> 00:01:41.620]  之前的老師和陳老師都解釋了僕人的身份
[00:01:41.620 --> 00:01:44.940]  在這段節奏裏面可以有很不同的解讀
[00:01:44.940 --> 00:01:47.000]  有些人認為是指向
[00:01:47.000 --> 00:01:48.780]  整個的伊斯蘭民族
[00:01:48.780 --> 00:01:52.360]  又或者是指向摩斯和古列
[00:01:53.140 --> 00:01:55.960]  即是理想中的伊斯蘭的使用者
[00:01:55.960 --> 00:01:58.260]  而更多的提出
[00:01:58.260 --> 00:02:01.840]  是預表到將來要理的
[00:02:01.840 --> 00:02:04.140]  理想和耶穌基督
[00:02:04.140 --> 00:02:10.040]  過去幾個星期
[00:02:10.040 --> 00:02:13.620]  我試過在之前的英文兒童書裏面
[00:02:13.620 --> 00:02:14.900]  知道一些
[00:02:14.900 --> 00:02:16.440]  以前當時
[00:02:16.440 --> 00:02:18.740]  面對的處境
[00:02:18.740 --> 00:02:20.280]  以及時代背景
[00:02:20.280 --> 00:02:22.080]  我現在還記得
[00:02:22.320 --> 00:02:23.340]  王基
[00:02:23.340 --> 00:02:25.140]  他說
[00:02:25.140 --> 00:02:27.960]  是否失望地遺下神的指紋
[00:02:27.960 --> 00:02:31.280]  為甚麼要放他們現在的伊斯蘭人
[00:02:31.280 --> 00:02:33.840]  在艱難困苦的環境裏面
[00:02:33.840 --> 00:02:36.400]  又提到神的指紋
[00:02:36.400 --> 00:02:38.700]  要在絕境裏面有盼望
[00:02:38.700 --> 00:02:41.520]  在《地經》裏面
[00:02:41.520 --> 00:02:42.800]  就
[00:02:42.800 --> 00:02:43.580]  有一次
[00:02:43.580 --> 00:02:44.340]  就是
[00:02:44.340 --> 00:02:47.160]  孫悟空的《飲共之禮》
[00:02:47.160 --> 00:02:49.200]  開始了第三
[00:02:49.200 --> 00:02:50.220]  我的
[00:02:50.220 --> 00:02:51.240]  《僕人之道》
[00:02:53.040 --> 00:02:55.600]  這個主耶和日子分別是第四節
[00:02:55.600 --> 00:02:56.620]  第五節
[00:02:56.620 --> 00:02:58.920]  甚至第九節都出現
[00:02:58.920 --> 00:03:02.760]  本書的整個第七首《僕人之道》的一段落
[00:03:02.760 --> 00:03:04.560]  叫《僕人之道》
[00:03:04.560 --> 00:03:05.320]  第六節
[00:03:05.320 --> 00:03:10.440]  主耶和正正就是將這個東南亞和平的那四個段落
[00:03:10.440 --> 00:03:11.460]  第一節
[00:03:11.460 --> 00:03:12.240]  或者第四節
[00:03:12.240 --> 00:03:13.260]  這個段落
[00:03:13.260 --> 00:03:14.280]  就在一天五天
[00:03:14.280 --> 00:03:18.640]  介紹主耶和的僕人被刺下了數教者的舌頭
[00:03:19.400 --> 00:03:22.980]  最後五節就是僕人要開宗義左
[00:03:22.980 --> 00:03:25.800]  堅定面對挑戰
[00:03:25.800 --> 00:03:28.880]  第六節就是主幫助僕人
[00:03:28.880 --> 00:03:31.180]  必不自容收
[00:03:31.180 --> 00:03:34.760]  最後十節就是主耶和要敬拜上主
[00:03:34.760 --> 00:03:36.560]  敬重僕人的說話
[00:03:36.560 --> 00:03:41.160]  頭兩段落就是主耶和預備僕人
[00:03:41.160 --> 00:03:42.440]  後兩節
[00:03:42.440 --> 00:03:44.740]  就是主耶和說道
[00:03:44.740 --> 00:03:47.300]  如何幫助祂終身的僕人
[00:03:48.320 --> 00:03:51.140]  主耶和就是以僕人的僕伯
[00:03:51.140 --> 00:03:52.420]  以祂護衛
[00:03:52.420 --> 00:03:53.440]  祂光賜
[00:03:53.440 --> 00:03:55.500]  祂所面對的處境
[00:03:55.500 --> 00:03:59.580]  我們需要謙卑用手從神義的交流
[00:03:59.580 --> 00:04:02.140]  並將祂出耶和的這個樣式
[00:04:02.140 --> 00:04:04.960]  和祂面對受衷的挑戰
[00:04:04.960 --> 00:04:08.540]  最後我們一起看第四節
[00:04:08.540 --> 00:04:11.100]  第四節裡面看到舌頭
[00:04:11.100 --> 00:04:14.680]  說使我用言語去輔助祈福的人
[00:04:14.680 --> 00:04:16.740]  又看到祈禱
[00:04:17.000 --> 00:04:19.820]  使我用言語去輔助祈福的人
[00:04:19.820 --> 00:04:21.860]  願意聆聽
[00:04:21.860 --> 00:04:22.880]  願意
[00:04:22.880 --> 00:04:25.200]  為遠遠的祈福的人發聲
[00:04:25.200 --> 00:04:28.520]  等著僕人的精神
[00:04:28.520 --> 00:04:30.320]  和行動
[00:04:30.320 --> 00:04:34.140]  精神藝人領袖的一個基本素質
[00:04:34.140 --> 00:04:38.500]  主耶和使我用言語去輔助祈福的人
[00:04:38.500 --> 00:04:41.820]  使我用言語去輔助祈福的人
[00:04:41.820 --> 00:04:43.880]  又是使我用言語去輔助祈福的人
[00:04:43.880 --> 00:04:45.920]  使我用言語去輔助祈福的人
[00:04:47.980 --> 00:04:51.300]  十八節的舌頭有幾個翻譯的重點
[00:04:51.300 --> 00:04:55.400]  首先我們在第一節本來是表達到一個
[00:04:55.400 --> 00:04:56.940]  切磋的空氣
[00:04:56.940 --> 00:05:00.520]  分辨有素甚至是一個能言善辯的舌頭
[00:05:00.520 --> 00:05:03.600]  而這一節的解釋是一個強調
[00:05:03.600 --> 00:05:05.140]  一個塑膠
[00:05:05.140 --> 00:05:07.180]  一個在學習的角度
[00:05:07.180 --> 00:05:11.000]  甚至是一個專心傳達神話語的
[00:05:11.000 --> 00:05:11.780]  門徒
[00:05:11.780 --> 00:05:14.340]  去形容這個塑膠的舌頭
[00:05:17.160 --> 00:05:19.460]  舌頭是最強大的效果
[00:05:19.460 --> 00:05:23.300]  不知道大家有沒有感受到舌頭有什麼用途
[00:05:23.300 --> 00:05:26.680]  舌頭可以儲存在嘴巴上
[00:05:26.680 --> 00:05:27.800]  幫我們可以
[00:05:27.800 --> 00:05:29.100]  儲存在舌頭上
[00:05:29.100 --> 00:05:31.900]  而舌頭可以儲存在我們嘴巴上
[00:05:31.900 --> 00:05:37.260]  第五三章五節的舌頭在舌頭裡面是最少的
[00:05:37.260 --> 00:05:39.040]  因為舌頭的形式太滑
[00:05:39.040 --> 00:05:41.360]  舌頭有很大的影響力
[00:05:41.360 --> 00:05:43.900]  也有很大的破壞力
[00:05:45.180 --> 00:05:47.220]  舌頭也有很大的影響力
[00:05:47.220 --> 00:05:51.320]  可以用言語去輔助幫助疲倦的人
[00:05:51.320 --> 00:05:56.200]  當然也可以用言語去攻擊破壞其他人
[00:05:56.200 --> 00:06:02.600]  最近在外面的其他教會是同樣的分享
[00:06:02.600 --> 00:06:04.900]  他們很肯定
[00:06:04.900 --> 00:06:09.760]  現在的年青人他們非常關心很多不同的群體
[00:06:09.760 --> 00:06:13.340]  不單止是他們很關心
[00:06:13.600 --> 00:06:15.400]  經常說的老熟者
[00:06:15.400 --> 00:06:16.680]  湯堂會
[00:06:16.680 --> 00:06:18.980]  甚至他們加上不同的議題
[00:06:18.980 --> 00:06:20.520]  環保的議題
[00:06:20.520 --> 00:06:22.320]  像是需要
[00:06:22.320 --> 00:06:25.640]  打壓女人士的一個多元化的觀察
[00:06:25.640 --> 00:06:29.740]  如果你們不單只是身體力量的幫手
[00:06:29.740 --> 00:06:31.280]  更加是
[00:06:31.280 --> 00:06:33.060]  走到最前線
[00:06:33.060 --> 00:06:35.360]  去為這些群體發聲
[00:06:35.360 --> 00:06:39.980]  他們有很多不同的點子和產生的方法
[00:06:39.980 --> 00:06:42.800]  以前人們就是有那種衝勁
[00:06:43.300 --> 00:06:45.860]  光景、創意、活力、膽識
[00:06:45.860 --> 00:06:47.140]  去面對挑戰
[00:06:47.140 --> 00:06:49.700]  有很多
[00:06:49.700 --> 00:06:51.500]  不同年青人的射手
[00:06:51.500 --> 00:06:54.060]  有很多東西你沒想過都可以發生
[00:06:54.060 --> 00:07:00.460]  有很多的牧師、黑人的民主領袖
[00:07:00.460 --> 00:07:02.500]  不得了
[00:07:02.500 --> 00:07:05.320]  有四個會議
[00:07:05.320 --> 00:07:06.600]  因為我們在入住
[00:07:06.600 --> 00:07:09.160]  他們想走面前的時候
[00:07:09.160 --> 00:07:11.200]  所以平常在教會
[00:07:11.460 --> 00:07:14.540]  在會議廣壇演講的時候
[00:07:14.540 --> 00:07:15.560]  他們主張
[00:07:15.560 --> 00:07:17.600]  以一個非暴力的動向抗衡
[00:07:17.600 --> 00:07:19.140]  他們很相信
[00:07:19.140 --> 00:07:22.460]  非美國人有一些基本的權利
[00:07:22.460 --> 00:07:26.820]  所以年青人敢於發聲
[00:07:26.820 --> 00:07:29.640]  不公平地將他們的群體拼出來
[00:07:29.640 --> 00:07:32.700]  同時經文
[00:07:32.700 --> 00:07:33.740]  也提醒我們
[00:07:33.740 --> 00:07:37.820]  華子會總裁提醒
[00:07:37.820 --> 00:07:39.120]  提醒你耳朵
[00:07:39.620 --> 00:07:42.180]  這個聆聽將走膠
[00:07:42.180 --> 00:07:44.220]  一開始
[00:07:44.220 --> 00:07:46.280]  提醒我們要用耳朵
[00:07:46.280 --> 00:07:48.060]  兼備走膠
[00:07:48.060 --> 00:07:52.420]  走膠就是在這個第四次的全球出現
[00:07:52.420 --> 00:07:53.960]  首尾呼應
[00:07:53.960 --> 00:07:56.000]  剛才我們特別提到
[00:07:56.000 --> 00:07:58.300]  用耳聆聽神的聲音
[00:07:58.300 --> 00:08:01.640]  我們就像一套傳聲器一樣
[00:08:01.640 --> 00:08:04.700]  要清楚傳遞主人的訪問
[00:08:04.700 --> 00:08:06.500]  不加入自己的意思
[00:08:06.500 --> 00:08:08.800]  或是保護自己的意思
[00:08:09.580 --> 00:08:10.860]  或是作輔助
[00:08:10.860 --> 00:08:12.140]  幫助他人的工作
[00:08:12.140 --> 00:08:15.720]  所以在耳朵上面
[00:08:15.720 --> 00:08:18.020]  其實現在的華人當他們知道
[00:08:18.020 --> 00:08:19.300]  自己是要
[00:08:19.300 --> 00:08:21.860]  被死亡的信息
[00:08:21.860 --> 00:08:24.180]  知道自己已經死了
[00:08:24.180 --> 00:08:25.200]  的時候
[00:08:25.200 --> 00:08:28.260]  耳朵聽到上面的教徒
[00:08:28.260 --> 00:08:31.340]  就吩咐說給這些華人
[00:08:31.340 --> 00:08:34.920]  在38歲的老百姓
[00:08:34.920 --> 00:08:38.260]  說現在病人要死
[00:08:38.760 --> 00:08:42.100]  我四兒子才知道要在那裡見他對他說
[00:08:42.100 --> 00:08:43.620]  原來如此說
[00:08:43.620 --> 00:08:45.680]  那些留為永遠你的家
[00:08:45.680 --> 00:08:46.700]  因為你必死
[00:08:46.700 --> 00:08:49.520]  希西加就全面
[00:08:49.520 --> 00:08:50.800]  銷售牆壁
[00:08:50.800 --> 00:08:52.320]  土布也說
[00:08:52.320 --> 00:08:53.360]  若
[00:08:53.360 --> 00:08:54.880]  求你給我在你面前
[00:08:54.880 --> 00:08:56.420]  咁樣傳遞傳的心
[00:08:56.420 --> 00:08:58.220]  安成十行事
[00:08:58.220 --> 00:08:59.740]  有助你眼中所謂
[00:08:59.740 --> 00:09:01.020]  害死的
[00:09:01.020 --> 00:09:03.080]  希西加就痛哭
[00:09:03.080 --> 00:09:07.180]  希西加王父母該求之啦
[00:09:07.420 --> 00:09:09.220]  十幾年改變他們的心意
[00:09:09.220 --> 00:09:10.500]  在那裡
[00:09:10.500 --> 00:09:12.800]  不知為何希西加說
[00:09:12.800 --> 00:09:15.100]  在希西加的十幾年前
[00:09:15.100 --> 00:09:17.160]  我偏要你們報告
[00:09:17.160 --> 00:09:18.940]  放天要你的眼淚
[00:09:18.940 --> 00:09:21.500]  我便加上你十五年的手術
[00:09:21.500 --> 00:09:23.540]  為什麼要救你我這聖
[00:09:23.540 --> 00:09:25.340]  而你亞索王的手
[00:09:25.340 --> 00:09:27.120]  皆要保護我這聖
[00:09:27.120 --> 00:09:32.240]  以聖亞紮佑緊緊跟隨神的吩咐
[00:09:32.240 --> 00:09:35.060]  最初傳給我聖約翁的信息
[00:09:35.060 --> 00:09:36.600]  之後傳給我
[00:09:36.860 --> 00:09:37.380]  救回
[00:09:37.380 --> 00:09:39.420]  希西加王的信息
[00:09:39.420 --> 00:09:42.240]  我們照著
[00:09:42.240 --> 00:09:43.760]  神的吩咐
[00:09:43.760 --> 00:09:44.780]  直接
[00:09:44.780 --> 00:09:47.620]  把神要他對希西加王的說話
[00:09:47.620 --> 00:09:49.660]  向希西加王宣告
[00:09:49.660 --> 00:09:52.460]  所以信徒前後
