
[00:00:00.000 --> 00:00:04.000]  神父保佑我們,讓我們一同祈禱
[00:00:04.000 --> 00:00:06.000]  神父,感謝祢的恩典
[00:00:06.000 --> 00:00:09.000]  讓我們在星期天的清晨可以聚集敬拜祢
[00:00:09.000 --> 00:00:14.000]  可以給祢的鼓勵,又可以聆聽祢自己的話語
[00:00:14.000 --> 00:00:19.000]  求主祢的聖名幫助我們了解明白祢話語的教導
[00:00:19.000 --> 00:00:23.000]  並且在我們生活中能夠實踐祢的教訓
[00:00:23.000 --> 00:00:25.000]  奉耶穌基督的名祈禱,阿們
[00:00:27.000 --> 00:00:31.000]  今天我們會繼續思想利未記
[00:00:31.000 --> 00:00:33.000]  有關聖潔的信息
[00:00:33.000 --> 00:00:37.000]  我們上次已經說過
[00:00:37.000 --> 00:00:40.000]  上帝要和人一起生活
[00:00:40.000 --> 00:00:43.000]  最大的障礙就是人的罪
[00:00:43.000 --> 00:00:47.000]  故此上帝設計了憲制的方法
[00:00:47.000 --> 00:00:50.000]  來遮蓋人的罪
[00:00:50.000 --> 00:00:55.000]  也設立了一位聖潔的宗保
[00:00:55.000 --> 00:00:58.000]  去為罪人獻祭
[00:00:58.000 --> 00:01:01.000]  但是在我們的生活中
[00:01:01.000 --> 00:01:05.000]  我們除了和聖潔的上帝相處
[00:01:05.000 --> 00:01:08.000]  也會和其他人相處
[00:01:08.000 --> 00:01:11.000]  在以色列人之間
[00:01:11.000 --> 00:01:13.000]  他們本來都是罪人
[00:01:13.000 --> 00:01:16.000]  但是通過祭司的憲制之後
[00:01:16.000 --> 00:01:20.000]  他們就成為了聖潔的群體
[00:01:20.000 --> 00:01:24.000]  他們之間又應該怎樣相處呢?
[00:01:24.000 --> 00:01:27.000]  今天我們跳一跳
[00:01:27.000 --> 00:01:29.000]  跳到第十九章
[00:01:29.000 --> 00:01:32.000]  跟大家思想上帝的教導
[00:01:32.000 --> 00:01:34.000]  上帝要我們一方面
[00:01:34.000 --> 00:01:36.000]  和上帝和好
[00:01:36.000 --> 00:01:41.000]  也要與其他人有互諧的生活
[00:01:41.000 --> 00:01:44.000]  正如很多人都說過
[00:01:44.000 --> 00:01:47.000]  十字架有兩條木
[00:01:47.000 --> 00:01:49.000]  一條是直的
[00:01:49.000 --> 00:01:51.000]  一條是橫的
[00:01:51.000 --> 00:01:54.000]  直的那條可以代表
[00:01:54.000 --> 00:01:56.000]  我們和上帝的關係
[00:01:56.000 --> 00:01:58.000]  而橫的那條
[00:01:58.000 --> 00:02:02.000]  就是我們和其他人的關係
[00:02:02.000 --> 00:02:06.000]  你們記十九章的經文都頗長的
[00:02:06.000 --> 00:02:08.000]  我們會集中思想
[00:02:08.000 --> 00:02:11.000]  是有關與人相處的重要部份
[00:02:11.000 --> 00:02:16.000]  但是我會給一張經文的結構分析給大家參考
[00:02:16.000 --> 00:02:21.000]  有興趣的大家可以細心讀第十九章
[00:02:21.000 --> 00:02:26.000]  第一節到第八節是講愛上帝
[00:02:26.000 --> 00:02:30.000]  第九節到十八節是關於愛人
[00:02:30.000 --> 00:02:32.000]  十九節到二十五節
[00:02:32.000 --> 00:02:36.000]  就是要我們保持純潔和感恩
[00:02:36.000 --> 00:02:39.000]  二十六節到三十一節
[00:02:39.000 --> 00:02:42.000]  就是講愛上帝
[00:02:42.000 --> 00:02:45.000]  三十二到三十六節就是愛人
[00:02:45.000 --> 00:02:51.000]  我們看差不多上半段的經文
[00:02:51.000 --> 00:02:54.000]  十九章第二節很清楚指出
[00:02:54.000 --> 00:02:57.000]  作為上帝的選民
[00:02:57.000 --> 00:02:59.000]  成為聖
[00:02:59.000 --> 00:03:01.000]  不是一個自由選項
[00:03:01.000 --> 00:03:03.000]  你可以做又可以不做
[00:03:03.000 --> 00:03:05.000]  而是一定要做的
[00:03:05.000 --> 00:03:07.000]  經文說
[00:03:07.000 --> 00:03:09.000]  你們要成為聖
[00:03:09.000 --> 00:03:11.000]  因我爺說
[00:03:11.000 --> 00:03:14.000]  你們的上帝是神聖的
[00:03:14.000 --> 00:03:20.000]  第三節就提到孝順父母和守安息日
[00:03:20.000 --> 00:03:23.000]  根據十戒的次序
[00:03:23.000 --> 00:03:25.000]  守安息日是第四戒
[00:03:25.000 --> 00:03:27.000]  孝順父母是第五戒
[00:03:27.000 --> 00:03:31.000]  但是這節經文好像把次序調轉了
[00:03:31.000 --> 00:03:34.000]  所以次序不是重點
[00:03:34.000 --> 00:03:39.000]  這兩條戒命的相關性是值得我們注意
[00:03:39.000 --> 00:03:42.000]  守安息日是比較容易明白的
[00:03:42.000 --> 00:03:47.000]  就是要人每星期把一天分別出來
[00:03:47.000 --> 00:03:50.000]  把自己歸還給上帝
[00:03:50.000 --> 00:03:53.000]  和上帝建立關係
[00:03:53.000 --> 00:03:56.000]  這是要教導屬上帝的人
[00:03:56.000 --> 00:03:59.000]  不要只顧著工作
[00:03:59.000 --> 00:04:04.000]  更加要重視和上帝建立關係
[00:04:04.000 --> 00:04:06.000]  上帝也用安息日
[00:04:06.000 --> 00:04:09.000]  作為摩西之約的記號
[00:04:09.000 --> 00:04:13.000]  以色列人如果不守安息日
[00:04:13.000 --> 00:04:15.000]  是要被處死的
[00:04:15.000 --> 00:04:17.000]  我們華人就不同
[00:04:17.000 --> 00:04:20.000]  我們不守是沒有問題的
[00:04:20.000 --> 00:04:22.000]  至於孝順父母
[00:04:22.000 --> 00:04:26.000]  我們要從上帝的設計去了解
[00:04:26.000 --> 00:04:28.000]  在上帝的設計裡面
[00:04:28.000 --> 00:04:32.000]  兒女一定是由父母生的
[00:04:32.000 --> 00:04:34.000]  父母在兒女面前
[00:04:34.000 --> 00:04:36.000]  其實好像上帝
[00:04:36.000 --> 00:04:38.000]  上帝做人
[00:04:38.000 --> 00:04:42.000]  而父母就生養兒女
[00:04:42.000 --> 00:04:46.000]  父母就要在兒女年輕的時候開始
[00:04:46.000 --> 00:04:49.000]  教導兒女學習尊重父母
[00:04:49.000 --> 00:04:51.000]  孝敬父母
[00:04:51.000 --> 00:04:53.000]  以至兒女長大後
[00:04:53.000 --> 00:04:56.000]  會懂得敬畏上帝
[00:04:56.000 --> 00:04:58.000]  所以孝順父母
[00:04:58.000 --> 00:05:02.000]  其實是幫助我們學會敬畏上帝
[00:05:02.000 --> 00:05:04.000]  可惜今天很多父母
[00:05:04.000 --> 00:05:06.000]  把兒女當為上帝
[00:05:06.000 --> 00:05:08.000]  只有孝順父母
[00:05:08.000 --> 00:05:10.000]  就不敢去管教
[00:05:10.000 --> 00:05:15.000]  第四節提到不可以拜偶像
[00:05:15.000 --> 00:05:17.000]  這是十誡中的第二誡
[00:05:17.000 --> 00:05:19.000]  這兩節的經文
[00:05:19.000 --> 00:05:21.000]  強調成為聖
[00:05:21.000 --> 00:05:25.000]  以及如何與聖潔的上帝相處
[00:05:25.000 --> 00:05:29.000]  在九節到十八節
[00:05:29.000 --> 00:05:32.000]  就是一段有關愛人的教導
[00:05:32.000 --> 00:05:34.000]  就是與人相處
[00:05:34.000 --> 00:05:36.000]  其中有很多教訓
[00:05:36.000 --> 00:05:39.000]  在今天都一樣可以應用
[00:05:39.000 --> 00:05:41.000]  這些教導
[00:05:41.000 --> 00:05:46.000]  當時是要使以色列人建立和諧社會
[00:05:46.000 --> 00:05:49.000]  在九節到十節
[00:05:49.000 --> 00:05:52.000]  由於當時沒有社會福利制度
[00:05:52.000 --> 00:05:54.000]  為了照顧窮人
[00:05:54.000 --> 00:05:56.000]  上帝就立例
[00:05:56.000 --> 00:05:59.000]  要資產階層的人
[00:05:59.000 --> 00:06:02.000]  有田地出產農作物的人
[00:06:02.000 --> 00:06:04.000]  收割的時候
[00:06:04.000 --> 00:06:07.000]  就不要割盡穀物
[00:06:07.000 --> 00:06:09.000]  有穀物掉落地
[00:06:09.000 --> 00:06:11.000]  也不要翻轉去撿
[00:06:11.000 --> 00:06:13.000]  目的就是讓那些
[00:06:13.000 --> 00:06:15.000]  沒有田地的窮人
[00:06:15.000 --> 00:06:18.000]  可以自己去撿
[00:06:18.000 --> 00:06:20.000]  最近我們講過路德記
[00:06:20.000 --> 00:06:22.000]  大家都會記得
[00:06:22.000 --> 00:06:25.000]  路德去到波瓦斯的墨田
[00:06:25.000 --> 00:06:28.000]  撿墨稅的事
[00:06:28.000 --> 00:06:31.000]  由十一節到十八節
[00:06:31.000 --> 00:06:34.000]  有很多不可的條例
[00:06:34.000 --> 00:06:38.000]  這些條例是與十戒相關
[00:06:38.000 --> 00:06:40.000]  簡單來說
[00:06:40.000 --> 00:06:42.000]  上帝要他子民
[00:06:42.000 --> 00:06:46.000]  照顧社會上的弱勢群體
[00:06:46.000 --> 00:06:53.000]  包括窮人、聾人、盲人、打工仔
[00:06:53.000 --> 00:06:57.000]  但有同時不可以偏袒窮人
[00:06:57.000 --> 00:06:59.000]  十五節說
[00:06:59.000 --> 00:07:01.000]  你們審判的時候
[00:07:01.000 --> 00:07:03.000]  不可不公正
[00:07:03.000 --> 00:07:06.000]  不可偏護貧窮人
[00:07:06.000 --> 00:07:10.000]  也不可看重有權世人的臉
[00:07:10.000 --> 00:07:15.000]  總要公平審判你的論舍
[00:07:15.000 --> 00:07:18.000]  即是在經濟方面
[00:07:18.000 --> 00:07:21.000]  我們要照顧窮人
[00:07:21.000 --> 00:07:24.000]  在法律上要公平公正
[00:07:24.000 --> 00:07:27.000]  不能夠由於一個人
[00:07:27.000 --> 00:07:29.000]  窮或者有權勢
[00:07:29.000 --> 00:07:31.000]  去歪曲正義
[00:07:31.000 --> 00:07:33.000]  如果是這樣
[00:07:33.000 --> 00:07:38.000]  就違反了上帝的神聖標準
[00:07:38.000 --> 00:07:42.000]  十七節有點難明白
[00:07:42.000 --> 00:07:45.000]  不可心裡恨你的弟兄
[00:07:45.000 --> 00:07:47.000]  要指責你的論舍
[00:07:47.000 --> 00:07:51.000]  免得因他承擔罪過
[00:07:51.000 --> 00:07:54.000]  首先我想指出
[00:07:54.000 --> 00:07:57.000]  在這節經文中的弟兄
[00:07:57.000 --> 00:08:01.000]  與論舍可以說是同義詞
[00:08:01.000 --> 00:08:04.000]  這節經文教導我們
[00:08:04.000 --> 00:08:09.000]  如何處理人際衝突
[00:08:09.000 --> 00:08:11.000]  人與人之間相處
[00:08:11.000 --> 00:08:15.000]  有矛盾衝突是難免的
[00:08:15.000 --> 00:08:18.000]  當我們被弟兄得罪之後
[00:08:18.000 --> 00:08:21.000]  我們要如何處理呢
[00:08:21.000 --> 00:08:23.000]  如果我們只是懷恨於心
[00:08:23.000 --> 00:08:28.000]  那些恨就像細菌一樣
[00:08:28.000 --> 00:08:31.000]  不斷在我們心裡增長
[00:08:31.000 --> 00:08:35.000]  最後就會衍生出犯罪的行為
[00:08:35.000 --> 00:08:40.000]  就像該人殺了他的兄弟伯伯
[00:08:40.000 --> 00:08:43.000]  這節經文教導我們
[00:08:43.000 --> 00:08:45.000]  正確的處理方法
[00:08:45.000 --> 00:08:48.000]  是直接去找對方
[00:08:48.000 --> 00:08:52.000]  指出你覺得他得罪你的地方
[00:08:52.000 --> 00:08:55.000]  這樣我們就不會犯罪了
[00:08:55.000 --> 00:08:58.000]  主耶穌也是這樣教導我們
[00:08:58.000 --> 00:09:00.000]  在馬太福音
[00:09:00.000 --> 00:09:03.000]  十八章十五至十七節
[00:09:03.000 --> 00:09:05.000]  有詳細的教導
